Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Gianluca Scamacca,ITA,Atalanta,"Italian Serie A, UEFA Europa League",AM,Forward,25,2146,1,93,65,55,47,44,67
Giannis Konstantelias,GRE,PAOK,UEFA Europa Conference League,AM,Forward,21,545,1,44,79,64,80,50,65
Giannis Kotsiras,GRE,Panathinaikos,UEFA Europa League,RB,Defender,30,178,1,25,73,47,63,38,45
Giannis Michailidis,GRE,PAOK,UEFA Europa Conference League,CB,Defender,23,90,1,27,52,71,63,35,48
Giannis Papanikolaou,GRE,Raków,UEFA Europa League,CM,Midfielder,24,174,1,38,53,43,38,36,40
Gift Orban,NGA,"Gent, Lyon","French Ligue 1, UEFA Europa Conference League",AM,Forward,21,863,1,79,39,32,29,32,47
Gil Bastião Dias,POR,Legia Warsaw,UEFA Europa Conference League,LM,Midfielder,27,132,1,31,35,24,70,61,48
Gino Caoki,FRA,Lorient,French Ligue 1,LM,Midfielder,19,7,1,35,11,17,50,22,27
Gino Infantino,ARG,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,21,120,1,23,56,81,56,67,51
Ginés Sorroche,ESP,Betis,UEFA Europa Conference League,RW,Forward,19,5,1,30,39,71,63,26,45
Gio Reyna,USA,"Dortmund, Nott'ham Forest","English Premier League, German Bundesliga, UEFA Champions League",AM,Forward,21,537,1,27,71,83,74,85,62
Giorgi Gocholeishvili,GEO,Shakhtar,"UEFA Champions League, UEFA Europa League",RB,Defender,23,299,1,40,73,30,57,60,52
Giorgi Kvernadze,GEO,Frosinone,Italian Serie A,WB,Midfielder,20,63,1,35,30,31,61,50,44
Giorgio Cittadini,ITA,"Genoa, Monza",Italian Serie A,CB,Defender,22,121,1,37,32,19,14,86,48
Giorgio Scalvini,ITA,Atalanta,"Italian Serie A, UEFA Europa League",CB,Defender,20,3024,1,68,68,59,54,77,67
Giorgos Kanellopoulos,GRE,HJK,UEFA Europa Conference League,CM,Midfielder,23,412,1,35,30,39,37,57,43
Giorgos Kyriakopoulos,GRE,Monza,Italian Serie A,WB,Midfielder,28,1712,1,32,61,57,78,26,48
Giorgos Masouras,GRE,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",RW,Forward,30,560,1,51,56,37,38,74,49
Giovani Lo Celso,ARG,Tottenham,English Premier League,AM,Midfielder,28,506,1,95,92,87,96,68,84
Giovanni Bonfanti,ITA,Atalanta,"Italian Serie A, UEFA Europa League",CB,Defender,21,179,1,96,49,24,26,81,58
Giovanni Di Lorenzo,ITA,Napoli,"Italian Serie A, UEFA Champions League",RB,Defender,30,3954,1,56,90,84,87,40,64
Giovanni Fabbian,ITA,Bologna,Italian Serie A,AM,Midfielder,21,1057,1,92,62,31,23,32,42
Giovanni González,URU,Mallorca,Spanish La Liga,RB,Defender,29,2464,1,71,66,52,40,66,59
Giovanni Simeone,ARG,Napoli,"Italian Serie A, UEFA Champions League",AM,Forward,28,897,1,48,52,34,33,53,44
Giuliano Simeone,ARG,Alavés,Spanish La Liga,AM,Forward,21,630,1,28,68,55,46,65,50
Giulio Donati,ITA,Monza,Italian Serie A,CB,Defender,34,36,1,67,65,69,78,15,49
Giulio Maggiore,ITA,Salernitana,Italian Serie A,CM,Midfielder,26,1800,1,84,39,39,19,71,52
Giuseppe Caso,ITA,Frosinone,Italian Serie A,LW,Forward,25,417,1,32,55,50,65,32,48
Giuseppe Pezzella,ITA,Empoli,Italian Serie A,LB,Defender,26,1085,1,38,71,53,65,49,53
Givairo Read,NED,Feyenoord,UEFA Europa League,RB,Defender,17,13,1,37,65,50,61,14,37
Gleison Bremer,BRA,Juventus,Italian Serie A,CB,Defender,27,3233,1,74,36,51,36,61,54
Goni Naor,ISR,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,24,145,1,35,11,26,24,54,34
Gonzalo Escalante,ARG,Cádiz,Spanish La Liga,CM,Midfielder,31,1697,1,39,37,40,17,61,42
Gonzalo García,ESP,Real Madrid,Spanish La Liga,AM,Forward,19,19,1,61,26,23,83,32,46
Gonzalo Melero,ESP,Almería,Spanish La Liga,AM,Midfielder,30,1103,1,45,54,50,39,27,40
Gonzalo Montiel,ARG,Nott'ham Forest,English Premier League,RB,Defender,27,801,1,33,72,50,43,65,54
Gonzalo Villar,ESP,Granada,Spanish La Liga,CM,Midfielder,26,1803,1,45,68,51,53,65,58
Gonçalo Borges,POR,Porto,UEFA Champions League,RW,Forward,22,35,1,30,27,16,55,75,34
Gonçalo Guedes,POR,"Benfica, Villarreal","Spanish La Liga, UEFA Champions League, UEFA Europa League",AM,Forward,27,1160,1,62,58,66,63,37,60
Gonçalo Inácio,POR,Sporting CP,UEFA Europa League,CB,Defender,22,685,1,96,64,74,66,56,67
Gonçalo Paciência,POR,Bochum,German Bundesliga,AM,Forward,29,650,1,72,67,56,42,51,61
Gonçalo Ramos,POR,Paris S-G,"French Ligue 1, UEFA Champions League",AM,Forward,22,1634,1,62,50,48,35,60,51
Goran Antonić,SRB,TSC,UEFA Europa League,CB,Defender,33,419,1,37,26,35,23,74,48
Gorka Guruzeta,ESP,Athletic Club,Spanish La Liga,AM,Forward,27,2217,1,79,46,48,26,69,54
Gorka Rivera Alonso,ESP,Getafe,Spanish La Liga,RB,Defender,19,3,1,37,16,52,63,4,31
Graeme Shinnie,SCO,Aberdeen,UEFA Europa Conference League,CM,Midfielder,32,310,1,39,25,30,12,29,27
Granit Xhaka,SUI,Leverkusen,"German Bundesliga, UEFA Europa League",CM,Midfielder,31,3712,1,73,70,84,88,39,66
Grant Ranos,ARM,Gladbach,German Bundesliga,AM,Forward,20,49,1,23,56,65,66,42,49
Greg Taylor,SCO,Celtic,UEFA Champions League,LB,Defender,26,540,1,40,59,78,66,52,59
Gregory Wüthrich,SUI,Sturm Graz,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,29,661,1,29,43,36,24,67,46
Grejohn Kyei,FRA,Clermont Foot,French Ligue 1,AM,Forward,28,1026,1,35,42,50,35,36,40
Grigoris Kastanos,CYP,Salernitana,Italian Serie A,AM,Forward,26,1480,1,53,56,74,55,69,59
Grischa Prömel,GER,Hoffenheim,German Bundesliga,CM,Midfielder,29,2139,1,73,57,50,45,39,49
Grégoire Defrel,MTQ,Sassuolo,Italian Serie A,AM,Forward,32,757,1,42,38,46,29,66,41
Guela Doué,CIV,Rennes,"French Ligue 1, UEFA Europa League",RB,Defender,21,1536,1,48,91,61,70,64,64
Guido Rodríguez,ARG,Betis,"Spanish La Liga, UEFA Europa League",DM,Midfielder,30,2238,1,71,35,46,34,76,55
Guillermo Maripán,CHI,Monaco,French Ligue 1,CB,Defender,29,1767,1,77,27,48,38,45,47
Guram Kashia,GEO,Slovan Bratislava,UEFA Europa Conference League,CB,Defender,36,625,1,27,49,25,15,49,34
Gustaf Lagerbielke,SWE,Celtic,UEFA Champions League,CB,Defender,23,78,1,97,22,35,45,62,55
Gustaf Nilsson,SWE,Union SG,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,26,539,1,36,42,41,22,42,37
Gustav Berggren,SWE,Raków,UEFA Europa League,CM,Midfielder,26,437,1,28,51,45,40,56,46
Gustav Isaksen,DEN,Lazio,"Italian Serie A, UEFA Champions League",RW,Forward,23,1319,1,61,74,47,56,39,60
Gustav Nyheim,NOR,Molde,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,18,29,1,35,11,14,22,11,17
Gustavo Hamer,NED,Sheffield Utd,English Premier League,CM,Midfielder,26,2910,1,77,74,52,29,31,47
Gustavo Puerta,COL,Leverkusen,"German Bundesliga, UEFA Europa League",CM,Midfielder,20,234,1,38,57,58,82,68,63
Gustavo Scarpa,BRA,Olympiacos,UEFA Europa League,AM,Forward,29,16,1,30,40,88,46,26,46
Guus Til,NED,PSV Eindhoven,UEFA Champions League,AM,Forward,26,184,1,35,25,44,18,48,31
Guélor Kanga,GAB,Red Star,UEFA Champions League,CM,Midfielder,33,147,1,61,50,51,46,42,48
Gvidas Gineitis,LTU,Torino,Italian Serie A,CM,Midfielder,19,538,1,40,44,56,48,55,50
Gyrano Kerk,SUR,Antwerp,UEFA Champions League,RW,Forward,28,206,1,25,31,42,41,54,34
Gísli Eyjólfsson,ISL,Breiðablik,UEFA Europa Conference League,AM,Forward,29,449,1,49,72,66,66,72,63
Habib Diarra,SEN,Strasbourg,French Ligue 1,AM,Forward,20,2305,1,41,41,64,56,64,49
Habib Keita,MLI,Clermont Foot,French Ligue 1,CM,Midfielder,22,1278,1,74,40,50,53,68,58
Habib Maïga,CIV,"Ferencváros, Metz","French Ligue 1, UEFA Europa Conference League",CM,Midfielder,28,327,1,27,15,31,23,71,40
Hakan Çalhanoğlu,TUR,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,30,3065,1,87,66,82,81,53,71
Hakim Ziyech,MAR,Galatasaray,UEFA Champions League,RW,Forward,30,249,1,90,81,78,73,66,81
Halldor Stenevik,NOR,Molde,UEFA Europa Conference League,LB,Defender,24,106,1,98,60,45,57,31,50
Hallur Hansson,FRO,KÍ,UEFA Europa Conference League,CM,Midfielder,31,59,1,46,34,18,21,55,37
Hamari Traoré,MLI,Real Sociedad,"Spanish La Liga, UEFA Champions League",RB,Defender,32,2821,1,41,79,74,67,47,58
Hamed Junior Traorè,CIV,"Bournemouth, Napoli","English Premier League, Italian Serie A, UEFA Champions League",DM,Midfielder,24,529,1,41,77,70,67,32,54
Hamidou Keyta,FRA,Qarabağ,UEFA Europa League,AM,Forward,29,80,1,30,27,20,43,67,32
Hamza Rafia,TUN,Lecce,Italian Serie A,LM,Midfielder,25,1204,1,67,55,45,42,65,55
Hamza Shibli,ISR,Maccabi Haifa,UEFA Europa League,LW,Forward,19,11,1,30,35,21,72,40,38
Han-Noah Massengo,FRA,Burnley,English Premier League,CM,Midfielder,22,16,1,35,11,38,88,58,51
Hannes Delcroix,BEL,Burnley,English Premier League,CB,Defender,25,589,1,38,42,58,42,49,47
Hannibal Mejbri,TUN,"Manchester Utd, Sevilla","English Premier League, Spanish La Liga, UEFA Champions League",AM,Forward,21,299,1,61,66,74,54,64,64
Hans Hateboer,NED,Atalanta,"Italian Serie A, UEFA Europa League",WB,Midfielder,30,1394,1,38,53,52,61,31,45
Hans Nicolussi Caviglia,ITA,Juventus,Italian Serie A,CM,Midfielder,23,268,1,31,52,69,29,38,43
Hans Vanaken,BEL,Club Brugge,UEFA Europa Conference League,AM,Forward,31,990,1,80,58,83,70,64,71
Harold Moukoudi,CMR,AEK Athens,UEFA Europa League,CB,Defender,26,442,1,37,39,61,52,56,53
Harrison Reed,ENG,Fulham,English Premier League,DM,Midfielder,29,1325,1,35,51,53,40,48,46
Harry Kane,ENG,Bayern Munich,"German Bundesliga, UEFA Champions League",AM,Forward,30,3901,1,92,64,52,25,35,62
Harry Maguire,ENG,Manchester Utd,"English Premier League, UEFA Champions League",CB,Defender,31,1962,1,85,51,61,58,52,59
Harry Toffolo,ENG,Nott'ham Forest,English Premier League,LB,Defender,28,1459,1,53,59,44,28,42,42
Harry Wilson,WAL,Fulham,English Premier League,RW,Forward,27,1620,1,61,65,62,57,63,62
Harvey Barnes,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",LW,Forward,26,803,1,86,71,60,68,44,71
Harvey Elliott,ENG,Liverpool,"English Premier League, UEFA Europa League",RM,Midfielder,21,2096,1,71,88,80,89,39,68
Hassane Bandé,BFA,HJK,UEFA Europa Conference League,LW,Forward,25,306,1,75,41,59,54,62,58
Hassane Kamara,CIV,Udinese,Italian Serie A,WB,Midfielder,30,2225,1,48,52,34,46,55,48
Heini Vatnsdal,FRO,KÍ,UEFA Europa Conference League,CB,Defender,32,219,1,37,19,15,11,42,28
Hendry Blank,GER,Dortmund,German Bundesliga,CB,Defender,19,45,1,37,16,42,46,38,39
Henok Teklab,GER,Union SG,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,25,108,1,34,33,60,49,48,42
Henrikh Mkhitaryan,ARM,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,35,3301,1,42,76,69,75,50,61
Henrique,BRA,Lyon,French Ligue 1,LB,Defender,30,607,1,93,56,73,83,40,63
Henrique Luvannor,MDA,Sheriff Tiraspol,UEFA Europa League,AM,Forward,33,232,1,20,28,43,41,47,32
Henry Wingo,USA,Ferencváros,UEFA Europa Conference League,CB,Defender,28,135,1,37,16,27,47,25,31
Heorhiy Sudakov,UKR,Shakhtar,"UEFA Champions League, UEFA Europa League",CM,Midfielder,21,720,1,75,64,70,66,22,53
Hianga Mananga Mbock,FRA,Brest,French Ligue 1,AM,Forward,23,9,1,21,62,70,98,46,57
Hicham Boudaoui,ALG,Nice,French Ligue 1,RM,Midfielder,24,1613,1,49,60,50,52,46,50
Hidemasa Morita,JPN,Sporting CP,UEFA Europa League,CM,Midfielder,28,444,1,37,33,58,39,64,50
Hiroki Ito,JPN,Stuttgart,German Bundesliga,CB,Defender,25,2228,1,38,70,78,73,42,57
Hirving Lozano,MEX,PSV Eindhoven,UEFA Champions League,LW,Forward,28,377,1,39,46,36,77,69,49
Hjalmar Ekdal,SWE,Burnley,English Premier League,CB,Defender,25,437,1,54,28,35,40,42,41
Hong Hyunseok,KOR,Gent,UEFA Europa Conference League,CM,Midfielder,24,197,1,35,92,86,95,70,76
Houboulang Mendes,GNB,Almería,Spanish La Liga,RB,Defender,25,396,1,40,36,35,38,65,48
Houssem Aouar,ALG,Roma,"Italian Serie A, UEFA Europa League",CM,Midfielder,25,1154,1,86,57,44,59,40,53
Hrvoje Smolčić,CRO,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",CB,Defender,23,797,1,70,52,77,70,52,63
Hugo Boutsingkham,FRA,Nantes,French Ligue 1,LW,Forward,21,11,1,30,12,15,4,15,17
Hugo Bueno,ESP,Wolves,English Premier League,WB,Midfielder,21,741,1,30,48,35,62,63,51
Hugo Cuypers,BEL,Gent,UEFA Europa Conference League,AM,Forward,26,320,1,94,63,56,32,48,65
Hugo Duro,ESP,Valencia,Spanish La Liga,AM,Forward,24,2976,1,67,27,25,16,37,37
Hugo Ekitike,FRA,"Eint Frankfurt, Paris S-G","French Ligue 1, German Bundesliga, UEFA Europa Conference League",AM,Forward,21,780,1,83,74,47,46,55,66
Hugo González,ESP,Valencia,Spanish La Liga,RM,Midfielder,21,87,1,42,63,42,62,35,46
Hugo Guillamón,ESP,Valencia,Spanish La Liga,CM,Midfielder,24,1315,1,61,32,54,24,47,44
Hugo Larsson,SWE,Eint Frankfurt,"German Bundesliga, UEFA Europa Conference League",CM,Midfielder,19,2297,1,58,39,47,43,45,46
Hugo Magnetti,FRA,Brest,French Ligue 1,DM,Midfielder,25,2340,1,57,50,55,54,43,50
Hugo Sotelo,ESP,Celta Vigo,Spanish La Liga,CM,Midfielder,20,721,1,33,63,82,83,55,64
Hugo Vetlesen,NOR,Club Brugge,UEFA Europa Conference League,DM,Midfielder,24,723,1,62,70,51,44,47,52
Hugo Álvarez,ESP,Celta Vigo,Spanish La Liga,LM,Midfielder,20,762,1,70,88,59,79,41,62
Husein Balic,AUT,LASK,UEFA Europa League,LW,Forward,27,8,1,30,12,14,11,24,18
Hussayn Touati,FRA,Servette FC,UEFA Europa League,AM,Forward,22,35,1,30,63,60,69,78,55
Hwang Hee-chan,KOR,Wolves,English Premier League,AM,Forward,28,2119,1,73,55,36,30,44,52
Hwang In-beom,KOR,Red Star,UEFA Champions League,CM,Midfielder,27,530,1,83,76,60,49,66,65
Hákon Arnar Haraldsson,ISL,Lille,"French Ligue 1, UEFA Europa Conference League",LW,Forward,21,1822,1,48,58,71,61,43,57
Håkon Evjen,NOR,Bodø/Glimt,UEFA Europa Conference League,AM,Forward,24,194,1,37,63,50,50,72,51
Héctor Bellerín,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",RB,Defender,29,1950,1,36,66,58,59,47,51
Héctor Fort,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",LB,Defender,17,377,1,40,69,57,66,32,47
Hörður Magnússon,ISL,Panathinaikos,UEFA Europa League,CB,Defender,30,90,1,37,16,53,32,13,28
Höskuldur Gunnlaugsson,ISL,Breiðablik,UEFA Europa Conference League,RB,Defender,29,540,1,42,80,60,59,50,55
Iago,BRA,Augsburg,German Bundesliga,LB,Defender,27,1622,1,63,85,49,47,57,56
Iago Aspas,ESP,Celta Vigo,Spanish La Liga,AM,Forward,36,2707,1,49,82,81,73,34,68
Ian Maatsen,NED,"Chelsea, Dortmund","English Premier League, German Bundesliga, UEFA Champions League",LB,Defender,22,2103,1,87,85,75,85,62,74
Ianis Hagi,ROU,Alavés,Spanish La Liga,AM,Forward,25,804,1,31,75,69,56,71,57
Ibou Sané,SEN,Metz,French Ligue 1,AM,Forward,19,128,1,73,36,64,75,87,62
Ibrahim Cissoko,NED,Toulouse,"French Ligue 1, UEFA Europa League",LW,Forward,21,307,1,71,81,75,90,57,77
Ibrahim Cissé,SEN,Ferencváros,UEFA Europa Conference League,CB,Defender,27,675,1,76,36,49,45,44,49
Ibrahim Diakité,GUI,Reims,French Ligue 1,RB,Defender,20,109,1,37,75,77,92,54,65
Ibrahim Mustapha,GHA,LASK,UEFA Europa League,LW,Forward,23,137,1,26,16,20,23,48,23
Ibrahim Osman,GHA,Nordsjælland,UEFA Europa Conference League,LW,Forward,19,257,1,64,54,30,66,50,55
Ibrahim Sadiq,GHA,AZ Alkmaar,UEFA Europa Conference League,RW,Forward,23,194,1,74,38,54,32,48,51
Ibrahim Salah,MAR,Rennes,"French Ligue 1, UEFA Europa League",LW,Forward,22,744,1,81,62,63,80,79,72
Ibrahim Sangaré,CIV,Nott'ham Forest,English Premier League,DM,Midfielder,26,1035,1,23,40,41,19,76,46
Ibrahim Sulemana,GHA,Cagliari,Italian Serie A,CM,Midfielder,21,1339,1,72,24,24,20,50,38
Ibrahim Traoré,CIV,Viktoria Plzeň,UEFA Europa Conference League,CM,Midfielder,35,406,1,22,47,45,41,56,45
Ibrahima Kebe,MLI,Girona,Spanish La Liga,CM,Midfielder,23,9,1,35,51,29,58,94,60
Ibrahima Konaté,FRA,Liverpool,"English Premier League, UEFA Europa League",CB,Defender,24,2074,1,34,56,77,71,73,67
Ibrahima Koné,MLI,"Almería, Lorient","French Ligue 1, Spanish La Liga",AM,Forward,24,309,1,25,27,23,16,30,24
Ibrahima Mame N'Diaye,SEN,Čukarički,UEFA Europa Conference League,RB,Defender,29,104,1,37,64,30,36,85,56
Ibrahima Sissoko,MLI,Strasbourg,French Ligue 1,CM,Midfielder,26,1642,1,30,50,51,44,72,54
Ichem Ferrah,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",LM,Forward,18,13,1,30,61,49,95,53,55
Idan Nachmias,ISR,Maccabi Tel Aviv,UEFA Europa Conference League,CB,Defender,26,210,1,37,24,50,21,60,45
Iddrisu Baba,GHA,Almería,Spanish La Liga,DM,Midfielder,28,1430,1,30,33,43,22,73,46
Ido Shahar,ISR,Maccabi Tel Aviv,UEFA Europa Conference League,RB,Defender,22,181,1,91,48,54,55,52,58
Idrissa Gana Gueye,SEN,Everton,English Premier League,CM,Midfielder,34,1884,1,81,43,50,44,76,61
Ifet Đakovac,BIH,TSC,UEFA Europa League,CM,Midfielder,26,494,1,83,64,27,22,27,38
Iglesias,ESP,Getafe,Spanish La Liga,RB,Defender,25,1412,1,48,74,42,40,58,51
Ignacio Aliseda,ARG,Lugano,UEFA Europa Conference League,LM,Forward,23,51,1,99,70,87,96,50,85
Ignacio Miramon,ARG,Lille,"French Ligue 1, UEFA Europa Conference League",DM,Midfielder,20,65,1,44,11,68,90,59,59
Ignasi Miquel,ESP,Granada,Spanish La Liga,CB,Defender,31,2992,1,59,51,41,27,47,44
Ignatius Ganago,CMR,Nantes,French Ligue 1,AM,Forward,24,184,1,23,53,46,59,40,43
Igor,BRA,Brighton,"English Premier League, UEFA Europa League",LB,Defender,26,2056,1,33,58,77,80,43,57
Igor Carioca,BRA,Lorient,French Ligue 1,WB,Midfielder,27,262,1,37,69,38,65,72,59
Igor Miladinović,SRB,Čukarički,UEFA Europa Conference League,CM,Midfielder,20,258,1,45,34,43,46,44,43
Igor Paixão,BRA,Feyenoord,"UEFA Champions League, UEFA Europa League",LW,Forward,23,533,1,38,65,54,50,49,52
Igor Snurnitsyn,UKR,Zorya Luhansk,UEFA Europa Conference League,LB,Defender,23,540,1,28,27,28,28,49,36
Igor Zubeldia,ESP,Real Sociedad,"Spanish La Liga, UEFA Champions League",CB,Defender,27,3210,1,31,44,63,47,57,52
Ihlas Bebou,TOG,Hoffenheim,German Bundesliga,AM,Forward,30,1636,1,70,66,38,54,62,60
Ihor Horbach,UKR,Zorya Luhansk,UEFA Europa Conference League,AM,Forward,19,316,1,93,58,50,27,60,62
Ihor Kyryukhantsev,UKR,Zorya Luhansk,UEFA Europa Conference League,RB,Defender,27,428,1,37,76,33,33,47,42
Iker Muniain,ESP,Athletic Club,Spanish La Liga,AM,Forward,31,594,1,65,66,84,81,30,69
Iker Muñoz,ESP,Osasuna,Spanish La Liga,CM,Midfielder,21,1854,1,80,22,47,36,42,44
Ilaix Moriba,GUI,Getafe,Spanish La Liga,CM,Midfielder,21,605,1,31,63,31,33,52,43
Ilario Monterisi,ITA,Frosinone,Italian Serie A,CB,Defender,22,1469,1,76,58,52,44,43,50
Ilay Feingold,ISR,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",RB,Defender,19,372,1,40,41,27,30,32,32
Ilay Hajaj,ISR,Maccabi Haifa,UEFA Europa League,LW,Forward,22,244,1,30,24,34,23,78,31
Ilhan Fakili,FRA,Clermont Foot,French Ligue 1,AM,Forward,18,94,1,43,30,59,54,31,43
Ilia Gruev,BUL,Werder Bremen,German Bundesliga,CM,Midfielder,23,4,1,35,11,16,36,5,18
Ilias Akhomach,MAR,Villarreal,"Spanish La Liga, UEFA Europa League",RM,Midfielder,20,1917,1,62,85,34,64,34,51
Ilias Kostis,GRE,Atlético Madrid,UEFA Champions League,AM,Forward,20,1,1,30,12,14,3,9,16
Iliman Ndiaye,SEN,Marseille,"French Ligue 1, UEFA Europa League",AM,Forward,24,2325,1,36,68,59,64,59,56
Illia Zabarnyi,UKR,Bournemouth,English Premier League,CB,Defender,21,3330,1,53,40,47,37,45,45
Imanol,ESP,Athletic Club,Spanish La Liga,LB,Defender,23,525,1,40,50,61,69,52,55
Imran Louza,MAR,Lorient,French Ligue 1,CM,Midfielder,25,863,1,73,80,82,79,39,66
Indrit Tuci,ALB,Sparta Prague,UEFA Europa League,AM,Forward,23,67,1,92,55,60,39,61,64
Irakli Azarov,GEO,Shakhtar,"UEFA Champions League, UEFA Europa League",LB,Defender,22,469,1,56,71,59,60,44,54
Iron Gomis,FRA,Salernitana,Italian Serie A,RM,Midfielder,24,134,1,38,52,51,65,60,55
Irvin Cardona,FRA,Augsburg,German Bundesliga,AM,Forward,26,54,1,23,38,41,69,60,41
Isaac Babadi,NED,PSV Eindhoven,UEFA Champions League,CM,Forward,18,22,1,30,32,70,70,67,47
Isaac Carcelen,ESP,Cádiz,Spanish La Liga,RB,Defender,31,2611,1,36,50,38,37,43,40
Isaac Palazón Camacho,ESP,Rayo Vallecano,Spanish La Liga,RM,Midfielder,29,2791,1,60,69,48,54,38,50
Isaac Romero,ESP,Sevilla,Spanish La Liga,AM,Forward,23,1039,1,51,63,33,36,38,48
Isaac Success,NGA,Udinese,Italian Serie A,AM,Forward,28,880,1,29,56,43,37,43,42
Isak Amundsen,NOR,Bodø/Glimt,UEFA Europa Conference League,CB,Defender,24,82,1,26,59,86,89,69,70
Isak Brusberg,SWE,Häcken,UEFA Europa League,CM,Midfielder,17,10,1,35,42,54,22,5,27
Isak Hansen-Aarøen,NOR,Werder Bremen,German Bundesliga,CM,Midfielder,19,27,1,35,50,58,90,44,56
Isak Hien,SWE,"Atalanta, Hellas Verona","Italian Serie A, UEFA Europa League",CB,Defender,25,2296,1,36,30,30,18,63,42
Isco,ESP,Betis,"Spanish La Liga, UEFA Europa League",AM,Forward,32,2689,1,64,83,86,89,65,78
Islambek Kuat,KAZ,Astana FK,UEFA Europa Conference League,CM,Midfielder,30,411,1,38,15,18,7,36,24
Ismael Aaneba,FRA,Ferencváros,UEFA Europa Conference League,CB,Defender,24,118,1,37,38,44,44,43,42
Ismael Saibari,MAR,PSV Eindhoven,UEFA Champions League,DM,Midfielder,23,318,1,58,60,38,39,37,43
Ismail Jakobs,SEN,Monaco,French Ligue 1,WB,Midfielder,24,1466,1,59,69,50,79,69,66
Ismaila Sarr,SEN,Marseille,"French Ligue 1, UEFA Europa League",RW,Forward,26,1884,1,48,62,48,61,59,55
Ismaily,BRA,Lille,"French Ligue 1, UEFA Europa Conference League",LB,Defender,34,2822,1,67,63,61,77,64,66
Ismaël Bennacer,ALG,Milan,"Italian Serie A, UEFA Europa League",DM,Midfielder,26,1334,1,64,73,72,76,57,67
Ismaël Doukouré,FRA,Strasbourg,French Ligue 1,CM,Midfielder,20,1656,1,29,38,48,34,44,40
Ismaël Kandouss,MAR,Gent,UEFA Europa Conference League,CB,Defender,26,450,1,28,73,79,76,67,66
Ismaël Traoré,CIV,Metz,French Ligue 1,CB,Defender,37,2220,1,75,24,20,13,34,32
Issa Diop,FRA,Fulham,English Premier League,CB,Defender,27,1424,1,38,33,58,55,54,51
Issa Kaboré,BFA,Luton Town,English Premier League,WB,Midfielder,22,1729,1,34,54,34,53,62,50
Issa Soumaré,SEN,Le Havre,French Ligue 1,AM,Forward,23,237,1,24,33,33,43,32,32
Issiaga Sylla,GUI,Montpellier,French Ligue 1,LB,Defender,30,1455,1,57,70,44,57,59,56
Ivan Cavaleiro,POR,Lille,"French Ligue 1, UEFA Europa Conference League",LW,Forward,30,882,1,34,51,55,61,63,49
Ivan Ilić,SRB,Torino,Italian Serie A,CM,Midfielder,23,2098,1,77,63,75,66,32,58
Ivan Jaime Pajuelo,ESP,Porto,UEFA Champions League,LM,Midfielder,23,91,1,58,34,41,53,45,46
Ivan Ljubic,AUT,LASK,UEFA Europa League,CM,Midfielder,27,446,1,25,36,43,25,56,40
Ivan Ordets,UKR,Bochum,German Bundesliga,CB,Defender,31,1880,1,63,40,24,17,51,40
Ivan Perišić,CRO,Tottenham,English Premier League,LW,Forward,34,103,1,23,85,86,96,79,69
Ivan Posavec,CRO,Olimpija,UEFA Europa Conference League,LM,Forward,25,185,1,31,30,59,54,60,41
