Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Aboubaka Soumahoro,FRA,Hamburger SV,German Bundesliga,CB,Defender,20,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,2.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,16.0,16.0,20.0,20.0,0.0,2.0,552.0,122.0,38.0,0.0,146.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,2.0,0.0,2.0,38.0,0.0,54.0,12.0,28.0,22.0,4.0,0.0,54.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
Aboubakary Koita,MTN,AEK Athens,UEFA Europa Conference League,LW,Forward,27,98,1.84,0.0,2.76,2.76,0.18,0.18,0.0,0.0,5.51,0.92,1.84,2.76,1.84,0.0,1.84,0.37,0.18,28.47,36.73,4.59,1.84,0.0,0.0,0.0,36.73,0.0,0.0,11.02,11.94,17.45,21.12,0.0,1.84,495.92,143.27,36.73,3.67,213.98,125.82,1.84,0.92,1.84,0.92,0.92,1.84,0.92,0.92,0.0,0.92,0.0,0.92,0.92,0.0,0.0,0.0,0.92,0.0,6.43,0.0,2.76,2.76,43.16,8.27,45.92,0.92,4.59,23.88,17.45,2.76,45.92,0.0,0.0,0.0,1.84,5.51,0.0,0.0,0.0,0.0,0.92,0.0,0.92,16.53,6.43,5.51,0.92,1.65,1,1.84,100.0,0.0,92.29,82.62,0.0,33.33,50.0
Abu Kamara,ENG,Getafe,Spanish La Liga,RM,Midfielder,22,118,0.0,0.0,0.76,0.76,0.23,0.23,0.0,0.0,0.76,0.0,0.0,1.53,0.0,0.0,0.76,0.0,0.0,10.68,20.59,1.53,0.0,0.0,1.53,0.0,19.83,0.76,0.0,5.34,8.39,4.58,6.86,0.76,2.29,158.64,29.75,13.73,1.53,80.08,21.36,0.76,1.53,1.53,0.0,1.53,1.53,0.76,0.0,0.76,0.76,0.76,2.29,1.53,1.53,2.29,0.76,0.0,0.0,2.29,3.05,2.29,5.34,22.88,6.86,35.08,0.76,1.53,14.49,19.07,3.81,35.08,0.0,0.0,0.0,0.76,0.76,1.53,0.0,0.0,0.0,1.53,1.53,3.05,9.92,0.76,5.34,1.53,-0.23,1,0.0,50.16,0.0,63.65,66.76,33.19,39.79,0.0
Achraf Hakimi,MAR,Paris S-G,"French Ligue 1, UEFA Champions League",RB,Defender,26,926,0.19,0.29,1.65,0.58,0.15,0.15,0.0,0.0,3.98,0.68,1.65,5.73,0.97,0.1,2.53,0.13,0.15,84.07,93.5,6.12,0.0,0.49,1.46,0.0,86.5,7.0,0.49,50.35,53.07,25.76,28.67,3.11,4.86,1148.81,259.89,64.92,3.11,246.97,130.14,2.43,1.07,2.53,0.58,1.94,1.65,1.17,0.39,0.78,0.49,0.58,1.36,0.78,0.39,0.87,0.1,0.58,0.1,4.76,1.36,0.97,2.33,84.85,12.54,102.54,0.97,16.43,43.44,43.15,3.4,102.54,0.29,0.0,0.0,0.68,1.07,0.19,0.0,0.0,0.0,0.0,0.29,0.29,21.77,4.67,5.54,1.75,0.05,1,0.19,0.0,0.0,94.87,89.85,63.99,58.14,22.92
Adam Boayar,MAR,Elche,Spanish La Liga,CM,Midfielder,19,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,0.0,0.0,0.0,0.0,135.0,135.0,30.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,60.0,60.0,45.0,45.0,30.0,30.0,2400.0,465.0,105.0,15.0,570.0,240.0,0.0,0.0,15.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,45.0,165.0,15.0,180.0,0.0,15.0,105.0,60.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,15.0,0.0,0.0,1,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0
Adam Buksa,POL,Udinese,Italian Serie A,AM,Forward,29,315,0.29,0.0,0.57,0.29,0.09,0.09,0.0,0.0,2.0,0.29,1.14,0.86,0.0,0.0,0.29,0.03,0.06,10.29,18.29,0.86,0.0,0.29,0.0,0.0,18.29,0.0,0.0,5.43,8.86,2.29,4.57,0.29,0.29,114.0,28.86,14.57,1.43,65.43,34.0,1.14,0.57,0.29,0.0,0.29,0.86,0.57,0.29,0.57,0.0,0.29,0.86,0.57,0.29,0.86,0.0,1.71,0.0,1.14,2.57,1.43,4.0,21.14,2.29,29.14,2.57,4.0,16.86,8.57,2.29,29.14,0.29,0.0,0.0,1.43,1.71,0.29,0.0,0.0,0.0,5.14,5.14,10.29,4.57,2.29,2.86,0.86,0.2,1,0.29,49.95,0.0,61.29,50.11,100.0,50.0,0.0
Adam Daghim,DEN,Wolfsburg,German Bundesliga,RW,Forward,20,452,0.4,0.0,1.59,0.4,0.12,0.12,0.0,0.0,2.99,0.4,0.2,1.39,1.0,0.0,1.39,0.14,0.0,17.72,28.87,3.19,0.0,0.0,2.59,0.2,28.67,0.0,0.0,10.95,13.54,5.77,8.96,0.4,1.79,250.09,98.96,25.09,3.98,151.92,94.78,2.39,1.59,2.59,0.4,2.19,1.79,1.0,1.19,0.4,0.2,1.19,2.59,1.39,1.0,2.59,0.2,2.39,0.0,2.79,2.39,1.39,3.78,28.87,8.16,46.0,1.79,9.96,15.53,20.91,4.58,46.0,0.0,0.0,0.0,1.19,1.19,0.2,0.0,0.0,0.0,1.19,0.8,1.99,15.33,3.38,7.17,2.19,0.28,1,0.4,59.8,0.0,80.87,64.4,22.35,50.0,15.44
Adam Dźwigała,POL,St. Pauli,German Bundesliga,CB,Defender,30,408,0.22,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,3.31,0.22,0.0,0.0,0.0,0.0,44.78,53.82,2.87,0.0,0.0,1.1,0.22,48.31,5.29,0.66,23.6,24.93,16.54,20.07,3.09,5.96,705.88,306.84,25.37,0.44,103.9,63.75,1.32,0.0,0.22,0.22,0.0,3.09,2.65,1.54,1.54,0.0,1.99,2.43,0.44,1.32,0.44,0.44,3.97,0.0,2.87,0.0,0.0,0.0,39.49,0.66,63.97,8.82,29.56,30.88,3.53,0.44,63.97,0.66,0.0,0.0,1.32,0.44,0.0,0.0,0.0,0.0,1.32,2.21,3.53,3.97,0.22,0.66,4.63,0.22,1,0.22,37.39,0.0,94.67,82.41,51.85,84.06,100.0
Adam Gabriel,CZE,Midtjylland,UEFA Europa League,RB,Defender,24,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.57,55.71,4.29,0.0,4.29,0.0,4.29,34.29,17.14,4.29,17.14,17.14,17.14,30.0,4.29,4.29,771.43,317.14,34.29,0.0,150.0,72.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,8.57,8.57,4.29,12.86,30.0,0.0,77.14,0.0,47.14,25.71,4.29,0.0,77.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0,57.13,100.0,0.0,0.0
Adam Gnezda Čerin,SVN,Panathinaikos,UEFA Europa League,LM,Midfielder,26,168,0.0,0.0,2.14,1.07,0.11,0.11,0.0,0.0,3.75,0.0,2.14,4.29,0.0,0.0,3.21,0.16,0.16,49.82,55.18,5.89,0.0,0.54,0.0,0.54,50.89,3.75,1.07,21.96,23.57,21.96,22.5,4.82,7.5,874.29,171.96,30.0,3.75,173.04,92.68,2.14,1.61,1.07,0.0,1.07,2.14,1.61,1.07,1.07,0.0,1.07,1.61,0.54,1.61,2.68,1.07,0.54,0.0,4.29,0.0,0.0,0.0,44.46,4.29,65.36,2.68,11.79,33.75,20.36,4.82,65.36,0.0,0.0,0.0,1.07,0.54,0.0,0.0,0.0,0.0,1.61,2.68,4.29,13.93,3.75,6.43,2.68,-0.11,1,0.0,37.53,0.0,93.17,97.6,64.27,71.47,0.0
Adam Karabec,CZE,Lyon,"French Ligue 1, UEFA Europa League",RW,Forward,22,774,0.12,0.23,0.81,0.23,0.19,0.19,0.0,0.0,3.02,0.47,1.98,1.05,1.86,0.58,6.16,0.27,0.22,24.3,33.6,2.91,0.12,0.12,0.7,0.12,28.49,5.0,1.98,12.09,13.26,8.95,11.51,2.09,6.4,402.09,106.16,24.07,2.09,126.86,52.33,1.86,0.81,1.98,1.05,0.7,0.47,0.35,0.12,0.23,0.12,0.0,0.58,0.58,0.12,0.81,0.12,0.23,0.12,1.86,2.33,0.7,3.02,30.93,7.44,40.0,0.23,3.72,15.7,20.93,2.09,40.0,0.23,0.0,0.0,1.74,1.98,0.23,0.0,0.0,0.0,0.58,0.47,1.05,12.44,3.49,5.35,0.35,-0.07,1,0.12,55.24,0.0,91.18,77.76,32.66,33.33,53.03
Adam Kölle,GER,Heidenheim,German Bundesliga,CB,Defender,19,31,2.9,0.0,5.81,2.9,2.03,2.03,0.0,0.0,2.9,0.0,2.9,2.9,2.9,2.9,2.9,0.29,0.29,23.23,46.45,8.71,0.0,0.0,2.9,2.9,43.55,0.0,0.0,5.81,11.61,14.52,23.23,2.9,5.81,502.26,211.94,26.13,0.0,63.87,11.61,0.0,0.0,2.9,0.0,2.9,2.9,2.9,2.9,0.0,0.0,2.9,2.9,0.0,0.0,0.0,0.0,14.52,0.0,0.0,0.0,0.0,0.0,40.65,5.81,72.58,2.9,17.42,31.94,23.23,8.71,72.58,2.9,0.0,0.0,11.61,2.9,0.0,0.0,0.0,0.0,5.81,5.81,11.61,14.52,2.9,14.52,5.81,0.87,1,2.9,50.04,0.0,50.04,62.51,49.91,100.0,0.0
Adam Lundqvist,SWE,Häcken,UEFA Europa Conference League,LB,Defender,31,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,3.5,3.0,0.5,2.5,0.2,0.1,60.5,70.5,9.0,0.0,0.5,0.5,0.0,60.0,10.5,0.5,29.5,30.0,25.5,31.0,5.0,8.0,1013.0,365.5,37.0,1.0,211.5,111.0,1.0,0.0,1.0,0.5,0.5,2.0,1.5,0.5,1.5,0.0,2.0,2.5,0.5,2.0,0.0,0.0,0.5,0.0,4.0,0.5,0.0,0.5,54.5,9.0,76.0,0.5,16.5,39.5,20.5,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,19.0,1.5,4.5,3.5,0.0,1,0.0,50.0,0.0,98.33,82.26,62.5,77.78,50.0
Adam Marušić,MNE,Lazio,Italian Serie A,RB,Defender,33,592,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.15,0.15,4.26,0.15,0.0,0.46,0.02,0.06,51.54,58.68,3.34,0.0,0.15,0.91,0.0,48.95,9.73,1.67,28.28,30.71,18.24,20.37,2.28,3.65,736.72,227.58,30.25,0.76,88.94,43.48,0.46,0.15,0.76,0.15,0.61,1.98,0.76,1.22,0.76,0.0,0.91,1.06,0.15,0.91,0.61,0.15,1.52,0.0,3.8,0.46,0.15,0.61,41.66,3.19,64.92,1.52,19.16,35.88,10.19,0.76,64.92,0.15,0.0,0.0,0.91,0.46,0.0,0.0,0.0,0.0,0.91,1.22,2.13,7.3,1.37,1.06,1.67,0.0,1,0.0,42.72,0.0,92.09,89.54,62.47,54.93,19.74
Adam Masina,MAR,Torino,Italian Serie A,CB,Defender,31,111,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.81,1.62,4.86,0.0,0.0,0.0,0.24,0.16,41.35,47.03,4.05,0.0,0.0,0.0,0.0,39.73,7.3,3.24,7.3,8.92,28.38,28.38,5.68,9.73,881.35,245.68,29.19,0.0,148.38,61.62,0.0,0.0,1.62,0.0,1.62,2.43,0.81,1.62,0.81,0.0,0.81,0.81,0.0,0.81,0.0,0.0,2.43,0.81,3.24,0.0,0.0,0.0,35.68,0.0,55.95,9.73,37.3,17.84,0.81,0.81,55.95,0.0,0.0,0.0,2.43,0.81,0.0,0.0,0.0,0.0,0.81,1.62,2.43,4.05,3.24,0.81,1.62,0.0,1,0.0,33.33,0.0,81.84,100.0,58.38,50.0,0.0
Adam Matthews,WAL,Shamrock Rovers,UEFA Europa Conference League,WB,Midfielder,33,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,3.16,1.58,1.58,1.58,0.0,0.0,41.05,45.79,1.58,0.0,0.0,1.58,0.0,37.89,7.89,0.0,17.37,17.37,15.79,15.79,6.32,9.47,732.63,306.32,25.26,3.16,94.74,60.0,1.58,0.0,0.0,0.0,0.0,1.58,0.0,1.58,0.0,0.0,1.58,3.16,1.58,1.58,1.58,1.58,0.0,0.0,6.32,1.58,0.0,1.58,28.42,6.32,50.53,1.58,6.32,28.42,15.79,0.0,50.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,1.58,3.16,1.58,0.0,1,0.0,0.0,0.0,100.0,100.0,66.74,33.33,0.0
Adam Obert,SVK,Cagliari,Italian Serie A,CB,Defender,23,772,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.17,0.12,0.47,3.5,0.35,0.12,0.93,0.09,0.09,40.8,49.66,4.2,0.12,0.35,0.47,0.12,43.02,6.53,1.98,16.09,17.95,20.87,24.6,3.5,6.18,730.84,338.32,29.03,0.47,115.3,70.76,0.47,0.12,0.35,0.12,0.12,2.56,1.28,1.28,1.05,0.23,1.75,2.22,0.47,1.75,1.17,0.7,3.96,0.0,3.85,0.58,0.12,0.7,33.81,0.58,60.16,3.96,27.63,28.45,4.55,0.58,60.16,0.58,0.0,0.0,2.33,0.35,0.0,0.0,0.0,0.0,1.63,1.28,2.91,5.25,1.28,1.17,3.03,0.0,1,0.0,56.01,0.0,89.64,84.84,56.63,63.39,34.29
Adam Sevinsky,CZE,Sparta Prague,UEFA Europa Conference League,CB,Defender,21,90,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,98.0,107.0,3.0,0.0,0.0,0.0,0.0,106.0,1.0,0.0,39.0,41.0,52.0,52.0,7.0,13.0,1692.0,534.0,75.0,2.0,318.0,204.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,97.0,2.0,113.0,5.0,46.0,55.0,12.0,1.0,113.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,5.0,1.0,1.0,0.0,1,0.0,100.0,0.0,95.12,100.0,53.85,100.0,0.0
Adam Smith,ENG,Bournemouth,English Premier League,RB,Defender,34,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.44,3.09,0.0,0.0,0.88,0.04,0.13,30.44,38.38,2.65,0.0,0.0,0.44,0.0,31.32,7.06,1.76,15.44,17.21,11.91,13.24,3.09,7.06,515.74,194.56,14.12,0.44,53.38,26.91,0.88,0.44,0.44,0.0,0.0,0.44,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.44,0.44,0.0,4.41,0.0,1.32,1.32,0.0,1.32,24.71,0.88,46.76,2.65,11.03,26.91,8.82,0.88,46.76,0.0,0.0,0.0,1.32,1.32,0.0,0.0,0.0,0.0,1.32,2.65,3.97,3.97,1.76,1.32,0.0,0.0,1,0.0,33.25,0.0,89.72,89.95,43.77,0.0,0.0
Adam Wharton,ENG,Crystal Palace,"English Premier League, UEFA Europa Conference League",CM,Midfielder,21,741,0.0,0.0,0.73,0.12,0.01,0.01,0.0,0.0,3.89,0.12,2.19,4.62,1.09,0.0,2.19,0.29,0.32,35.1,45.55,6.44,0.73,0.24,0.61,0.12,42.75,2.67,1.7,11.78,14.09,19.31,21.74,3.64,7.89,669.11,250.2,28.06,1.58,124.01,75.3,0.97,0.24,1.09,0.73,0.36,1.46,0.85,0.49,0.97,0.0,0.49,1.58,1.09,0.97,1.09,0.24,1.21,0.0,5.1,0.85,0.49,1.34,34.49,1.21,53.32,1.58,12.75,31.21,10.69,0.49,53.32,0.12,0.0,0.0,0.61,0.85,0.0,0.0,0.0,0.0,0.61,0.85,1.46,9.23,4.01,1.82,1.34,-0.01,1,0.0,41.78,0.0,83.61,88.82,46.13,44.08,66.97
Adama Boiro,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",LB,Defender,23,112,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,2.41,0.8,0.8,2.41,0.0,0.0,40.98,46.61,4.82,0.0,0.0,0.8,0.0,40.18,6.43,1.61,16.07,16.88,24.11,27.32,0.8,1.61,695.09,133.39,21.7,0.0,100.45,60.27,0.8,0.0,0.0,0.0,0.0,3.21,2.41,2.41,0.8,0.0,2.41,2.41,0.0,0.0,0.8,0.0,1.61,0.0,6.43,0.8,0.8,1.61,32.95,4.82,54.64,1.61,10.45,27.32,16.88,1.61,54.64,0.0,0.0,0.0,1.61,1.61,0.0,0.0,0.0,0.0,2.41,0.8,3.21,9.64,0.8,3.21,4.82,0.0,1,0.0,75.08,0.0,95.2,88.25,49.69,85.77,0.0
Adama Camara,FRA,Paris FC,French Ligue 1,LM,Midfielder,29,631,0.14,0.0,1.0,0.29,0.1,0.1,0.0,0.0,1.71,0.14,0.57,1.85,0.29,0.0,0.14,0.01,0.0,32.81,38.08,2.42,0.0,0.0,0.29,0.0,37.51,0.57,0.43,14.98,17.4,14.55,16.12,2.42,3.14,555.97,110.4,20.4,0.43,114.82,49.21,0.71,0.29,0.86,0.57,0.29,2.57,1.43,0.71,1.57,0.29,1.0,1.71,0.71,1.71,1.28,0.57,1.71,0.0,2.85,1.85,1.14,3.0,33.09,3.0,49.92,2.71,13.12,28.38,8.7,1.57,49.92,0.29,0.0,0.0,1.0,0.71,0.0,0.0,0.0,0.0,1.14,1.85,3.0,5.85,1.85,2.14,2.42,0.04,1,0.14,38.0,0.0,86.09,90.26,77.07,56.78,66.28
Adama Traoré,ESP,Fulham,English Premier League,RW,Forward,29,233,0.0,0.0,1.55,0.0,0.04,0.04,0.0,0.0,1.93,0.0,1.16,0.77,1.93,1.16,5.02,0.19,0.19,19.31,28.2,1.55,0.39,0.0,0.77,0.0,27.42,0.77,0.0,8.11,10.82,9.27,11.59,0.39,2.7,284.68,50.99,24.33,5.41,225.58,113.18,1.55,1.93,3.86,1.93,1.55,0.39,0.39,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.39,0.39,0.39,0.0,3.86,3.48,1.55,5.02,29.74,8.88,39.01,0.39,2.7,13.13,23.56,5.02,39.01,0.0,0.0,0.0,1.93,2.32,1.16,0.0,0.0,0.0,0.39,2.7,3.09,15.84,1.93,10.04,0.39,-0.04,1,0.0,12.62,0.0,74.95,79.98,14.44,100.0,50.0
Adamu Alhassan,NGA,Shkëndija 79,UEFA Europa Conference League,DM,Midfielder,25,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,1.48,6.39,0.49,0.0,0.0,0.0,0.0,56.56,63.44,3.93,0.0,0.0,0.0,0.0,61.97,1.48,1.48,29.51,32.46,16.72,17.7,3.93,6.89,788.85,254.75,43.77,0.98,172.62,63.93,0.49,0.0,0.0,0.0,0.0,0.98,0.98,0.98,0.0,0.0,0.0,0.0,0.0,2.95,1.48,0.0,2.95,0.0,5.41,0.98,0.49,1.48,54.1,0.98,77.21,3.93,19.67,53.11,4.43,0.0,77.21,0.98,0.0,0.0,1.48,4.92,0.0,0.0,0.0,0.0,1.48,0.98,2.46,5.9,2.46,0.49,0.98,0.0,1,0.0,60.16,0.0,90.91,94.46,57.04,100.0,0.0
Adem Zorgane,ALG,Union SG,UEFA Champions League,CM,Midfielder,25,263,0.0,0.0,1.37,1.03,0.03,0.03,0.0,0.0,1.37,0.0,0.34,3.08,0.68,0.0,0.68,0.03,0.07,44.49,52.02,6.16,0.0,0.0,0.0,0.0,48.25,3.76,1.03,23.95,26.01,13.69,16.43,5.48,7.53,734.71,247.41,26.35,1.03,101.63,45.86,1.37,0.34,0.0,0.0,0.0,2.05,1.03,0.0,1.37,0.68,0.68,1.71,1.03,0.0,1.71,0.0,1.37,0.0,6.84,1.03,0.34,1.37,35.59,1.03,60.57,2.05,15.4,33.19,12.66,0.34,60.57,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,1.03,1.37,2.4,8.21,1.37,1.37,1.71,-0.03,1,0.0,42.92,0.0,92.08,83.32,72.78,45.48,0.0
Ademola Lookman,NGA,Atalanta,"Italian Serie A, UEFA Champions League",AM,Forward,28,490,0.18,0.0,2.94,0.37,0.33,0.33,0.0,0.0,5.14,0.0,2.2,0.37,2.39,0.73,3.49,0.22,0.22,23.51,30.86,3.67,0.0,0.37,0.55,0.37,27.92,2.57,0.18,13.04,15.24,8.27,9.92,1.65,3.12,368.27,100.29,30.86,5.69,202.22,107.45,1.65,3.31,4.78,1.65,2.39,0.55,0.37,0.18,0.37,0.0,0.0,0.18,0.18,0.37,0.92,0.18,0.0,0.0,3.86,2.2,2.39,4.59,33.43,9.0,43.16,0.0,2.76,13.04,27.73,7.16,43.16,0.0,0.0,0.0,0.55,1.29,0.73,0.0,0.0,0.0,0.0,0.73,0.73,18.37,5.14,13.59,0.37,-0.15,1,0.18,0.0,0.0,85.56,83.37,52.88,50.68,34.52
Adil Aouchiche,FRA,Aberdeen,UEFA Europa Conference League,AM,Forward,23,45,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,18.0,24.0,2.0,0.0,0.0,0.0,0.0,18.0,6.0,2.0,12.0,12.0,4.0,6.0,2.0,6.0,314.0,100.0,18.0,2.0,94.0,52.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,8.0,14.0,8.0,34.0,0.0,2.0,16.0,18.0,6.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,6.0,0.0,0.0,1,0.0,0.0,0.0,100.0,66.67,33.33,0.0,100.0
Adilet Sadybekov,KAZ,Qaırat Almaty,UEFA Champions League,DM,Midfielder,23,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,56.25,61.88,5.62,0.0,0.0,5.62,0.0,56.25,5.62,5.62,22.5,22.5,33.75,33.75,0.0,0.0,945.0,225.0,56.25,0.0,315.0,264.38,0.0,0.0,0.0,0.0,0.0,11.25,5.62,11.25,0.0,0.0,5.62,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,0.0,67.5,0.0,16.88,45.0,11.25,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,5.62,5.62,0.0,0.0,11.25,0.0,1,0.0,0.0,0.0,100.0,100.0,0.0,66.63,0.0
Adnan Januzaj,BEL,Sevilla,Spanish La Liga,RW,Forward,30,149,0.0,0.0,0.6,0.0,0.06,0.06,0.0,0.0,3.62,1.21,1.21,4.23,1.81,1.21,4.83,0.12,0.0,30.81,41.07,7.85,0.0,2.42,0.6,1.21,36.85,3.02,1.81,9.06,10.27,16.31,18.72,4.83,9.66,635.44,240.4,36.85,4.23,244.63,119.6,3.02,0.0,5.44,1.81,2.42,1.21,0.6,0.0,0.0,1.21,1.21,1.21,0.0,0.6,0.0,0.0,0.6,0.0,6.04,6.04,1.81,7.85,42.89,6.64,54.97,1.81,6.04,24.16,25.97,1.81,54.97,0.6,0.0,0.0,3.02,4.23,0.6,0.6,0.0,0.0,0.0,0.0,0.0,18.72,4.83,4.83,1.81,-0.06,1,0.0,0.0,0.0,88.22,87.13,50.0,74.79,33.27
Adrian Beck,GER,Heidenheim,German Bundesliga,AM,Forward,28,305,0.0,0.0,0.59,0.3,0.03,0.03,0.0,0.0,3.84,0.0,1.48,1.77,1.77,0.0,1.18,0.12,0.06,30.39,38.66,4.13,0.0,0.0,1.48,0.0,37.77,0.89,0.3,17.41,19.77,10.03,12.1,2.36,3.54,471.84,77.61,28.33,2.36,161.7,80.26,1.48,0.89,3.25,1.48,1.77,1.48,1.18,0.3,0.89,0.3,0.3,2.36,2.07,0.3,0.89,0.3,1.18,0.0,5.02,3.54,0.59,4.13,33.64,6.2,50.16,0.59,6.79,25.08,18.89,1.77,50.16,0.0,0.0,0.0,1.18,2.07,0.0,0.0,0.0,0.0,0.0,1.77,1.77,12.69,3.84,4.43,1.48,-0.03,1,0.0,0.0,0.0,88.06,82.89,66.67,38.54,45.54
