Player,Game Week,Team,League,Nationality,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Álvaro Vallés,J9,Las Palmas,Spanish La Liga,ESP,GK,Goalkeeper,26,90,4.0,1.0,3.0,0.5,-0.5,0,4.0,12.0,40.0,8.0,1176.0,4.0,180.0,17.0,0.0,2.0,33.0
Jan Oblak,J9,Atlético Madrid,Spanish La Liga,SVN,GK,Goalkeeper,30,90,4.0,1.0,3.0,0.9,-0.1,0,1.0,8.0,13.0,2.0,474.5,7.0,240.8,12.0,0.0,0.0,0.0
Álex Remiro,J9,Real Sociedad,Spanish La Liga,ESP,GK,Goalkeeper,28,90,5.0,2.0,3.0,1.7,-0.3,0,6.0,12.0,20.0,6.0,622.0,9.0,566.1,4.0,1.0,3.0,54.9
Antonio Sivera,J9,Alavés,Spanish La Liga,ESP,GK,Goalkeeper,27,90,2.0,1.0,1.0,1.0,0.0,0,2.0,11.0,19.0,4.0,794.2,6.0,174.0,12.0,0.0,0.0,0.0
Claudio Bravo,J9,Betis,Spanish La Liga,CHI,GK,Goalkeeper,40,90,5.0,1.0,5.0,1.5,0.5,0,4.0,10.0,31.0,5.0,796.7,16.0,536.0,16.0,0.0,1.0,10.2
Michele Di Gregorio,J15,Monza,Italian Serie A,ITA,GK,Goalkeeper,26,90,1.0,0.0,1.0,0.1,0.1,1,7.0,16.0,32.0,8.0,1027.2,9.0,465.3,13.0,1.0,3.0,46.2
Josep Martinez,J15,Genoa,Italian Serie A,ESP,GK,Goalkeeper,25,90,3.0,1.0,2.0,1.0,0.0,0,1.0,3.0,36.0,9.0,896.4,0.0,0.0,4.0,1.0,0.0,0.0
Iván Villar,J9,Celta Vigo,Spanish La Liga,ESP,GK,Goalkeeper,26,90,2.0,2.0,0.0,1.2,-0.8,0,2.0,6.0,26.0,6.0,777.4,2.0,92.0,4.0,0.0,2.0,38.4
David Soria,J9,Getafe,Spanish La Liga,ESP,GK,Goalkeeper,30,90,11.0,2.0,8.0,3.9,1.9,0,7.0,35.0,24.0,0.0,1444.8,12.0,786.0,26.0,1.0,3.0,49.8
André Ferreira,J9,Granada,Spanish La Liga,POR,GK,Goalkeeper,27,90,10.0,2.0,8.0,3.6,1.6,0,10.0,24.0,19.0,1.0,1073.5,11.0,547.8,22.0,1.0,0.0,0.0
Marc-André ter Stegen,J9,Barcelona,Spanish La Liga,GER,GK,Goalkeeper,31,90,2.0,2.0,0.0,0.9,-1.1,0,2.0,3.0,14.0,0.0,351.4,5.0,157.0,4.0,0.0,3.0,55.5
Sergio Herrera,J10,Osasuna,Spanish La Liga,ESP,GK,Goalkeeper,30,90,3.0,0.0,3.0,0.4,0.4,1,4.0,16.0,38.0,6.0,1409.8,0.0,0.0,13.0,1.0,0.0,0.0
André Ferreira,J10,Granada,Spanish La Liga,POR,GK,Goalkeeper,27,90,6.0,2.0,4.0,2.2,0.2,0,2.0,12.0,33.0,8.0,917.4,5.0,228.0,12.0,0.0,1.0,14.0
Álex Remiro,J10,Real Sociedad,Spanish La Liga,ESP,GK,Goalkeeper,28,90,6.0,0.0,6.0,1.1,1.1,1,7.0,18.0,30.0,3.0,1233.0,3.0,195.0,17.0,2.0,0.0,0.0
Predrag Rajković,J10,Mallorca,Spanish La Liga,SRB,GK,Goalkeeper,27,90,6.0,1.0,5.0,3.1,2.1,0,9.0,26.0,30.0,3.0,1377.0,10.0,535.0,9.0,1.0,1.0,9.2
David Soria,J10,Getafe,Spanish La Liga,ESP,GK,Goalkeeper,30,90,3.0,1.0,2.0,1.1,0.1,0,8.0,28.0,32.0,10.0,1260.8,14.0,722.4,11.0,2.0,0.0,0.0
Claudio Bravo,J10,Betis,Spanish La Liga,CHI,GK,Goalkeeper,40,90,3.0,1.0,2.0,1.3,0.3,0,5.0,12.0,30.0,5.0,945.0,6.0,238.8,15.0,3.0,1.0,12.0
Ørjan Nyland,J10,Sevilla,Spanish La Liga,NOR,GK,Goalkeeper,33,90,4.0,1.0,3.0,0.9,-0.1,0,1.0,3.0,19.0,4.0,419.9,9.0,170.1,13.0,0.0,0.0,0.0
Kepa Arrizabalaga,J10,Real Madrid,Spanish La Liga,ESP,GK,Goalkeeper,29,90,6.0,1.0,6.0,1.1,0.1,0,0.0,3.0,40.0,7.0,996.0,8.0,159.2,20.0,0.0,2.0,38.6
Iván Villar,J10,Celta Vigo,Spanish La Liga,ESP,GK,Goalkeeper,26,24,1.0,0.0,1.0,0.3,0.0,0,1.0,2.0,5.0,1.0,167.0,1.0,50.0,4.0,2.0,0.0,0.0
Vicente Guaita,J10,Celta Vigo,Spanish La Liga,ESP,GK,Goalkeeper,36,63,6.0,3.0,3.0,2.5,-0.5,0,3.0,4.0,13.0,4.0,423.8,3.0,92.1,6.0,1.0,0.0,0.0
Jan Oblak,J10,Atlético Madrid,Spanish La Liga,SVN,GK,Goalkeeper,30,90,3.0,0.0,3.0,0.9,0.9,1,4.0,8.0,14.0,2.0,439.6,10.0,349.0,24.0,1.0,0.0,0.0
Álvaro Vallés,J10,Las Palmas,Spanish La Liga,ESP,GK,Goalkeeper,26,90,4.0,1.0,3.0,1.2,0.2,0,6.0,11.0,55.0,5.0,1386.0,6.0,175.8,12.0,1.0,3.0,49.8
Stole Dimitrievski,J10,Rayo Vallecano,Spanish La Liga,MKD,GK,Goalkeeper,29,90,6.0,0.0,5.0,2.1,2.1,1,5.0,15.0,30.0,3.0,1131.0,2.0,82.0,19.0,0.0,1.0,12.0
Paulo Gazzaniga,J10,Girona,Spanish La Liga,ARG,GK,Goalkeeper,31,90,5.0,2.0,3.0,1.2,-0.8,0,2.0,8.0,27.0,1.0,745.2,5.0,215.0,11.0,0.0,0.0,0.0
Fernando,J10,Almería,Spanish La Liga,ESP,GK,Goalkeeper,33,90,8.0,5.0,3.0,3.4,-1.6,0,8.0,21.0,30.0,5.0,1194.0,10.0,411.0,20.0,2.0,3.0,54.9
Filip Jørgensen,J10,Villarreal,Spanish La Liga,DEN,GK,Goalkeeper,21,90,7.0,1.0,6.0,1.8,0.8,0,3.0,7.0,40.0,9.0,980.0,10.0,341.0,13.0,4.0,1.0,12.2
Antonio Sivera,J10,Alavés,Spanish La Liga,ESP,GK,Goalkeeper,27,90,3.0,1.0,2.0,1.1,0.1,0,6.0,27.0,27.0,2.0,1528.2,4.0,233.2,27.0,1.0,0.0,0.0
Benoît Costil,J15,Salernitana,Italian Serie A,FRA,GK,Goalkeeper,36,90,5.0,2.0,3.0,2.2,0.2,0,3.0,12.0,28.0,4.0,868.0,8.0,227.2,5.0,0.0,0.0,0.0
Łukasz Skorupski,J15,Bologna,Italian Serie A,POL,GK,Goalkeeper,32,90,2.0,1.0,1.0,0.5,-0.5,0,2.0,12.0,29.0,3.0,893.2,3.0,207.0,20.0,2.0,0.0,0.0
Marc-André ter Stegen,J10,Barcelona,Spanish La Liga,GER,GK,Goalkeeper,31,90,3.0,0.0,3.0,0.3,0.3,1,6.0,11.0,41.0,4.0,1172.6,8.0,166.4,16.0,2.0,1.0,12.2
Unai Simón,J10,Athletic Club,Spanish La Liga,ESP,GK,Goalkeeper,26,90,7.0,1.0,6.0,1.6,0.6,0,6.0,23.0,27.0,2.0,1142.1,8.0,548.8,11.0,1.0,2.0,33.4
Giorgi Mamardashvili,J10,Valencia,Spanish La Liga,GEO,GK,Goalkeeper,23,90,4.0,0.0,4.0,1.4,1.4,1,4.0,9.0,21.0,8.0,659.4,4.0,181.2,18.0,2.0,0.0,0.0
Jeremías Ledesma,J10,Cádiz,Spanish La Liga,ARG,GK,Goalkeeper,30,90,4.0,2.0,2.0,1.9,-0.1,0,16.0,30.0,35.0,4.0,1540.0,9.0,547.2,12.0,2.0,2.0,25.0
Paulo Gazzaniga,J11,Girona,Spanish La Liga,ARG,GK,Goalkeeper,31,90,2.0,0.0,2.0,0.1,0.1,1,2.0,6.0,30.0,6.0,807.0,2.0,29.0,9.0,2.0,1.0,15.0
Vicente Guaita,J11,Celta Vigo,Spanish La Liga,ESP,GK,Goalkeeper,36,90,2.0,1.0,1.0,0.3,-0.7,0,8.0,21.0,23.0,7.0,1058.0,8.0,520.8,25.0,3.0,0.0,0.0
Fernando,J11,Almería,Spanish La Liga,ESP,GK,Goalkeeper,33,90,3.0,2.0,1.0,1.5,-0.5,0,6.0,19.0,37.0,9.0,1298.7,6.0,322.2,12.0,0.0,2.0,34.6
Álvaro Vallés,J11,Las Palmas,Spanish La Liga,ESP,GK,Goalkeeper,26,90,4.0,1.0,3.0,0.6,-0.4,0,10.0,19.0,61.0,11.0,1988.6,3.0,39.9,17.0,2.0,0.0,0.0
Marc-André ter Stegen,J11,Barcelona,Spanish La Liga,GER,GK,Goalkeeper,31,90,4.0,2.0,2.0,1.3,-0.7,0,2.0,4.0,32.0,7.0,851.2,4.0,95.2,9.0,1.0,1.0,15.6
Kepa Arrizabalaga,J11,Real Madrid,Spanish La Liga,ESP,GK,Goalkeeper,29,90,3.0,1.0,2.0,0.7,-0.3,0,1.0,10.0,28.0,6.0,758.8,8.0,256.0,13.0,0.0,1.0,14.0
Predrag Rajković,J11,Mallorca,Spanish La Liga,SRB,GK,Goalkeeper,27,90,0.0,0.0,0.0,0.0,0.0,1,12.0,25.0,26.0,3.0,1279.2,8.0,499.2,14.0,1.0,0.0,0.0
David Soria,J11,Getafe,Spanish La Liga,ESP,GK,Goalkeeper,30,90,4.0,0.0,4.0,0.7,0.7,1,11.0,32.0,29.0,3.0,1450.0,9.0,565.2,23.0,0.0,1.0,14.8
Jeremías Ledesma,J11,Cádiz,Spanish La Liga,ARG,GK,Goalkeeper,30,90,10.0,2.0,8.0,1.9,-0.1,0,10.0,32.0,32.0,1.0,1792.0,4.0,305.2,24.0,2.0,0.0,0.0
Ørjan Nyland,J11,Sevilla,Spanish La Liga,NOR,GK,Goalkeeper,33,90,5.0,2.0,3.0,1.1,-0.9,0,4.0,8.0,26.0,5.0,748.8,3.0,75.0,11.0,1.0,5.0,115.5
Claudio Bravo,J11,Betis,Spanish La Liga,CHI,GK,Goalkeeper,40,90,1.0,1.0,0.0,0.3,-0.7,0,5.0,10.0,21.0,5.0,554.4,7.0,382.9,12.0,0.0,0.0,0.0
Sergio Herrera,J11,Osasuna,Spanish La Liga,ESP,GK,Goalkeeper,30,90,2.0,2.0,0.0,1.0,-1.0,0,6.0,23.0,37.0,2.0,1450.4,5.0,253.0,17.0,0.0,0.0,0.0
Stole Dimitrievski,J11,Rayo Vallecano,Spanish La Liga,MKD,GK,Goalkeeper,29,90,3.0,2.0,1.0,2.3,0.3,0,6.0,21.0,30.0,4.0,1317.0,7.0,273.0,13.0,1.0,0.0,0.0
Álex Remiro,J11,Real Sociedad,Spanish La Liga,ESP,GK,Goalkeeper,28,90,7.0,2.0,5.0,2.0,0.0,0,2.0,13.0,27.0,3.0,801.9,7.0,399.0,13.0,1.0,0.0,0.0
Unai Simón,J11,Athletic Club,Spanish La Liga,ESP,GK,Goalkeeper,26,90,4.0,2.0,2.0,2.3,0.3,0,8.0,18.0,33.0,2.0,1161.6,6.0,379.2,9.0,1.0,1.0,12.3
Giorgi Mamardashvili,J11,Valencia,Spanish La Liga,GEO,GK,Goalkeeper,23,90,7.0,2.0,5.0,1.8,-0.2,0,9.0,25.0,25.0,3.0,1180.0,8.0,532.8,22.0,1.0,2.0,40.6
Rui Patrício,J15,Roma,Italian Serie A,POR,GK,Goalkeeper,35,90,8.0,1.0,7.0,2.1,1.1,0,9.0,20.0,27.0,2.0,1055.7,8.0,400.8,26.0,2.0,0.0,0.0
Pietro Terracciano,J15,Fiorentina,Italian Serie A,ITA,GK,Goalkeeper,33,90,1.0,1.0,0.0,0.2,-0.8,0,4.0,5.0,28.0,6.0,705.6,3.0,141.9,3.0,0.0,3.0,55.8
Jan Oblak,J11,Atlético Madrid,Spanish La Liga,SVN,GK,Goalkeeper,30,90,1.0,1.0,0.0,0.2,-0.8,0,1.0,5.0,35.0,6.0,955.5,5.0,108.0,20.0,1.0,0.0,0.0
Antonio Sivera,J11,Alavés,Spanish La Liga,ESP,GK,Goalkeeper,27,90,7.0,2.0,5.0,2.1,0.1,0,7.0,20.0,29.0,5.0,1296.3,8.0,327.2,13.0,0.0,5.0,121.0
André Ferreira,J11,Granada,Spanish La Liga,POR,GK,Goalkeeper,27,90,5.0,3.0,2.0,2.7,-0.3,0,3.0,8.0,21.0,4.0,636.3,1.0,27.0,5.0,0.0,1.0,15.5
Filip Jørgensen,J11,Villarreal,Spanish La Liga,DEN,GK,Goalkeeper,21,90,8.0,2.0,6.0,1.5,-0.5,0,1.0,13.0,35.0,4.0,1123.5,6.0,270.0,24.0,0.0,0.0,0.0
Álvaro Vallés,J12,Las Palmas,Spanish La Liga,ESP,GK,Goalkeeper,26,90,5.0,1.0,4.0,1.0,0.0,0,1.0,9.0,33.0,6.0,1112.1,0.0,0.0,10.0,0.0,2.0,57.4
Jan Oblak,J12,Atlético Madrid,Spanish La Liga,SVN,GK,Goalkeeper,30,90,3.0,2.0,1.0,0.3,-1.7,0,1.0,11.0,17.0,5.0,605.2,10.0,343.0,11.0,1.0,4.0,68.4
Sergio Herrera,J12,Osasuna,Spanish La Liga,ESP,GK,Goalkeeper,30,90,4.0,4.0,0.0,3.1,-0.9,0,10.0,24.0,30.0,2.0,1323.0,14.0,544.6,19.0,1.0,2.0,35.4
Paulo Gazzaniga,J12,Girona,Spanish La Liga,ARG,GK,Goalkeeper,31,90,3.0,2.0,1.0,1.4,-0.6,0,3.0,11.0,21.0,7.0,732.9,7.0,378.0,14.0,0.0,1.0,17.0
Claudio Bravo,J12,Betis,Spanish La Liga,CHI,GK,Goalkeeper,40,90,1.0,0.0,1.0,0.0,0.0,1,3.0,9.0,16.0,1.0,548.8,9.0,302.4,12.0,0.0,2.0,35.6
Predrag Rajković,J12,Mallorca,Spanish La Liga,SRB,GK,Goalkeeper,28,90,3.0,2.0,1.0,1.1,-0.9,0,13.0,24.0,31.0,3.0,1168.7,13.0,712.4,13.0,1.0,1.0,8.6
Vicente Guaita,J12,Celta Vigo,Spanish La Liga,ESP,GK,Goalkeeper,36,90,5.0,1.0,4.0,1.4,0.4,0,10.0,22.0,31.0,7.0,1289.6,8.0,427.2,34.0,2.0,2.0,24.4
Ørjan Nyland,J12,Sevilla,Spanish La Liga,NOR,GK,Goalkeeper,33,90,3.0,1.0,2.0,0.3,-0.7,0,8.0,17.0,20.0,5.0,826.0,10.0,501.0,13.0,1.0,1.0,11.8
Álex Remiro,J12,Real Sociedad,Spanish La Liga,ESP,GK,Goalkeeper,28,90,4.0,1.0,3.0,0.5,-0.5,0,12.0,17.0,32.0,4.0,1174.4,3.0,191.1,6.0,0.0,0.0,0.0
Marc-André ter Stegen,J12,Barcelona,Spanish La Liga,GER,GK,Goalkeeper,31,90,6.0,0.0,6.0,2.2,2.2,1,5.0,8.0,46.0,2.0,1357.0,3.0,68.1,17.0,1.0,1.0,14.0
Antonio Sivera,J12,Alavés,Spanish La Liga,ESP,GK,Goalkeeper,27,90,3.0,0.0,3.0,0.5,0.5,1,6.0,13.0,19.0,1.0,862.6,4.0,172.0,12.0,0.0,0.0,0.0
Luís Maximiano,J12,Almería,Spanish La Liga,POR,GK,Goalkeeper,24,90,3.0,1.0,2.0,1.0,0.0,0,9.0,26.0,17.0,3.0,775.2,18.0,1148.4,23.0,0.0,0.0,0.0
Giorgi Mamardashvili,J12,Valencia,Spanish La Liga,GEO,GK,Goalkeeper,23,90,1.0,0.0,1.0,0.0,0.0,1,4.0,13.0,23.0,5.0,809.6,4.0,230.0,11.0,1.0,0.0,0.0
André Ferreira,J12,Granada,Spanish La Liga,POR,GK,Goalkeeper,27,90,2.0,1.0,1.0,1.1,0.1,0,5.0,15.0,28.0,2.0,820.4,7.0,426.3,5.0,0.0,2.0,34.6
Filip Jørgensen,J12,Villarreal,Spanish La Liga,DEN,GK,Goalkeeper,21,90,7.0,3.0,4.0,2.7,-0.3,0,4.0,4.0,27.0,6.0,653.4,5.0,169.0,9.0,1.0,1.0,16.0
Unai Simón,J12,Athletic Club,Spanish La Liga,ESP,GK,Goalkeeper,26,90,6.0,2.0,4.0,1.8,-0.2,0,6.0,27.0,32.0,3.0,1289.6,10.0,698.0,19.0,0.0,0.0,0.0
Etrit Berisha,J15,Empoli,Italian Serie A,ALB,GK,Goalkeeper,34,90,5.0,1.0,4.0,0.6,-0.4,0,0.0,9.0,34.0,5.0,952.0,3.0,75.9,12.0,0.0,2.0,34.6
Wladimiro Falcone,J15,Lecce,Italian Serie A,ITA,GK,Goalkeeper,28,90,6.0,1.0,6.0,0.5,-0.5,0,3.0,14.0,28.0,6.0,1016.4,3.0,138.9,18.0,0.0,2.0,58.0
Kepa Arrizabalaga,J12,Real Madrid,Spanish La Liga,ESP,GK,Goalkeeper,29,90,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,20.0,3.0,430.0,2.0,40.0,4.0,0.0,0.0,0.0
Stole Dimitrievski,J12,Rayo Vallecano,Spanish La Liga,MKD,GK,Goalkeeper,29,90,5.0,0.0,5.0,0.8,0.8,1,4.0,24.0,27.0,7.0,1161.0,16.0,846.4,21.0,0.0,0.0,0.0
David Soria,J12,Getafe,Spanish La Liga,ESP,GK,Goalkeeper,30,90,2.0,0.0,2.0,0.8,0.8,1,13.0,23.0,21.0,2.0,934.5,11.0,599.5,11.0,1.0,4.0,69.2
Jeremías Ledesma,J12,Cádiz,Spanish La Liga,ARG,GK,Goalkeeper,30,90,3.0,1.0,2.0,1.2,0.2,0,5.0,14.0,27.0,5.0,955.8,8.0,344.8,15.0,3.0,2.0,23.0
Unai Simón,J13,Athletic Club,Spanish La Liga,ESP,GK,Goalkeeper,26,90,5.0,3.0,1.0,2.9,-0.1,0,1.0,8.0,17.0,3.0,499.8,5.0,297.0,7.0,0.0,7.0,167.3
Vicente Guaita,J13,Celta Vigo,Spanish La Liga,ESP,GK,Goalkeeper,36,90,12.0,4.0,8.0,4.4,0.4,0,2.0,15.0,25.0,6.0,992.5,7.0,368.9,23.0,1.0,0.0,0.0
Stole Dimitrievski,J13,Rayo Vallecano,Spanish La Liga,MKD,GK,Goalkeeper,29,90,6.0,2.0,4.0,2.4,0.4,0,4.0,12.0,17.0,3.0,622.2,9.0,405.0,13.0,0.0,0.0,0.0
Paulo Gazzaniga,J13,Girona,Spanish La Liga,ARG,GK,Goalkeeper,31,90,9.0,1.0,8.0,2.2,1.2,0,4.0,15.0,29.0,5.0,986.0,11.0,432.3,21.0,4.0,0.0,0.0
Luís Maximiano,J13,Almería,Spanish La Liga,POR,GK,Goalkeeper,24,90,6.0,3.0,3.0,2.5,-0.5,0,4.0,18.0,28.0,4.0,1206.8,8.0,298.4,12.0,0.0,0.0,0.0
Álex Remiro,J13,Real Sociedad,Spanish La Liga,ESP,GK,Goalkeeper,28,90,2.0,1.0,1.0,0.5,-0.5,0,6.0,15.0,26.0,0.0,964.6,4.0,205.2,12.0,1.0,1.0,14.0
André Ferreira,J13,Granada,Spanish La Liga,POR,GK,Goalkeeper,27,90,6.0,1.0,5.0,2.2,1.2,0,4.0,15.0,32.0,12.0,934.4,7.0,366.8,14.0,1.0,1.0,17.5
David Soria,J13,Getafe,Spanish La Liga,ESP,GK,Goalkeeper,30,90,6.0,1.0,5.0,1.2,0.2,0,10.0,29.0,28.0,2.0,1576.4,6.0,415.8,12.0,0.0,0.0,0.0
Sergio Herrera,J13,Osasuna,Spanish La Liga,ESP,GK,Goalkeeper,30,90,1.0,1.0,0.0,0.5,-0.5,0,9.0,22.0,41.0,5.0,1660.5,2.0,133.0,9.0,0.0,0.0,0.0
Álvaro Vallés,J13,Las Palmas,Spanish La Liga,ESP,GK,Goalkeeper,26,90,3.0,1.0,2.0,1.5,0.5,0,3.0,10.0,51.0,10.0,1071.0,4.0,174.0,24.0,1.0,1.0,17.3
Andriy Lunin,J13,Real Madrid,Spanish La Liga,UKR,GK,Goalkeeper,24,90,4.0,1.0,3.0,1.3,0.3,0,3.0,4.0,23.0,5.0,676.2,7.0,153.3,16.0,0.0,0.0,0.0
Giorgi Mamardashvili,J13,Valencia,Spanish La Liga,GEO,GK,Goalkeeper,23,90,7.0,5.0,2.0,2.5,-2.5,0,2.0,5.0,19.0,9.0,503.5,5.0,126.0,4.0,1.0,3.0,45.0
Marc-André ter Stegen,J13,Barcelona,Spanish La Liga,GER,GK,Goalkeeper,31,90,1.0,1.0,0.0,0.9,-0.1,0,2.0,4.0,17.0,0.0,350.2,8.0,328.8,7.0,0.0,2.0,46.0
Antonio Sivera,J13,Alavés,Spanish La Liga,ESP,GK,Goalkeeper,27,90,6.0,2.0,4.0,2.2,0.2,0,12.0,31.0,23.0,3.0,1104.0,13.0,829.4,19.0,1.0,2.0,43.4
Marko Dmitrović,J13,Sevilla,Spanish La Liga,SRB,GK,Goalkeeper,31,90,6.0,1.0,5.0,1.6,0.6,0,6.0,12.0,28.0,5.0,901.6,7.0,275.1,13.0,2.0,0.0,0.0
Fran Vieites,J13,Betis,Spanish La Liga,ESP,GK,Goalkeeper,24,90,4.0,1.0,3.0,1.3,0.3,0,2.0,12.0,21.0,5.0,749.7,10.0,405.0,29.0,1.0,0.0,0.0
Oliver Christensen,J2,Fiorentina,Italian Serie A,DEN,GK,Goalkeeper,24,90,2.0,2.0,0.0,0.0,-2.0,0,4.0,11.0,35.0,4.0,1102.5,1.0,41.0,8.0,0.0,1.0,20.0
Wladimiro Falcone,J2,Lecce,Italian Serie A,ITA,GK,Goalkeeper,28,90,4.0,2.0,2.0,0.0,-2.0,0,6.0,21.0,19.0,3.0,811.3,10.0,500.0,12.0,1.0,0.0,0.0
Simone Scuffet,J15,Cagliari,Italian Serie A,ITA,GK,Goalkeeper,27,90,4.0,1.0,3.0,0.8,-0.2,0,2.0,2.0,16.0,4.0,411.2,7.0,119.0,9.0,1.0,0.0,0.0
Andrea Consigli,J15,Sassuolo,Italian Serie A,ITA,GK,Goalkeeper,36,90,5.0,2.0,3.0,1.1,-0.9,0,10.0,32.0,32.0,4.0,1443.2,17.0,816.0,42.0,3.0,1.0,9.2
Jan Oblak,J13,Atlético Madrid,Spanish La Liga,SVN,GK,Goalkeeper,30,90,7.0,1.0,6.0,1.1,0.1,0,0.0,2.0,12.0,3.0,273.6,4.0,116.0,3.0,0.0,2.0,46.0
Filip Jørgensen,J13,Villarreal,Spanish La Liga,DEN,GK,Goalkeeper,21,90,10.0,3.0,7.0,2.8,-0.2,0,5.0,17.0,60.0,5.0,1944.0,7.0,193.9,27.0,1.0,0.0,0.0
Antonio Sivera,J14,Alavés,Spanish La Liga,ESP,GK,Goalkeeper,27,90,4.0,1.0,3.0,1.5,0.5,0,4.0,14.0,22.0,1.0,875.6,4.0,139.2,12.0,0.0,1.0,22.0
André Ferreira,J14,Granada,Spanish La Liga,POR,GK,Goalkeeper,27,90,5.0,3.0,3.0,1.4,-1.6,0,4.0,5.0,22.0,7.0,543.4,7.0,202.3,9.0,0.0,2.0,29.6
Stole Dimitrievski,J14,Rayo Vallecano,Spanish La Liga,MKD,GK,Goalkeeper,29,90,4.0,1.0,4.0,0.7,-0.3,0,9.0,20.0,23.0,6.0,1200.6,10.0,550.0,8.0,1.0,2.0,33.6
Iñaki Peña,J14,Barcelona,Spanish La Liga,ESP,GK,Goalkeeper,24,90,4.0,1.0,3.0,1.3,0.3,0,1.0,4.0,37.0,10.0,851.0,5.0,111.0,6.0,0.0,0.0,0.0
Giorgi Mamardashvili,J14,Valencia,Spanish La Liga,GEO,GK,Goalkeeper,23,90,1.0,0.0,1.0,0.1,0.1,1,5.0,10.0,19.0,7.0,571.9,9.0,383.4,13.0,1.0,1.0,13.7
Vicente Guaita,J14,Celta Vigo,Spanish La Liga,ESP,GK,Goalkeeper,36,90,0.0,0.0,0.0,0.0,0.0,1,3.0,9.0,19.0,7.0,530.1,9.0,426.6,14.0,1.0,2.0,26.4
David Soria,J14,Getafe,Spanish La Liga,ESP,GK,Goalkeeper,30,90,4.0,1.0,3.0,1.4,0.4,0,10.0,24.0,27.0,4.0,1063.8,9.0,593.1,12.0,3.0,0.0,0.0
Luís Maximiano,J14,Almería,Spanish La Liga,POR,GK,Goalkeeper,24,90,5.0,2.0,3.0,1.3,-0.7,0,9.0,23.0,26.0,4.0,1162.2,10.0,492.0,11.0,0.0,2.0,43.0
Jan Oblak,J14,Atlético Madrid,Spanish La Liga,SVN,GK,Goalkeeper,30,90,1.0,0.0,1.0,0.3,0.3,1,3.0,10.0,15.0,1.0,421.5,9.0,484.2,11.0,1.0,0.0,0.0
Predrag Rajković,J14,Mallorca,Spanish La Liga,SRB,GK,Goalkeeper,28,90,3.0,1.0,2.0,0.7,-0.3,0,10.0,23.0,15.0,1.0,726.0,17.0,984.3,16.0,0.0,0.0,0.0
Filip Jørgensen,J14,Villarreal,Spanish La Liga,DEN,GK,Goalkeeper,21,90,7.0,1.0,6.0,2.1,1.1,0,2.0,7.0,34.0,4.0,833.0,11.0,350.9,30.0,2.0,0.0,0.0
Sergio Herrera,J14,Osasuna,Spanish La Liga,ESP,GK,Goalkeeper,30,90,3.0,3.0,0.0,2.5,-0.5,0,4.0,8.0,22.0,3.0,701.8,1.0,74.0,10.0,1.0,1.0,19.3
Álex Remiro,J14,Real Sociedad,Spanish La Liga,ESP,GK,Goalkeeper,28,90,2.0,1.0,1.0,0.5,-0.5,0,2.0,11.0,23.0,3.0,690.0,6.0,333.0,16.0,0.0,0.0,0.0
Marko Dmitrović,J14,Sevilla,Spanish La Liga,SRB,GK,Goalkeeper,31,90,8.0,2.0,7.0,2.2,0.2,0,3.0,19.0,34.0,5.0,1217.2,6.0,367.2,8.0,1.0,2.0,35.0
Jeremías Ledesma,J14,Cádiz,Spanish La Liga,ARG,GK,Goalkeeper,30,78,4.0,3.0,1.0,1.8,-1.2,0,6.0,9.0,18.0,5.0,491.4,6.0,259.8,8.0,0.0,3.0,63.9
David Gil,J14,Cádiz,Spanish La Liga,ESP,GK,Goalkeeper,29,12,1.0,0.0,1.0,0.0,0.0,1,1.0,2.0,6.0,1.0,199.2,0.0,0.0,1.0,0.0,0.0,0.0
Andriy Lunin,J14,Real Madrid,Spanish La Liga,UKR,GK,Goalkeeper,24,90,4.0,0.0,4.0,1.2,1.2,1,1.0,4.0,31.0,8.0,691.3,2.0,63.0,14.0,2.0,2.0,28.8
Fran Vieites,J14,Betis,Spanish La Liga,ESP,GK,Goalkeeper,24,90,4.0,0.0,4.0,1.4,1.4,1,7.0,20.0,28.0,6.0,1092.0,10.0,508.0,17.0,1.0,2.0,25.6
Álvaro Vallés,J14,Las Palmas,Spanish La Liga,ESP,GK,Goalkeeper,26,90,6.0,1.0,5.0,1.9,0.9,0,3.0,5.0,57.0,6.0,1134.3,3.0,66.9,13.0,1.0,1.0,16.0
Josep Martinez,J16,Genoa,Italian Serie A,ESP,GK,Goalkeeper,25,90,4.0,1.0,3.0,2.1,1.1,0,2.0,10.0,33.0,0.0,1075.8,2.0,126.0,21.0,1.0,2.0,31.6
Wojciech Szczęsny,J16,Juventus,Italian Serie A,POL,GK,Goalkeeper,33,90,3.0,1.0,2.0,0.8,-0.2,0,2.0,8.0,20.0,2.0,716.0,3.0,110.1,14.0,1.0,4.0,73.6
Paulo Gazzaniga,J14,Girona,Spanish La Liga,ARG,GK,Goalkeeper,31,90,6.0,1.0,5.0,1.2,0.2,0,2.0,5.0,39.0,6.0,1037.4,3.0,74.1,18.0,0.0,0.0,0.0
