Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Cédric Bakambu,COD,Betis,"Spanish La Liga, UEFA Europa Conference League",AM,Forward,34,1718,1,68,46,35,18,35,45
Cédric Hountondji,BEN,Angers,French Ligue 1,CB,Defender,30,270,1,39,19,17,6,56,33
Cédric Kipré,CIV,Reims,French Ligue 1,CB,Defender,28,2190,1,36,65,56,48,58,53
César Azpilicueta,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,35,988,1,80,50,72,76,52,64
César Blackman,PAN,Slovan Bratislava,UEFA Champions League,RB,Defender,26,718,1,39,49,27,43,61,47
César Huerta,MEX,Anderlecht,UEFA Europa League,AM,Forward,24,137,1,41,81,47,71,48,60
César Tárrega,ESP,Valencia,Spanish La Liga,CB,Defender,23,3026,1,69,31,37,36,46,44
Daan Rots,NED,Twente,UEFA Europa League,RW,Forward,23,538,1,73,46,51,55,82,59
Daichi Kamada,JPN,Crystal Palace,English Premier League,CM,Midfielder,28,1564,1,34,60,56,50,58,53
Dailon Livramento,CPV,Hellas Verona,Italian Serie A,AM,Forward,24,940,1,29,37,29,32,59,34
Daizen Maeda,JPN,Celtic,UEFA Champions League,LW,Forward,27,758,1,73,40,32,38,45,48
Dalangunypole Gomis,FRA,Cercle Brugge,UEFA Europa Conference League,LB,Defender,20,81,1,39,16,45,26,30,32
Daler Kuzyaev,RUS,Le Havre,French Ligue 1,CM,Midfielder,31,567,1,78,34,42,25,53,46
Daley Blind,NED,Girona,"Spanish La Liga, UEFA Champions League",CB,Defender,35,3102,1,41,72,83,86,42,61
Daley Sinkgraven,NED,Las Palmas,Spanish La Liga,LB,Defender,29,91,1,39,58,54,84,56,59
Damir Hrelja,BIH,Borac Banja Luka,UEFA Europa Conference League,RM,Midfielder,23,111,1,40,66,45,86,55,59
Damián Pizarro,CHI,Udinese,Italian Serie A,AM,Forward,20,16,1,31,12,17,3,8,17
Damián Rodríguez,ESP,Celta Vigo,Spanish La Liga,CM,Midfielder,22,927,1,30,44,83,64,30,49
Damjan Vuklišević,SVN,NK Celje,UEFA Europa Conference League,CB,Defender,29,667,1,37,20,36,37,43,38
Dan Burn,ENG,Newcastle Utd,English Premier League,CB,Defender,33,3330,1,55,43,37,39,34,39
Dan Ndoye,SUI,Bologna,"Italian Serie A, UEFA Champions League",LW,Forward,24,2759,1,54,72,58,75,64,64
Dan Puscas,MDA,Petrocub,UEFA Europa Conference League,LM,Midfielder,23,344,1,29,55,26,23,44,36
Dan Williams,WAL,The New Saints,UEFA Europa Conference League,CM,Midfielder,23,504,1,39,19,42,27,63,43
Dan-Axel Zagadou,FRA,Stuttgart,"German Bundesliga, UEFA Champions League",CB,Defender,25,31,1,39,16,37,23,21,27
Dane Murray,SCO,Celtic,UEFA Champions League,CB,Defender,21,8,1,39,16,33,46,20,30
Dane Scarlett,ENG,Tottenham,"English Premier League, UEFA Europa League",AM,Forward,20,60,1,96,64,60,22,72,66
Danel Sinani,LUX,St. Pauli,German Bundesliga,AM,Forward,28,1250,1,62,64,74,49,50,62
Dango Ouattara,BFA,Bournemouth,English Premier League,LW,Forward,23,2005,1,58,73,46,60,75,62
Dani Carvajal,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",RB,Defender,32,789,1,51,64,70,80,57,64
Dani Ceballos,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",DM,Midfielder,28,1620,1,33,67,85,88,64,69
Dani García,ESP,Olympiacos,UEFA Europa League,DM,Midfielder,34,403,1,34,53,58,11,54,43
Dani Gómez,ESP,Valencia,Spanish La Liga,AM,Forward,26,532,1,51,21,23,13,36,30
Dani Olmo,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,27,1647,1,86,86,83,80,55,83
Dani Raba,ESP,Leganés,Spanish La Liga,AM,Forward,29,1879,1,61,79,68,57,69,67
Dani Rodríguez,ESP,Mallorca,Spanish La Liga,AM,Forward,36,2162,1,52,56,60,44,67,54
Dani de Wit,NED,Bochum,German Bundesliga,AM,Midfielder,27,1153,1,66,46,32,19,56,44
Daniel Bandeira,POR,"Hellas Verona, Midtjylland","Italian Serie A, UEFA Europa League",CM,Midfielder,24,520,1,42,20,57,34,52,44
Daniel Birligea,ROU,FCSB,UEFA Europa League,AM,Forward,24,680,1,71,60,30,36,58,54
Daniel Bragança,POR,Sporting CP,UEFA Champions League,CM,Midfielder,25,318,1,63,70,74,63,20,52
Daniel Cleary,IRL,Shamrock Rov,UEFA Europa Conference League,CB,Defender,28,630,1,36,43,59,51,36,44
Daniel Correia,SUI,Lugano,UEFA Europa Conference League,AM,Forward,22,154,1,89,35,69,73,39,64
Daniel Cummings,SCO,Celtic,UEFA Champions League,AM,Forward,18,12,1,31,12,15,3,24,17
Daniel Daga,NGA,Molde,UEFA Europa Conference League,DM,Forward,18,56,1,59,14,26,20,65,33
Daniel Davies,WAL,The New Saints,UEFA Europa Conference League,CB,Defender,29,540,1,87,32,22,35,70,53
Daniel Djuric,ISL,KV,UEFA Europa Conference League,AM,Midfielder,22,477,1,55,82,47,50,38,50
Daniel Díaz,ESP,Real Sociedad,Spanish La Liga,RM,Midfielder,18,10,1,34,27,13,28,60,36
Daniel Fila,CZE,"Slavia Prague, Venezia","Italian Serie A, UEFA Europa League",AM,Defender,22,608,1,75,67,29,42,12,33
Daniel Guerrero,ESP,Betis,UEFA Europa Conference League,CM,Midfielder,19,44,1,34,27,42,20,11,24
Daniel Jebbison,CAN,Bournemouth,English Premier League,AM,Forward,21,119,1,78,66,56,78,87,71
Daniel Langhamer,CZE,Mladá Boleslav,UEFA Europa Conference League,CM,Midfielder,21,107,1,56,20,24,19,27,28
Daniel Luna,COL,Mallorca,Spanish La Liga,RM,Midfielder,21,20,1,34,64,37,78,27,45
Daniel Maldini,ITA,"Atalanta, Monza",Italian Serie A,AM,Forward,23,1564,1,61,53,44,62,49,55
Daniel Mancini,ARG,Panathinaikos,UEFA Europa Conference League,LW,Forward,28,185,1,27,75,62,72,57,57
Daniel Mandroiu,IRL,Shamrock Rov,UEFA Europa Conference League,AM,Forward,26,261,1,26,40,72,64,45,46
Daniel Mareček,CZE,Mladá Boleslav,UEFA Europa Conference League,WB,Midfielder,26,226,1,41,44,25,33,32,34
Daniel Mosquera,COL,Hellas Verona,Italian Serie A,AM,Forward,25,1375,1,56,50,39,28,47,46
Daniel Muñoz,COL,Crystal Palace,English Premier League,WB,Midfielder,28,3228,1,54,65,41,52,75,59
Daniel O'Shaughnessy,FIN,HJK,UEFA Europa Conference League,CB,Defender,30,528,1,41,21,64,63,43,49
Daniel Oyegoke,ENG,"Hearts, Hellas Verona","Italian Serie A, UEFA Europa Conference League",RB,Defender,22,350,1,46,48,40,82,58,57
Daniel Parejo,ESP,Villarreal,Spanish La Liga,CM,Midfielder,36,2273,1,60,55,75,56,62,62
Daniel Podence,POR,Wolves,English Premier League,AM,Forward,28,48,1,36,28,51,45,11,36
Daniel Popa,ROU,FCSB,UEFA Europa League,AM,Forward,30,89,1,44,57,46,57,65,52
Daniel Redmond,ENG,The New Saints,UEFA Europa Conference League,LB,Defender,33,506,1,41,53,49,43,74,57
Daniel Requena,ESP,Villarreal,Spanish La Liga,CM,Midfielder,21,10,1,34,27,23,12,5,17
Daniel Rodriguez,ESP,Barcelona,Spanish La Liga,RW,Forward,19,37,1,44,48,48,80,14,50
Daniel Stensson,SWE,Djurgården,UEFA Europa Conference League,DM,Midfielder,28,824,1,82,57,82,70,70,72
Daniel Svensson,SWE,Dortmund,"German Bundesliga, UEFA Champions League",LB,Defender,23,1132,1,83,74,69,66,44,61
Daniel Vašulín,NAN,Viktoria Plzeň,UEFA Europa League,AM,Forward,26,169,1,92,35,31,52,64,56
Daniel Vivian,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",CB,Defender,25,3418,1,81,51,73,61,64,67
Daniel Yáñez,ESP,Real Madrid,Spanish La Liga,RW,Forward,17,2,1,31,12,14,23,8,20
Daniele Baselli,ITA,Como,Italian Serie A,CM,Midfielder,32,22,1,34,11,70,68,26,42
Daniele Ghilardi,ITA,Hellas Verona,Italian Serie A,CB,Defender,22,2029,1,42,40,36,29,56,44
Daniele Rugani,ITA,Ajax,UEFA Europa League,CB,Defender,30,445,1,41,18,38,44,73,52
Daniels Balodis,LVA,FK Rīgas FS,UEFA Europa League,CB,Defender,26,289,1,39,36,23,6,43,31
Daniil Kulikov,RUS,Dinamo Minsk,UEFA Europa Conference League,CM,Midfielder,26,300,1,41,51,46,19,45,40
Danilho Doekhi,NED,Union Berlin,German Bundesliga,CB,Defender,26,3060,1,47,54,39,25,41,39
Danilo,BRA,Nott'ham Forest,English Premier League,CM,Midfielder,24,275,1,34,39,41,16,59,41
Danilo,BRA,Rangers,UEFA Europa League,RM,Midfielder,26,7,1,25,27,32,35,16,26
Danilo,BRA,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,33,813,1,40,46,76,78,58,62
Danilo Cataldi,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",DM,Midfielder,30,2052,1,71,35,61,49,43,50
Danilo D'Ambrosio,ITA,Monza,Italian Serie A,CB,Defender,36,1095,1,42,55,47,50,56,51
Danilo Veiga,POR,Lecce,Italian Serie A,RB,Defender,22,374,1,27,71,45,57,60,53
Danny Grant,IRL,Shamrock Rov,UEFA Europa Conference League,LB,Defender,25,210,1,39,40,44,66,26,40
Danny Ings,ENG,West Ham,English Premier League,AM,Forward,32,284,1,52,72,53,43,56,57
Danny Loader,CMR,Porto,UEFA Europa League,AM,Forward,24,254,1,69,30,32,33,61,44
Danny Welbeck,ENG,Brighton,English Premier League,AM,Forward,34,2115,1,72,41,41,27,43,48
Danny da Costa,GER,Mainz 05,German Bundesliga,CB,Defender,31,2006,1,46,56,66,54,55,56
Dante,BRA,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,41,2208,1,37,54,67,62,55,56
Dante Vanzeir,BEL,Gent,UEFA Europa Conference League,AM,Forward,26,100,1,31,38,54,33,17,37
Dany Mota,POR,Monza,Italian Serie A,AM,Forward,27,2104,1,49,45,44,42,42,45
Danylo Ihnatenko,UKR,Slovan Bratislava,UEFA Champions League,DM,Midfielder,27,329,1,46,16,28,17,49,34
Danylo Sikan,UKR,Shakhtar,UEFA Champions League,AM,Forward,23,219,1,72,23,26,13,63,39
Daníel Gudjohnsen,ISL,Malmö,UEFA Europa League,AM,Forward,18,4,1,31,12,33,48,25,28
Daníel Hafsteinsson,ISL,KV,UEFA Europa Conference League,CM,Midfielder,25,170,1,38,28,32,29,52,38
Daouda Guindo,MLI,RB Salzburg,UEFA Champions League,LB,Defender,22,154,1,93,41,26,51,70,59
Dara O'Shea,IRL,Ipswich Town,English Premier League,CB,Defender,26,3122,1,35,43,34,24,49,39
Darian Males,SUI,Young Boys,UEFA Champions League,AM,Forward,23,283,1,32,28,51,39,78,38
Dario Essugo,POR,Las Palmas,Spanish La Liga,DM,Midfielder,20,1938,1,65,38,48,38,79,57
Dario Špikić,CRO,Dinamo Zagreb,UEFA Champions League,RM,Forward,25,186,1,82,47,36,43,72,56
Darius Olaru,ROU,FCSB,UEFA Europa League,AM,Forward,26,316,1,84,77,71,68,59,75
Darko Brašanac,SRB,Leganés,Spanish La Liga,CM,Midfielder,33,1617,1,40,40,26,17,35,31
Darko Churlinov,MKD,Jagiellonia,UEFA Europa Conference League,LW,Forward,24,768,1,48,43,45,47,59,46
Darko Lazović,SRB,Hellas Verona,Italian Serie A,WB,Midfielder,34,1459,1,48,55,32,36,31,38
Darko Lemajić,SRB,FK Rīgas FS,UEFA Europa League,AM,Forward,31,91,1,35,33,51,15,43,34
Darragh Burns,NIR,Shamrock Rov,UEFA Europa Conference League,WB,Midfielder,22,408,1,32,65,33,53,48,46
Darragh Nugent,IRL,Shamrock Rov,UEFA Europa Conference League,CM,Midfielder,23,142,1,36,22,15,33,62,38
Darryl Bakola,FRA,Marseille,French Ligue 1,CB,Defender,17,14,1,39,16,51,77,59,55
Darwin Machís,VEN,Valladolid,Spanish La Liga,LM,Midfielder,32,639,1,35,59,38,58,32,42
Darwin Núñez,URU,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,25,1599,1,54,50,38,35,64,47
Darío Fuentes,ESP,Sevilla,Spanish La Liga,RB,Defender,21,5,1,39,16,13,20,3,14
Darío Osorio,CHI,Midtjylland,UEFA Europa League,RW,Forward,21,638,1,81,51,61,62,84,65
Dave Kwakman,NED,AZ Alkmaar,UEFA Europa League,CM,Midfielder,20,142,1,46,33,60,65,46,51
David Abagna,GHA,APOEL,UEFA Europa Conference League,CM,Midfielder,26,560,1,94,45,50,56,46,55
David Akpan Ankeye,NGA,Genoa,Italian Serie A,AM,Forward,22,45,1,31,42,24,16,13,29
David Alaba,AUT,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,32,492,1,39,33,54,53,26,39
David Argüelles,ESP,Getafe,Spanish La Liga,LM,Midfielder,22,7,1,34,11,25,77,10,30
David Brooks,WAL,Bournemouth,English Premier League,RW,Forward,27,960,1,54,66,70,79,59,65
David Carmo,ANG,Olympiacos,UEFA Europa League,CB,Defender,25,621,1,32,45,58,22,47,42
David Costa,POR,Lens,French Ligue 1,AM,Forward,24,352,1,24,44,77,79,26,49
David Doudera,CZE,Slavia Prague,UEFA Europa League,RB,Midfielder,26,397,1,38,64,63,78,67,64
David Goldar,ESP,Pafos FC,UEFA Europa Conference League,CB,Defender,30,782,1,80,43,52,51,30,46
David Jurásek,CZE,Hoffenheim,"German Bundesliga, UEFA Europa League",LB,Defender,24,975,1,58,87,59,81,32,54
David López,ESP,Mallorca,Spanish La Liga,CB,Defender,22,169,1,39,18,18,13,36,27
David López,ESP,Girona,"Spanish La Liga, UEFA Champions League",CB,Defender,35,2797,1,74,45,67,61,36,53
David Miculescu,ROU,FCSB,UEFA Europa League,RW,Forward,23,823,1,64,36,39,31,72,46
David Mokwa,FRA,Hoffenheim,"German Bundesliga, UEFA Europa League",AM,Forward,20,123,1,95,32,25,27,57,50
David Møller Wolfe,NOR,AZ Alkmaar,UEFA Europa League,LB,Defender,22,890,1,68,70,46,53,52,54
David Nemeth,AUT,St. Pauli,German Bundesliga,CB,Defender,24,2137,1,37,34,38,31,50,41
David Neres,BRA,Napoli,Italian Serie A,LW,Forward,28,1283,1,42,83,63,82,53,65
David Odogu,GER,Wolfsburg,German Bundesliga,CB,Defender,18,195,1,27,28,42,35,62,46
David Otorbi,ESP,Valencia,Spanish La Liga,LM,Midfielder,16,14,1,34,11,13,35,10,19
David Pavelka,CZE,Sparta Prague,UEFA Champions League,CM,Midfielder,33,12,1,34,11,48,22,65,42
David Preu,GER,Union Berlin,German Bundesliga,CM,Midfielder,20,121,1,28,51,20,33,20,28
David Raum,GER,RB Leipzig,"German Bundesliga, UEFA Champions League",LB,Defender,27,2049,1,74,88,58,65,50,60
David Sualehe,POR,Olimpija,UEFA Europa Conference League,LB,Defender,27,615,1,31,72,69,90,76,71
David Torres,ESP,Valladolid,Spanish La Liga,CB,Defender,22,1387,1,34,22,31,29,24,28
David Vuković,BIH,Borac Banja Luka,UEFA Europa Conference League,LW,Forward,21,320,1,44,76,56,73,60,62
David Zec,SVN,"Holstein Kiel, NK Celje","German Bundesliga, UEFA Europa Conference League",CB,Defender,25,2081,1,87,46,46,36,51,51
David Zima,CZE,Slavia Prague,UEFA Europa League,CB,Defender,24,537,1,44,40,51,42,40,43
David Čavić,BIH,Borac Banja Luka,UEFA Europa Conference League,LW,Forward,22,218,1,26,31,55,75,79,44
Davide Bartesaghi,ITA,Milan,"Italian Serie A, UEFA Champions League",LB,Defender,19,146,1,63,58,48,79,67,64
Davide Calabria,ITA,"Bologna, Milan","Italian Serie A, UEFA Champions League",RB,Defender,28,1261,1,30,80,77,72,57,62
Davide Faraoni,ITA,Hellas Verona,Italian Serie A,RB,Defender,33,260,1,21,45,33,31,59,42
Davide Frattesi,ITA,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,25,1788,1,90,55,25,35,25,40
Davide Zappacosta,ITA,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,32,2764,1,78,75,64,85,26,59
Davidson da Luz Pereira,BRA,Başakşehir,UEFA Europa Conference League,LW,Forward,33,279,1,25,47,63,85,56,51
Davinson Sánchez,COL,Galatasaray,UEFA Europa League,CB,Defender,28,704,1,78,68,76,64,88,78
Davy Klaassen,NED,Ajax,UEFA Europa League,CM,Midfielder,32,204,1,36,19,25,10,63,35
Davíð Atlason,ISL,KV,UEFA Europa Conference League,RB,Defender,30,535,1,78,60,46,48,44,51
Dayot Upamecano,FRA,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,26,2749,1,72,47,80,73,66,70
Daði Berg Jónsson,ISL,KV,UEFA Europa Conference League,CM,Midfielder,18,18,1,48,34,46,70,47,50
Dean Huijsen,ESP,Bournemouth,English Premier League,CB,Defender,20,2427,1,80,61,72,68,61,67
Declan McManus,SCO,The New Saints,UEFA Europa Conference League,AM,Forward,30,387,1,48,39,31,31,43,39
Declan Rice,ENG,Arsenal,"English Premier League, UEFA Champions League",LM,Midfielder,26,3827,1,82,73,72,74,44,65
Dehmaine Assoumani,FRA,Nantes,French Ligue 1,AM,Forward,20,98,1,58,75,57,84,90,69
Deiver Machado,COL,Lens,French Ligue 1,LB,Defender,31,1805,1,53,86,42,58,48,52
Dejan Kulusevski,SWE,Tottenham,"English Premier League, UEFA Europa League",RM,Midfielder,25,2955,1,89,92,51,71,31,59
Dele Alli,ENG,Como,Italian Serie A,DM,Midfielder,28,9,1,34,11,19,30,5,17
Denil Castillo,ECU,Midtjylland,UEFA Europa League,RM,Midfielder,20,568,1,36,38,19,25,41,32
Denis Donat,CZE,Mladá Boleslav,UEFA Europa Conference League,CB,Defender,23,75,1,39,16,50,31,54,44
Denis Genreau,AUS,Toulouse,French Ligue 1,AM,Forward,25,222,1,26,46,81,83,79,55
Denis Suárez,ESP,Villarreal,Spanish La Liga,LM,Midfielder,31,608,1,76,78,62,71,29,57
Denis Thomalla,GER,Heidenheim,German Bundesliga,AM,Forward,32,4,1,31,12,26,13,25,21
Denis Vavro,SVK,Wolfsburg,German Bundesliga,CB,Defender,29,2461,1,83,39,56,44,45,52
Denis Zakaria,SUI,Monaco,"French Ligue 1, UEFA Champions League",DM,Midfielder,28,2757,1,78,59,58,49,59,59
Deniz Gül,TUR,Porto,UEFA Europa League,AM,Forward,20,91,1,90,45,28,44,60,56
Deniz Hummet,TUR,Djurgården,UEFA Europa Conference League,AM,Forward,28,426,1,78,25,25,20,37,40
Deniz Turuc,TUR,Başakşehir,UEFA Europa Conference League,RW,Forward,31,359,1,69,54,72,87,61,68
Deniz Undav,GER,Stuttgart,"German Bundesliga, UEFA Champions League",AM,Forward,28,2146,1,60,65,62,47,35,58
Dennis Appiah,FRA,Saint-Étienne,French Ligue 1,RB,Defender,32,2128,1,39,78,58,60,68,61
Dennis Geiger,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",CM,Midfielder,26,865,1,35,63,67,59,53,56
Dennis Kaygin,GER,Rapid Wien,UEFA Europa Conference League,AM,Forward,20,87,1,50,44,85,91,60,62
Dennis Man,ROU,Parma,Italian Serie A,RW,Forward,26,1995,1,48,66,68,69,38,60
Denny Gropper,ISR,Ludogorets,UEFA Europa League,LB,Defender,25,212,1,32,66,36,49,42,42
Denso Kasius,NED,AZ Alkmaar,UEFA Europa League,RB,Defender,22,296,1,96,88,44,71,50,62
Denys Popov,UKR,Dynamo Kyiv,UEFA Europa League,CB,Defender,25,371,1,39,36,33,25,61,44
Denzel Dumfries,NED,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,29,2926,1,87,68,32,54,38,51
Derek Cornelius,CAN,Marseille,French Ligue 1,CB,Defender,27,1420,1,31,36,71,68,51,55
Deroy Duarte,CPV,Ludogorets,UEFA Europa League,DM,Midfielder,25,299,1,45,22,30,19,50,35
Derrick Köhn,GER,Werder Bremen,German Bundesliga,WB,Midfielder,26,1343,1,74,69,43,76,31,53
Derrick Luckassen,NED,Pafos FC,UEFA Europa Conference League,CB,Defender,29,810,1,28,41,68,50,57,53
Destiny Udogie,ITA,Tottenham,"English Premier League, UEFA Europa League",LB,Defender,22,2691,1,39,68,67,72,69,65
Devyne Rensch,NED,"Ajax, Roma","Italian Serie A, UEFA Europa League",RB,Defender,22,1052,1,42,65,43,48,70,56
Diadie Samassékou,MLI,Hoffenheim,"German Bundesliga, UEFA Europa League",DM,Midfielder,29,380,1,49,30,53,53,66,54
Diego,ESP,Leganés,Spanish La Liga,AM,Forward,25,1195,1,49,21,25,16,31,30
Diego Carlos,BRA,Aston Villa,"English Premier League, UEFA Champions League",CB,Defender,31,1314,1,28,36,57,42,28,37
Diego Coppola,ITA,Hellas Verona,Italian Serie A,CB,Defender,21,2927,1,72,29,21,13,63,44
Diego Gómez,PAR,Brighton,English Premier League,DM,Midfielder,22,516,1,81,77,60,64,82,73
Diego Iturralde,ESP,Sevilla,Spanish La Liga,LW,Forward,22,37,1,20,13,17,23,41,19
Diego Llorente,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League",CB,Defender,31,3073,1,75,36,49,42,51,51
Diego López,ESP,Valencia,Spanish La Liga,RM,Midfielder,23,2737,1,84,72,36,54,21,46
Diego Martín,ESP,Las Palmas,Spanish La Liga,LW,Forward,21,40,1,38,32,52,45,52,41
Diego Moreira,POR,Strasbourg,French Ligue 1,LB,Midfielder,20,2568,1,59,84,42,77,49,59
Diego Pugno,ITA,Juventus,Italian Serie A,AM,Forward,18,7,1,31,35,46,64,25,40
Diego Rico,ESP,Getafe,Spanish La Liga,LB,Defender,32,2819,1,44,69,60,47,62,57
Dies Janse,NED,Ajax,UEFA Europa League,CB,Defender,19,77,1,39,32,20,17,24,24
Dieu-Merci Michel,CAN,Vitória,UEFA Europa Conference League,AM,Forward,21,3,1,31,12,34,37,19,26
Dieumerci Ndongala,COD,APOEL,UEFA Europa Conference League,RW,Forward,33,331,1,29,42,50,50,33,40
Dilane Bakwa,FRA,Strasbourg,French Ligue 1,WB,Midfielder,22,2497,1,88,92,53,73,19,56
Dimitri Foulquier,FRA,Valencia,Spanish La Liga,RB,Defender,32,2299,1,40,69,52,56,42,48
Dimitri Lavalée,BEL,Sturm Graz,UEFA Champions League,LB,Defender,28,626,1,51,49,36,31,67,50
Dimitris Giannoulis,GRE,Augsburg,German Bundesliga,WB,Midfielder,29,2650,1,49,72,52,66,52,57
Dimitris Pelkas,GRE,"Başakşehir, PAOK","UEFA Europa Conference League, UEFA Europa League",AM,Forward,31,309,1,57,59,68,62,35,59
Dinis Almeida,POR,Ludogorets,UEFA Europa League,CB,Defender,29,706,1,45,36,38,28,44,39
Dino Kojic,SVN,Olimpija,UEFA Europa Conference League,RM,Midfielder,19,272,1,46,34,17,11,48,32
Dino Skorup,CRO,Borac Banja Luka,UEFA Europa Conference League,DM,Midfielder,25,283,1,92,25,21,11,32,33
Diogo Dalot,POR,Manchester Utd,"English Premier League, UEFA Europa League",WB,Midfielder,26,3849,1,48,69,54,72,59,60
Diogo Jota,POR,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,28,1431,1,50,58,50,46,53,52
Diogo Leite,POR,Union Berlin,German Bundesliga,CB,Defender,26,2546,1,62,60,58,45,70,61
Diogo Pinto,POR,Olimpija,UEFA Europa Conference League,CM,Midfielder,25,241,1,23,40,34,17,14,23
Dion Drena Beljo,CRO,Rapid Wien,UEFA Europa Conference League,AM,Forward,23,844,1,70,70,53,42,38,60
Divin Mubama,ENG,Manchester City,English Premier League,AM,Forward,20,28,1,43,14,27,4,16,23
Djaoui Cissé,FRA,Rennes,French Ligue 1,CM,Midfielder,21,1121,1,77,47,65,67,63,64
Djed Spence,ENG,Tottenham,"English Premier League, UEFA Europa League",LB,Defender,24,1985,1,72,83,71,82,68,73
Djené,TOG,Getafe,Spanish La Liga,CB,Defender,33,2548,1,33,40,37,24,28,30
Djibril Sidibé,FRA,Toulouse,French Ligue 1,CB,Defender,32,2101,1,34,80,67,51,55,55
Djibril Sow,SUI,Sevilla,Spanish La Liga,DM,Midfielder,28,2062,1,54,46,57,36,39,45
Djylian N'Guessan,FRA,Saint-Étienne,French Ligue 1,LW,Forward,16,181,1,15,33,64,33,57,35
Dmitrijs Zelenkovs,LVA,FK Rīgas FS,UEFA Europa League,CM,Midfielder,24,682,1,40,42,43,36,32,37
Dmytro Kryskiv,UKR,Shakhtar,UEFA Champions League,DM,Midfielder,24,672,1,31,31,42,28,30,32
Dodi Lukebakio,BEL,Sevilla,Spanish La Liga,RW,Forward,27,3092,1,72,68,59,70,41,66
Dodô,BRA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",RB,Defender,26,3630,1,42,88,53,73,39,52
Domagoj Bradarić,CRO,Hellas Verona,Italian Serie A,WB,Midfielder,25,1933,1,58,46,35,43,43,44
Domen Črnigoj,SVN,Venezia,Italian Serie A,CM,Midfielder,29,136,1,21,24,19,53,72,44
Domingos André Ribeiro Almeida,POR,Valencia,Spanish La Liga,AM,Forward,24,1977,1,27,64,82,68,66,57
Domingos Duarte,POR,Getafe,Spanish La Liga,CB,Defender,30,1859,1,67,27,27,9,39,34
Domingos Quina,POR,Pafos FC,UEFA Europa Conference League,LW,Forward,25,182,1,37,39,66,76,60,51
Dominic Calvert-Lewin,ENG,Everton,English Premier League,AM,Forward,28,1609,1,43,34,29,22,43,34
Dominic Solanke,ENG,Tottenham,"English Premier League, UEFA Europa League",AM,Forward,27,3006,1,56,48,37,23,39,43
Dominik Javorček,SVK,Holstein Kiel,German Bundesliga,WB,Midfielder,22,386,1,36,62,32,38,32,38
Dominik Kohr,GER,Mainz 05,German Bundesliga,CB,Defender,31,2295,1,78,59,56,52,73,65
Dominik Kostka,NAN,Mladá Boleslav,UEFA Europa Conference League,WB,Midfielder,28,360,1,36,36,27,39,29,32
Dominik Pech,CZE,Slavia Prague,UEFA Europa League,DM,Midfielder,18,187,1,30,42,25,55,21,33
Dominik Szoboszlai,HUN,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,24,3126,1,49,66,79,69,63,64
Don-Angelo Konadu,NED,Ajax,UEFA Europa League,AM,Forward,18,81,1,31,15,44,6,16,23
Donalio Douanla,CMR,Petrocub,UEFA Europa Conference League,CM,Midfielder,27,482,1,34,23,22,14,42,29
Donny van de Beek,NED,Girona,"Spanish La Liga, UEFA Champions League",AM,Forward,28,1869,1,47,41,61,32,65,46
Donyell Malen,NED,"Aston Villa, Dortmund","English Premier League, German Bundesliga, UEFA Champions League",RW,Forward,26,1156,1,87,57,38,60,36,62
Dor Peretz,ISR,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,29,607,1,43,34,55,45,62,44
Dor Turgeman,ISR,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,21,494,1,50,49,31,12,49,40
Douglas,BRA,Nantes,French Ligue 1,CM,Midfielder,28,2307,1,81,43,58,34,65,57
Douglas Luiz,BRA,Juventus,"Italian Serie A, UEFA Champions League",DM,Midfielder,27,836,1,32,69,73,84,53,63
Dragoljub Savić,SRB,TSC,UEFA Europa Conference League,RW,Forward,23,32,1,41,44,39,69,60,48
Dries Mertens,BEL,Galatasaray,UEFA Europa League,AM,Forward,37,727,1,36,76,84,71,44,63
Drissa Camara,CIV,Parma,Italian Serie A,AM,Forward,23,447,1,35,67,68,77,73,60
Duje Ćaleta-Car,CRO,Lyon,"French Ligue 1, UEFA Europa League",CB,Defender,28,2198,1,40,40,43,36,49,43
Dujon Sterling,ENG,Rangers,UEFA Europa League,RW,Defender,25,323,1,39,74,40,34,53,46
