Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Ignacio Arce,ARG,Goalkeeper,Deportivo Riestra,33.0,1992,19,19,1710,90,24,59,95,65,74,38,45,16,98,98,49,2,81,97,97,84,35,90,94,75,87
Ignacio De Arruabarrena,URU,Goalkeeper,ec Barcelona,28.0,1997,2,1,144,17,88,83,11,18,21,38,45,51,24,17,3,25,98,27,40,88,35,6,41,54,51
Illan Meslier,FRA,Goalkeeper,Leeds United,0.0,2000,39,39,3510,85,6,6,90,52,56,80,45,7,8,13,76,67,4,8,59,52,74,36,64,9,86
Ivan Zlobin,RUS,Goalkeeper,Famalicão,0.0,1997,15,15,1350,56,51,59,65,45,54,38,45,68,26,32,39,56,43,54,80,23,35,88,62,30,76
Ivor Pandur,CRO,Goalkeeper,Hull City,0.0,2000,44,44,3960,57,36,41,28,61,58,77,91,40,17,30,95,60,47,70,61,77,83,50,53,19,54
Jacob Widell Zetterström,SWE,Goalkeeper,Derby County,0.0,1998,40,40,3600,51,35,33,43,48,42,87,45,45,73,89,45,63,47,49,82,42,83,50,35,20,79
Jacopo Sassi,ITA,Goalkeeper,Modena,0.0,2003,1,1,90,3,76,59,11,18,21,38,45,32,81,61,63,52,76,75,5,90,35,0,17,84,5
Jak Alnwick,ENG,Goalkeeper,Cardiff City,0.0,1993,29,29,2610,33,55,47,32,61,61,80,45,66,54,69,46,25,46,44,32,77,74,43,29,27,33
James Beadle,ENG,Goalkeeper,Sheffield Weds,0.0,2004,38,38,3420,33,32,19,47,59,64,80,45,61,56,66,74,26,29,39,39,53,74,30,13,35,44
James Pantemis,CAN,Goalkeeper,Portland Timbers,28.0,1997,12,12,1080,45,84,86,49,92,77,99,45,63,62,40,80,56,66,70,35,71,99,69,65,85,30
James Shea,ENG,Goalkeeper,Luton Town,0.0,1991,2,1,147,89,16,31,92,18,21,38,45,43,91,97,93,39,88,38,98,95,35,96,87,20,97
James Trafford,ENG,Goalkeeper,Burnley,0.0,2002,45,45,4050,93,7,11,93,38,21,84,45,8,27,52,84,63,30,24,45,65,79,84,90,12,57
Jamie Cumming,ENG,Goalkeeper,Oxford United,0.0,1999,45,45,4050,42,59,64,56,50,45,84,45,72,83,89,85,61,63,87,61,67,79,81,51,37,44
Jari De Busser,BEL,Goalkeeper,Go Ahead Eag,0.0,1999,16,16,1440,39,87,92,60,43,51,38,45,51,48,65,96,85,27,94,67,69,35,30,74,23,46
Jasper Schendelaar,NED,Goalkeeper,Zwolle,0.0,2000,30,30,2700,35,70,72,38,68,61,38,98,75,64,81,84,87,44,71,87,43,88,74,53,23,80
Javier Burrai,ECU,Goalkeeper,ar Talleres,34.0,1990,5,4,405,87,16,22,94,79,21,98,45,10,59,30,48,93,71,77,82,51,98,62,61,92,72
Javier Otero,VEN,Goalkeeper,Orlando City,22.0,2002,2,2,180,70,26,35,11,94,95,38,45,49,14,4,5,81,31,94,96,25,35,86,62,98,90
Jayden Hibbert,JAM,Goalkeeper,Atlanta Utd,20.0,2004,1,1,90,70,76,89,11,18,21,38,45,12,0,9,97,52,21,18,73,90,35,21,86,0,85
Jeffrey Gal,USA,Goalkeeper,Chicago Fire,32.0,1993,7,6,591,43,11,8,29,63,73,38,45,20,18,13,34,57,45,20,80,23,35,9,14,59,87
Jeroen Houwen,NED,Goalkeeper,RKC Waalwijk,0.0,1996,24,24,2160,13,88,80,32,48,56,38,45,86,91,85,75,50,74,74,50,51,35,31,32,79,39
Jeroen Zoet,NED,Goalkeeper,AZ Alkmaar,0.0,1991,6,6,540,91,5,7,86,18,21,38,45,3,83,90,73,7,67,17,45,36,35,18,92,35,64
Jesús Camargo,VEN,Goalkeeper,ve Dep Táchira,27.0,1997,6,6,540,19,94,93,11,18,21,38,45,84,35,35,34,81,88,89,45,96,35,55,56,47,30
Jesús Rodríguez,MEX,Goalkeeper,Puebla,0.0,1993,4,4,360,13,76,59,49,18,21,38,45,89,66,30,76,68,91,29,73,59,35,50,17,96,81
Jhonatan,BRA,Goalkeeper,Rio Ave,0.0,1991,8,8,720,28,85,83,49,18,21,38,45,69,37,51,68,81,93,72,22,32,35,36,54,25,18
Jimmy Maurer,USA,Goalkeeper,Houston Dynamo,36.0,1988,2,1,120,83,35,59,11,18,21,38,45,7,53,67,57,20,13,29,55,42,35,26,86,28,65
Jo Coppens,BEL,Goalkeeper,Sint-Truiden,0.0,1990,3,3,270,1,93,26,11,89,92,38,45,98,42,71,80,20,6,81,18,6,35,4,1,12,15
Joe Walsh,ENG,Goalkeeper,QPR,0.0,2002,1,1,90,97,44,89,97,18,21,38,45,77,88,96,92,7,21,99,73,6,35,99,98,24,26
Joe Wildsmith,ENG,Goalkeeper,West Brom,0.0,1995,10,10,900,78,11,11,38,18,21,38,45,17,70,81,74,68,51,26,49,39,35,50,46,32,60
Joe Willis,USA,Goalkeeper,Nashville SC,36.0,1988,25,25,2250,64,31,38,71,65,56,92,45,37,26,17,65,86,26,32,78,28,90,66,57,57,83
Joel Drommel,NED,Goalkeeper,PSV Eindhoven,0.0,1996,1,0,45,97,0,0,11,18,21,38,45,0,97,94,96,7,94,29,5,6,35,50,0,90,5
Joel Robles,ESP,Goalkeeper,Estoril,0.0,1990,29,29,2610,30,62,55,32,78,77,80,45,78,72,82,35,46,69,51,36,79,74,72,29,33,36
Joey Kesting,NED,Goalkeeper,RKC Waalwijk,0.0,2001,3,3,270,25,54,42,11,98,98,38,45,77,96,82,67,10,34,83,5,36,35,57,20,92,5
John,BRA,Goalkeeper,br Botafogo (RJ),29.0,1996,21,21,1890,88,25,45,89,40,48,38,45,14,45,30,67,33,25,56,55,43,35,82,88,75,52
John McCarthy,USA,Goalkeeper,LA Galaxy,33.0,1992,11,11,990,8,80,49,11,92,89,92,45,84,13,38,32,59,19,32,52,47,91,6,11,7,60
John Pulskamp,USA,Goalkeeper,Sporting KC,24.0,2001,24,24,2160,17,84,78,26,86,88,38,94,80,54,78,25,32,82,44,45,45,79,30,35,18,48
Jonas Wendlinger,AUT,Goalkeeper,Almere City,0.0,2000,1,0,10,97,0,0,11,18,21,38,45,0,97,99,91,0,85,9,100,6,35,50,0,5,99
Jonathan Bond,ENG,Goalkeeper,Watford,32.0,1993,25,24,2238,27,56,43,47,48,45,84,45,70,31,22,49,57,24,35,26,81,79,34,19,61,27
Jonathan Klinsmann,USA,Goalkeeper,Cesena,0.0,1997,27,27,2430,61,25,28,52,55,45,91,45,34,6,24,20,84,52,37,56,39,88,53,46,3,62
Jonathan Sirois,CAN,Goalkeeper,CF Montréal,24.0,2001,22,22,1980,24,73,69,34,18,21,38,45,68,33,25,88,58,10,11,47,69,35,25,35,61,74
Jordan Archer,SCO,Goalkeeper,Portsmouth,0.0,1993,2,1,150,56,95,97,11,18,21,38,45,79,47,71,73,20,10,93,5,87,35,94,90,17,5
Jorge Broun,ARG,Goalkeeper,Rosario Central,39.0,1986,17,17,1530,90,18,43,90,18,21,38,45,10,70,39,11,62,90,82,36,12,35,79,93,93,28
Jorge Carranza,ARG,Goalkeeper,Aldosivi,44.0,1981,15,15,1350,37,54,51,54,76,84,38,45,35,62,46,18,60,48,74,57,41,35,13,35,78,48
Jorge Hernández,MEX,Goalkeeper,Querétaro,0.0,1998,9,9,810,39,63,64,43,79,64,38,99,61,29,60,4,10,90,96,26,6,93,46,47,10,15
Josh Vickers,ENG,Goalkeeper,Derby County,0.0,1995,6,6,540,70,11,10,86,18,21,38,45,34,84,92,19,14,88,69,90,25,35,69,30,27,88
Joshua Griffiths,ENG,Goalkeeper,West Brom,0.0,2001,6,6,540,19,54,35,32,18,21,38,45,64,38,47,66,77,11,84,18,59,35,12,13,33,14
Josue Reinatti,ARG,Goalkeeper,Newell's OB,22.0,2003,2,2,180,13,96,96,11,94,95,38,45,94,31,5,61,99,3,80,90,25,35,86,62,99,85
José Antonio Rodríguez,MEX,Goalkeeper,Tijuana,0.0,1992,21,21,1880,22,85,84,28,61,71,38,45,74,77,63,96,59,37,43,56,65,35,34,55,72,59
José Contreras Verna,VEN,Goalkeeper,ec Barcelona,30.0,1994,5,5,396,78,69,80,82,81,21,99,45,54,33,63,9,32,94,53,92,6,98,91,80,12,93
José Corona,MEX,Goalkeeper,Tijuana,0.0,1981,11,10,910,21,83,73,24,87,84,93,45,89,16,8,85,59,11,16,12,45,92,80,28,68,14
José Eulogio,MEX,Goalkeeper,Pachuca,0.0,2004,2,2,180,13,44,15,11,18,21,38,45,45,42,14,1,35,76,4,5,6,35,3,6,95,5
José Rangel Aguilar,MEX,Goalkeeper,Guadalajara,0.0,2000,32,32,2879,70,35,44,68,50,43,89,45,24,55,45,67,73,54,28,73,67,86,53,65,65,82
José Santiago Hernández,MEX,Goalkeeper,Atlas,0.0,1997,3,3,270,70,5,2,65,89,92,38,45,14,28,19,30,20,16,6,18,36,35,25,6,61,35
João Gonçalves,POR,Goalkeeper,Boavista,0.0,2000,4,4,360,91,5,5,86,18,21,38,45,13,93,94,13,2,85,62,14,15,35,87,75,52,13
João Paulo Santos Costa,POR,Goalkeeper,Estrela,0.0,1996,14,14,1260,54,37,38,56,86,85,91,45,56,87,81,32,13,83,39,11,59,88,72,37,67,11
João Ricardo Riedi,BRA,Goalkeeper,br Fortaleza,36.0,1988,18,18,1620,49,80,86,81,55,51,89,45,70,53,42,17,70,56,33,67,64,86,84,75,67,77
João Valido,POR,Goalkeeper,Arouca,0.0,2000,5,5,450,56,44,48,38,76,84,38,45,32,29,7,23,66,94,52,95,83,35,34,55,97,95
Juan Cozzani,ARG,Goalkeeper,Platense,26.0,1998,19,19,1710,84,32,63,78,55,64,38,45,28,68,91,17,3,48,64,41,59,35,87,91,16,36
Juan Espínola,PAR,Goalkeeper,Belgrano,30.0,1994,12,12,1080,35,40,30,65,48,56,38,45,25,84,87,51,37,53,78,86,42,35,9,20,46,77
Juan González,URU,Goalkeeper,Atlé Tucumán,32.0,1993,6,6,540,80,31,59,65,68,77,38,45,14,86,70,36,16,59,58,90,59,35,50,89,82,90
Juan Zozaya,ARG,Goalkeeper,Cen. Córdoba–SdE,24.0,2001,2,2,180,35,44,35,11,18,21,38,45,88,21,9,2,20,40,58,5,6,35,92,22,84,5
Julien Devriendt,BEL,Goalkeeper,Dender,0.0,1998,4,3,315,6,96,95,11,86,90,38,45,90,36,44,30,95,16,52,34,90,35,7,33,32,34
Julio José González,MEX,Goalkeeper,UNAM,0.0,1991,19,19,1710,70,39,55,73,65,74,38,45,16,55,54,33,70,92,27,27,87,35,31,78,51,33
Justin Bijlow,NED,Goalkeeper,Feyenoord,0.0,1998,4,4,360,13,44,15,11,18,21,38,45,66,21,12,99,52,25,2,29,80,35,8,6,74,77
Kaique,BRA,Goalkeeper,Farense,0.0,2003,6,6,540,70,26,26,32,68,21,97,45,40,65,80,65,89,84,92,59,13,97,77,37,26,38
Karl Darlow,WAL,Goalkeeper,Leeds United,0.0,1990,7,7,630,92,2,4,91,18,21,38,45,4,33,33,64,47,17,11,73,50,35,40,90,43,91
Kevin Chamorro,CRC,Goalkeeper,Estoril,0.0,2000,4,4,360,83,14,23,86,82,88,38,45,19,21,63,19,15,31,23,73,98,35,77,75,6,84
Kevin Mier,COL,Goalkeeper,Cruz Azul,0.0,2000,33,33,2970,81,9,10,78,57,58,80,45,11,30,16,93,18,52,21,25,73,74,43,52,76,30
Kewin,BRA,Goalkeeper,Moreirense,0.0,1995,29,29,2610,38,40,33,41,52,61,38,45,56,68,69,59,64,73,78,85,35,35,36,24,51,77
Keylor Navas,CRC,Goalkeeper,Newell's OB,38.0,1986,14,14,1260,82,64,86,80,45,21,38,98,41,92,72,9,33,89,93,50,14,88,90,92,92,29
Kim Joonhong,KOR,Goalkeeper,D.C. United,22.0,2003,7,7,630,7,88,66,28,86,90,38,45,93,90,79,47,40,61,15,50,87,35,21,11,86,69
Koen Van Langendonck,BEL,Goalkeeper,Westerlo,0.0,1989,10,10,900,30,48,29,38,87,84,93,45,74,68,43,62,45,76,57,49,85,92,59,15,89,46
Kostas Lamprou,GRE,Goalkeeper,NAC Breda,0.0,1991,1,1,90,3,76,15,11,18,21,38,45,94,94,91,99,52,3,75,5,59,35,3,1,74,5
Kristijan Kahlina,CRO,Goalkeeper,Charlotte,33.0,1992,23,23,2070,29,81,78,52,84,88,38,45,74,16,11,54,88,31,54,43,34,35,53,49,59,42
Lars Unnerstall,GER,Goalkeeper,Twente,0.0,1990,31,31,2790,50,19,15,70,43,51,38,45,38,32,33,68,74,33,40,53,68,35,34,19,40,57
Laurent Henkinet,BEL,Goalkeeper,Standard Liège,0.0,1992,4,4,315,94,33,74,91,18,21,38,45,9,71,91,27,33,70,98,98,29,35,91,95,15,88
Lautaro Morales,ARG,Goalkeeper,Lanús,25.0,1999,1,1,90,70,5,2,11,18,21,38,45,23,21,6,5,7,40,3,5,6,35,50,6,95,5
Lawrence Vigouroux,CHI,Goalkeeper,Swansea City,0.0,1993,46,46,4140,53,30,31,59,50,58,38,45,40,87,92,94,57,20,41,63,48,35,46,47,38,70
Lazar Carević,MNE,Goalkeeper,Famalicão,0.0,1999,18,18,1620,58,47,52,75,79,77,89,45,53,39,29,40,49,29,49,18,59,86,74,60,68,18
Leandro Brey,ARG,Goalkeeper,Boca Juniors,22.0,2002,2,2,180,91,5,5,86,18,21,38,45,5,21,27,30,81,76,95,5,59,35,50,75,28,5
Leandro Chichizola,ARG,Goalkeeper,Spezia,0.0,1990,11,11,990,78,19,31,54,18,21,38,45,11,89,87,73,52,15,18,87,95,35,28,74,65,93
Leo Kokubo,JPN,Goalkeeper,Sint-Truiden,0.0,2001,27,27,2430,25,59,51,29,92,92,84,45,76,46,44,62,46,48,88,56,74,79,50,25,53,38
Leonardo Loria,ITA,Goalkeeper,Pisa,0.0,1999,1,1,90,3,76,15,11,98,98,38,45,82,21,19,10,20,1,52,5,99,35,1,1,43,5
Liam Roberts,ENG,Goalkeeper,Millwall,0.0,1994,2,1,91,97,12,56,99,18,21,38,45,3,40,99,28,5,98,99,98,88,35,86,98,2,81
Lorenzo Andrenacci,ITA,Goalkeeper,Brescia,0.0,1995,1,1,90,97,5,15,97,18,21,38,45,2,62,27,18,52,40,6,99,6,35,66,98,95,99
Luca Lezzerini,ITA,Goalkeeper,Brescia,0.0,1995,37,37,3330,47,61,68,54,81,71,80,99,48,66,49,41,48,37,78,81,34,93,46,61,81,69
Luca Maniero,ITA,Goalkeeper,Cittadella,0.0,1995,10,9,855,37,86,91,78,88,90,38,45,70,64,62,18,71,70,55,61,55,35,62,77,53,60
Luca Plogmann,GER,Goalkeeper,Go Ahead Eag,0.0,2000,18,18,1620,21,60,44,43,68,77,38,45,61,24,37,89,49,19,85,45,40,35,13,18,19,32
Lucas Acosta,ARG,Goalkeeper,Sarmiento,30.0,1995,19,19,1710,54,72,84,52,55,48,38,96,68,76,72,29,9,68,84,53,55,83,87,83,53,37
Lucas Arcanjo,BRA,Goalkeeper,Vitória,26.0,1998,16,16,1440,70,83,93,49,18,21,38,45,54,38,45,31,66,87,93,64,20,35,88,89,39,41
Lucas Bruera,ARG,Goalkeeper,ve Carabobo,27.0,1997,6,6,540,10,95,93,11,94,95,38,45,85,7,19,0,20,94,74,29,36,35,15,38,5,24
Lucas França,BRA,Goalkeeper,Nacional,0.0,1996,33,33,2925,40,65,66,49,85,86,38,97,66,65,66,19,29,90,71,78,42,86,64,51,50,67
Lucas Pirard,BEL,Goalkeeper,Kortrijk,0.0,1995,7,5,543,26,66,56,32,68,77,38,45,96,80,65,36,84,43,60,43,88,35,97,28,79,40
Lucas Verza,PAR,Goalkeeper,py Olimpia,24.0,2001,1,1,90,97,14,15,97,98,21,100,45,49,42,53,23,96,85,18,73,6,100,98,39,32,85
Lucão,BRA,Goalkeeper,RB Bragantino,24.0,2001,3,3,270,45,93,95,65,18,21,38,45,87,3,7,50,73,85,87,45,36,35,95,83,3,31
Luigi Sepe,ITA,Goalkeeper,Salernitana,0.0,1991,18,18,1575,50,39,40,45,68,77,38,45,51,28,42,53,48,55,20,48,26,35,60,44,22,63
Luis Barraza,USA,Goalkeeper,D.C. United,28.0,1996,18,18,1620,21,79,72,32,55,64,38,45,72,60,76,61,77,63,31,64,59,35,23,34,29,75
Luis Cárdenas,MEX,Goalkeeper,Monterrey,0.0,1993,10,10,900,47,48,48,24,52,61,38,45,42,38,12,54,95,64,32,29,80,35,34,48,96,34
Luis Ingolotti,ARG,Goalkeeper,Gimnasia–LP,25.0,2000,3,3,270,8,67,26,11,96,96,38,45,95,35,31,12,52,59,89,18,6,35,57,4,53,13
Luis Manuel García,MEX,Goalkeeper,Toluca,0.0,1992,5,5,450,56,14,9,38,18,21,38,45,19,29,33,56,31,29,38,38,21,35,17,17,38,43
Luis Mejía,PAN,Goalkeeper,uy Nacional,34.0,1991,6,6,540,25,81,78,32,68,77,38,45,81,12,19,2,7,37,54,73,25,35,69,45,13,73
Luis Ángel Malagón,MEX,Goalkeeper,América,0.0,1997,29,29,2565,76,23,31,70,45,54,38,45,14,42,28,47,16,73,17,25,46,35,30,67,71,32
Luiz Lúcio Reis Júnior,BRA,Goalkeeper,Famalicão,0.0,2001,1,1,90,97,5,15,97,18,21,38,45,3,98,96,80,96,40,83,99,90,35,86,98,90,97
Lukas Jensen,DEN,Goalkeeper,Millwall,0.0,1999,41,41,3689,70,18,23,61,45,42,77,91,25,56,88,25,10,49,46,39,54,83,57,60,9,41
Lukáš Horníček,CZE,Goalkeeper,Braga,0.0,2002,17,17,1530,88,24,45,83,43,51,38,45,12,34,47,79,87,29,27,67,90,35,72,89,26,79
Luuk Koopmans,NED,Goalkeeper,Fortuna Sittard,0.0,1993,6,6,540,6,91,66,11,89,77,97,45,92,94,95,27,7,85,84,45,6,97,15,10,47,32
Léo Aragão,BRA,Goalkeeper,Cruzeiro,23.0,2002,1,1,90,97,1,2,97,18,21,38,45,2,3,1,0,20,21,9,5,6,35,80,98,95,5
Léo Jardim,BRA,Goalkeeper,Vasco da Gama,30.0,1995,15,15,1345,49,32,40,27,18,21,38,45,34,8,11,36,41,57,79,73,46,35,26,59,13,61
Maarten Paes,IDN,Goalkeeper,FC Dallas,27.0,1998,22,22,1980,15,69,49,28,88,90,38,45,84,73,51,47,55,51,82,59,76,35,31,16,85,46
Mads Kikkenborg,DEN,Goalkeeper,Anderlecht,0.0,1999,2,2,180,70,76,89,11,18,21,38,45,91,53,67,89,81,3,90,29,80,35,98,86,28,20
Magrão,BRA,Goalkeeper,Fortaleza,25.0,2000,3,3,270,45,44,42,11,96,96,38,45,59,21,21,3,52,76,14,18,18,35,62,41,38,25
Manuel Roffo,ARG,Goalkeeper,Instituto,25.0,2000,19,19,1710,50,47,47,73,55,64,38,45,38,72,58,16,27,61,52,79,33,35,30,50,73,76
Manuel Vicentini,ARG,Goalkeeper,Belgrano,35.0,1990,5,5,450,70,29,29,75,76,21,98,45,80,58,87,33,38,79,97,38,97,98,96,39,13,21
Marcelo Lomba,BRA,Goalkeeper,br Palmeiras,38.0,1986,1,1,90,97,1,2,97,18,21,38,45,0,3,0,42,98,21,6,96,6,35,50,98,99,99
Marco Bleve,ITA,Goalkeeper,Carrarese,0.0,1995,24,24,2092,63,66,77,89,84,86,84,45,61,81,64,86,31,36,56,84,55,79,89,78,80,80
Marco Festa,ITA,Goalkeeper,Mantova,0.0,1992,38,38,3420,37,62,64,41,40,48,38,45,65,19,14,93,17,18,68,33,55,35,53,48,57,29
Marco Pissardo,ITA,Goalkeeper,Bari,0.0,1998,2,1,109,7,98,98,95,18,21,38,45,93,98,98,17,58,99,92,93,6,35,18,55,70,83
Marco Silvestri,ITA,Goalkeeper,Sampdoria,0.0,1991,7,7,630,23,67,59,28,61,71,38,45,44,21,28,50,37,35,37,62,6,35,9,25,25,71
Marcos Felipe,BRA,Goalkeeper,br Bahia,29.0,1996,15,14,1332,65,35,46,68,61,71,38,45,28,38,24,75,83,72,77,32,88,35,59,70,72,26
Marcos Ignacio Ledesma,ARG,Goalkeeper,Barracas Central,28.0,1996,19,19,1710,59,48,63,61,18,21,38,45,28,83,78,7,36,56,90,93,22,35,31,72,59,84
Marcão,BRA,Goalkeeper,Juventude,33.0,1992,6,5,495,20,97,99,34,72,81,38,45,90,11,29,40,85,12,55,52,41,35,84,84,7,50
Marino Arzamendia,PAR,Goalkeeper,py Olimpia,27.0,1998,2,2,180,1,93,35,11,98,98,38,45,97,86,53,23,35,59,11,29,90,35,2,2,95,51
Marius Adamonis,LTU,Goalkeeper,Südtirol,0.0,1997,15,15,1350,56,51,59,54,18,21,38,45,51,94,90,6,20,77,83,38,27,35,68,62,76,28
Mark Spenkelink,NED,Goalkeeper,RKC Waalwijk,0.0,1997,4,4,360,3,93,59,11,94,95,38,45,97,73,77,94,12,7,62,14,15,35,8,6,43,13
Mark Travers,IRL,Goalkeeper,Middlesbrough,0.0,1999,17,17,1530,57,72,83,47,18,21,38,45,56,11,50,45,59,56,42,64,76,35,77,81,4,70
Marko Gudžulić,SRB,Goalkeeper,Estrela,0.0,2002,2,2,180,35,60,59,86,94,21,99,45,45,92,96,57,35,91,90,96,25,99,18,39,34,92
Marko Ilić,SRB,Goalkeeper,Kortrijk,0.0,1998,5,5,425,16,89,91,11,18,21,38,45,92,80,57,10,84,32,42,61,49,35,82,56,87,67
Martin Delavallée,BEL,Goalkeeper,Charleroi,0.0,2004,8,8,720,28,91,93,26,18,21,38,45,82,84,64,68,97,36,29,40,76,35,77,67,85,51
Martín Campaña,URU,Goalkeeper,uy Peñarol,36.0,1989,3,3,270,87,54,81,94,18,21,38,45,9,77,77,1,3,69,89,88,6,35,50,92,47,74
Martín Silva,URU,Goalkeeper,py Libertad,42.0,1983,1,1,90,13,44,15,11,18,21,38,45,91,21,9,10,7,97,14,5,90,35,66,6,84,5
Matheus,BRA,Goalkeeper,Ajax,0.0,1992,26,26,2340,63,22,27,78,48,56,38,45,20,24,33,79,77,41,19,73,75,35,30,53,23,85
Matheus Donelli,BRA,Goalkeeper,Corinthians,23.0,2002,5,5,450,56,36,39,38,76,84,38,45,37,15,7,15,45,59,15,38,21,35,41,48,71,56
Matheus Teixeira,BRA,Goalkeeper,Rio Ave,0.0,1999,1,0,15,97,0,0,11,18,21,38,45,0,0,84,98,0,97,1,5,6,35,50,0,0,5
Matt Freese,USA,Goalkeeper,NYCFC,26.0,1998,21,21,1890,48,56,68,56,40,48,38,45,51,7,7,52,94,14,32,55,74,35,55,72,12,64
Matt Ingram,ENG,Goalkeeper,Oxford United,0.0,1993,1,1,90,3,76,15,11,18,21,38,45,97,21,67,76,96,85,92,5,6,35,15,1,5,5
Matteo Pisseri,ITA,Goalkeeper,Cesena,0.0,1991,11,11,990,33,44,37,71,50,21,92,45,55,16,22,25,92,65,61,52,71,91,23,26,24,47
Matthieu Epolo,BEL,Goalkeeper,Standard Liège,0.0,2004,19,18,1665,60,79,87,80,40,21,87,45,61,83,86,26,25,70,66,68,53,83,85,82,44,67
Mattijs Branderhorst,NED,Goalkeeper,Fortuna Sittard,0.0,1993,28,28,2520,42,67,70,71,45,54,38,45,62,68,83,27,70,70,71,95,50,35,59,57,26,94
Matías Borgogno,ARG,Goalkeeper,San Martín de San Juan,26.0,1998,19,19,1710,59,34,39,41,40,48,38,45,40,91,90,31,4,78,57,84,45,35,53,51,64,80
Matías Mansilla,ARG,Goalkeeper,ar Estudiantes–LP,29.0,1996,24,24,2160,63,21,22,74,68,67,84,45,27,54,46,10,54,74,62,57,56,79,43,36,62,52
Matías Tagliamonte,ARG,Goalkeeper,Unión,27.0,1998,5,5,450,93,8,15,92,76,21,98,45,8,58,62,3,45,59,62,73,21,98,82,81,46,71
Max O'Leary,IRL,Goalkeeper,Bristol City,0.0,1996,46,46,4140,56,34,37,43,38,45,38,45,41,65,78,55,74,18,30,57,86,35,47,46,31,69
Maxence Prevot,FRA,Goalkeeper,OH Leuven,0.0,1997,1,1,90,70,76,89,11,18,21,38,45,96,99,97,91,81,76,99,96,59,35,99,86,97,72
Maxime Crépeau,CAN,Goalkeeper,Portland Timbers,31.0,1994,12,12,1080,45,76,81,49,18,21,38,45,53,57,49,70,77,42,18,29,48,35,46,71,62,41
Maxime Delanghe,BEL,Goalkeeper,Cercle Brugge,0.0,2001,21,21,1881,48,50,49,65,61,61,87,45,58,63,90,20,5,44,34,14,84,83,66,46,11,16
Michael Brouwer,NED,Goalkeeper,Utrecht,0.0,1993,3,3,270,94,21,59,94,89,92,38,45,32,77,88,60,39,76,96,5,74,35,97,95,24,5
Michael Collodi,USA,Goalkeeper,FC Dallas,24.0,2001,2,2,180,70,14,15,86,18,21,38,45,45,14,19,71,89,9,46,29,98,35,83,39,19,29
Michael Cooper,ENG,Goalkeeper,Sheffield Utd,0.0,1999,43,43,3870,82,20,36,84,57,58,77,45,17,79,70,84,61,24,57,89,50,71,70,80,64,87
Michael Verrips,NED,Goalkeeper,Dender,0.0,1996,27,27,2336,31,74,76,54,84,89,38,45,79,77,73,24,11,55,81,52,12,35,74,54,54,38
Michele Cerofolini,ITA,Goalkeeper,Frosinone,0.0,1999,36,36,3240,57,47,46,43,68,64,89,45,47,49,69,66,39,51,76,55,28,86,63,51,20,43
Mickey van der Hart,NED,Goalkeeper,Heerenveen,0.0,1994,19,18,1695,22,87,85,30,65,74,38,45,88,51,56,97,58,4,22,35,83,35,81,51,38,49
Miguel Jiménez Ponce,MEX,Goalkeeper,Puebla,0.0,1990,24,24,2160,25,72,65,32,82,67,96,45,68,66,86,8,13,96,94,50,20,95,26,27,21,28
Miguel Ortega,MEX,Goalkeeper,Tijuana,0.0,1995,3,3,270,13,54,26,11,89,92,38,45,87,57,31,90,29,9,15,45,74,35,40,10,88,65
Mika,POR,Goalkeeper,Moreirense,0.0,1991,1,0,3,97,0,0,100,18,21,38,45,0,0,0,99,0,0,0,5,6,35,50,0,0,0
Mike Hauptmeijer,NED,Goalkeeper,Zwolle,0.0,1997,4,4,360,35,44,35,11,82,21,38,100,49,81,78,63,85,79,95,94,15,99,21,22,55,84
Mike Penders,BEL,Goalkeeper,Genk,0.0,2005,11,11,989,84,11,20,71,50,58,38,45,20,72,43,87,31,13,19,85,15,35,80,74,91,91
Mirko Pigliacelli,ITA,Goalkeeper,Catanzaro,0.0,1993,38,38,3420,57,41,49,68,59,64,38,92,44,66,47,96,16,6,73,68,63,74,59,61,83,63
Mohamed Koné,CIV,Goalkeeper,Charleroi,0.0,2002,21,21,1890,70,28,36,56,74,71,87,45,35,76,59,77,55,8,24,88,82,83,70,63,78,93
Mouhamadou Sarr,SEN,Goalkeeper,Spezia,0.0,1997,4,4,360,70,35,45,49,18,21,38,45,19,79,74,18,12,45,25,90,80,35,40,70,55,95
Nahuel Guzmán,ARG,Goalkeeper,UANL,0.0,1986,28,28,2519,77,33,47,61,72,71,38,94,30,73,38,74,30,52,21,34,78,79,74,75,94,49
Nahuel Losada,ARG,Goalkeeper,Lanús,32.0,1993,18,18,1620,87,30,52,81,79,64,89,97,22,50,40,44,85,16,64,92,72,93,88,87,65,92
Nelson Insfrán,ARG,Goalkeeper,Gimnasia–LP,30.0,1995,16,16,1440,83,36,55,86,74,51,96,45,39,82,77,29,17,62,86,73,16,95,90,82,60,58
Niccolò Chiorra,ITA,Goalkeeper,Carrarese,0.0,2001,2,1,158,5,63,8,11,18,21,38,45,92,5,6,41,16,46,10,5,29,35,5,0,4,5
