Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Progressive Runs,Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Cher Ndour,ITA,"Beşiktaş, Fiorentina","Italian Serie A, UEFA Europa League",CM,Midfielder,20,782,0.0,0.0,1.38,0.12,0.06,0.06,0.0,0.0,1.96,0.0,0.58,4.37,0.35,0.35,0.92,0.01,0.01,41.2,50.18,4.03,0.0,0.23,0.92,0.58,48.8,0.81,0.58,21.06,24.51,16.8,19.34,2.53,3.57,676.73,161.7,1.61,33.61,1.61,191.97,75.84,1.27,0.23,0.81,0.58,0.12,1.38,0.69,0.58,0.58,0.23,0.35,1.61,1.27,1.38,1.5,0.35,1.5,0.12,5.29,1.15,1.04,2.19,41.55,3.8,59.39,2.76,13.81,32.34,14.04,1.5,59.39,0.35,0.0,0.0,1.15,1.15,0.0,0.0,0.0,0.0,2.07,1.96,4.03,11.05,1.96,2.42,2.3,-0.06,1,0.0,51.36,0.0,85.92,86.87,70.87,132.95,71.6
Cherif Ndiaye,SEN,Red Star,UEFA Champions League,AM,Forward,29,566,0.32,0.16,1.27,0.32,0.48,0.35,0.16,0.16,2.39,0.48,0.48,1.11,0.32,0.0,0.32,0.1,0.13,13.36,17.65,1.75,0.16,0.16,0.32,0.16,15.9,1.59,0.0,7.79,9.86,3.66,5.09,0.8,1.11,183.5,41.18,0.64,15.42,0.64,78.39,22.58,0.64,0.64,1.59,0.8,0.64,0.48,0.16,0.16,0.0,0.32,0.32,0.64,0.32,0.16,0.95,0.16,0.48,0.0,2.23,2.7,1.27,3.98,20.83,3.5,26.87,0.64,1.75,15.74,10.18,3.66,26.71,0.32,0.0,0.0,1.59,4.29,0.95,0.0,0.16,0.0,2.39,3.66,6.04,6.52,2.86,4.61,0.8,-0.16,1,0.32,39.57,0.0,79.01,71.91,72.07,100.0,50.31
Chidera Ejuke,NGA,Sevilla,Spanish La Liga,LW,Forward,27,966,0.19,0.09,1.86,0.75,0.1,0.1,0.0,0.0,4.19,0.19,1.96,1.68,1.86,0.47,2.05,0.09,0.18,33.82,41.46,3.54,0.19,0.75,1.58,0.09,38.11,3.26,0.0,18.54,20.5,10.9,13.04,3.45,4.94,554.25,104.53,6.99,38.76,6.99,312.58,176.83,3.26,2.42,7.92,4.38,3.07,1.77,1.21,0.75,0.84,0.19,0.84,1.86,1.02,0.47,1.12,0.0,0.75,0.0,5.87,3.26,2.05,5.31,41.27,9.41,57.02,0.56,6.15,25.34,27.2,4.01,57.02,0.0,0.0,0.0,0.56,1.49,0.37,0.0,0.0,0.0,0.37,0.84,1.21,26.93,4.38,8.76,3.07,0.08,1,0.19,30.58,0.0,90.44,83.59,69.84,117.62,55.3
Chidozie Obi-Martin,DEN,Manchester Utd,English Premier League,AM,Forward,17,138,0.0,0.0,3.26,0.65,0.46,0.46,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,10.43,0.0,0.0,0.0,0.0,0.0,9.13,1.3,0.0,5.22,5.87,2.61,3.26,0.0,0.0,104.35,12.39,0.65,9.78,0.65,43.7,15.65,0.0,0.65,1.3,0.65,0.65,1.3,0.65,0.0,0.0,1.3,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.96,0.0,1.96,13.04,6.52,20.22,1.3,1.3,9.13,9.78,5.22,20.22,0.0,0.0,0.0,1.96,0.65,0.0,0.0,0.0,0.0,0.65,1.96,2.61,7.83,1.3,5.87,1.96,-0.46,1,0.0,24.9,0.0,88.93,80.06,0.0,75.38,50.0
Chiedozie Ogbene,IRL,Ipswich Town,English Premier League,RW,Forward,27,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.87,0.0,0.0,0.0,1.31,0.0,0.0,12.23,16.17,0.0,0.0,0.0,2.18,0.0,16.17,0.0,0.0,6.99,8.3,3.5,3.93,0.44,0.44,165.58,11.36,1.75,14.85,1.75,124.95,51.12,0.87,0.0,2.62,0.44,1.31,2.62,1.31,0.44,0.44,1.75,0.87,1.75,0.87,0.0,0.0,0.0,1.31,0.0,1.75,1.31,0.87,2.18,15.73,5.24,25.34,1.31,4.37,6.55,14.42,1.75,25.34,0.0,0.0,0.0,0.87,2.18,0.44,0.0,0.0,0.0,0.44,1.75,2.18,8.74,1.31,1.75,3.06,0.0,1,0.0,20.18,0.0,84.22,89.06,100.0,87.68,16.79
Chima Okoroji,NGA,St. Gallen,UEFA Europa Conference League,LB,Defender,27,405,0.0,0.44,0.89,0.0,0.0,0.0,0.0,0.0,2.0,0.44,0.89,3.33,1.33,0.67,3.33,0.09,0.09,36.67,51.78,3.78,0.0,0.22,1.11,0.44,40.89,10.44,1.33,23.11,26.89,11.11,15.33,2.22,6.44,549.78,166.44,2.22,27.33,2.22,188.0,96.0,1.56,0.22,1.56,0.44,1.11,1.56,1.11,1.11,0.44,0.0,0.89,1.56,0.67,2.22,0.67,0.22,3.11,0.22,5.56,1.33,0.67,2.0,31.56,2.89,63.78,2.67,18.89,30.67,15.11,0.22,63.78,0.0,0.0,0.0,1.33,1.33,0.0,0.0,0.0,0.0,0.89,1.56,2.44,11.11,2.44,2.44,2.67,0.0,1,0.0,36.48,0.0,85.94,72.47,34.47,108.98,28.21
Chiquinho,POR,"Mallorca, Wolves","English Premier League, Spanish La Liga",AM,Forward,24,153,0.0,0.0,2.35,1.18,0.18,0.18,0.0,0.0,5.29,0.59,1.76,0.0,0.59,0.59,5.88,0.0,0.0,14.71,21.76,0.59,0.59,0.0,0.59,0.0,16.47,5.29,1.76,8.24,9.41,3.53,5.88,1.76,4.71,217.65,64.12,2.35,25.88,2.35,187.06,59.41,1.18,0.59,7.65,2.94,4.12,0.59,0.0,0.0,0.59,0.0,0.0,4.12,4.12,1.18,1.76,0.0,0.0,0.0,6.47,10.0,4.71,14.71,30.0,7.06,46.47,0.0,3.53,14.12,29.41,5.88,46.47,1.18,0.0,0.0,4.12,4.71,0.0,0.0,0.0,0.0,0.0,2.94,2.94,12.35,5.88,7.65,4.12,-0.18,1,0.0,0.0,0.0,87.57,60.03,37.37,698.31,38.43
Chiquinho,POR,Olympiacos,UEFA Europa League,AM,Forward,29,586,0.0,0.15,2.0,0.46,0.17,0.17,0.0,0.0,3.07,0.15,1.69,1.69,0.92,0.15,2.92,0.11,0.09,21.96,31.33,2.76,0.15,0.0,1.23,0.46,27.49,3.38,0.92,11.06,13.98,7.53,9.37,1.84,3.53,333.89,104.59,1.08,21.66,1.08,90.15,38.7,0.92,0.31,1.84,0.77,1.08,1.69,1.38,0.0,1.08,0.61,0.61,1.38,0.77,0.61,0.92,0.0,0.31,0.0,4.15,2.15,1.84,3.99,27.18,6.45,40.85,0.61,2.61,17.05,21.66,4.15,40.85,0.0,0.0,0.0,0.77,0.61,0.15,0.0,0.15,0.0,0.61,0.92,1.54,11.37,3.23,5.53,2.76,-0.17,1,0.0,39.61,0.0,79.11,80.36,52.12,120.0,41.85
Chris Führich,GER,Stuttgart,"German Bundesliga, UEFA Champions League",LW,Forward,27,2484,0.11,0.11,1.56,0.62,0.13,0.13,0.0,0.0,3.8,0.29,1.49,1.92,2.5,0.62,3.88,0.32,0.18,37.36,46.67,4.75,0.33,0.04,1.12,0.14,42.43,4.09,0.4,23.19,25.72,11.01,13.95,1.7,3.59,521.49,152.86,5.33,36.81,5.33,274.57,144.96,3.12,2.5,3.8,1.81,1.88,0.94,0.51,0.25,0.47,0.22,0.72,1.41,0.69,0.29,1.16,0.11,0.91,0.0,2.79,1.7,1.16,2.86,41.63,9.82,56.67,1.01,4.89,20.36,31.96,5.11,56.67,0.04,0.0,0.0,0.4,0.29,0.11,0.0,0.0,0.0,0.25,0.33,0.58,25.22,4.09,10.72,1.92,-0.03,1,0.11,43.1,0.0,90.16,78.92,47.35,115.66,47.63
Chris Gallagher,NIR,Larne FC,UEFA Europa Conference League,CM,Midfielder,25,440,0.2,0.0,0.41,0.2,0.02,0.02,0.0,0.0,0.41,0.0,0.0,2.86,0.0,0.0,0.2,0.0,0.0,18.41,24.34,3.27,0.0,0.0,0.61,0.0,23.11,1.23,1.23,6.75,8.8,7.57,9.0,3.48,5.11,360.41,75.07,0.2,14.11,0.2,58.3,19.64,0.0,0.0,0.0,0.0,0.0,1.43,0.82,0.82,0.61,0.0,1.02,2.05,1.02,1.64,1.02,0.61,2.66,0.0,2.66,0.2,0.2,0.41,15.75,0.2,31.91,3.07,9.61,19.02,3.89,0.0,31.91,0.2,0.0,0.0,1.64,0.41,0.0,0.0,0.0,0.0,0.41,0.41,0.82,3.89,0.41,0.0,2.86,0.18,1,0.2,50.0,0.0,76.7,84.11,68.1,116.73,0.0
Chris Nadje,FRA,Feyenoord,UEFA Champions League,AM,Forward,23,90,0.0,0.0,1.0,1.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,3.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,8.0,11.0,4.0,5.0,1.0,1.0,197.0,37.0,1.0,20.0,1.0,131.0,63.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,2.0,19.0,3.0,30.0,3.0,5.0,11.0,15.0,1.0,30.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,8.0,1.0,1.0,4.0,-0.1,1,0.0,33.33,0.0,72.73,80.0,100.0,133.33,50.0
Chris Richards,USA,Crystal Palace,English Premier League,CB,Defender,25,1822,0.05,0.0,0.54,0.25,0.06,0.06,0.0,0.0,0.4,0.05,0.1,1.14,0.05,0.05,0.25,0.02,0.0,32.65,40.8,1.83,0.1,0.25,0.64,0.1,39.02,1.68,0.79,13.04,14.77,16.55,18.62,2.57,5.63,583.52,202.62,0.3,25.09,0.3,113.46,47.03,0.25,0.0,0.25,0.0,0.25,2.27,1.48,1.14,0.84,0.3,1.19,2.03,0.84,0.94,1.88,0.69,5.63,0.0,2.32,0.25,0.25,0.49,29.74,0.1,53.25,6.42,29.0,21.09,3.46,0.89,53.25,0.2,0.05,0.05,0.54,0.25,0.05,0.0,0.05,0.0,2.27,1.98,4.25,2.52,0.44,0.99,3.51,-0.01,1,0.05,53.41,0.0,88.29,88.88,45.65,101.45,0.0
Chris Wood,NZL,Nott'ham Forest,English Premier League,AM,Forward,33,2692,0.64,0.07,2.01,1.04,0.43,0.35,0.1,0.1,1.3,0.13,0.6,0.6,0.33,0.03,0.03,0.02,0.07,9.56,14.98,1.27,0.07,0.03,0.2,0.1,14.88,0.0,0.0,5.68,8.39,2.71,4.11,0.53,0.77,133.7,31.39,0.47,11.84,0.47,40.42,16.15,0.33,0.17,0.4,0.13,0.23,0.2,0.17,0.07,0.07,0.07,0.1,0.33,0.23,0.17,0.4,0.23,0.87,0.03,1.5,2.37,0.9,3.28,17.65,2.94,23.6,1.24,2.74,11.07,9.86,3.14,23.5,0.03,0.0,0.0,0.77,0.74,0.84,0.0,0.0,0.0,2.84,4.31,7.15,5.15,1.44,3.68,0.5,0.21,1,0.64,39.72,0.0,67.7,65.94,68.83,166.67,32.5
Chrislain Matsima,FRA,Augsburg,German Bundesliga,CB,Defender,23,2551,0.04,0.04,0.49,0.07,0.07,0.07,0.0,0.0,0.6,0.04,0.18,3.35,0.25,0.0,0.11,0.01,0.01,40.18,46.71,2.96,0.07,0.07,0.6,0.21,44.95,1.55,1.09,15.91,17.92,21.17,22.83,2.54,4.3,710.97,233.63,0.49,32.11,0.49,125.53,61.07,0.64,0.07,0.42,0.25,0.14,1.09,0.71,0.67,0.39,0.04,0.6,0.92,0.32,1.83,1.69,1.02,5.75,0.0,5.05,0.71,0.32,1.02,34.89,0.46,58.88,8.08,24.7,29.85,4.87,0.85,58.88,0.14,0.0,0.0,0.35,0.35,0.04,0.04,0.0,0.04,2.4,0.99,3.39,4.41,0.64,1.16,1.62,-0.03,1,0.04,70.8,0.0,88.78,92.73,59.07,95.86,59.52
Christantus Uche,NGA,Getafe,Spanish La Liga,AM,Forward,22,2486,0.14,0.22,1.81,0.51,0.13,0.13,0.0,0.0,2.82,0.36,1.05,1.34,0.58,0.14,0.8,0.1,0.1,14.01,21.43,1.77,0.04,0.07,0.83,0.11,20.93,0.4,0.0,8.98,11.87,3.66,5.68,0.43,1.16,183.91,45.83,1.56,20.02,1.56,111.4,42.0,0.94,0.65,3.29,1.16,1.77,1.27,0.76,0.29,0.69,0.29,0.33,0.72,0.4,0.36,0.72,0.07,0.69,0.0,3.98,4.09,2.43,6.52,26.28,5.36,35.15,0.62,3.69,14.16,18.03,3.8,35.15,0.29,0.07,0.04,1.99,2.46,0.69,0.0,0.0,0.0,3.29,4.49,7.78,10.25,3.19,5.18,1.48,0.01,1,0.14,42.29,0.0,75.65,64.44,37.07,92.5,35.26
Christiaan Ravych,BEL,Cercle Brugge,UEFA Europa Conference League,CB,Defender,22,520,0.0,0.0,0.69,0.0,0.05,0.05,0.0,0.0,0.69,0.17,0.0,1.56,0.17,0.0,0.0,0.0,0.0,18.52,26.65,2.25,0.0,0.0,0.17,0.0,26.48,0.17,0.17,5.37,7.62,11.25,13.5,1.73,4.85,337.67,127.56,0.52,13.33,0.52,72.35,34.79,0.17,0.0,0.69,0.17,0.17,2.08,1.56,1.21,0.52,0.35,1.38,1.73,0.35,2.42,2.08,1.38,6.4,0.0,3.29,1.04,0.0,1.04,14.02,0.17,41.37,6.75,21.46,16.79,3.63,2.25,41.37,0.0,0.0,0.0,0.87,1.21,0.0,0.0,0.0,0.0,3.63,1.73,5.37,3.46,0.87,2.42,3.29,-0.05,1,0.0,67.6,0.0,70.47,83.33,35.67,95.09,24.64
Christian Burgess,ENG,Union SG,UEFA Europa League,CB,Defender,33,818,0.0,0.0,0.55,0.11,0.11,0.11,0.0,0.0,0.44,0.0,0.22,3.52,0.0,0.0,0.0,0.01,0.02,45.66,56.22,3.63,0.0,0.0,0.44,0.22,54.02,1.98,1.65,13.53,16.39,27.07,29.82,4.73,8.91,902.2,376.39,0.33,36.2,0.33,189.35,85.27,0.22,0.0,0.44,0.11,0.22,0.77,0.44,0.33,0.22,0.22,0.66,1.54,0.88,0.88,0.66,0.55,7.37,0.0,5.72,0.22,0.0,0.22,37.41,0.11,68.66,5.94,35.1,31.8,2.09,0.99,68.66,0.55,0.11,0.11,1.21,0.77,0.0,0.11,0.0,0.11,5.72,2.53,8.25,4.4,0.44,0.99,1.98,-0.11,1,0.0,69.33,0.0,82.55,90.78,53.09,138.46,25.0
Christian Eriksen,DEN,Manchester Utd,"English Premier League, UEFA Europa League",CM,Midfielder,33,1289,0.21,0.28,1.19,0.35,0.12,0.06,0.07,0.07,5.03,0.84,3.0,4.4,1.12,0.49,7.26,0.22,0.31,50.97,64.45,4.82,0.56,0.42,0.56,0.21,55.79,8.45,2.65,27.16,30.37,17.25,20.88,5.03,10.4,852.03,253.1,1.19,39.66,1.19,149.7,73.17,1.75,0.14,0.42,0.21,0.21,1.54,0.63,0.42,1.05,0.07,1.12,2.3,1.19,0.56,1.47,0.35,0.77,0.07,4.96,1.05,0.42,1.47,48.88,2.65,72.75,1.82,13.2,33.72,26.32,1.89,72.68,0.28,0.0,0.0,0.56,0.21,0.0,0.0,0.0,0.0,0.49,0.56,1.05,9.84,5.87,3.63,2.93,0.09,1,0.21,46.67,0.0,89.43,82.61,48.37,110.15,50.0
Christian Gytkjær,DEN,Venezia,Italian Serie A,AM,Forward,35,740,0.24,0.12,1.7,0.49,0.28,0.18,0.12,0.12,1.7,0.24,0.85,0.61,0.36,0.0,0.12,0.02,0.06,10.46,18.73,0.61,0.0,0.0,1.34,0.12,17.64,0.97,0.0,7.05,11.55,2.31,3.77,0.49,0.85,126.49,20.07,0.36,15.69,0.36,52.05,13.74,0.36,0.24,0.61,0.12,0.49,0.73,0.49,0.24,0.24,0.24,0.12,0.24,0.12,0.0,0.36,0.12,0.97,0.0,1.82,2.07,1.09,3.16,22.01,6.32,27.73,1.34,2.07,14.23,11.55,3.04,27.61,0.0,0.0,0.0,1.34,0.61,0.85,0.0,0.0,0.0,2.68,6.81,9.49,7.66,1.95,3.65,0.73,-0.04,1,0.24,28.24,0.0,61.04,61.27,57.65,85.88,19.67
Christian Günter,GER,Freiburg,German Bundesliga,LB,Defender,32,2314,0.08,0.08,0.82,0.23,0.02,0.02,0.0,0.0,2.06,0.16,1.09,2.06,1.17,0.82,4.71,0.16,0.09,33.1,44.46,2.02,0.08,0.04,1.28,0.08,34.42,9.96,0.97,16.88,19.37,12.56,16.34,2.64,5.95,541.75,164.99,0.74,21.74,0.74,82.65,37.73,0.74,0.27,0.35,0.12,0.23,0.89,0.82,0.47,0.31,0.12,0.62,1.13,0.51,0.31,0.93,0.39,1.94,0.04,2.37,0.58,0.16,0.74,29.71,4.24,50.72,2.45,14.0,20.26,16.61,1.05,50.72,0.0,0.0,0.0,0.54,0.16,0.19,0.0,0.0,0.04,0.27,0.58,0.86,7.74,2.22,3.31,1.94,0.05,1,0.08,31.4,0.0,87.15,76.87,44.37,128.48,34.29
Christian Kabasele,BEL,Udinese,Italian Serie A,CB,Defender,34,1161,0.16,0.0,1.16,0.31,0.11,0.11,0.0,0.0,0.93,0.0,0.47,3.41,0.08,0.0,0.16,0.04,0.02,37.29,43.72,3.41,0.0,0.39,0.23,0.0,41.55,2.17,1.24,12.79,13.95,18.29,20.47,5.43,7.91,723.88,255.19,0.7,30.47,0.7,149.61,79.07,0.54,0.0,0.08,0.08,0.0,1.32,0.7,0.78,0.54,0.0,0.85,1.09,0.23,1.09,1.09,0.62,5.81,0.08,2.56,0.7,0.23,0.93,33.95,0.54,55.43,7.83,26.12,25.43,3.95,1.78,55.43,0.0,0.0,0.0,1.55,1.24,0.0,0.16,0.0,0.0,2.71,1.55,4.26,5.35,0.93,1.86,1.78,0.05,1,0.16,63.62,0.0,91.68,89.35,68.65,82.03,100.0
Christian Kouamé,CIV,"Empoli, Fiorentina","Italian Serie A, UEFA Europa Conference League",AM,Forward,27,1642,0.11,0.05,2.58,0.6,0.29,0.29,0.0,0.0,3.62,0.33,1.7,1.26,0.82,0.11,0.44,0.18,0.27,17.32,26.14,2.19,0.16,0.16,0.6,0.22,25.21,0.71,0.05,9.7,13.59,4.93,7.62,1.37,1.7,248.13,53.71,1.21,21.81,1.21,112.2,48.84,0.82,0.6,2.3,0.99,1.15,1.21,0.77,0.27,0.49,0.44,0.16,0.49,0.33,0.22,0.38,0.16,0.99,0.0,2.96,2.58,1.53,4.11,28.34,7.51,38.15,1.1,2.8,15.73,20.17,6.41,38.15,0.22,0.0,0.0,1.7,2.03,0.49,0.0,0.0,0.0,5.65,3.18,8.82,12.11,3.95,7.95,1.26,-0.18,1,0.11,64.06,0.0,71.38,64.7,80.59,91.97,43.04
Christian Mawissa,FRA,Monaco,"French Ligue 1, UEFA Champions League",CB,Defender,20,1795,0.0,0.0,0.05,0.05,0.01,0.01,0.0,0.0,0.55,0.1,0.05,2.96,0.15,0.05,0.3,0.0,0.0,47.48,54.7,2.76,0.0,0.0,0.7,0.0,51.54,3.16,0.7,23.16,24.77,22.11,24.87,1.81,3.36,764.52,263.33,0.8,40.06,0.8,210.03,98.57,0.75,0.05,1.81,0.75,0.95,2.36,1.65,1.45,0.8,0.1,1.35,2.36,1.0,1.6,1.45,0.35,2.76,0.05,4.01,1.05,0.6,1.65,43.72,0.7,65.78,5.42,25.12,36.35,5.16,0.4,65.78,0.3,0.05,0.0,1.2,0.35,0.0,0.05,0.0,0.0,1.6,1.15,2.76,5.06,0.65,0.65,4.01,-0.01,1,0.0,57.97,0.0,93.5,88.9,53.87,108.09,41.44
Christian Nørgaard,DEN,Brentford,English Premier League,DM,Midfielder,31,2377,0.15,0.11,1.36,0.49,0.15,0.15,0.0,0.0,1.86,0.42,0.57,4.16,0.87,0.15,0.53,0.04,0.05,38.51,46.76,4.85,0.15,0.19,0.83,0.23,45.4,1.14,0.72,19.31,21.96,15.9,18.44,2.65,4.32,640.75,205.97,0.42,27.75,0.42,106.17,47.52,0.53,0.15,0.49,0.27,0.15,2.5,1.55,1.14,1.1,0.27,1.59,2.73,1.14,1.59,1.48,0.57,2.16,0.04,6.51,0.98,0.64,1.63,35.17,1.44,58.54,5.41,19.69,27.49,11.96,2.01,58.54,0.27,0.04,0.0,1.25,0.87,0.04,0.0,0.0,0.0,1.4,0.87,2.27,7.12,2.27,3.18,4.28,0.0,1,0.15,61.67,0.0,87.93,86.23,61.34,104.65,55.1
Christian Pulisic,USA,Milan,"Italian Serie A, UEFA Champions League",RW,Forward,26,3018,0.45,0.3,2.03,0.89,0.4,0.3,0.09,0.12,4.5,0.51,2.48,2.18,1.28,0.27,4.12,0.23,0.23,30.54,39.6,4.09,0.57,0.09,0.95,0.21,35.49,3.91,0.81,17.83,20.22,9.75,12.67,1.76,4.0,453.13,112.19,4.41,31.82,4.41,228.25,123.37,2.53,1.43,3.46,1.43,1.52,1.49,1.01,0.6,0.48,0.42,0.54,1.37,0.83,0.21,0.83,0.06,0.45,0.12,3.25,1.91,1.28,3.19,36.56,6.89,50.1,0.6,5.49,19.38,25.97,4.47,49.95,0.06,0.0,0.0,0.63,1.34,0.12,0.0,0.03,0.0,0.36,1.25,1.61,19.8,5.01,7.46,2.39,0.05,1,0.45,22.36,0.0,88.18,76.95,44.0,117.73,41.33
Christian Rasmussen,DEN,Ajax,UEFA Europa League,RW,Forward,22,374,0.24,0.0,1.44,0.72,0.05,0.05,0.0,0.0,2.65,0.48,0.72,1.2,0.48,0.0,1.68,0.02,0.02,19.25,27.19,1.44,0.24,0.0,0.72,0.0,26.23,0.96,0.24,12.27,15.64,5.05,6.5,1.2,3.13,266.87,57.27,3.61,30.32,3.61,188.66,98.9,4.33,1.93,6.5,2.17,3.61,1.68,0.96,0.72,0.48,0.48,0.96,2.17,1.2,0.0,1.68,0.0,1.44,0.0,5.29,6.26,0.96,7.22,33.21,7.94,47.89,1.44,6.26,22.14,20.7,2.89,47.89,0.0,0.0,0.0,2.65,1.93,0.48,0.0,0.48,0.0,1.2,2.41,3.61,16.6,3.13,5.29,3.13,0.19,1,0.24,33.24,0.0,78.45,77.69,38.34,118.56,33.38
Christian Witzig,SUI,St. Gallen,UEFA Europa Conference League,AM,Forward,23,364,0.0,0.49,1.73,0.25,0.3,0.3,0.0,0.0,4.45,1.24,2.47,3.21,1.73,0.25,6.68,0.49,0.54,22.25,35.6,4.2,0.49,0.0,2.23,0.25,31.15,4.2,0.49,11.13,13.85,8.16,12.36,2.47,4.7,382.25,153.05,5.19,27.69,5.19,189.15,111.02,1.24,1.98,4.95,1.98,2.47,1.73,1.48,1.24,0.49,0.0,0.99,3.46,2.47,0.49,0.74,0.25,0.99,0.25,3.46,2.23,1.98,4.2,31.9,7.91,49.45,1.73,7.17,18.79,23.98,5.19,49.45,0.49,0.0,0.0,1.24,1.73,0.25,0.0,0.0,0.0,0.99,0.74,1.73,22.5,5.69,9.15,4.95,-0.3,1,0.0,57.23,0.0,80.36,66.02,52.55,181.99,40.0
Christoph Baumgartner,AUT,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Midfielder,25,2090,0.17,0.04,2.2,0.9,0.27,0.27,0.0,0.0,2.24,0.26,0.99,2.11,0.82,0.04,0.69,0.07,0.07,21.79,32.04,2.71,0.52,0.04,1.42,0.47,30.23,1.33,0.13,12.06,15.59,6.63,9.26,1.46,2.8,319.35,91.72,1.85,23.81,1.85,131.94,71.96,1.59,0.3,2.15,0.82,1.08,2.63,1.72,0.82,1.08,0.73,0.82,2.24,1.42,0.6,2.28,0.43,1.16,0.13,4.39,2.5,1.72,4.22,30.23,5.21,47.76,2.37,8.74,23.86,16.15,3.4,47.76,0.3,0.0,0.0,2.71,1.46,0.17,0.0,0.0,0.0,1.94,2.07,4.0,11.63,2.5,4.56,3.96,-0.1,1,0.17,48.5,0.0,77.36,71.6,52.14,114.78,38.14
Christoph Lang,AUT,Rapid Wien,UEFA Europa Conference League,AM,Forward,22,83,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,3.25,0.0,1.08,2.17,2.17,0.0,1.08,0.11,0.11,20.6,26.02,4.34,0.0,0.0,1.08,0.0,26.02,0.0,0.0,11.93,11.93,5.42,7.59,2.17,3.25,318.8,117.11,0.0,21.69,0.0,139.88,53.13,2.17,0.0,3.25,1.08,2.17,2.17,0.0,0.0,0.0,2.17,1.08,2.17,1.08,0.0,2.17,0.0,1.08,0.0,6.51,3.25,0.0,3.25,22.77,1.08,41.2,1.08,5.42,18.43,18.43,2.17,41.2,0.0,0.0,0.0,4.34,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,3.25,4.34,2.17,0.0,1,0.0,0.0,0.0,100.0,71.41,66.77,66.77,33.23
Christopher Negele,GER,Heidenheim,UEFA Europa Conference League,AM,Forward,19,30,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,18.0,18.0,3.0,6.0,0.0,0.0,240.0,0.0,0.0,21.0,0.0,123.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,3.0,0.0,3.0,18.0,0.0,33.0,0.0,9.0,15.0,12.0,3.0,33.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,0.0,3.0,3.0,0.0,0.0,1,0.0,40.0,0.0,100.0,50.0,0.0,0.0,0.0
