Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Defensive Actions Outside Penalty Area,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Evan Bush,USA,Goalkeeper,Columbus Crew,39.0,1986,5,5,450,0.6,1.4,0.8,0.4,0.0,0.0,0.0,0.0,0.54,1.2,4.4,28.4,3.8,6.4,7.6,0.6,2.4,0.0,-0.06,57.14,27.27,7.89
Ezequiel Centurión,ARG,Goalkeeper,Ind. Rivadavia,28.0,1997,19,19,1710,1.0,4.05,3.05,0.42,0.21,0.16,0.05,0.0,1.07,5.58,17.05,20.89,3.63,8.47,17.74,0.95,0.53,0.05,0.07,75.31,32.73,5.36
Ezequiel Unsain,ARG,Goalkeeper,Necaxa,0.0,1995,34,34,3060,1.62,4.85,3.24,0.26,0.15,0.15,0.0,0.0,1.53,5.97,16.21,25.26,3.38,8.44,15.62,0.97,0.85,0.0,-0.09,66.8,36.83,6.21
Fabian de Keijzer,NED,Goalkeeper,Heracles Almelo,0.0,2000,34,34,3060,1.85,5.44,3.71,0.18,0.18,0.18,0.0,0.0,1.71,7.76,20.88,30.88,2.44,7.35,14.94,0.35,0.68,0.0,-0.14,68.2,37.16,2.34
Facundo Cambeses,ARG,Goalkeeper,Racing Club,28.0,1997,7,5,513,1.4,5.26,3.86,0.35,0.0,0.0,0.0,0.0,1.09,4.39,13.86,18.6,3.33,9.65,15.61,0.35,0.7,0.0,-0.32,73.38,31.67,2.24
Facundo Sanguinetti,ARG,Goalkeeper,Banfield,24.0,2001,19,19,1710,1.21,4.26,3.0,0.26,0.26,0.16,0.11,0.0,1.25,5.53,15.16,18.42,3.05,7.32,15.21,0.63,0.68,0.11,0.04,70.42,36.48,4.14
Federico Lanzillota,ARG,Goalkeeper,bo Bolívar,32.0,1992,3,3,270,2.33,4.0,1.67,0.33,0.0,0.0,0.0,0.0,1.7,0.33,3.0,43.67,7.33,10.0,8.33,1.0,3.33,0.0,-0.63,41.75,11.0,12.0
Felipe Zenobio,ARG,Goalkeeper,Tigre,25.0,2000,19,19,1710,0.79,3.42,2.63,0.42,0.16,0.11,0.0,0.05,0.99,4.26,11.68,17.47,3.53,6.47,14.68,1.11,0.42,0.05,0.2,76.9,36.47,7.56
Fernando Miguel,BRA,Goalkeeper,Ceará,40.0,1985,8,7,657,0.96,4.52,3.56,0.41,0.27,0.27,0.0,0.0,1.19,5.21,15.89,23.01,3.42,8.08,20.27,1.23,1.23,0.0,0.23,78.76,32.79,6.07
Fernando Muslera,URU,Goalkeeper,Estudiantes–LP,39.0,1986,3,3,270,0.67,5.33,4.67,0.33,0.0,0.0,0.0,0.0,1.5,6.67,14.33,22.0,5.0,12.67,20.67,1.33,0.67,0.0,0.83,87.62,46.55,6.43
Fernando Tapia,MEX,Goalkeeper,UANL,0.0,2001,3,3,270,0.67,5.67,5.0,0.33,0.0,0.0,0.0,0.0,1.0,4.0,11.67,22.67,4.67,12.0,17.33,0.67,1.67,0.0,0.33,88.18,34.28,3.87
Fernando de Paul,CHI,Goalkeeper,cl Colo-Colo,34.0,1991,1,1,90,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.2,3.0,6.0,21.0,9.0,4.0,9.0,0.0,0.0,0.0,0.2,100.0,50.0,0.0
Francesco Bardi,ITA,Goalkeeper,Reggiana,0.0,1992,36,36,3240,1.36,3.86,2.61,0.22,0.06,0.06,0.0,0.0,1.25,3.89,11.72,18.42,3.19,7.19,16.97,0.67,0.11,0.0,-0.11,67.62,33.19,3.95
Francesco Corriere,ITA,Goalkeeper,Salernitana,0.0,2006,1,0,47,1.91,1.91,0.0,0.0,0.0,0.0,0.0,0.0,1.53,17.23,32.55,32.55,1.91,9.57,17.23,0.0,0.0,0.0,-0.38,0.0,52.93,0.0
Francisco Meixedo,POR,Goalkeeper,Estrela,0.0,2001,1,0,45,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.4,8.0,18.0,28.0,8.0,14.0,12.0,0.0,0.0,0.0,0.4,100.0,44.44,0.0
Franco Armani,ARG,Goalkeeper,ar River Plate,38.0,1986,25,25,2250,0.68,2.76,2.12,0.52,0.0,0.0,0.0,0.0,0.76,3.0,7.0,16.88,4.72,6.44,9.76,0.4,1.04,0.0,0.08,76.81,42.86,4.1
Franco Israel,URU,Goalkeeper,Sporting CP,0.0,2000,11,11,990,0.82,2.27,1.45,0.64,0.0,0.0,0.0,0.0,0.64,1.18,3.0,19.45,4.09,4.55,9.0,0.18,0.36,0.0,-0.18,63.88,39.33,2.0
Franco Petroli,ARG,Goalkeeper,Godoy Cruz,27.0,1998,19,19,1710,1.0,3.58,2.58,0.47,0.11,0.05,0.05,0.0,1.03,7.74,19.0,29.37,3.84,5.68,15.05,1.53,1.05,0.05,0.03,72.07,40.74,10.17
Freddie Woodman,ENG,Goalkeeper,Preston,0.0,1997,37,37,3329,1.16,3.51,2.33,0.32,0.11,0.08,0.03,0.0,1.04,6.76,17.14,33.31,5.57,6.22,14.57,0.87,1.65,0.03,-0.13,66.38,39.44,5.97
Fábio,BRA,Goalkeeper,Fluminense,44.0,1980,15,15,1350,1.33,3.87,2.47,0.2,0.07,0.0,0.07,0.0,1.23,1.8,5.33,15.4,3.87,6.0,13.33,0.87,0.6,0.07,-0.1,63.82,33.77,6.53
Gabriel,BRA,Goalkeeper,Sport Recife,32.0,1992,4,4,360,1.75,4.25,2.5,0.0,0.0,0.0,0.0,0.0,1.23,4.0,13.25,23.25,3.5,5.5,11.75,0.0,0.5,0.0,-0.52,58.82,30.19,0.0
Gabriel Arias,CHI,Goalkeeper,ar Racing Club,37.0,1987,20,20,1734,0.67,3.17,2.44,0.47,0.1,0.05,0.05,0.0,0.77,4.15,12.35,21.59,3.11,7.89,11.68,0.47,1.35,0.05,0.09,76.97,33.6,4.02
Gabriel Batista,BRA,Goalkeeper,Santa Clara,0.0,1998,34,34,3060,0.94,3.35,2.38,0.32,0.18,0.12,0.03,0.03,0.86,4.82,15.24,21.71,3.47,8.32,13.32,1.15,0.79,0.06,-0.09,71.04,31.63,8.63
Gabriel Brazão,BRA,Goalkeeper,Santos,24.0,2000,16,16,1440,1.31,5.0,3.75,0.25,0.19,0.19,0.0,0.0,1.35,3.5,9.62,17.69,3.31,7.81,15.31,0.25,0.94,0.0,0.04,75.0,36.38,1.63
Gabriel Castellón,CHI,Goalkeeper,cl U de Chile,31.0,1993,6,6,540,1.0,3.83,2.83,0.33,0.17,0.17,0.0,0.0,1.02,3.67,9.17,17.67,3.17,6.0,13.83,0.33,1.0,0.0,0.02,73.89,40.02,2.39
Gabriel Delfim,BRA,Goalkeeper,Atlético Mineiro,23.0,2002,1,1,90,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9,2.0,10.0,27.0,4.0,6.0,12.0,3.0,4.0,0.0,-1.1,60.0,20.0,25.0
Gastón Olveira,URU,Goalkeeper,py Olimpia,32.0,1993,3,3,270,1.33,4.33,3.0,0.33,0.0,0.0,0.0,0.0,0.93,5.0,13.0,21.33,1.67,6.67,11.67,0.0,0.33,0.0,-0.4,69.28,38.46,0.0
Gatito Fernández,PAR,Goalkeeper,py Cerro Porteño,37.0,1988,3,3,270,1.67,5.0,3.33,0.0,0.0,0.0,0.0,0.0,1.77,4.33,10.33,18.67,3.67,9.0,13.0,0.33,1.67,0.0,0.1,66.6,41.92,2.54
Gavin Bazunu,IRL,Goalkeeper,Standard Liège,0.0,2002,6,6,540,2.0,4.17,2.17,0.17,0.0,0.0,0.0,0.0,1.92,4.17,15.33,29.67,4.17,4.67,12.83,0.0,2.5,0.0,-0.08,52.04,27.2,0.0
George Evans,ENG,Goalkeeper,Millwall,0.0,2005,4,4,360,2.0,4.75,2.75,0.25,0.0,0.0,0.0,0.0,1.12,9.25,22.25,20.25,2.0,7.75,17.5,1.0,1.5,0.0,-0.88,57.89,41.57,5.71
George Long,ENG,Goalkeeper,Norwich City,0.0,1993,9,8,765,2.24,5.18,2.82,0.12,0.35,0.24,0.12,0.0,1.79,2.12,8.47,31.41,5.65,4.59,15.06,0.47,1.18,0.12,-0.45,54.44,25.03,3.12
Giacomo Drago,ITA,Goalkeeper,Südtirol,0.0,2001,5,5,450,2.0,5.2,3.2,0.0,0.2,0.2,0.0,0.0,1.74,2.8,8.6,21.2,6.6,5.6,12.8,1.0,1.6,0.0,-0.26,61.54,32.56,7.81
Giacomo Poluzzi,ITA,Goalkeeper,Südtirol,0.0,1988,18,18,1620,1.61,3.94,2.33,0.22,0.22,0.11,0.06,0.06,1.41,7.67,17.67,22.89,3.78,8.28,17.94,0.94,1.11,0.11,-0.2,59.14,43.41,5.24
Giacomo Satalino,ITA,Goalkeeper,Sassuolo,0.0,1999,10,10,900,1.0,3.9,2.9,0.4,0.0,0.0,0.0,0.0,1.14,4.6,11.8,20.6,3.6,5.2,17.1,1.0,0.2,0.0,0.14,74.36,38.98,5.85
Gil Alcalá,MEX,Goalkeeper,UNAM,0.0,1992,4,4,360,0.5,1.75,1.25,0.75,0.0,0.0,0.0,0.0,0.45,4.75,10.0,32.25,7.75,4.5,10.75,0.25,1.5,0.0,-0.05,71.43,47.5,2.33
Gonzalo Valle,ECU,Goalkeeper,ec LDU de Quito,29.0,1996,6,6,526,0.68,4.79,4.11,0.51,0.0,0.0,0.0,0.0,1.28,4.96,13.69,28.23,3.94,10.61,18.99,0.86,0.34,0.0,0.6,85.8,36.23,4.53
Guido Herrera,ARG,Goalkeeper,ar Talleres,33.0,1992,21,21,1845,1.12,3.27,2.24,0.29,0.05,0.05,0.0,0.0,1.12,5.46,13.66,26.88,3.22,5.37,13.17,0.93,0.68,0.0,-0.0,68.5,39.97,7.06
Guido Villar,ARG,Goalkeeper,ec Independiente,27.0,1998,6,6,540,1.83,4.83,3.0,0.17,0.33,0.17,0.17,0.0,1.47,3.17,7.67,18.33,3.0,6.5,14.17,0.33,0.83,0.17,-0.37,62.11,41.33,2.33
Guillaume Dietsch,FRA,Goalkeeper,Dender,0.0,2001,1,0,49,1.84,3.67,1.84,0.0,0.0,0.0,0.0,0.0,1.47,0.0,1.84,9.18,3.67,0.0,3.67,0.0,0.0,0.0,-0.37,50.14,0.0,0.0
Guillermo Allison,MEX,Goalkeeper,Querétaro,0.0,1990,25,25,2250,1.68,5.24,3.48,0.2,0.28,0.2,0.08,0.0,1.59,5.8,16.92,19.08,3.36,10.52,16.56,0.92,1.04,0.08,-0.09,66.41,34.28,5.56
Guillermo Ochoa,MEX,Goalkeeper,AVS Futebol,0.0,1985,23,23,2070,1.96,5.13,3.22,0.26,0.04,0.04,0.0,0.0,1.71,5.57,12.74,21.13,3.91,9.52,16.43,0.35,0.7,0.0,-0.24,62.77,43.72,2.13
