Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Tom King,WAL,Wolves,English Premier League,GK,Goalkeeper,30,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,90.0,1260.0,0.0,0.0,90.0,0.0,0.0,0.0,1,,,0.0,
Tommaso Martinelli,ITA,Fiorentina,UEFA Europa Conference League,GK,Goalkeeper,18,90,3.0,0.0,3.0,1.3,1.3,1.0,3.0,6.0,17.0,3.0,499.8,5.0,135.0,7.0,0.0,1.0,14.5,1,100.0,50.0,0.0,43.33
Unai Marrero,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,23,450,4.4,1.0,3.2,1.3,0.3,0.2,2.2,6.8,20.6,4.0,570.46,5.6,185.06,10.4,0.4,1.2,21.12,1,72.73,32.35,3.85,21.49
Unai Simón,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,27,1980,2.82,0.64,2.14,0.74,0.1,0.5,4.86,13.0,25.05,4.27,854.79,5.45,315.47,11.45,0.91,1.36,24.53,1,75.89,37.38,7.95,19.91
Vanja Milinković-Savić,SRB,Torino,Italian Serie A,GK,Goalkeeper,28,3330,4.68,1.14,3.49,1.39,0.25,0.27,6.03,18.97,36.54,5.16,1372.48,7.32,374.29,15.81,1.0,1.24,21.33,1,74.57,31.79,6.33,22.15
Veljko Ilic,SRB,TSC,UEFA Europa Conference League,GK,Goalkeeper,21,720,5.5,2.38,3.25,2.28,-0.1,0.0,5.5,16.75,40.75,4.25,1331.3,3.62,148.07,9.25,0.38,1.62,34.11,1,59.09,32.84,4.11,24.5
Vicente Guaita,ESP,Celta Vigo,Spanish La Liga,GK,Goalkeeper,38,3060,3.74,1.41,2.32,1.19,-0.22,0.24,1.94,6.47,21.76,5.74,594.38,6.76,239.21,12.82,0.76,1.29,22.86,1,62.03,29.98,5.93,19.74
Vid Belec,SVN,APOEL,UEFA Europa Conference League,GK,Goalkeeper,34,720,4.75,1.12,3.5,1.3,0.18,0.12,3.12,11.12,19.0,4.12,687.49,5.38,234.91,11.5,0.75,0.0,0.0,1,73.68,28.06,6.52,20.17
Vitezslav Jaros,CZE,Liverpool,English Premier League,GK,Goalkeeper,23,12,7.5,0.0,7.5,0.0,0.0,7.5,37.5,52.5,52.5,15.0,2672.25,7.5,442.5,15.0,0.0,0.0,0.0,1,100.0,71.43,0.0,0.0
Vitus Eicher,GER,Heidenheim,UEFA Europa Conference League,GK,Goalkeeper,34,90,6.0,3.0,3.0,1.5,-1.5,0.0,5.0,12.0,37.0,4.0,1147.0,2.0,52.0,16.0,1.0,0.0,0.0,1,50.0,41.67,6.25,12.5
Vladan Kovačević,BIH,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,27,180,7.0,2.0,5.0,2.45,0.45,0.0,2.0,4.5,19.0,3.5,504.45,2.5,71.0,6.5,1.5,0.0,0.0,1,71.43,44.44,23.08,25.0
Walter Benítez,ARG,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,32,990,5.36,1.91,3.45,1.73,-0.18,0.09,6.0,13.55,36.36,4.45,1132.51,5.55,246.75,13.36,1.18,1.0,16.32,1,64.37,44.28,8.83,20.77
Warleson,BRA,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,28,121,1.49,0.0,1.49,0.15,0.15,0.74,5.21,14.88,17.11,2.98,707.43,4.46,284.28,5.95,0.0,2.23,60.25,1,100.0,35.01,0.0,10.07
Wladimiro Falcone,ITA,Lecce,Italian Serie A,GK,Goalkeeper,30,3420,4.76,1.53,3.29,1.42,-0.11,0.24,5.79,17.26,26.76,3.16,1047.03,4.68,234.96,15.53,0.76,0.5,8.43,1,69.12,33.55,4.89,20.62
Wojciech Szczęsny,POL,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,35,2070,3.3,1.26,2.09,1.27,0.01,0.43,1.78,5.78,29.35,4.26,776.27,3.74,136.97,9.57,0.65,3.78,80.12,1,63.33,30.8,6.79,24.37
Yahia Fofana,CIV,Angers,French Ligue 1,GK,Goalkeeper,24,2970,5.64,1.55,4.09,1.92,0.37,0.21,4.36,13.18,22.76,5.45,814.45,7.91,344.86,16.09,1.45,0.61,9.19,1,72.52,33.08,9.01,24.69
Yann Sommer,SUI,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,36,4230,3.87,1.02,2.87,1.05,0.03,0.43,3.3,8.06,37.49,4.17,1011.64,4.21,128.84,12.21,0.57,0.36,6.43,1,74.16,40.94,4.67,20.12
Yehvann Diouf,SEN,Reims,French Ligue 1,GK,Goalkeeper,25,3060,5.26,1.38,3.85,1.81,0.43,0.21,4.53,14.03,29.21,4.5,972.58,6.47,290.94,16.29,0.91,1.24,22.14,1,73.19,32.29,5.59,25.19
Yuri Lodygin,RUS,Panathinaikos,UEFA Europa Conference League,GK,Goalkeeper,34,270,2.67,0.67,2.0,0.9,0.23,0.67,2.33,5.67,22.67,2.67,621.13,3.67,77.03,8.33,0.33,1.0,20.3,1,74.91,41.09,3.96,25.25
Zion Suzuki,JPN,Parma,Italian Serie A,GK,Goalkeeper,22,3314,4.07,1.44,2.69,1.4,-0.06,0.19,5.54,18.17,34.54,5.0,1296.63,6.06,317.4,16.67,1.74,1.03,16.54,1,66.09,30.49,10.44,22.73
Ádám Varga,HUN,Ferencváros,UEFA Europa League,GK,Goalkeeper,25,148,5.47,3.04,2.43,2.13,-0.91,0.0,10.34,21.28,26.76,1.22,1004.35,10.95,455.47,9.12,0.61,0.0,0.0,1,44.42,48.59,6.69,17.3
Álex Domínguez,ESP,Toulouse,French Ligue 1,GK,Goalkeeper,26,19,0.0,0.0,0.0,0.0,0.0,4.74,9.47,23.68,37.89,4.74,1136.84,14.21,984.79,33.16,0.0,0.0,0.0,1,,39.99,0.0,
Álex Remiro,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,30,4050,3.73,1.29,2.4,1.09,-0.2,0.33,5.0,13.44,29.51,3.2,964.39,6.33,314.48,12.51,0.82,1.16,20.66,1,64.34,37.2,6.55,18.8
Álvaro Fernández,ESP,Sevilla,Spanish La Liga,GK,Goalkeeper,27,747,4.34,1.93,2.41,1.34,-0.59,0.36,4.46,17.11,33.37,3.86,1144.11,5.54,273.69,12.65,0.84,1.69,32.29,1,55.53,26.07,6.64,17.15
Ørjan Nyland,NOR,Sevilla,Spanish La Liga,GK,Goalkeeper,34,2673,3.77,1.31,2.46,1.25,-0.07,0.24,3.97,14.98,28.15,3.84,1046.96,5.59,256.97,13.74,0.67,0.98,16.69,1,65.25,26.5,4.88,21.64
Đorđe Petrović,SRB,Strasbourg,French Ligue 1,GK,Goalkeeper,25,2790,4.74,1.23,3.55,1.47,0.24,0.32,3.77,11.65,46.39,4.1,1270.16,3.45,157.28,15.84,1.32,1.52,27.23,1,74.89,32.36,8.33,23.23
İrfan Can Eğribayat,TUR,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,26,540,5.83,1.17,4.67,2.08,0.92,0.5,5.67,16.33,27.5,4.5,1037.4,7.17,292.03,16.0,2.0,1.5,22.63,1,80.1,34.72,12.5,28.58
Łukasz Fabiański,POL,West Ham,English Premier League,GK,Goalkeeper,40,1160,5.51,1.63,3.88,1.75,0.08,0.16,5.97,17.53,30.57,4.27,1084.39,7.76,350.12,17.07,0.78,0.93,17.75,1,70.42,34.06,4.57,22.36
Łukasz Skorupski,POL,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,34,2994,3.34,1.23,2.1,1.21,-0.03,0.3,4.21,11.57,36.31,4.45,1127.32,3.61,156.14,8.54,0.75,0.99,16.33,1,62.87,36.39,8.78,22.78
