Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Emiliano Méndez,ar ARG,Midfielder,Sarmiento,34,1989,18,17,1392,55,24,22,68
Emiliano Rigoni,ar ARG,Forward,Austin,30,1993,11,7,702,47,58,55,53
Emiliano Rodríguez,uy URU,Forward,Atl Goianiense,20,2003,21,14,1096,29,27,30,43
Emiliano Saliadarre,ar ARG,Forward,Ind. Rivadavia,21,2002,1,0,9,22,11,51,22
Emiliano Velázquez,uy URU,Defender,uy Nacional,29,1994,1,0,1,29,14,9,67
Emiliano Viveros,ar ARG,Forward,Arg Juniors,21,2002,21,8,806,27,70,48,57
Emiliano Viviano,it ITA,Goalkeeper,Ascoli,37,1985,27,27,2384,54,44,44,67
Emilio Kehrer,de GER,Midfielder,Cercle Brugge,21,2002,4,0,40,33,10,88,75
Emilio Lara,mx MEX,Defender,América,21,2002,8,5,412,48,81,51,74
Emilio Martínez González,mx MEX,Defender,Necaxa,20,2003,22,17,1465,68,57,39,48
Emilio Santillán,mx MEX,Defender,Santos,19,2003,1,0,8,54,94,39,3
Emin Bayram,tr TUR,Defender,Westerlo,20,2003,23,22,1974,68,60,61,83
Emmanouil Siopis,gr GRE,Midfielder,Cardiff City,29,1994,42,38,3282,25,28,29,49
Emmanuel Boateng,gh GHA,Forward,NE Revolution,30,1994,23,8,706,61,59,54,60
Emmanuel Boateng,gh GHA,Forward,Rio Ave,27,1996,27,19,1859,58,29,28,55
Emmanuel Dennis,ng NGA,Forward,Watford,25,1997,17,11,859,78,39,60,61
Emmanuel Echeverría,mx MEX,Midfielder,Santos,19,2003,12,9,837,58,23,38,56
Emmanuel Latte Lath,ci CIV,Forward,Middlesbrough,24,1999,30,23,2091,76,27,38,56
Emmanuel Longelo,eng ENG,Defender,Birmingham City,22,2000,17,10,1015,51,62,83,54
Emmanuele Matino,it ITA,Defender,Bari,24,1998,16,10,1018,24,23,29,51
Enda Stevens,ie IRL,Defender,Stoke City,33,1990,21,18,1538,39,82,76,51
Ender Echenique,ve VEN,Forward,ve Caracas,19,2004,5,3,332,51,24,56,53
Endrick,br BRA,Forward,Palmeiras,17,2006,11,10,746,53,54,52,42
Enea Mihaj,al ALB,Defender,Famalicão,25,1998,18,18,1556,30,41,28,58
Enmanuel Moreno,ve VEN,Forward,ve Caracas,23,2000,1,0,25,22,10,5,8
Enner Valencia,ec ECU,Forward,Internacional,34,1989,24,11,961,57,35,51,46
Enric Llansana,nl NED,Midfielder,Go Ahead Eag,22,2001,27,10,1221,80,52,55,82
Enrico Baldini,it ITA,Forward,Cittadella,26,1996,11,3,345,60,72,52,18
Enrico Brignola,it ITA,Forward,Catanzaro,24,1999,17,3,521,42,46,53,56
Enrico Del Prato,it ITA,Defender,Parma,23,1999,35,32,2950,73,79,59,45
Enrique Bologna,ar ARG,Goalkeeper,Defensa y Just,41,1982,17,17,1530,56,43,57,42
Enrique Triverio,ar ARG,Forward,bo The Strongest,35,1988,7,7,596,65,26,27,47
Enzo Briones,ar ARG,Midfielder,Godoy Cruz,19,2004,1,0,23,28,13,16,70
Enzo Copetti,ar ARG,Forward,Rosario Central,28,1996,31,21,1917,38,40,34,44
Enzo Cornelisse,nl NED,Midfielder,Vitesse,20,2003,27,12,1538,24,48,32,44
Enzo Díaz,ar ARG,Defender,River Plate,28,1995,20,17,1557,48,75,83,68
Enzo Giménez,py PAR,Defender,py Cerro Porteño,25,1998,1,1,90,33,18,67,15
Enzo Martín Roldán,ar ARG,Midfielder,Unión,23,2000,22,4,622,34,42,76,40
Enzo Martínez,uy URU,Defender,Gimnasia–LP,25,1998,15,14,1148,40,36,40,82
Enzo Pérez,ar ARG,Midfielder,Estudiantes–LP,37,1986,30,27,2346,35,46,42,68
Ephraim Yeboah,gh GHA,Forward,Bristol City,17,2006,10,0,204,19,17,45,62
Erdis Kraja,al ALB,Midfielder,Ascoli,23,2000,5,1,136,49,61,68,25
Erdon Daci,mk MKD,Forward,Westerlo,25,1998,13,8,695,57,41,48,48
Eric Bocat,fr FRA,Midfielder,Sint-Truiden,24,1999,29,28,2447,62,68,84,52
Eric Botteghin,br BRA,Defender,Ascoli,35,1987,25,23,2085,77,45,35,69
Eric Lanini,it ITA,Forward,Reggiana,29,1994,8,2,332,59,23,39,37
Eric Meza,ar ARG,Defender,Estudiantes–LP,24,1999,25,22,1860,79,83,86,42
Eric Miller,us USA,Defender,Portland Timbers,31,1993,25,8,1012,73,46,34,50
Eric Ramires,br BRA,Midfielder,RB Bragantino,23,2000,22,11,1106,69,37,48,41
Eric Ramírez,ar ARG,Forward,Huracán,27,1996,25,12,1187,54,36,19,74
Eric Ramírez,ve VEN,Forward,Tigre,25,1998,11,4,456,59,43,39,56
Eric Remedi,ar ARG,Midfielder,San Lorenzo,28,1995,26,22,1951,30,43,29,65
Erick,br BRA,Midfielder,Ath Paranaense,26,1997,93,62,5443,69,59,69,54
Erick Cabaco,uy URU,Defender,Estoril,28,1995,6,3,335,29,28,16,47
Erick Castillo,ec ECU,Forward,Vitória,28,1995,9,1,274,54,18,49,35
Erick Gutiérrez,mx MEX,Midfielder,Guadalajara,28,1995,28,22,1969,70,59,59,73
Erick Marcus,br BRA,Forward,Vasco da Gama,19,2004,6,0,174,34,61,48,73
Erick Pulgar,cl CHI,Midfielder,Flamengo,30,1994,29,26,2164,38,62,38,71
Erick Sánchez,mx MEX,Midfielder,Pachuca,23,1999,29,26,2321,92,83,78,50
Erick Torres,mx MEX,Forward,León,19,2004,2,0,10,22,16,5,10
Erik Duenas,us USA,Midfielder,LAFC,19,2004,14,4,387,36,54,67,63
Erik Godoy,ar ARG,Defender,Arg Juniors,30,1993,4,3,177,33,27,17,26
Erik Lira,mx MEX,Midfielder,Cruz Azul,23,2000,30,24,2212,34,35,36,43
Erik Pieters,nl NED,Defender,West Brom,34,1988,22,19,1573,33,51,48,44
Erik Sviatchenko,dk DEN,Defender,Houston Dynamo,32,1991,31,29,2433,67,65,53,49
Erik Thommy,de GER,Forward,Sporting KC,29,1994,30,26,2323,71,68,78,52
Eriq Zavaleta,sv SLV,Defender,LA Galaxy,31,1992,5,1,161,80,14,28,49
Ernest Poku,nl NED,Forward,AZ Alkmaar,19,2004,21,5,663,57,71,82,53
Ernesto Torregrossa,ve VEN,Forward,Pisa,31,1992,18,8,692,48,54,48,54
Eros Mancuso,ar ARG,Forward,Fortaleza,24,1999,24,22,1958,50,70,53,81
Ervin Torres,us USA,Midfielder,Austin,16,2007,1,0,8,34,41,37,34
Ervin Vaca,bo BOL,Midfielder,bo Bolívar,19,2004,3,0,17,28,16,7,44
Erwin Saavedra,bo BOL,Defender,bo Bolívar,27,1996,4,3,253,54,64,57,9
Eryk Williamson,us USA,Midfielder,Portland Timbers,26,1997,28,10,1068,76,77,64,30
Esequiel Barco,ar ARG,Midfielder,River Plate,24,1999,11,5,518,79,93,93,39
Esmir Bajraktarevic,ba BIH,Forward,NE Revolution,18,2005,29,22,1984,60,58,74,45
Espen van Ee,nl NED,Forward,Heerenveen,20,2003,18,2,410,20,33,32,75
Esquerdinha,br BRA,Forward,Fluminense,17,2006,7,2,254,26,67,65,48
Estanis,es ESP,Forward,Sampdoria,19,2003,15,8,808,71,73,79,31
Esteban Andrada,ar ARG,Goalkeeper,Monterrey,32,1991,32,32,2880,60,64,65,72
Esteban Burgos,ar ARG,Defender,Ind. Rivadavia,32,1992,17,10,856,35,19,22,33
Esteban Fernández,ar ARG,Midfielder,Newell's OB,22,2002,3,0,38,42,84,51,50
Esteban Lucero,ar ARG,Defender,Defensa y Just,18,2005,2,1,138,35,18,33,86
Esteban Pavez,cl CHI,Midfielder,cl Colo-Colo,33,1990,10,10,874,26,41,34,49
Esteban Rolón,ar ARG,Midfielder,Belgrano,28,1995,25,22,1627,58,51,44,53
Estêvão Willian,br BRA,Forward,Palmeiras,16,2007,38,31,2505,87,79,91,46
Ethan Ampadu,wls WAL,Midfielder,Leeds United,22,2000,46,46,4138,32,56,42,61
Ethan Bartlow,us USA,Defender,Houston Dynamo,23,2000,16,9,851,25,47,51,60
Ethan Finlay,us USA,Forward,Austin,33,1990,22,8,831,43,39,36,43
Ethan Horvath,us USA,Goalkeeper,Cardiff City,28,1995,16,16,1440,49,42,44,42
Ethan Laird,eng ENG,Defender,Birmingham City,22,2001,25,24,1994,47,71,84,79
Etienne Camara,fr FRA,Midfielder,Charleroi,20,2003,6,4,338,31,22,42,64
Etienne Vaessen,sr SUR,Goalkeeper,RKC Waalwijk,28,1995,30,30,2644,60,84,70,70
Ettore Gliozzi,it ITA,Forward,Pisa,27,1995,23,17,1252,41,46,23,47
Ettson Ayon,mx MEX,Forward,Querétaro,22,2001,24,11,1027,59,29,43,31
Eugene Ansah,gh GHA,Forward,FC Dallas,29,1994,17,5,434,61,56,47,61
Eugenio Lamanna,it ITA,Goalkeeper,Calcio Lecco 1912,33,1989,3,3,270,42,40,44,55
Eugenio Pizzuto,mx MEX,Midfielder,UANL,21,2002,2,0,24,33,77,47,9
Eulânio Ângelo Chipela Gomes,gw GNB,Midfielder,Estrela,29,1994,12,6,581,41,59,74,42
Evan Bush,us USA,Goalkeeper,Columbus Crew,37,1986,2,2,124,42,41,44,30
Evan Louro,us USA,Goalkeeper,FC Cincinnati,28,1996,1,1,90,42,44,44,30
Evander,br BRA,Midfielder,Portland Timbers,25,1998,28,27,2459,92,94,84,26
Evanilson,br BRA,Forward,Porto,23,1999,27,25,2051,73,67,49,48
Everaldo,br BRA,Forward,Vitória,29,1994,15,3,421,62,35,72,42
Everaldo Stum,br BRA,Forward,Bahia,32,1991,37,27,2056,63,39,40,57
Everardo Del Villar,mx MEX,Defender,Toluca,18,2005,2,1,106,45,42,37,59
Evert Linthorst,nl NED,Midfielder,Go Ahead Eag,23,2000,31,30,2364,55,64,44,45
Everton,br BRA,Forward,Grêmio,26,1997,18,9,765,54,54,55,53
Everton,br BRA,Forward,RB Bragantino,21,2002,1,0,25,22,25,10,10
Everton Ribeiro,br BRA,Midfielder,Bahia,34,1989,37,34,2681,76,91,81,44
Everton Soares,br BRA,Forward,Flamengo,27,1996,15,15,937,74,77,82,60
Evertton,br BRA,Midfielder,Flamengo,20,2003,18,8,817,70,40,51,69
Ewerton,br BRA,Forward,Juventude,23,2000,24,12,1189,40,46,26,84
Ewoud Pletinckx,be BEL,Defender,OH Leuven,22,2000,30,30,2700,67,28,28,41
Exequiel Zeballos,ar ARG,Forward,Boca Juniors,21,2002,20,11,1046,51,58,78,37
Ezechiel Banzuzi,nl NED,Midfielder,OH Leuven,18,2005,27,20,1746,58,36,49,50
Ezechiel Fiemawhle,0,Forward,Volendam,0,0,2,0,37,27,54,9,57
Ezequiel Bonifacio,ar ARG,Defender,Banfield,29,1994,8,3,459,29,48,67,43
Ezequiel Cannavo,ar ARG,Defender,Defensa y Just,21,2002,18,13,1261,68,49,72,51
Ezequiel Cañete,ar ARG,Midfielder,Banfield,24,1999,14,9,785,49,29,28,73
Ezequiel Centurión,ar ARG,Goalkeeper,Ind. Rivadavia,26,1997,23,23,2070,51,42,44,48
Ezequiel Cerutti,ar ARG,Forward,San Lorenzo,32,1992,19,14,1053,53,69,52,49
Ezequiel Forclaz,ar ARG,Forward,Tigre,20,2003,12,1,289,70,60,68,35
Ezequiel Ham,sy SYR,Midfielder,Ind. Rivadavia,29,1994,22,15,1275,60,68,51,16
Ezequiel Muñoz,ar ARG,Defender,Lanús,33,1990,20,18,1558,59,20,25,56
Ezequiel Naya,ar ARG,Defender,Estudiantes–LP,22,2001,16,7,705,76,49,56,45
Ezequiel Ponce,ar ARG,Forward,Houston Dynamo,26,1997,10,9,741,71,25,31,42
Ezequiel Unsain,ar ARG,Goalkeeper,Necaxa,28,1995,25,24,2205,58,89,53,76
Ezequiél Fernández,ar ARG,Midfielder,Boca Juniors,21,2002,5,5,395,91,78,72,55
Fabian Herbers,de GER,Midfielder,Chicago Fire,30,1993,30,24,2037,74,75,73,58
Fabian Tait,it ITA,Midfielder,Südtirol,30,1993,34,34,2903,63,60,34,51
Fabiano,br BRA,Defender,Botafogo (RJ),17,2006,2,0,57,33,14,79,36
Fabiano Souza,br BRA,Defender,Moreirense,23,2000,25,23,2129,69,71,70,54
Fabijan Buntić,hr CRO,Goalkeeper,Vizela,26,1997,28,27,2496,47,49,53,45
Fabinho,br BRA,Midfielder,Palmeiras,21,2002,20,4,533,80,47,56,43
Fabio Abiuso,gr GRE,Forward,Modena,20,2003,23,11,1234,60,27,31,65
Fabio Borini,it ITA,Forward,Sampdoria,32,1991,22,16,1464,69,54,38,43
Fabio Carvalho,pt POR,Forward,Hull City,20,2002,20,20,1717,78,72,44,42
Fabio Depaoli,it ITA,Midfielder,Sampdoria,26,1997,32,27,2378,76,64,60,61
Fabio Ferraro,be BEL,Midfielder,RWDM,20,2002,1,0,15,28,27,47,6
Fabio Gerli,it ITA,Midfielder,Modena,26,1996,24,22,2012,71,77,81,29
Fabio Lucioni,it ITA,Defender,Palermo,35,1987,23,23,2070,74,62,42,53
Fabio Pereyra,ar ARG,Defender,Huracán,34,1990,23,21,1878,38,29,29,63
Fabio Ponsi,it ITA,Defender,Modena,22,2001,26,21,1872,66,79,66,43
Fabio Rispoli,it ITA,Forward,Como,16,2006,2,0,15,40,30,47,51
Fabio Tavares,eng ENG,Forward,Coventry City,22,2001,5,1,182,74,87,51,32
Fabio Álvarez,ar ARG,Forward,Lanús,31,1993,9,5,401,32,48,28,62
Fabricio Bustos,ar ARG,Defender,Internacional,27,1996,32,29,2584,63,83,73,53
Fabricio Corbalan,ar ARG,Defender,Gimnasia–LP,20,2003,5,1,161,40,75,75,89
Fabricio Formiliano,uy URU,Defender,Necaxa,30,1993,3,3,253,31,14,14,41
Fabricio Iacovich,ar ARG,Goalkeeper,Estudiantes–LP,22,2002,1,1,90,42,41,44,33
Fabricio López,ar ARG,Defender,San Lorenzo,21,2002,3,3,270,39,70,79,68
Fabricio Oviedo,ar ARG,Forward,Rosario Central,19,2004,1,0,45,73,12,30,55
Fabricio Pérez,ar ARG,Forward,Estudiantes–LP,18,2005,7,0,156,33,32,86,53
Fabricio Quaglio,bo BOL,Midfielder,bo The Strongest,20,2003,1,1,90,31,61,16,24
Fabricio Tirado,ar ARG,Midfielder,Newell's OB,19,2004,2,1,62,32,13,12,22
Fabrizio Caligara,it ITA,Midfielder,Ascoli,23,2000,26,18,1442,81,54,49,63
Fabrizio Paghera,it ITA,Midfielder,Brescia,31,1991,25,18,1317,67,62,38,70
Fabrizio Peralta,py PAR,Midfielder,Cruzeiro,21,2002,14,8,678,42,77,50,63
Fabrizio Sartori,ar ARG,Forward,Ind. Rivadavia,21,2002,4,0,105,13,10,39,36
Fabrício,br BRA,Goalkeeper,Internacional,38,1986,8,8,720,42,41,44,49
Fabrício,br BRA,Goalkeeper,RB Bragantino,23,2000,1,1,90,42,41,44,30
Fabrício Bruno,br BRA,Defender,Flamengo,27,1996,36,34,3022,59,50,37,41
Fabrício Garcia,cv CPV,Forward,Estoril,22,2001,10,3,329,82,30,63,58
Fabrício Isidoro,br BRA,Midfielder,Farense,31,1992,32,19,1665,75,45,54,34
Facundo Almada,ar ARG,Defender,Mazatlán,25,1998,34,34,3060,69,42,51,47
Facundo Altamira,0,Forward,Godoy Cruz,0,0,21,19,1499,45,36,69,67
Facundo Altamirano,ar ARG,Goalkeeper,San Lorenzo,27,1996,15,15,1291,56,58,57,53
Facundo Ardiles,ar ARG,Forward,Godoy Cruz,25,1998,10,3,336,25,66,37,88
Facundo Batista,uy URU,Forward,Necaxa,24,1999,37,26,2358,57,30,22,39
Facundo Bernal,uy URU,Midfielder,Fluminense,20,2003,18,13,1158,33,30,38,55
Facundo Bruera,ar ARG,Forward,Barracas Central,25,1998,13,8,778,56,27,21,44
Facundo Butti,ar ARG,Defender,Godoy Cruz,23,2000,2,1,98,29,13,9,21
Facundo Báez,ar ARG,Forward,Arg Juniors,19,2004,2,0,23,42,32,48,56
Facundo Cambeses,ar ARG,Goalkeeper,Racing Club,26,1997,7,6,585,42,42,44,51
Facundo Colidio,ar ARG,Forward,River Plate,24,2000,33,25,2020,79,60,60,56
Facundo Cáseres,ar ARG,Midfielder,Farense,22,2001,21,12,1112,24,24,15,58
Facundo Echevarría,ar ARG,Forward,Defensa y Just,21,2002,5,2,233,27,63,53,42
Facundo Ferreyra,ar ARG,Forward,Tigre,32,1991,9,5,326,40,25,25,30
Facundo González,uy URU,Defender,Sampdoria,20,2003,28,26,2309,64,52,54,46
Facundo Krüger,ar ARG,Forward,Barracas Central,23,2000,1,0,16,22,9,5,51
Facundo Lencioni,ar ARG,Midfielder,Belgrano,22,2001,9,4,309,32,61,72,58
Facundo Mallo,uy URU,Defender,Rosario Central,29,1995,21,19,1701,76,36,29,58
Facundo Mater,sy SYR,Midfielder,Barracas Central,25,1998,13,10,901,39,55,57,62
Facundo Mura,ar ARG,Midfielder,Racing Club,24,1999,13,8,748,76,41,52,54
Facundo Quignon,ar ARG,Midfielder,Belgrano,30,1993,21,14,1352,56,52,39,72
Facundo Rodríguez,ar ARG,Defender,Estudiantes–LP,23,2000,19,19,1665,62,39,38,40
Facundo Roncaglia,ar ARG,Defender,Sarmiento,36,1987,12,9,672,34,50,19,64
Facundo Russo,ar ARG,Midfielder,Platense,23,2000,4,2,160,24,43,48,23
Facundo Sanguinetti,ar ARG,Goalkeeper,Banfield,22,2001,26,25,2312,47,42,57,36
Facundo Suárez,ar ARG,Forward,Instituto,29,1994,25,15,1324,50,38,28,56
Facundo Torres,uy URU,Forward,Orlando City,23,2000,32,30,2633,80,78,64,53
Facundo Waller,uy URU,Midfielder,Puebla,26,1997,4,0,83,50,66,90,63
Fafà Picault,ht HAI,Forward,Vancouver W'caps,32,1991,29,18,1675,72,68,63,56
Fagner,br BRA,Defender,Corinthians,34,1989,14,12,913,49,86,71,32
Fahem Benaissa Yahia,fr FRA,Midfielder,Casa Pia,21,2002,1,0,13,28,11,22,6
Faiz Mattoir,km COM,Forward,Almere City,23,2000,4,0,55,23,38,72,12
Famara Diedhiou,sn SEN,Forward,Cardiff City,30,1992,16,5,576,52,17,16,66
Fatih Kaya,0,Forward,Sint-Truiden,23,1999,29,12,1166,30,32,37,60
Fausto Vera,ar ARG,Midfielder,Atlético Mineiro,23,2000,33,27,2397,60,36,47,47
Favio Cabral,ar ARG,Forward,Cen. Córdoba–SdE,22,2001,14,4,561,73,36,32,41
Fedde Leysen,be BEL,Defender,Union SG,20,2003,4,4,336,31,53,52,31
Federico Aguirre,ar ARG,Forward,Barracas Central,21,2002,8,3,266,22,28,34,59
Federico Andueza,uy URU,Defender,Cen. Córdoba–SdE,26,1997,1,0,62,32,34,13,24
Federico Barba,it ITA,Defender,Como,29,1993,32,29,2611,67,42,44,41
Federico Bergonzi,it ITA,Defender,FeralpiSalò,22,2001,33,30,2697,73,60,54,34
Federico Bernardeschi,it ITA,Midfielder,Toronto FC,29,1994,29,28,2457,90,85,92,32
Federico Carraro,it ITA,Midfielder,FeralpiSalò,31,1992,5,4,307,35,65,39,34
Federico Carrizo,ar ARG,Forward,py Cerro Porteño,32,1991,6,2,183,70,36,35,62
Federico Di Francesco,it ITA,Forward,Palermo,29,1994,33,29,2321,57,65,67,55
Federico Dionisi,it ITA,Midfielder,Ascoli,36,1987,23,2,471,76,51,71,34
Federico Fattori,ar ARG,Midfielder,Huracán,31,1992,26,18,1726,30,51,37,61
Federico Fernández,ar ARG,Defender,Estudiantes–LP,34,1989,14,12,988,22,37,28,36
Federico Gattoni,ar ARG,Defender,River Plate,24,1999,10,6,517,22,38,31,47
Federico Giraudo,it ITA,Defender,Cittadella,24,1998,19,12,1166,45,81,75,45
Federico Girotti,ar ARG,Forward,Talleres,24,1999,32,23,2016,47,26,29,49
Federico Lértora,ar ARG,Midfielder,Querétaro,33,1990,33,33,2791,67,50,51,59
Federico Mancuello,ar ARG,Midfielder,Puebla,34,1989,21,13,1076,83,80,59,27
Federico Medina,ar ARG,Forward,Banfield,19,2004,1,0,9,22,30,58,10
Federico Milo,ar ARG,Defender,Ind. Rivadavia,32,1992,12,6,558,36,54,71,74
Federico Navarro,ar ARG,Midfielder,Chicago Fire,23,2000,16,8,679,30,36,35,77
Federico Paradela,ar ARG,Midfielder,Sarmiento,24,1999,4,0,57,48,53,74,43
Federico Pereira,uy URU,Defender,Toluca,23,2000,17,17,1530,79,47,52,56
Federico Rasmussen,ar ARG,Defender,Godoy Cruz,31,1992,25,25,2153,36,30,29,52
Federico Redondo,ar ARG,Midfielder,Inter Miami,21,2003,16,14,1118,67,60,68,49
Federico Ricca,uy URU,Defender,OH Leuven,28,1994,17,17,1489,54,52,55,40
Federico Santander,py PAR,Forward,uy Nacional,32,1991,4,0,64,34,14,21,53
Federico Vera,ar ARG,Defender,Independiente,25,1998,19,18,1369,47,58,74,47
Federico Viviani,it ITA,Forward,Ternana,31,1992,5,1,103,19,59,23,87
Federico Viñas,uy URU,Forward,León,25,1998,29,27,2250,84,49,38,65
Federico Zaracho,ar ARG,Midfielder,Atlético Mineiro,25,1998,23,17,1277,75,44,48,52
Federico Zuccon,it ITA,Midfielder,Cosenza,20,2003,29,23,1880,40,46,60,48
Felipe,br BRA,Forward,Orlando City,33,1990,14,4,355,17,63,15,66
Felipe Aguilar,co COL,Defender,Independiente,31,1993,1,0,45,29,14,9,29
Felipe Anderson,br BRA,Forward,Palmeiras,30,1993,22,17,1389,49,79,75,74
Felipe Augusto,br BRA,Forward,Cercle Brugge,19,2004,9,4,444,53,56,35,54
Felipe Avenatti,uy URU,Forward,uy Peñarol,30,1993,29,17,1598,42,45,37,64
Felipe Barrientos,cl CHI,Forward,cl Cobresal,26,1997,2,0,56,45,73,80,31
Felipe Cairus,uy URU,Midfielder,uy Nacional,23,2000,3,0,59,32,32,41,40
Felipe Carballo,uy URU,Midfielder,Grêmio,27,1996,20,10,975,40,47,66,52
Felipe Chamorro,cl CHI,Midfielder,cl Palestino,22,2001,5,2,194,78,34,65,39
Felipe Hernandez,us USA,Midfielder,Sporting KC,25,1998,7,2,377,21,33,44,18
Felipe Jonatan,br BRA,Defender,Fortaleza,25,1998,22,17,1510,52,60,64,40
Felipe Loyola,cl CHI,Midfielder,Independiente,23,2000,23,23,2058,75,53,72,61
Felipe Melo,br BRA,Defender,Fluminense,40,1983,16,12,770,31,23,39,50
Felipe Mora,cl CHI,Forward,Portland Timbers,30,1993,29,22,1889,75,46,28,40
Felipe Peña,ar ARG,Midfielder,Lanús,22,2001,22,18,1516,68,40,46,72
Felipe Silva Lipe,br BRA,Defender,Gil Vicente FC,21,2002,6,3,271,23,35,25,43
Felipe Sánchez,ar ARG,Forward,Gimnasia–LP,19,2004,4,0,31,22,28,22,67
Felipe Teresa,br BRA,Forward,Flamengo,18,2006,1,0,5,78,12,5,36
Felipe Vieira,br BRA,Midfielder,Fluminense,18,2005,8,0,182,32,21,29,81
Felipe Vizeu,br BRA,Forward,Criciúma,26,1997,17,5,445,65,45,33,61
Felipe Zenobio,ar ARG,Goalkeeper,Tigre,23,2000,25,25,2194,49,42,44,50
Felipinho,br BRA,Midfielder,Ath Paranaense,22,2001,18,12,923,37,22,38,76
Felippe Cardoso,br BRA,Forward,Casa Pia,24,1998,29,16,1564,58,27,28,44
Felix Afena-Gyan,gh GHA,Forward,Cremonese,20,2003,7,1,233,29,43,74,75
Fellipe Mateus,br BRA,Forward,Criciúma,32,1991,31,20,1887,55,39,37,64
Femi Seriki,eng ENG,Forward,Rotherham Utd,21,2002,10,2,249,18,41,46,78
Ferdy Druijf,nl NED,Forward,Zwolle,25,1998,15,11,948,70,53,36,48
Fernand Gouré,ci CIV,Forward,Westerlo,21,2002,4,0,30,35,9,46,38
Fernandinho,br BRA,Midfielder,Ath Paranaense,38,1985,25,17,1551,80,88,70,55
Fernando,br BRA,Midfielder,Internacional,36,1987,24,16,1546,55,35,29,72
Fernando,br BRA,Forward,Casa Pia,30,1993,20,4,537,63,27,42,51
Fernando,br BRA,Defender,Ath Paranaense,24,1999,16,7,724,47,78,68,42
Fernando Alarcón,ar ARG,Defender,Instituto,29,1994,21,20,1674,73,37,37,60
Fernando Arce Jr.,us USA,Midfielder,Puebla,26,1996,29,25,2260,58,28,26,70
Fernando Beltrán,mx MEX,Midfielder,Guadalajara,25,1998,34,33,2807,77,72,77,54
Fernando Benítez,ar ARG,Forward,Cen. Córdoba–SdE,23,2000,16,6,587,58,48,80,49
Fernando Cornejo Miranda,cl CHI,Midfielder,cl Palestino,28,1995,5,3,253,75,58,52,37
Fernando David Cardozo,py PAR,Forward,Newell's OB,22,2001,15,9,676,17,28,50,71
Fernando Fernández,py PAR,Forward,py Cerro Porteño,32,1992,3,0,55,31,62,13,71
Fernando Gaibor,ec ECU,Midfielder,ec Barcelona,32,1991,5,3,231,54,57,71,26
Fernando Godoy,ar ARG,Midfielder,Sarmiento,33,1990,3,2,200,28,12,15,64
Fernando González,mx MEX,Forward,UANL,22,2001,4,0,40,38,65,76,10
Fernando Gorriarán,uy URU,Midfielder,UANL,28,1994,33,29,2322,62,83,64,39
Fernando Juárez,ar ARG,Midfielder,Platense,25,1998,26,26,2049,25,34,43,83
Fernando Madrigal,mx MEX,Midfielder,Tijuana,31,1991,28,20,1560,84,42,62,34
Fernando Martínez,ar ARG,Forward,Cen. Córdoba–SdE,23,2000,4,2,205,22,16,41,39
Fernando Marçal,br BRA,Defender,Botafogo (RJ),34,1989,21,11,1133,79,69,69,62
Fernando Meza,ar ARG,Defender,Arg Juniors,33,1990,8,4,470,83,49,34,39
Fernando Navarro Morán,mx MEX,Midfielder,Toluca,34,1989,19,10,758,66,55,74,62
Fernando Ordóñez,mx MEX,Defender,UANL,22,2001,6,1,154,50,71,55,43
Fernando Ovelar,py PAR,Forward,Pachuca,19,2004,2,0,34,39,28,74,8
Fernando Romero,py PAR,Forward,Ind. Rivadavia,23,2000,15,8,656,43,38,28,52
Fernando Rubén González,mx MEX,Midfielder,Guadalajara,29,1994,26,16,1455,29,45,33,62
Fernando Saucedo,bo BOL,Midfielder,bo Bolívar,33,1990,7,7,597,53,56,56,25
Fernando Sobral,br BRA,Midfielder,Cuiabá,29,1994,33,22,2001,51,71,62,66
Fernando Tapia,mx MEX,Goalkeeper,Querétaro,22,2001,15,14,1276,57,49,74,32
Fernando Tobio,ar ARG,Defender,Huracán,34,1989,19,18,1476,65,22,22,51
Fernando Varela,cv CPV,Defender,Casa Pia,35,1987,24,23,2069,35,40,30,44
Fernando Zuqui,ar ARG,Midfielder,Estudiantes–LP,32,1991,9,4,500,43,79,50,44
Fernando Álvarez,co COL,Defender,CF Montréal,20,2003,27,24,2140,57,41,37,47
Ferran Jutglà,es ESP,Forward,Club Brugge,24,1999,26,13,1233,77,57,60,57
Ferreira,br BRA,Forward,São Paulo,26,1997,31,18,1524,76,76,92,61
Fidel Ambríz,mx MEX,Midfielder,León,20,2003,19,15,1422,73,47,53,55
Fidel Barajas,mx MEX,Forward,Real Salt Lake,17,2006,17,5,564,35,70,61,25
Filip Jagiełło,pl POL,Forward,Spezia,25,1997,13,6,527,60,85,55,52
Filip Krastev,bg BUL,Midfielder,Zwolle,21,2001,14,10,902,83,68,86,69
Filip Stankovic,rs SRB,Goalkeeper,Sampdoria,21,2002,37,37,3330,50,51,57,57
Filip Stevanovic,rs SRB,Forward,RKC Waalwijk,20,2002,16,7,625,65,52,75,57
Filipe Augusto,br BRA,Midfielder,Cuiabá,30,1993,19,9,844,28,27,35,49
Filipe Ferreira,pt POR,Defender,Boavista,32,1990,26,20,1729,33,57,63,46
Filipe Relvas,pt POR,Defender,Portimonense,23,1999,32,32,2795,69,56,32,62
