Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Mounaim El Idrissy,fr FRA,Forward,Kortrijk,24,1999,16,9,728,17,27,28,69
Moura,pt POR,Defender,Famalicão,23,1999,33,33,2970,75,86,77,47
Moussa Djenepo,ml MLI,Forward,Standard Liège,25,1998,23,20,1492,41,47,79,54
Moussa N'Diaye,sn SEN,Defender,Anderlecht,21,2002,11,6,646,87,75,74,79
Moussa Sissako,ml MLI,Defender,RWDM,22,2000,16,10,986,25,27,30,72
Moustapha Seck,sn SEN,Midfielder,Portimonense,27,1996,19,10,882,23,37,43,81
Moutir Chajia,be BEL,Forward,Como,25,1998,28,5,878,42,78,82,31
Moïse Bombito,ca CAN,Defender,Colorado Rapids,23,2000,18,17,1548,78,51,49,62
Muhamed Djamanca,gw GNB,Forward,Reggiana,25,1998,25,2,588,26,43,77,47
Muhammed Gümüskaya,tr TUR,Midfielder,Westerlo,22,2001,3,1,79,40,70,61,46
Mujaid Sadick,es ESP,Defender,Genk,23,2000,17,16,1441,23,37,33,66
Munashe Garan'anga,zw ZIM,Defender,Mechelen,22,2001,6,5,437,31,29,49,82
Muriel Becker,br BRA,Goalkeeper,Vitória,36,1987,1,1,90,46,56,44,47
Murilo Cerqueira,br BRA,Defender,Palmeiras,26,1997,30,30,2625,62,54,51,59
Murilo Costa,br BRA,Forward,Gil Vicente FC,28,1994,31,26,1990,44,61,67,56
Murray Wallace,sct SCO,Defender,Millwall,30,1993,30,25,2066,79,64,62,70
Mustapha Bundu,sl SLE,Forward,Plymouth Argyle,26,1997,27,9,964,65,49,64,55
Mycael,br BRA,Goalkeeper,Ath Paranaense,19,2004,19,17,1565,57,48,44,45
Mykhi Joyner,us USA,Forward,St. Louis,17,2006,1,0,45,30,18,41,24
Mykola Kukharevych,ua UKR,Forward,Swansea City,22,2001,10,0,141,66,27,31,66
Myron Boadu,nl NED,Forward,Twente,22,2001,11,2,301,79,34,57,41
Myron Mau-Asam,nl NED,Midfielder,Volendam,19,2004,1,0,9,28,25,21,6
Myron van Brederode,nl NED,Forward,AZ Alkmaar,20,2003,29,13,1311,62,89,87,60
Mádson,br BRA,Defender,Ath Paranaense,32,1992,19,9,975,40,77,54,39
Máximo Oses,ar ARG,Forward,Belgrano,18,2005,2,1,55,61,72,65,69
Nacer Chadli,be BEL,Forward,Westerlo,33,1989,18,9,712,26,75,53,69
Nacho Gil,es ESP,Forward,NE Revolution,28,1995,17,6,632,49,75,59,66
Nachon Nsingi,be BEL,Forward,OH Leuven,22,2001,26,14,1211,49,47,48,38
Naci Ünüvar,nl NED,Forward,Twente,20,2003,19,2,508,84,94,63,47
Nadhir Benbouali,dz ALG,Forward,Charleroi,23,2000,8,3,333,40,37,49,64
Nahki Wells,bm BER,Forward,Bristol City,33,1990,35,17,1521,58,54,40,45
Nahuel Acosta,uy URU,Forward,uy Peñarol,24,1999,2,0,32,45,75,87,43
Nahuel Banegas,ar ARG,Defender,Tigre,27,1996,16,15,1363,74,62,85,62
Nahuel Barrios,ar ARG,Forward,San Lorenzo,25,1998,28,12,1093,34,63,81,54
Nahuel Bustos,ar ARG,Midfielder,San Lorenzo,25,1998,25,8,921,72,56,65,21
Nahuel Estévez,ar ARG,Midfielder,Parma,27,1995,32,25,2303,69,62,27,60
Nahuel Ferraresi,ve VEN,Defender,São Paulo,25,1998,16,10,1014,80,72,67,61
Nahuel Gallardo,ar ARG,Defender,Ind. Rivadavia,25,1998,3,1,138,30,14,25,51
Nahuel Guzmán,ar ARG,Goalkeeper,UANL,37,1986,24,24,2160,52,54,56,57
Nahuel Génez,ar ARG,Defender,Tigre,20,2003,1,1,45,49,79,65,49
Nahuel Losada,ar ARG,Goalkeeper,Lanús,30,1993,22,22,1980,50,66,54,44
Nahuel Manganelli,ar ARG,Goalkeeper,Deportivo Riestra,22,2001,2,2,180,42,43,44,83
Nata,br BRA,Defender,Grêmio,22,2001,12,6,596,32,15,10,42
Natan Girma,ch SUI,Forward,Reggiana,21,2001,26,19,1544,62,50,65,66
Nathan,br BRA,Forward,Grêmio,27,1996,10,4,418,30,43,36,38
Nathan,br BRA,Defender,Internacional,22,2001,29,21,1852,45,49,82,50
Nathan Bishop,eng ENG,Goalkeeper,Sunderland,23,1999,1,1,90,42,42,44,30
Nathan Bitumazala,fr FRA,Forward,Eupen,20,2002,6,0,115,26,56,48,22
Nathan Broadhead,wls WAL,Forward,Ipswich Town,25,1998,38,29,2294,76,62,58,55
Nathan Byrne,eng ENG,Defender,Charlotte,31,1992,31,31,2790,40,76,73,22
Nathan Cardoso,br BRA,Defender,Seattle Sounders,28,1995,4,1,90,37,21,24,48
Nathan Fernandes,br BRA,Forward,Grêmio,18,2005,25,2,713,40,50,81,49
Nathan Fogaça,br BRA,Forward,Portland Timbers,24,1999,16,1,182,84,29,58,45
Nathan Harriel,us USA,Defender,Philadelphia Union,22,2001,29,27,2372,74,71,66,70
Nathan Huygevelde,be BEL,Midfielder,Union SG,19,2004,2,0,4,34,13,37,6
Nathan Lowe,eng ENG,Forward,Stoke City,17,2005,13,3,391,45,12,25,42
Nathan Markelo,cw CUW,Defender,Fortuna Sittard,24,1999,3,1,74,47,73,49,66
Nathan Mendes,br BRA,Defender,RB Bragantino,21,2002,16,11,1165,50,68,65,44
Nathan Ngoy,be BEL,Defender,Standard Liège,20,2003,15,13,1180,82,54,86,60
Nathan Opoku,gh GHA,Forward,OH Leuven,22,2001,18,9,815,42,53,49,53
Nathan Ordaz,sv SLV,Forward,LAFC,20,2004,17,3,381,49,60,57,46
Nathan Saliba,ca CAN,Midfielder,CF Montréal,19,2004,24,18,1651,54,62,60,41
Nathan Silva,br BRA,Defender,UNAM,26,1997,31,31,2747,63,52,42,52
Nathan Tella,ng NGA,Forward,Southampton,24,1999,3,3,269,70,65,70,73
Nathan Tjoe-A-On,id IDN,Forward,Heerenveen,21,2001,4,0,19,41,12,5,52
Nathan Wood-Gordon,eng ENG,Defender,Swansea City,21,2002,26,24,2103,51,35,46,39
Nathaniel Chalobah,eng ENG,Midfielder,West Brom,28,1994,33,7,900,46,69,40,61
Nathaniel Phillips,eng ENG,Defender,Cardiff City,26,1997,18,17,1530,70,32,19,64
Navajo Bakboord,nl NED,Defender,Heracles Almelo,24,1999,22,20,1683,36,72,63,44
Nayel Mehssatou,cl CHI,Midfielder,Kortrijk,21,2002,26,22,1926,31,61,64,39
Nazareno Colombo,ar ARG,Defender,Racing Club,24,1999,21,15,1521,69,54,55,56
Nazariy Rusyn,ua UKR,Forward,Sunderland,24,1998,21,9,795,50,33,30,42
Nazjir Held,cw CUW,Defender,Utrecht,17,2005,1,0,25,53,34,9,44
Nectarios Triantis,au AUS,Defender,Sunderland,20,2003,2,1,92,29,21,34,28
Nehuén Benedetti,ar ARG,Midfielder,Estudiantes–LP,18,2005,3,1,81,31,20,46,32
Nehuén Paz,ar ARG,Defender,Tigre,30,1993,20,20,1780,57,25,30,66
Neil Etheridge,ph PHI,Goalkeeper,Birmingham City,33,1990,2,2,180,42,42,44,30
Nelson,ao ANG,Forward,Vitória,25,1998,15,2,408,59,48,49,81
Nelson Cabanillas,pe PER,Forward,pe Universitario,23,2000,3,0,30,22,13,6,85
Nelson Deossa,co COL,Midfielder,Pachuca,23,2000,16,6,773,91,75,87,61
Nelson Hernández,ve VEN,Defender,ve Dep Táchira,30,1993,5,3,304,43,69,69,59
Nelson Insfrán,ar ARG,Goalkeeper,Gimnasia–LP,28,1995,9,9,809,61,43,44,53
Nelson Palacio,co COL,Midfielder,Real Salt Lake,22,2001,23,5,744,72,64,43,49
Nemanja Jović,rs SRB,Midfielder,Estoril,20,2002,3,0,15,28,10,35,6
Nemanja Radoja,rs SRB,Midfielder,Sporting KC,30,1993,25,25,2127,48,48,39,56
Nenê,br BRA,Forward,Juventude,42,1981,28,19,1506,65,84,43,34
Neris,br BRA,Defender,Cruzeiro,31,1992,22,20,1663,60,30,40,48
Nermin Zolotić,ba BIH,Defender,Casa Pia,30,1993,31,30,2671,60,32,39,51
Nery Domínguez,ar ARG,Midfielder,Lanús,33,1990,14,10,988,33,32,35,59
Neto,br BRA,Midfielder,Casa Pia,31,1991,31,27,2249,57,46,28,47
Newton,br BRA,Midfielder,Criciúma,23,2000,30,26,2299,51,42,57,54
Ngal'Ayel Mukau,cd COD,Midfielder,Mechelen,18,2004,16,15,1148,19,24,37,67
Niall Ennis,eng ENG,Forward,Stoke City,24,1999,25,10,1014,39,22,32,39
Niall Huggins,wls WAL,Defender,Sunderland,22,2000,19,17,1330,79,70,91,38
Niccolò Corrado,it ITA,Midfielder,Modena,23,2000,35,28,2239,36,55,75,35
Niccolò Pietra,it ITA,Midfielder,Spezia,19,2003,5,1,150,19,17,31,70
Nicholas Bonfanti,it ITA,Forward,Pisa,21,2002,26,14,1190,67,23,33,34
Nicholas Gioacchini,us USA,Forward,FC Cincinnati,23,2000,17,7,634,18,20,30,72
Nicholas Hagen,gt GUA,Goalkeeper,Columbus Crew,27,1996,4,3,326,42,42,44,32
Nicholas Ioannou,cy CYP,Defender,Como,27,1995,25,18,1559,87,85,77,38
Nicholas Pierini,it ITA,Forward,Venezia,24,1998,38,25,2114,67,78,48,25
Nicholas Saggionetto,it ITA,Defender,Cittadella,20,2002,1,0,4,29,14,9,6
Nicholas Siega,it ITA,Defender,Südtirol,32,1991,1,0,16,29,12,28,40
Nick Fichtinger,nl NED,Midfielder,Zwolle,19,2004,6,4,352,38,53,30,70
Nick Gillekens,be BEL,Goalkeeper,Westerlo,28,1995,4,4,360,57,46,44,42
Nick Hagglund,us USA,Defender,FC Cincinnati,31,1992,10,6,462,34,28,31,72
Nick Lima,us USA,Defender,NE Revolution,29,1994,25,20,1817,67,57,65,50
Nick Olij,nl NED,Goalkeeper,Sparta R'dam,27,1995,34,34,3060,60,78,65,68
Nick Scardina,us USA,Forward,Charlotte,22,2001,1,0,1,41,40,26,8
Nick Viergever,nl NED,Defender,Utrecht,33,1989,25,23,2048,65,58,47,41
Nicksoen Gomis,fr FRA,Defender,Toronto FC,21,2002,24,23,2041,35,36,49,41
Nicola Bellomo,it ITA,Forward,Bari,32,1991,20,2,339,32,81,51,56
Nicola Falasco,it ITA,Defender,Ascoli,29,1993,17,15,1247,57,82,68,22
Nicola Murru,it ITA,Defender,Sampdoria,28,1994,23,21,1788,62,52,47,47
Nicola Pavan,it ITA,Defender,Cittadella,30,1993,31,30,2702,63,60,40,41
Nicola Rauti,it ITA,Forward,Südtirol,23,2000,24,14,1008,31,45,39,68
Nicola Ravaglia,it ITA,Goalkeeper,Sampdoria,34,1988,1,1,90,42,40,44,30
Nicola Valente,it ITA,Forward,Palermo,31,1991,10,1,278,50,92,81,37
Nicolas Dematei,ar ARG,Defender,Deportivo Riestra,36,1987,4,3,224,35,38,42,32
Nicolas Firmino,us USA,Forward,Atlanta Utd,23,2001,8,2,165,33,53,43,50
Nicolas Fleuriau,ca CAN,Forward,Vancouver W'caps,21,2002,2,0,40,18,10,57,41
Nicolas Fonseca,uy URU,Midfielder,River Plate,25,1998,15,9,880,63,50,42,83
Nicolas Galazzi,it ITA,Midfielder,Brescia,22,2000,33,22,1764,86,77,73,33
Nicolas Isimat-Mirin,fr FRA,Defender,Vitesse,31,1991,27,24,2176,64,55,41,60
Nicolas Madsen,dk DEN,Midfielder,Westerlo,23,2000,27,24,2111,86,75,67,31
Nicolás Acevedo,uy URU,Midfielder,Bahia,24,1999,8,1,268,42,66,72,50
Nicolás Alejandro Rodríguez,uy URU,Midfielder,uy Nacional,32,1991,2,0,41,31,27,34,49
Nicolás Benedetti,co COL,Forward,Mazatlán,26,1997,9,7,531,73,84,70,42
Nicolás Benegas,ar ARG,Forward,Deportivo Riestra,27,1996,17,9,948,70,70,47,65
Nicolás Blandi,ar ARG,Forward,Defensa y Just,34,1990,1,1,45,23,15,5,10
Nicolás Capraro,ar ARG,Defender,Barracas Central,25,1998,25,23,2103,32,32,36,52
Nicolás Caro,ar ARG,Defender,Deportivo Riestra,28,1995,22,20,1808,58,30,20,37
Nicolás Castro,ar ARG,Midfielder,Atlé Tucumán,33,1990,11,3,364,43,63,33,78
Nicolás Colazo,ar ARG,Midfielder,Gimnasia–LP,33,1990,18,17,1453,63,66,49,66
Nicolás Cordero,ar ARG,Forward,Querétaro,24,1999,28,6,862,33,28,31,58
Nicolás De La Cruz,uy URU,Midfielder,Flamengo,26,1997,24,20,1691,77,91,75,40
Nicolás Demartini,ar ARG,Defender,Barracas Central,24,1999,17,15,1400,67,39,31,77
Nicolás Dubersarsky,ar ARG,Midfielder,Instituto,19,2004,23,21,1806,32,34,27,56
Nicolás Díaz Huincales,cl CHI,Defender,Tijuana,24,1999,29,29,2450,45,58,61,62
Nicolás Fernández,ar ARG,Forward,Belgrano,27,1996,19,17,1367,70,65,27,27
Nicolás Fernández,ar ARG,Defender,Estudiantes–LP,21,2002,4,2,242,47,60,62,72
Nicolás Freire,ar ARG,Defender,Inter Miami,29,1994,10,9,738,33,43,33,47
Nicolás Gaitán,ar ARG,Forward,Sarmiento,35,1988,16,16,1286,37,69,36,61
Nicolás Garayalde,ar ARG,Midfielder,Gimnasia–LP,24,1999,18,16,1275,36,49,32,75
Nicolás González,es ESP,Midfielder,Porto,21,2002,25,20,1699,69,73,74,65
Nicolás Hernández,co COL,Defender,Banfield,26,1998,16,16,1394,32,39,37,47
Nicolás Ibáñez,ar ARG,Forward,UANL,28,1994,31,13,1456,72,48,25,44
Nicolás Linares,ar ARG,Midfielder,cl Palestino,27,1996,5,4,375,30,15,24,41
Nicolás Lodeiro,uy URU,Forward,Orlando City,34,1989,34,16,1707,46,94,52,57
Nicolás López,uy URU,Forward,UANL,29,1993,31,15,1419,72,76,68,44
Nicolás Meriano,ar ARG,Defender,Belgrano,23,2000,8,6,474,37,58,46,66
Nicolás Morgantini,ar ARG,Defender,Lanús,29,1994,14,13,1060,44,64,73,48
Nicolás Orsini,ar ARG,Forward,Unión,29,1994,22,20,1542,59,46,29,53
Nicolás Oróz,ar ARG,Forward,Arg Juniors,29,1994,24,18,1490,58,62,44,59
Nicolás Otamendi,ar ARG,Defender,Benfica,35,1988,31,31,2752,65,60,55,65
Nicolás Palavecino,ar ARG,Forward,Defensa y Just,20,2003,13,8,652,30,54,57,68
Nicolás Paz,ar ARG,Defender,Unión,21,2002,20,19,1473,26,43,56,62
Nicolás Quagliata,uy URU,Forward,Cen. Córdoba–SdE,24,1999,8,0,114,52,81,73,78
Nicolás Ramírez Aguilera,cl CHI,Defender,ec Barcelona,26,1997,6,6,540,30,16,24,30
Nicolás Romero,ar ARG,Defender,Atlé Tucumán,20,2003,26,24,2129,37,36,40,50
Nicolás Sansotre,ar ARG,Defender,Deportivo Riestra,30,1993,26,26,2243,34,59,42,51
Nicolás Serrano,es ESP,Forward,Zwolle,20,2003,10,0,147,44,82,68,53
Nicolás Servetto,ar ARG,Forward,Atlé Tucumán,27,1996,2,0,29,28,11,31,36
Nicolás Sumavil,ar ARG,Goalkeeper,Platense,24,1999,1,1,90,42,40,44,30
Nicolás Sánchez,ar ARG,Forward,Gimnasia–LP,19,2004,1,0,5,22,12,5,10
Nicolás Tolosa,ar ARG,Defender,Barracas Central,22,2001,2,2,180,44,27,47,33
Nicolás Tripichio,ar ARG,Midfielder,San Lorenzo,28,1996,16,15,1231,39,59,59,75
Nicolás Vallejo,ar ARG,Forward,Independiente,20,2004,4,2,169,15,25,45,63
Nicolás Árevalo,co COL,Midfielder,co Millonarios,20,2003,1,0,10,46,30,66,49
Nicolò Bertola,it ITA,Defender,Spezia,20,2003,16,13,1129,62,40,40,37
Nicolò Brighenti,it ITA,Defender,Catanzaro,33,1989,30,29,2563,63,39,36,63
Nicolò Buso,it ITA,Forward,Calcio Lecco 1912,23,2000,34,28,2406,75,44,55,54
Niklas Pyyhtiä,fi FIN,Midfielder,Ternana,19,2003,31,18,1700,60,58,47,53
Niklas Vesterlund,dk DEN,Forward,Utrecht,24,1999,9,3,274,26,23,31,75
Niklo Dailly,be BEL,Midfielder,RWDM,21,2001,11,3,327,31,36,56,64
Niko Tsakiris,us USA,Midfielder,SJ Earthquakes,18,2005,25,19,1468,31,55,47,35
Nikola Jojić,rs SRB,Midfielder,Stoke City,19,2003,1,0,1,28,10,38,6
Nikola Petković,rs SRB,Midfielder,Charlotte,20,2003,14,5,500,72,50,72,29
Nikola Sekulov,it ITA,Defender,Cremonese,21,2002,1,0,19,53,12,55,48
Nikola Storm,be BEL,Forward,Mechelen,28,1994,16,11,982,53,80,81,53
Nikola Štulić,rs SRB,Forward,Charleroi,21,2001,15,5,445,43,34,26,69
Nikolas Agrafiotis,nl NED,Forward,Excelsior,23,2000,18,10,758,78,51,24,64
Nikolas Dyhr,dk DEN,Defender,St. Louis,22,2001,5,2,138,44,70,35,24
Nikão,br BRA,Forward,Ath Paranaense,31,1992,26,19,1624,78,76,56,66
Nils De Wilde,be BEL,Midfielder,Cercle Brugge,20,2003,17,8,722,42,63,48,35
Nils Rossen,nl NED,Forward,NEC Nijmegen,17,2005,3,0,31,22,28,7,8
Nilson Angulo,ec ECU,Forward,Anderlecht,20,2003,8,0,48,88,82,91,41
Nilton Varela,pt POR,Midfielder,Estrela,22,2001,12,6,554,27,40,53,78
Nimfasha Berchimas,us USA,Forward,Charlotte,15,2008,3,0,23,40,16,48,31
Nino Galović,hr CRO,Defender,Arouca,31,1992,18,16,1441,22,36,27,31
Njabulo Blom,za RSA,Midfielder,St. Louis,24,1999,16,11,877,65,33,51,60
Nkanyiso Shinga,za RSA,Midfielder,Estrela,23,2000,10,6,516,38,30,39,72
Nkosi Tafari,us USA,Defender,FC Dallas,26,1997,28,25,2251,76,53,27,40
Noa Lang,nl NED,Forward,PSV Eindhoven,24,1999,11,8,583,94,91,86,22
Noah Adedeji,be BEL,Forward,Genk,18,2005,3,0,19,18,11,59,53
Noah Allen,us USA,Defender,Inter Miami,19,2004,18,8,927,24,43,52,44
Noah Cobb,us USA,Defender,Atlanta Utd,18,2005,19,16,1353,27,29,19,46
Noah Dodeigne,be BEL,Forward,Standard Liège,20,2003,2,0,40,27,11,5,58
Noah Eile,se SWE,Defender,NY Red Bulls,21,2002,29,27,2418,45,66,53,58
Noah Fadiga,sn SEN,Forward,Gent,23,1999,15,3,414,22,38,59,74
Noah Mawene,eng ENG,Midfielder,Preston,18,2005,7,2,167,21,15,14,66
Noah Naujoks,nl NED,Forward,Excelsior,21,2002,23,10,1051,17,28,18,75
Noah Ohio,nl NED,Forward,Hull City,20,2003,22,3,562,70,32,27,36
Noah Sadiki,cd COD,Midfielder,Union SG,18,2004,27,11,1145,39,62,57,62
Noel Buck,eng ENG,Forward,NE Revolution,18,2005,13,7,537,49,61,25,58
Noel Caliskan,de GER,Midfielder,Real Salt Lake,23,2000,5,2,202,28,59,32,66
Noha Lemina,fr FRA,Midfielder,Sampdoria,18,2005,1,0,16,51,71,57,50
Nolan Norris,us USA,Midfielder,FC Dallas,18,2005,4,2,194,37,25,34,48
Nonato,br BRA,Midfielder,Fluminense,25,1998,11,2,340,34,49,41,68
Nonoca,br BRA,Midfielder,Portimonense,25,1998,28,22,1921,43,34,23,68
Norberto Briasco,am ARM,Forward,Boca Juniors,27,1996,8,6,490,58,28,38,64
Nordin Bakker,nl NED,Goalkeeper,Almere City,25,1997,29,29,2596,56,71,44,77
Nordin Jackers,be BEL,Goalkeeper,Club Brugge,25,1997,3,2,261,56,42,44,63
Norman Bassette,be BEL,Forward,Mechelen,18,2004,15,6,576,74,19,59,51
Nouhou Tolo,cm CMR,Defender,Seattle Sounders,26,1997,27,26,2202,38,60,78,45
Novak Mićović,rs SRB,Goalkeeper,LA Galaxy,22,2001,2,2,180,46,56,44,32
Nuno Gonçalo Moreira,pt POR,Forward,Casa Pia,24,1999,30,28,1980,55,76,51,55
Nuno Matos,pt POR,Defender,Braga,18,2004,1,0,13,48,12,66,3
Nuno Namora,pt POR,Midfielder,Rio Ave,25,1998,4,0,30,46,30,51,49
Nuno Santos,pt POR,Midfielder,Sporting CP,28,1995,31,24,2063,81,88,75,40
Nuno Santos,pt POR,Forward,Vitória,24,1999,27,9,959,63,88,66,45
Nunzio Lella,it ITA,Midfielder,Venezia,23,2000,20,12,815,46,61,61,42
Né lopes,pt POR,Defender,Gil Vicente FC,23,2000,5,3,258,34,31,52,68
Nélson Oliveira,pt POR,Forward,Vitória,31,1991,15,6,604,70,45,42,50
Néstor Araujo,mx MEX,Defender,América,31,1991,6,6,527,29,33,16,53
Néstor Breitenbruch,ar ARG,Defender,Atlé Tucumán,28,1995,13,11,938,79,53,55,70
Néstor Giménez,py PAR,Defender,py Libertad,26,1997,4,4,360,52,92,62,43
Néstor Jiménez,ve VEN,Forward,ve Caracas,20,2003,3,1,124,25,23,19,17
Néstor Vidrio,mx MEX,Defender,Mazatlán,34,1989,4,4,290,37,20,42,57
Nícolas Andrade,br BRA,Goalkeeper,Pisa,35,1988,31,31,2790,54,65,57,66
Nökkvi Þórisson,is ISL,Forward,St. Louis,24,1999,30,10,1190,62,43,58,62
Núrio Fortuna,ao ANG,Midfielder,Gent,28,1995,10,4,394,21,31,32,78
Obed Vargas,mx MEX,Forward,Seattle Sounders,18,2005,30,28,2536,36,55,35,72
Obinna Nwobodo,ng NGA,Midfielder,FC Cincinnati,27,1996,30,29,2456,30,38,47,59
Oday Dabbagh,ps PLE,Forward,Charleroi,24,1998,21,17,1463,53,37,48,44
Odysseas Vlachodimos,gr GRE,Goalkeeper,Benfica,29,1994,1,1,90,42,41,44,30
Odysseus Velanas,nl NED,Forward,Zwolle,25,1998,31,24,2143,57,65,47,53
Ogundana Shola,ng NGA,Midfielder,Flamengo,18,2005,1,0,2,24,13,38,6
Okay Yokuşlu,tr TUR,Midfielder,West Brom,29,1994,44,41,3221,41,37,33,71
Ole Romeny,id IDN,Forward,Utrecht,23,2000,15,4,518,48,30,66,51
Oleksandr Filin,ru RUS,Defender,Eupen,27,1996,12,9,871,34,50,52,68
Oleksandr Svatok,ua UKR,Defender,Austin,29,1994,6,4,408,21,16,12,32
Oliver Abildgaard,dk DEN,Midfielder,Como,27,1996,28,20,1865,70,57,41,62
Oliver Braude,no NOR,Defender,Heerenveen,19,2004,28,24,2116,37,68,71,58
Oliver Burke,sct SCO,Forward,Birmingham City,26,1997,21,11,1007,19,26,40,70
Oliver Cooper,wls WAL,Forward,Swansea City,23,1999,34,12,1225,40,44,39,65
Oliver Edvardsen,no NOR,Forward,Go Ahead Eag,24,1999,33,30,2346,62,61,53,55
Oliver Larraz,us USA,Midfielder,Colorado Rapids,22,2001,34,25,2198,51,56,58,57
Oliver Paz Benítez,ar ARG,Defender,ve Dep Táchira,32,1991,2,2,180,38,35,12,26
Oliver Rathbone,eng ENG,Midfielder,Rotherham Utd,26,1996,42,39,3288,50,47,54,55
Oliver Semmle,de GER,Goalkeeper,Philadelphia Union,25,1998,17,14,1408,52,42,44,45
Oliver Turton,eng ENG,Defender,Huddersfield,30,1992,3,2,169,38,16,47,27
Olivier Boscagli,fr FRA,Defender,PSV Eindhoven,25,1997,33,32,2832,83,84,74,59
Olivier Deman,be BEL,Midfielder,Cercle Brugge,23,2000,5,4,380,44,73,62,82
Olivier Dumont,be BEL,Midfielder,Sint-Truiden,21,2002,12,0,77,38,19,33,91
Olivier Giroud,fr FRA,Forward,LAFC,37,1986,10,7,605,22,30,21,47
Olivier Mbaizo,cm CMR,Defender,Philadelphia Union,26,1997,21,12,1110,40,71,67,41
Ollie Tanner,eng ENG,Forward,Cardiff City,21,2002,36,9,1232,56,70,80,78
Omar Albornoz,co COL,Forward,co Junior,28,1995,1,0,20,22,9,19,8
Omar Campos,mx MEX,Defender,Santos,21,2002,46,36,3292,48,73,80,48
Omar Fernández Frasica,co COL,Forward,León,30,1993,14,2,357,58,93,71,45
Omar Gonzalez,us USA,Defender,FC Dallas,35,1988,15,10,837,29,23,10,28
Omar Govea,mx MEX,Midfielder,Monterrey,27,1996,30,16,1621,34,77,45,47
Omar Israel Mendoza,mx MEX,Midfielder,Querétaro,34,1988,25,25,1981,34,39,31,66
Omar Moreno,mx MEX,Forward,Mazatlán,18,2005,4,0,57,60,55,49,31
Omar Valencia,pa PAN,Midfielder,NY Red Bulls,19,2004,1,0,2,28,11,7,53
Omari Glasgow,gy GUY,Midfielder,Chicago Fire,20,2003,2,0,36,34,75,71,78
Omari Hutchinson,eng ENG,Forward,Ipswich Town,19,2003,44,20,2195,83,77,87,54
Omir Fernandez,us USA,Forward,Colorado Rapids,24,1999,33,19,1691,45,66,62,54
Omri Gandelman,il ISR,Midfielder,Gent,23,2000,22,7,787,85,50,47,46
Ondřej Lingr,cz CZE,Forward,Feyenoord,24,1998,20,0,340,80,57,66,44
Onel Hernández,cu CUB,Forward,Norwich City,30,1993,30,13,1184,35,65,76,60
Orest Lebedenko,ua UKR,Defender,Vizela,24,1998,23,16,1448,79,63,70,61
Oriol Busquets,es ESP,Midfielder,Arouca,24,1999,18,3,436,42,59,28,36
Orji Okwonkwo,ng NGA,Forward,Reggiana,25,1998,5,1,156,25,29,45,61
Orkun Kökçü,tr TUR,Midfielder,Benfica,22,2000,27,23,1786,92,92,74,36
Orlando Gil,py PAR,Goalkeeper,San Lorenzo,23,2000,1,1,90,42,41,44,55
Osama Rashid,iq IRQ,Forward,Vizela,31,1992,7,0,29,63,87,26,25
Osame Sahraoui,ma MAR,Forward,Heerenveen,22,2001,32,28,2469,75,82,89,38
Oscar Arias,ar ARG,Defender,San Lorenzo,19,2005,9,9,726,41,49,58,65
Oscar Estupiñan,co COL,Forward,Bahia,27,1996,15,1,328,70,47,22,45
Oscar Fraulo,dk DEN,Midfielder,Utrecht,19,2003,32,24,2094,58,67,67,48
Oscar Garrido,ar ARG,Midfielder,Cen. Córdoba–SdE,26,1997,5,4,321,33,31,48,23
Oscar Jiménez,mx MEX,Goalkeeper,América,34,1988,6,5,495,42,42,44,61
Oscar Macías,mx MEX,Midfielder,Atlético,25,1998,3,0,49,47,30,82,55
Oscar Salomón,ar ARG,Forward,Platense,24,1999,4,1,111,22,12,5,43
Oscar Uddenäs,se SWE,Forward,Excelsior,20,2002,23,2,470,68,23,33,67
Oscar Verhoeven,us USA,Defender,SJ Earthquakes,17,2006,6,5,401,32,31,51,53
Oscar Villa,mx MEX,Defender,León,22,2001,3,0,41,44,17,67,78
Oskar Buur,dk DEN,Defender,Volendam,25,1998,24,20,1648,48,61,79,42
Osman Bukari,gh GHA,Forward,Austin,25,1998,9,8,614,52,80,84,45
Osman Kakay,sl SLE,Defender,QPR,25,1997,23,18,1575,37,51,70,43
Osvaldo,br BRA,Forward,Vitória,36,1987,19,17,1072,55,52,58,42
Osvaldo Rodríguez del Portal,mx MEX,Defender,León,26,1996,30,23,2008,69,64,55,53
Otavio Ataide,br BRA,Defender,Famalicão,21,2002,29,27,2462,70,63,57,54
Othman Boussaid,be BEL,Forward,Utrecht,23,2000,29,23,1974,63,87,75,41
Otso Liimatta,fi FIN,Forward,Famalicão,19,2004,12,5,464,17,26,45,51
Otávio,br BRA,Midfielder,Atlético Mineiro,29,1994,34,27,2315,28,34,36,59
Otávio,pt POR,Forward,Porto,28,1995,1,1,90,51,42,25,18
Ousman jabang,us USA,Defender,CF Montréal,22,2001,1,0,3,29,12,39,51
Ousmane Diomande,ci CIV,Defender,Sporting CP,19,2003,26,25,2115,73,59,54,50
Oussama Idrissi,ma MAR,Forward,Pachuca,27,1996,23,17,1496,77,85,92,53
Ousseni Bouda,bf BFA,Forward,SJ Earthquakes,23,2000,12,3,374,52,22,53,54
Owen González,mx MEX,Forward,Pachuca,20,2003,9,0,216,71,72,92,22
