Player,Nation,Team,General Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Alesson,BRA,Mirassol,Forward,26,1999,18,10,987,0.36,0.37,1.55,0.64,0.0,0.0,2.83,0.46,18.51,24.44,11.31,13.13,4.92,6.29,1.28,2.74,0.46,0.16,1.73,1.0,1.91,1.09,2.1,3.01,8.39,1.82,1.0,0.36,1.09,0.36,0.91,2.83,1.91,1.82,0.46,0.91,0.0,38.66,0.82,5.47,14.41,19.79,3.56,38.66,4.92,2.1,23.8,2.1,0.55,2.74,2.64,27.17,0.09,0.0,0.0,2.19,1.28,0.91,0.0,0.0,0.0,4.83,1.28,1.28,5.38,13.5,0.0,3.56,1.0,0.36,0.09,-0.03,0.0,75.74,86.14,78.22,46.72,54.95,42.68
Alex Arce,PAR,Ind. Rivadavia,Forward,30,3990,14,13,1063,0.51,0.39,2.62,1.02,0.0,0.0,1.61,0.42,13.8,22.69,7.62,11.43,5.08,7.79,0.93,1.52,0.08,0.02,0.59,1.86,0.34,0.08,3.05,0.85,5.0,0.34,0.34,0.0,0.25,0.08,0.08,0.68,0.59,0.42,0.25,1.02,0.0,34.46,1.19,2.71,16.93,15.07,3.81,34.46,1.69,0.76,15.92,0.85,0.42,2.88,1.86,23.96,0.25,0.0,0.0,2.29,0.85,0.93,0.0,0.0,0.0,2.71,6.1,5.76,4.74,8.89,0.0,0.85,0.34,0.51,0.17,0.31,0.0,60.82,66.67,65.21,61.18,100.0,44.97
Alex Cochrane,ENG,Birmingham City,Defender,25,2000,10,9,778,0.0,0.02,0.69,0.23,0.0,0.0,2.08,0.12,48.24,67.56,23.37,25.1,20.94,27.3,3.35,13.07,0.12,0.08,0.93,4.28,0.35,0.23,5.21,1.16,1.62,1.39,0.58,0.93,0.35,0.12,1.27,2.2,0.93,0.46,1.04,3.59,0.0,77.04,2.2,23.25,38.98,15.27,0.23,77.04,0.58,0.23,35.86,0.81,0.12,0.58,0.23,44.54,0.23,0.0,0.0,0.46,1.5,0.0,0.0,0.0,0.0,2.89,1.74,1.97,0.81,7.98,0.0,0.69,0.58,0.0,0.12,-1.0,0.0,71.4,93.11,76.7,25.63,41.73,39.66
Alex Ferrari,ITA,Sampdoria,Defender,31,1994,3,3,262,0.0,0.0,0.69,0.34,0.0,0.0,0.69,0.0,40.53,46.03,7.56,8.93,27.82,30.57,3.78,4.81,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,1.72,1.37,1.72,0.0,0.0,1.03,1.37,0.34,1.72,0.69,6.18,0.34,58.74,8.24,34.01,22.67,2.06,0.34,58.74,1.03,0.69,25.76,0.34,0.0,0.0,0.0,28.85,0.0,0.0,0.0,0.69,0.69,0.0,0.0,0.0,0.0,4.47,2.75,1.72,0.0,1.03,0.0,0.0,1.37,0.0,0.34,0.0,0.0,88.05,84.66,91.0,78.59,79.65,66.99
Alex Franco,PAR,Olimpia,Midfielder,24,2001,4,3,212,0.0,0.08,2.55,0.85,0.0,0.0,3.4,0.0,22.5,37.78,7.64,13.16,11.46,16.56,2.97,5.09,0.0,0.04,0.85,2.97,1.7,0.85,5.09,0.85,3.4,3.4,1.7,1.27,2.12,0.0,1.27,2.55,1.27,1.7,0.85,0.42,0.0,51.79,0.42,7.22,29.72,15.28,1.27,51.79,0.42,0.42,19.53,0.0,0.0,1.7,0.85,30.57,0.0,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,2.55,1.7,1.27,2.55,9.34,0.0,2.55,1.7,0.0,0.42,-1.0,0.0,59.56,58.05,69.2,58.35,50.0,100.0
Alex Freeman,USA,Orlando City,Defender,21,2004,29,26,2453,0.22,0.21,1.69,0.55,0.0,0.0,3.78,0.18,38.78,47.73,19.19,22.01,16.62,19.78,2.35,3.74,0.11,0.19,1.61,2.53,1.03,0.18,4.04,2.49,7.04,1.54,0.99,1.14,0.37,0.04,0.81,1.32,0.51,1.03,0.95,3.45,0.0,59.84,3.41,16.29,23.74,20.47,4.18,59.84,2.38,1.32,31.11,1.47,0.99,0.88,0.99,36.98,0.15,0.0,0.0,0.73,1.32,0.26,0.0,0.0,0.0,4.77,2.05,1.47,1.87,13.58,0.0,2.2,0.99,0.22,0.04,0.05,0.0,81.25,87.19,84.02,62.83,64.29,55.46
Alex Harris,USA,Colorado Rapids,Forward,20,2005,4,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,28.64,12.27,14.32,6.14,8.18,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.05,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.73,0.0,2.05,8.18,24.55,0.0,32.73,2.05,2.05,26.59,2.05,0.0,2.05,4.09,28.64,0.0,0.0,0.0,4.09,0.0,2.05,0.0,0.0,0.0,2.05,2.05,0.0,6.14,8.18,0.0,0.0,0.0,0.0,2.05,0.0,0.0,71.4,85.68,75.06,0.0,0.0,100.0
Alex Luna,ARG,Instituto,Forward,21,2004,28,28,2388,0.3,0.24,2.68,0.83,0.08,0.08,2.98,0.3,19.52,28.68,9.95,12.32,6.9,9.23,1.73,3.88,0.11,0.11,1.13,1.81,1.17,0.41,3.77,2.3,6.86,1.13,0.79,0.15,0.6,0.38,0.64,1.24,0.6,1.47,0.72,0.11,0.0,44.96,0.15,2.19,18.77,25.06,2.83,44.89,4.64,1.73,28.23,2.45,0.83,4.03,2.53,33.24,0.3,0.0,0.0,1.24,4.3,0.41,0.04,0.0,0.0,3.99,0.38,0.98,6.56,12.93,0.0,2.41,0.79,0.3,0.04,0.25,0.0,68.06,80.76,74.76,44.59,69.91,37.28
Alex Matos,ENG,Sheffield Utd,Midfielder,21,2004,5,3,270,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.33,42.67,19.67,21.0,14.67,16.67,1.33,3.0,0.0,0.07,0.33,1.33,0.67,0.0,2.67,1.33,1.33,1.67,1.0,0.67,1.0,0.0,1.0,2.0,1.0,1.33,1.0,1.33,0.0,54.67,3.0,11.0,32.0,12.33,1.33,54.67,1.0,0.33,27.67,0.67,0.67,1.33,1.0,34.67,0.0,0.0,0.0,2.67,2.67,0.0,0.0,0.0,0.0,4.0,3.0,1.33,2.33,5.33,0.0,1.33,1.0,0.0,0.33,0.0,0.0,87.49,93.67,88.0,44.33,59.88,33.0
Alex McCarthy,ENG,Southampton,Goalkeeper,35,1989,6,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,20.83,32.17,5.0,5.0,9.17,9.33,6.5,17.17,0.0,0.0,0.0,0.67,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,34.0,26.67,33.0,1.0,0.0,0.0,34.0,0.0,0.0,17.17,0.0,0.0,0.0,0.0,13.83,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,64.75,100.0,98.29,37.86,0.0,0.0
Alex Mighten,ENG,San Diego FC,Forward,23,2002,26,11,1049,0.09,0.18,1.89,0.6,0.0,0.0,2.4,0.09,16.13,20.93,11.58,13.13,3.78,5.23,0.17,0.69,0.0,0.09,0.94,0.6,0.51,0.0,1.29,4.38,10.98,0.69,0.51,0.17,0.26,0.26,0.43,0.69,0.26,0.51,0.51,0.17,0.0,32.86,0.17,3.17,9.27,20.93,4.98,32.86,5.32,2.57,23.59,2.23,2.06,2.75,2.06,26.94,0.09,0.0,0.0,0.77,2.49,0.17,0.09,0.0,0.0,2.32,0.0,0.94,4.8,16.64,0.0,2.57,0.51,0.09,0.09,-0.5,0.0,77.07,88.19,72.28,24.64,73.91,48.31
Alex Mowatt,ENG,West Brom,Midfielder,30,1995,12,11,923,0.0,0.03,1.07,0.2,0.0,0.0,3.51,0.29,56.94,66.31,26.62,27.89,23.79,26.81,4.97,8.87,0.1,0.2,1.46,5.17,0.78,0.29,5.66,1.27,0.49,1.27,0.78,0.59,0.68,0.0,0.68,1.46,0.78,0.98,1.27,1.07,0.1,74.01,2.73,16.58,41.44,16.77,0.88,74.01,0.39,0.1,39.59,1.85,0.2,0.98,0.2,50.61,0.2,0.0,0.0,0.88,1.56,0.0,0.0,0.0,0.0,4.58,0.98,1.37,1.17,7.41,0.0,1.27,0.78,0.0,0.1,-1.0,0.0,85.87,95.45,88.74,56.03,61.42,25.64
Alex Muralha,BRA,Mirassol,Goalkeeper,35,1989,7,7,630,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.14,21.71,28.29,6.0,6.14,10.14,10.43,5.29,11.43,0.0,0.0,0.14,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.14,31.14,24.71,31.0,0.14,0.0,0.0,31.14,0.0,0.0,17.14,0.0,0.0,0.0,0.0,13.57,0.29,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,2.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,76.74,97.72,97.22,46.28,0.0,0.0
Alex Muyl,USA,Nashville SC,Forward,30,1995,32,28,2230,0.04,0.15,1.29,0.65,0.0,0.0,1.9,0.2,20.62,27.48,12.11,14.0,6.74,8.56,0.73,1.78,0.16,0.06,0.93,1.05,0.28,0.04,1.9,1.78,5.29,1.45,0.85,0.52,0.73,0.2,0.73,2.1,1.37,1.01,0.89,0.69,0.0,37.53,1.09,7.55,15.94,14.57,2.87,37.53,1.74,0.81,21.67,1.17,0.57,1.98,1.25,24.62,0.2,0.0,0.0,1.49,1.45,0.2,0.0,0.0,0.0,4.52,0.48,1.05,3.23,8.96,0.0,0.89,0.85,0.04,0.04,-0.73,0.0,75.04,86.5,78.74,41.01,58.62,46.55
Alex Palmer,ENG,Ipswich Town,Goalkeeper,29,1996,10,10,833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06,34.68,8.32,8.43,15.13,15.34,5.4,10.59,0.0,0.0,0.0,0.32,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.22,0.11,0.11,0.0,0.54,0.0,36.41,27.77,35.22,1.19,0.0,0.0,36.41,0.11,0.11,23.12,0.0,0.0,0.11,0.0,20.53,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,3.03,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,83.79,98.7,98.63,50.99,100.0,100.0
Alex Plat,NED,Volendam,Midfielder,27,1998,5,3,195,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,27.69,36.92,14.77,16.62,9.69,12.92,2.77,5.08,0.0,0.05,1.38,2.31,0.46,0.0,4.15,0.46,4.62,1.38,1.38,1.38,0.0,0.0,0.46,1.38,0.92,0.46,2.31,1.85,0.0,48.46,3.23,13.38,24.0,12.0,1.38,48.46,0.46,0.46,24.46,0.0,0.46,1.85,0.46,28.15,0.0,0.0,0.0,0.92,2.77,0.0,0.0,0.0,0.0,7.85,0.92,0.46,2.31,9.23,0.0,0.92,1.38,0.0,0.46,0.0,0.0,75.0,88.87,75.0,54.53,100.0,100.0
Alex Roldan,SLV,Seattle Sounders,Midfielder,29,1996,29,24,2116,0.0,0.05,1.15,0.34,0.0,0.0,2.76,0.21,56.65,67.07,27.86,30.54,23.18,26.67,4.42,6.89,0.09,0.14,1.11,4.34,1.53,0.43,4.81,1.4,5.83,1.83,1.49,0.85,0.68,0.3,0.77,1.62,0.85,1.15,1.15,3.87,0.17,78.56,4.68,22.97,33.43,22.67,1.57,78.56,0.72,0.3,46.62,1.23,0.38,1.11,0.34,53.59,0.09,0.0,0.0,0.3,1.19,0.09,0.0,0.0,0.0,4.34,0.94,0.81,1.45,12.04,0.0,2.34,1.49,0.0,0.04,-1.0,0.0,84.46,91.22,86.91,64.15,81.42,41.67
Alex Sandro,BRA,Flamengo,Defender,34,3982,25,23,1915,0.0,0.01,0.33,0.05,0.0,0.0,1.97,0.19,57.71,66.78,28.81,30.92,24.3,26.6,3.99,7.14,0.0,0.08,0.75,6.86,1.03,0.38,7.61,2.11,3.38,1.36,0.7,0.42,0.66,0.28,0.23,0.47,0.23,0.75,0.99,2.96,0.05,75.52,3.29,18.52,38.58,18.99,1.13,75.52,1.46,0.75,42.72,2.02,0.28,0.85,0.66,51.13,0.23,0.0,0.0,2.3,0.99,0.09,0.0,0.0,0.0,4.46,1.46,0.7,1.5,13.11,0.0,1.69,0.7,0.0,0.09,-1.0,0.0,86.42,93.18,91.35,55.88,51.47,51.37
Alex Santana,BRA,Corinthians,Midfielder,30,3990,11,5,495,0.0,0.15,1.27,0.0,0.0,0.0,1.09,0.0,38.0,42.91,17.64,19.27,17.09,19.09,2.36,3.27,0.0,0.05,0.18,4.73,0.18,0.0,3.45,1.09,1.09,0.73,0.55,0.36,0.36,0.0,0.55,1.27,0.73,0.36,0.91,1.64,0.0,51.64,2.18,10.73,36.18,5.82,1.09,51.64,0.73,0.55,32.73,0.91,0.0,1.45,1.45,38.36,0.91,0.0,0.0,2.18,2.0,0.18,0.0,0.0,0.0,4.55,1.09,0.91,2.91,5.64,0.0,0.18,0.55,0.0,0.36,-1.0,0.0,88.56,91.54,89.52,72.17,75.34,75.34
Alex Teixeira,BRA,Vasco da Gama,Forward,35,1990,9,0,118,0.0,0.23,3.05,1.53,0.0,0.0,0.0,0.0,36.61,41.19,25.17,25.93,8.39,9.15,2.29,3.05,0.0,0.0,0.0,1.53,0.0,0.0,0.0,1.53,4.58,2.29,0.76,0.76,1.53,0.0,0.0,0.76,0.76,1.53,0.0,3.05,0.76,55.68,3.05,7.63,32.8,15.25,5.34,55.68,0.76,0.76,34.32,3.05,0.76,1.53,0.76,43.47,0.76,0.0,0.0,1.53,0.76,0.0,0.0,0.0,0.0,2.29,0.76,4.58,2.29,6.1,0.0,0.76,0.76,0.0,0.76,-1.0,0.0,88.88,97.07,91.69,75.08,33.19,100.0
Alex Telles,BRA,Botafogo (RJ),Defender,32,3984,28,24,1923,0.14,0.1,0.89,0.19,0.09,0.09,2.9,0.23,44.7,55.04,23.87,25.37,16.19,19.33,3.93,8.75,0.23,0.15,1.83,3.88,1.03,0.75,4.12,1.5,4.07,1.03,0.84,0.61,0.37,0.05,0.61,1.22,0.61,0.47,0.66,2.67,0.05,62.81,2.9,16.94,28.13,18.07,0.66,62.71,0.61,0.33,31.87,1.36,0.09,1.22,0.42,37.39,0.05,0.0,0.0,1.03,0.75,0.05,0.0,0.0,0.0,3.79,0.89,0.56,1.64,9.69,0.0,1.87,0.84,0.14,0.09,0.4,0.0,81.21,94.09,83.76,44.91,81.55,54.1
Alex Vigo,ARG,Sarmiento,Forward,26,1999,22,16,1564,0.0,0.05,0.92,0.29,0.0,0.0,2.19,0.29,29.75,40.05,12.6,14.79,13.93,18.41,2.7,4.89,0.12,0.13,0.81,2.36,1.04,0.35,3.34,1.55,6.04,2.3,1.55,1.15,1.04,0.12,1.44,2.3,0.86,1.27,1.21,2.93,0.06,54.09,2.24,13.35,24.92,16.75,1.55,54.09,2.19,1.21,20.2,0.98,0.35,2.42,0.69,24.57,0.23,0.0,0.0,1.5,0.75,0.46,0.0,0.06,0.0,4.14,1.27,1.09,3.11,10.93,0.0,1.73,1.55,0.0,0.06,-1.0,0.0,74.28,85.19,75.67,55.21,67.39,55.25
Alex Williams,WAL,West Brom,Forward,20,2005,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,30.0,30.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,30.0,0.0,150.0,0.0,60.0,60.0,30.0,0.0,150.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,60.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0
Alexander Alvarado,ECU,LDU de Quito,Forward,26,1999,6,4,375,0.24,0.22,1.44,0.48,0.0,0.0,5.04,0.48,38.16,45.36,20.88,22.08,14.4,17.52,2.4,3.6,0.24,0.07,1.68,5.76,1.2,0.0,7.44,1.2,6.96,2.4,1.44,0.48,1.44,0.48,0.72,1.68,0.96,0.96,0.0,0.72,0.0,56.64,0.72,8.16,27.36,21.36,2.4,56.64,3.12,1.2,27.36,1.44,0.96,2.64,1.92,40.08,0.24,0.0,0.0,0.48,3.12,0.0,0.0,0.0,0.0,6.48,0.0,0.96,4.56,15.6,0.0,2.16,1.44,0.24,0.24,0.09,0.0,84.13,94.57,82.19,66.67,60.0,38.46
Alexander Aravena,CHI,Grêmio,Forward,23,2002,18,3,510,0.53,0.46,2.12,0.71,0.0,0.0,1.94,0.18,22.76,28.06,12.53,14.12,8.12,9.53,0.88,1.24,0.0,0.14,1.06,0.88,1.24,0.53,1.76,2.82,4.76,1.06,0.71,0.53,0.35,0.18,0.18,0.53,0.35,1.06,0.0,0.88,0.0,38.29,1.24,5.82,16.76,16.06,3.53,38.29,3.0,0.53,25.24,1.76,0.18,2.29,0.88,29.47,0.18,0.0,0.0,1.06,1.41,0.18,0.0,0.0,0.0,4.59,0.88,2.29,3.18,9.35,0.0,1.94,0.71,0.53,0.18,0.15,0.0,81.11,88.74,85.2,70.97,66.98,17.67
Alexander Barboza,ARG,Botafogo (RJ),Defender,30,3990,24,24,2147,0.0,0.03,0.84,0.17,0.0,0.0,0.92,0.04,49.72,60.24,16.43,17.86,26.49,29.3,6.04,11.65,0.0,0.02,0.25,4.49,0.13,0.0,4.44,1.05,0.46,2.35,1.72,1.76,0.54,0.04,1.34,2.01,0.67,1.22,1.3,6.5,0.08,73.48,12.32,38.65,32.65,2.68,1.05,73.48,0.59,0.29,41.0,0.38,0.04,0.38,0.25,46.36,0.54,0.0,0.0,1.59,0.13,0.04,0.0,0.0,0.0,4.69,2.56,1.51,0.63,5.95,0.0,0.17,1.72,0.0,0.08,-1.0,0.0,82.54,91.99,90.41,51.85,73.19,49.15
Alexander Domínguez,ECU,LDU de Quito,Goalkeeper,38,1987,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Díaz,ARG,Deportivo Riestra,Forward,25,2000,25,12,1205,0.15,0.12,1.2,0.45,0.0,0.0,2.99,0.6,10.61,20.91,5.0,7.92,3.81,7.32,1.05,2.54,0.3,0.11,0.97,1.27,0.9,0.3,2.24,1.94,6.05,1.05,0.75,0.3,0.52,0.22,0.37,1.27,0.9,0.75,0.45,1.27,0.0,35.78,0.52,3.36,14.12,19.49,2.24,35.78,2.84,0.9,21.59,1.72,0.15,4.78,2.24,25.62,0.22,0.0,0.0,2.24,4.48,0.15,0.07,0.0,0.0,4.41,2.99,5.83,7.02,10.23,0.0,1.34,0.75,0.15,0.07,0.25,0.0,50.74,63.13,52.05,41.34,71.43,31.69
Alexander Hack,GER,NY Red Bulls,Defender,32,1993,22,16,1451,0.06,0.07,0.62,0.31,0.0,0.0,1.43,0.12,61.16,76.85,20.22,22.39,30.7,35.23,9.24,16.31,0.0,0.06,0.43,9.12,0.74,0.06,9.99,1.43,0.31,2.17,1.43,1.36,0.74,0.06,1.36,2.29,0.93,1.3,1.8,5.58,0.06,89.5,5.27,33.12,51.48,5.33,1.67,89.5,0.31,0.25,46.83,0.81,0.06,0.37,0.06,56.51,0.37,0.0,0.0,1.24,0.62,0.0,0.0,0.06,0.0,5.15,3.29,1.74,0.43,11.72,0.0,0.87,1.43,0.06,0.06,-0.14,0.0,79.58,90.31,87.14,56.65,65.9,80.65
Alexander Machado,URU,Peñarol,Forward,23,2002,3,0,70,1.29,0.64,2.57,1.29,0.0,0.0,1.29,0.0,19.29,24.43,12.86,15.43,3.86,3.86,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,1.29,2.57,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,34.71,0.0,5.14,12.86,18.0,3.86,34.71,2.57,2.57,15.43,1.29,1.29,2.57,0.0,24.43,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,2.57,6.43,3.86,2.57,10.29,0.0,1.29,0.0,1.29,1.29,1.02,0.0,78.96,83.34,100.0,0.0,0.0,100.0
Alexandre Alemão,BRA,Pachuca,Forward,27,1998,3,1,108,0.0,0.42,4.17,1.67,0.0,0.0,5.83,0.83,15.83,22.5,8.33,10.0,5.0,7.5,0.83,0.83,0.0,0.08,4.17,0.0,0.83,0.0,0.83,1.67,13.33,0.83,0.0,0.83,0.0,0.0,0.83,0.83,0.0,0.83,0.0,0.0,0.83,38.33,0.0,1.67,15.83,21.67,8.33,38.33,2.5,1.67,20.0,1.67,0.83,5.0,0.83,30.0,0.0,0.0,0.0,2.5,3.33,0.0,0.83,0.0,0.0,1.67,3.33,1.67,5.83,15.83,0.0,1.67,0.0,0.0,0.83,-1.0,0.0,70.36,83.3,66.67,100.0,0.0,66.8
Alexandre Penetra,POR,AZ Alkmaar,Defender,24,2001,10,10,900,0.1,0.1,0.5,0.1,0.0,0.0,1.0,0.1,58.0,62.6,18.7,19.3,33.3,34.7,5.6,7.9,0.0,0.02,0.2,4.6,0.1,0.1,3.8,0.4,0.3,0.7,0.5,0.7,0.0,0.0,0.5,0.9,0.4,1.1,0.7,5.4,0.0,72.5,11.9,33.8,36.3,2.6,0.7,72.5,0.1,0.1,41.0,0.3,0.0,0.3,0.0,48.7,0.3,0.0,0.0,0.5,0.6,0.1,0.0,0.0,0.0,3.0,1.3,2.0,0.3,4.5,0.0,0.2,0.5,0.1,0.1,0.0,0.0,92.65,96.89,95.97,70.89,71.43,100.0
Alexandre Pinto,POR,Arouca,Defender,27,1998,3,3,237,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,36.84,47.85,14.43,16.71,20.13,24.68,2.28,5.32,0.0,0.0,0.38,0.76,0.38,0.38,3.04,0.76,3.8,1.52,1.14,0.76,0.38,0.38,1.14,1.14,0.0,1.14,0.0,2.66,0.0,56.96,3.42,20.51,20.13,16.33,0.38,56.96,1.9,0.76,20.13,0.38,0.38,2.28,0.38,32.28,0.38,0.0,0.0,0.76,1.14,0.0,0.0,0.0,0.0,2.28,1.14,1.9,2.66,7.59,0.0,1.14,1.14,0.0,0.38,0.0,0.0,76.99,86.36,81.56,42.86,75.0,40.0
Alexandre Sola,AND,Estrela,Midfielder,21,2003,2,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.75,78.75,33.75,33.75,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,11.25,11.25,0.0,11.25,0.0,101.25,0.0,67.5,33.75,0.0,0.0,101.25,0.0,0.0,56.25,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
Alexandro Bernabei,ARG,Internacional,Defender,25,4000,30,29,2548,0.04,0.07,1.13,0.32,0.0,0.0,3.14,0.32,45.53,59.73,22.75,25.54,18.37,23.14,3.71,7.45,0.14,0.12,1.52,3.53,1.24,0.71,4.59,2.05,6.43,3.14,1.91,1.31,1.2,0.64,1.73,3.5,1.77,1.27,1.34,2.3,0.07,73.68,2.12,17.2,33.63,23.77,1.91,73.68,2.79,1.2,38.29,1.59,0.39,1.45,1.38,42.81,0.35,0.04,0.04,1.94,0.81,0.07,0.04,0.04,0.0,5.05,0.42,0.95,2.83,13.07,0.0,2.33,1.91,0.04,0.07,-0.43,0.0,76.23,89.08,79.39,49.8,60.83,43.01
Alexandro Calut,BEL,Standard Liège,Defender,22,2003,6,4,342,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,36.58,46.32,20.79,22.11,12.63,17.11,2.89,6.32,0.0,0.03,0.26,3.42,0.26,0.0,2.63,0.26,1.58,1.84,1.05,1.05,0.79,0.0,0.79,2.37,1.58,0.79,0.79,6.05,0.0,58.42,4.74,25.26,27.11,6.32,0.0,58.42,1.32,0.26,26.32,0.79,0.0,1.05,0.79,32.37,0.0,0.0,0.0,1.32,1.58,0.0,0.0,0.0,0.0,2.11,1.05,0.79,1.84,4.47,0.0,0.26,1.05,0.0,0.26,0.0,0.0,78.97,94.03,73.82,45.73,57.07,19.7
Alexandros Katranis,GRE,Real Salt Lake,Defender,27,1998,29,23,1835,0.05,0.1,1.32,0.34,0.0,0.0,3.14,0.29,38.06,53.31,17.71,20.5,15.2,20.31,3.63,8.78,0.15,0.2,1.62,2.7,1.42,0.64,3.73,1.57,5.79,1.23,0.64,0.78,0.34,0.1,0.54,0.98,0.44,0.49,0.44,2.06,0.05,61.5,2.6,12.36,27.47,22.41,1.72,61.5,1.57,0.59,32.76,1.47,0.25,1.03,0.34,37.91,0.44,0.0,0.0,1.81,1.18,0.34,0.0,0.05,0.0,3.19,0.34,0.64,1.37,11.08,0.0,2.31,0.64,0.05,0.05,-0.5,0.0,71.39,86.39,74.84,41.34,52.03,37.58
