Game Week,Player,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Save Percentage,Post-Shot Expected Goals (PSxG),Passes Completed (Launched),Passes Attempted (Launched),Pass Completion % (Launched),Passes Attempted (GK),Throws Attempted,Launch % (Passes),Average Pass Length,Goal Kicks Attempted,Launch % (Goal Kicks),Average Goal Kick Length,Crosses Faced,Crosses Stopped,Cross Stop %,Def. Actions Outside Penalty Area,Average Distance of Def. Actions
J22,André Onana,Manchester Utd,English Premier League,cm CMR,27-305,90,6.0,3.0,3.0,66.7,2.6,4.0,16.0,25.0,37.0,4.0,29.7,29.9,6.0,83.3,54.0,17.0,3.0,17.6,1.0,9.8
J23,Jordan Pickford,Everton,English Premier League,eng ENG,29-333,90,6.0,2.0,4.0,66.7,1.8,17.0,30.0,56.7,35.0,0.0,77.1,48.2,4.0,75.0,48.0,9.0,0.0,0.0,3.0,30.0
J23,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-119,90,4.0,2.0,2.0,50.0,2.2,1.0,7.0,14.3,48.0,10.0,12.5,23.9,5.0,20.0,28.8,24.0,3.0,12.5,0.0,5.0
J23,James Trafford,Burnley,English Premier League,eng ENG,21-116,90,7.0,2.0,5.0,71.4,1.3,4.0,17.0,23.5,49.0,8.0,28.6,27.2,4.0,75.0,45.3,22.0,2.0,9.1,2.0,12.9
J23,Bernd Leno,Fulham,English Premier League,de GER,31-336,90,4.0,2.0,2.0,50.0,1.3,3.0,12.0,25.0,36.0,4.0,25.0,27.2,5.0,60.0,47.0,9.0,0.0,0.0,2.0,19.8
J23,Bart Verbruggen,Brighton,English Premier League,nl NED,21-169,90,5.0,1.0,4.0,80.0,0.8,4.0,4.0,100.0,39.0,5.0,10.3,19.1,1.0,0.0,7.0,5.0,1.0,20.0,1.0,15.7
J23,Dean Henderson,Crystal Palace,English Premier League,eng ENG,26-328,90,6.0,4.0,2.0,33.3,3.1,1.0,5.0,20.0,24.0,1.0,16.7,26.3,2.0,50.0,37.0,8.0,0.0,0.0,0.0,5.0
J23,Martin Dúbravka,Newcastle Utd,English Premier League,sk SVK,35-019,90,8.0,4.0,4.0,62.5,3.5,0.0,4.0,0.0,24.0,11.0,16.7,29.2,0.0,,,8.0,0.0,0.0,1.0,19.0
J23,Thomas Kaminski,Luton Town,English Premier League,be BEL,31-103,90,6.0,4.0,2.0,33.3,2.7,7.0,20.0,35.0,35.0,5.0,45.7,35.8,10.0,40.0,30.7,23.0,1.0,4.3,3.0,18.0
J23,Wes Foderingham,Sheffield Utd,English Premier League,eng ENG,33-020,90,9.0,5.0,4.0,44.4,3.1,5.0,17.0,29.4,20.0,2.0,50.0,39.7,9.0,77.8,57.6,8.0,0.0,0.0,4.0,22.2
J23,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-154,90,4.0,0.0,4.0,100.0,1.2,0.0,2.0,0.0,29.0,5.0,6.9,22.6,3.0,0.0,24.0,9.0,0.0,0.0,0.0,
J23,Đorđe Petrović,Chelsea,English Premier League,rs SRB,24-119,90,7.0,4.0,4.0,57.1,1.8,0.0,0.0,,20.0,4.0,0.0,19.1,4.0,0.0,14.5,6.0,0.0,0.0,3.0,22.8
J23,José Sá,Wolves,English Premier League,pt POR,31-018,90,4.0,2.0,2.0,50.0,2.1,2.0,17.0,11.8,21.0,6.0,42.9,36.0,11.0,72.7,52.6,19.0,2.0,10.5,2.0,15.8
J23,Neto,Bournemouth,English Premier League,br BRA,34-200,90,6.0,1.0,5.0,83.3,1.3,3.0,8.0,37.5,30.0,7.0,20.0,27.0,4.0,50.0,42.0,15.0,3.0,20.0,0.0,10.0
J23,Matz Sels,Nott'ham Forest,English Premier League,be BEL,31-343,90,1.0,1.0,0.0,0.0,0.9,3.0,11.0,27.3,21.0,3.0,47.6,36.7,4.0,25.0,26.3,20.0,0.0,0.0,2.0,20.8
J23,André Onana,Manchester Utd,English Premier League,cm CMR,27-308,90,3.0,0.0,3.0,100.0,0.4,2.0,9.0,22.2,31.0,3.0,16.1,26.1,5.0,80.0,53.4,22.0,1.0,4.5,0.0,6.0
J23,Alphonse Areola,West Ham,English Premier League,fr FRA,30-342,45,3.0,1.0,2.0,66.7,0.4,3.0,5.0,60.0,7.0,2.0,57.1,37.1,1.0,100.0,56.0,,1.0,,,4.0
J23,Łukasz Fabiański,West Ham,English Premier League,pl POL,38-292,45,2.0,2.0,0.0,0.0,0.6,1.0,3.0,33.3,7.0,1.0,28.6,31.9,5.0,20.0,28.6,4.0,0.0,0.0,0.0,
J23,David Raya,Arsenal,English Premier League,es ESP,28-142,90,1.0,1.0,1.0,0.0,0.0,3.0,20.0,15.0,29.0,6.0,58.6,41.1,4.0,75.0,60.3,17.0,2.0,11.8,2.0,19.0
J23,Alisson,Liverpool,English Premier League,br BRA,31-125,90,7.0,3.0,4.0,57.1,1.3,2.0,10.0,20.0,51.0,2.0,15.7,24.3,3.0,66.7,48.3,6.0,0.0,0.0,2.0,16.7
J13,Marco Carnesecchi,Atalanta,Italian Serie A,it ITA,23-147,90,3.0,2.0,1.0,33.3,2.0,6.0,11.0,54.5,15.0,3.0,33.3,34.1,7.0,85.7,52.9,8.0,1.0,12.5,0.0,4.7
J13,Pierluigi Gollini,Napoli,Italian Serie A,it ITA,28-252,90,5.0,1.0,4.0,80.0,1.1,3.0,17.0,17.6,44.0,6.0,31.8,32.4,5.0,60.0,46.2,16.0,1.0,6.3,3.0,19.6
J23,Mark Flekken,Brentford,English Premier League,nl NED,30-237,90,15.0,3.0,12.0,80.0,4.1,7.0,20.0,35.0,30.0,4.0,50.0,40.5,6.0,83.3,66.5,25.0,0.0,0.0,1.0,19.7
J23,Ederson,Manchester City,English Premier League,br BRA,30-172,90,2.0,1.0,1.0,50.0,1.0,4.0,7.0,57.1,23.0,4.0,21.7,26.3,3.0,66.7,54.7,18.0,1.0,5.6,4.0,19.1
J24,Ederson,Manchester City,English Premier League,br BRA,30-177,90,1.0,0.0,1.0,100.0,0.2,3.0,3.0,100.0,48.0,5.0,6.3,22.3,4.0,0.0,14.8,5.0,0.0,0.0,3.0,24.5
J24,Jordan Pickford,Everton,English Premier League,eng ENG,29-340,90,3.0,2.0,1.0,33.3,1.0,3.0,18.0,16.7,38.0,4.0,44.7,35.1,7.0,14.3,28.3,20.0,0.0,0.0,0.0,11.5
J24,José Sá,Wolves,English Premier League,pt POR,31-024,90,6.0,2.0,4.0,66.7,1.9,1.0,9.0,11.1,26.0,4.0,34.6,30.8,3.0,0.0,9.3,5.0,1.0,20.0,0.0,3.5
J24,Mark Flekken,Brentford,English Premier League,nl NED,30-242,90,5.0,0.0,5.0,100.0,1.3,9.0,31.0,29.0,29.0,2.0,62.1,47.9,15.0,86.7,54.9,28.0,2.0,7.1,1.0,10.8
J24,Bernd Leno,Fulham,English Premier League,de GER,31-343,90,4.0,1.0,3.0,75.0,1.0,13.0,31.0,41.9,44.0,2.0,50.0,40.6,9.0,100.0,63.4,26.0,0.0,0.0,2.0,21.0
J24,Neto,Bournemouth,English Premier League,br BRA,34-206,90,6.0,3.0,3.0,50.0,4.1,3.0,13.0,23.1,26.0,7.0,42.3,34.3,4.0,50.0,47.3,13.0,0.0,0.0,2.0,26.3
J24,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-126,90,3.0,1.0,2.0,100.0,2.1,0.0,6.0,0.0,40.0,2.0,15.0,23.9,2.0,0.0,15.0,14.0,0.0,0.0,1.0,26.0
J24,Jason Steele,Brighton,English Premier League,eng ENG,33-176,90,6.0,2.0,4.0,66.7,1.8,3.0,10.0,30.0,38.0,5.0,26.3,31.8,4.0,0.0,6.3,16.0,0.0,0.0,4.0,23.5
J24,Caoimhín Kelleher,Liverpool,English Premier League,ie IRL,25-079,90,4.0,1.0,3.0,75.0,1.1,1.0,4.0,25.0,37.0,4.0,10.8,23.6,2.0,0.0,18.5,9.0,0.0,0.0,1.0,23.0
J24,James Trafford,Burnley,English Premier League,eng ENG,21-123,90,10.0,3.0,7.0,70.0,2.9,5.0,36.0,13.9,46.0,5.0,63.0,47.1,8.0,87.5,59.3,27.0,0.0,0.0,0.0,8.8
J24,Thomas Kaminski,Luton Town,English Premier League,be BEL,31-110,90,3.0,3.0,0.0,33.3,2.5,1.0,3.0,33.3,27.0,2.0,11.1,23.5,7.0,0.0,15.1,11.0,1.0,9.1,4.0,24.3
J24,Wes Foderingham,Sheffield Utd,English Premier League,eng ENG,33-027,90,5.0,1.0,4.0,100.0,2.1,5.0,30.0,16.7,20.0,0.0,95.0,63.8,11.0,100.0,72.5,37.0,1.0,2.7,0.0,9.0
J24,Matz Sels,Nott'ham Forest,English Premier League,be BEL,31-349,90,5.0,3.0,2.0,40.0,1.0,4.0,13.0,30.8,19.0,3.0,57.9,40.6,5.0,40.0,34.8,8.0,0.0,0.0,0.0,6.5
J24,Martin Dúbravka,Newcastle Utd,English Premier League,sk SVK,35-026,90,3.0,2.0,1.0,33.3,1.5,3.0,5.0,60.0,20.0,4.0,15.0,25.0,12.0,16.7,23.3,17.0,2.0,11.8,2.0,11.4
J24,Alphonse Areola,West Ham,English Premier League,fr FRA,30-349,90,12.0,6.0,6.0,58.3,3.8,4.0,18.0,22.2,22.0,5.0,50.0,40.6,9.0,77.8,52.0,22.0,0.0,0.0,0.0,
J24,David Raya,Arsenal,English Premier League,es ESP,28-149,90,1.0,0.0,1.0,100.0,0.2,0.0,0.0,,29.0,9.0,0.0,19.5,1.0,0.0,24.0,8.0,2.0,25.0,1.0,11.7
J24,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-162,90,5.0,2.0,3.0,60.0,1.7,1.0,2.0,50.0,35.0,4.0,5.7,20.9,3.0,0.0,17.3,14.0,0.0,0.0,3.0,21.3
J24,André Onana,Manchester Utd,English Premier League,cm CMR,27-315,90,9.0,1.0,8.0,88.9,2.4,2.0,12.0,16.7,38.0,4.0,23.7,28.5,5.0,60.0,47.4,19.0,0.0,0.0,8.0,23.0
J13,Mike Maignan,Milan,Italian Serie A,fr FRA,28-145,90,4.0,0.0,4.0,100.0,1.4,14.0,25.0,56.0,52.0,6.0,44.2,36.4,3.0,66.7,50.7,24.0,0.0,0.0,1.0,17.0
J13,Pietro Terracciano,Fiorentina,Italian Serie A,it ITA,33-262,90,6.0,1.0,5.0,100.0,2.2,2.0,4.0,50.0,20.0,4.0,15.0,27.8,2.0,50.0,34.0,7.0,0.0,0.0,0.0,2.0
J24,Dean Henderson,Crystal Palace,English Premier League,eng ENG,26-337,90,5.0,3.0,2.0,40.0,1.8,4.0,15.0,26.7,16.0,3.0,50.0,39.5,7.0,100.0,60.1,22.0,0.0,0.0,1.0,20.0
J24,Đorđe Petrović,Chelsea,English Premier League,rs SRB,24-127,90,4.0,1.0,3.0,75.0,0.5,0.0,4.0,0.0,38.0,3.0,10.5,24.3,5.0,0.0,15.0,5.0,0.0,0.0,3.0,25.5
J25,Mark Flekken,Brentford,English Premier League,nl NED,30-249,90,8.0,4.0,4.0,50.0,3.5,6.0,16.0,37.5,31.0,3.0,32.3,33.8,6.0,100.0,63.3,14.0,1.0,7.1,1.0,12.5
J25,Caoimhín Kelleher,Liverpool,English Premier League,ie IRL,25-086,90,6.0,1.0,5.0,83.3,1.3,4.0,21.0,19.0,32.0,3.0,53.1,42.5,6.0,66.7,53.0,7.0,1.0,14.3,1.0,13.5
J25,Matz Sels,Nott'ham Forest,English Premier League,be BEL,31-356,90,3.0,0.0,3.0,100.0,0.2,1.0,7.0,14.3,19.0,6.0,31.6,32.2,3.0,33.3,29.3,14.0,0.0,0.0,0.0,
J25,Alphonse Areola,West Ham,English Premier League,fr FRA,30-355,90,8.0,2.0,6.0,75.0,1.4,3.0,7.0,42.9,20.0,4.0,25.0,28.8,6.0,33.3,38.3,10.0,0.0,0.0,0.0,9.3
J25,James Trafford,Burnley,English Premier League,eng ENG,21-130,90,7.0,5.0,2.0,42.9,2.5,6.0,22.0,27.3,42.0,4.0,33.3,31.2,9.0,88.9,61.7,8.0,0.0,0.0,0.0,13.0
J25,David Raya,Arsenal,English Premier League,es ESP,28-155,90,0.0,0.0,0.0,,0.0,7.0,12.0,58.3,31.0,6.0,35.5,28.0,3.0,33.3,34.0,10.0,0.0,0.0,2.0,21.3
J25,Bernd Leno,Fulham,English Premier League,de GER,31-350,90,3.0,2.0,1.0,33.3,1.7,2.0,5.0,40.0,36.0,2.0,8.3,23.1,4.0,50.0,35.3,6.0,0.0,0.0,1.0,16.0
J25,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-168,90,4.0,1.0,3.0,75.0,1.5,0.0,6.0,0.0,38.0,6.0,7.9,24.2,9.0,33.3,37.6,25.0,1.0,4.0,0.0,4.0
J25,Martin Dúbravka,Newcastle Utd,English Premier League,sk SVK,35-033,90,6.0,2.0,4.0,66.7,2.6,3.0,6.0,50.0,23.0,4.0,17.4,25.6,8.0,25.0,28.6,11.0,0.0,0.0,1.0,8.6
J25,Neto,Bournemouth,English Premier League,br BRA,34-213,90,5.0,2.0,3.0,80.0,2.1,11.0,27.0,40.7,24.0,4.0,58.3,39.2,15.0,86.7,58.2,13.0,0.0,0.0,0.0,9.7
J25,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-133,90,7.0,2.0,5.0,71.4,1.7,1.0,2.0,50.0,27.0,4.0,7.4,20.2,8.0,0.0,14.9,9.0,0.0,0.0,2.0,32.5
J25,José Sá,Wolves,English Premier League,pt POR,31-031,90,4.0,1.0,3.0,75.0,1.4,3.0,22.0,13.6,19.0,5.0,57.9,43.9,11.0,100.0,64.5,26.0,0.0,0.0,2.0,30.5
J25,Ederson,Manchester City,English Premier League,br BRA,30-184,90,6.0,1.0,5.0,83.3,2.5,3.0,5.0,60.0,38.0,6.0,13.2,23.5,2.0,0.0,23.0,7.0,0.0,0.0,4.0,28.3
J25,Đorđe Petrović,Chelsea,English Premier League,rs SRB,24-132,90,5.0,1.0,4.0,80.0,0.4,7.0,16.0,43.8,32.0,6.0,28.1,29.3,8.0,87.5,60.8,31.0,1.0,3.2,0.0,5.2
J25,Wes Foderingham,Sheffield Utd,English Premier League,eng ENG,33-035,90,9.0,5.0,5.0,44.4,2.7,2.0,30.0,6.7,22.0,1.0,86.4,54.3,11.0,100.0,63.5,30.0,1.0,3.3,2.0,19.7
J25,Bart Verbruggen,Brighton,English Premier League,nl NED,21-184,90,1.0,0.0,1.0,100.0,0.3,0.0,0.0,,17.0,4.0,0.0,15.3,5.0,0.0,17.4,9.0,1.0,11.1,0.0,2.0
J25,Thomas Kaminski,Luton Town,English Premier League,be BEL,31-118,90,8.0,2.0,6.0,75.0,1.7,3.0,7.0,42.9,40.0,7.0,17.5,23.4,4.0,0.0,15.3,11.0,0.0,0.0,9.0,21.8
J25,André Onana,Manchester Utd,English Premier League,cm CMR,27-322,90,4.0,1.0,3.0,75.0,0.8,8.0,29.0,27.6,42.0,2.0,59.5,41.7,4.0,100.0,62.0,30.0,0.0,0.0,0.0,
J13,Simone Scuffet,Cagliari,Italian Serie A,it ITA,27-179,90,4.0,1.0,3.0,75.0,0.6,3.0,10.0,30.0,26.0,6.0,34.6,35.7,3.0,33.3,41.7,21.0,2.0,9.5,0.0,9.5
J13,Michele Di Gregorio,Monza,Italian Serie A,it ITA,26-122,90,5.0,1.0,4.0,80.0,1.3,3.0,4.0,75.0,27.0,4.0,11.1,23.5,5.0,20.0,26.8,28.0,2.0,7.1,0.0,3.0
J25,Jordan Pickford,Everton,English Premier League,eng ENG,29-349,90,3.0,1.0,2.0,66.7,0.4,13.0,21.0,61.9,46.0,5.0,45.7,36.3,3.0,0.0,22.3,13.0,2.0,15.4,5.0,19.4
J25,Sam Johnstone,Crystal Palace,English Premier League,eng ENG,30-331,90,4.0,1.0,3.0,75.0,0.5,6.0,32.0,18.8,24.0,2.0,87.5,52.8,11.0,100.0,68.4,26.0,2.0,7.7,0.0,8.3
J18,Ederson,Manchester City,English Premier League,br BRA,30-187,90,2.0,0.0,2.0,100.0,0.4,4.0,11.0,36.4,23.0,5.0,30.4,31.7,6.0,66.7,49.5,8.0,1.0,12.5,3.0,24.8
J18,Mark Flekken,Brentford,English Premier League,nl NED,30-252,90,10.0,1.0,9.0,90.0,2.7,11.0,27.0,40.7,34.0,6.0,50.0,42.0,11.0,90.9,60.1,23.0,2.0,8.7,1.0,8.5
J26,Caoimhín Kelleher,Liverpool,English Premier League,ie IRL,25-090,90,3.0,1.0,2.0,66.7,0.9,7.0,26.0,26.9,56.0,3.0,44.6,35.8,2.0,50.0,33.0,10.0,0.0,0.0,3.0,20.1
J26,Thomas Kaminski,Luton Town,English Premier League,be BEL,31-121,90,13.0,4.0,9.0,69.2,3.0,5.0,19.0,26.3,34.0,2.0,44.1,37.4,9.0,44.4,33.4,16.0,0.0,0.0,2.0,16.7
J26,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-175,90,3.0,2.0,1.0,33.3,2.0,1.0,1.0,100.0,38.0,3.0,2.6,20.7,5.0,0.0,13.4,6.0,0.0,0.0,0.0,
J26,Matz Sels,Nott'ham Forest,English Premier League,be BEL,31-363,90,6.0,4.0,2.0,33.3,2.7,0.0,5.0,0.0,11.0,2.0,27.3,26.6,5.0,40.0,35.6,10.0,1.0,10.0,0.0,5.7
J26,André Onana,Manchester Utd,English Premier League,cm CMR,27-328,90,5.0,2.0,3.0,60.0,1.1,5.0,8.0,62.5,24.0,3.0,29.2,26.6,6.0,16.7,31.2,16.0,1.0,6.3,1.0,11.6
J26,Bernd Leno,Fulham,English Premier League,de GER,31-357,90,8.0,1.0,7.0,87.5,2.3,1.0,8.0,12.5,27.0,2.0,14.8,26.3,4.0,100.0,62.0,13.0,0.0,0.0,1.0,13.0
J26,Sam Johnstone,Crystal Palace,English Premier League,eng ENG,30-336,90,0.0,0.0,0.0,,0.0,2.0,13.0,15.4,20.0,1.0,65.0,47.5,1.0,0.0,16.0,5.0,0.0,0.0,1.0,13.8
J26,James Trafford,Burnley,English Premier League,eng ENG,21-137,90,6.0,3.0,3.0,66.7,2.1,2.0,33.0,6.1,51.0,3.0,47.1,37.5,10.0,90.0,63.2,29.0,2.0,6.9,0.0,7.9
J26,Bart Verbruggen,Brighton,English Premier League,nl NED,21-190,90,2.0,1.0,1.0,50.0,0.4,1.0,2.0,50.0,36.0,9.0,5.6,18.5,5.0,0.0,9.2,10.0,1.0,10.0,1.0,15.0
J26,Jordan Pickford,Everton,English Premier League,eng ENG,29-354,90,7.0,1.0,6.0,85.7,1.3,9.0,25.0,36.0,51.0,9.0,41.2,35.9,8.0,50.0,40.3,23.0,0.0,0.0,1.0,27.0
J26,Neto,Bournemouth,English Premier League,br BRA,34-220,90,6.0,1.0,5.0,83.3,1.8,7.0,16.0,43.8,30.0,5.0,43.3,35.6,7.0,42.9,34.1,13.0,1.0,7.7,0.0,10.2
J26,Ederson,Manchester City,English Premier League,br BRA,30-191,90,4.0,0.0,4.0,100.0,0.4,9.0,18.0,50.0,35.0,7.0,37.1,31.9,6.0,83.3,60.8,8.0,2.0,25.0,4.0,17.8
J26,David Raya,Arsenal,English Premier League,es ESP,28-162,90,2.0,1.0,1.0,50.0,0.7,6.0,16.0,37.5,27.0,3.0,48.1,36.0,3.0,100.0,62.3,3.0,1.0,33.3,4.0,22.5
J26,Loris Karius,Newcastle Utd,English Premier League,de GER,30-247,90,7.0,4.0,4.0,42.9,2.0,3.0,18.0,16.7,27.0,5.0,48.1,36.3,9.0,55.6,41.8,10.0,1.0,10.0,3.0,19.5
J26,José Sá,Wolves,English Premier League,pt POR,31-039,90,4.0,0.0,4.0,100.0,0.3,0.0,3.0,0.0,17.0,7.0,11.8,23.2,7.0,14.3,18.3,14.0,0.0,0.0,0.0,16.5
J26,Ivo Grbić,Sheffield Utd,English Premier League,hr CRO,28-038,90,2.0,1.0,1.0,50.0,0.8,7.0,18.0,38.9,28.0,6.0,28.6,27.8,14.0,71.4,53.1,18.0,2.0,11.1,1.0,12.0
J13,Etrit Berisha,Empoli,Italian Serie A,al ALB,34-261,90,9.0,4.0,5.0,66.7,3.1,2.0,13.0,15.4,27.0,4.0,29.6,30.3,6.0,83.3,53.2,10.0,1.0,10.0,0.0,12.2
J13,Andrea Consigli,Sassuolo,Italian Serie A,it ITA,36-303,90,7.0,3.0,5.0,71.4,2.0,6.0,17.0,35.3,34.0,9.0,50.0,42.7,2.0,0.0,21.0,14.0,1.0,7.1,0.0,3.5
J26,Alphonse Areola,West Ham,English Premier League,fr FRA,30-364,90,7.0,2.0,5.0,71.4,1.4,4.0,15.0,26.7,15.0,2.0,66.7,49.7,5.0,100.0,54.0,27.0,1.0,3.7,0.0,6.0
J26,Mark Flekken,Brentford,English Premier League,nl NED,30-258,90,6.0,4.0,2.0,33.3,2.4,6.0,16.0,37.5,35.0,5.0,37.1,33.3,10.0,30.0,27.4,12.0,1.0,8.3,0.0,10.0
J27,Mark Flekken,Brentford,English Premier League,nl NED,30-263,90,5.0,2.0,3.0,60.0,1.2,12.0,24.0,50.0,27.0,2.0,55.6,44.2,10.0,90.0,59.2,15.0,1.0,6.7,0.0,7.0
J27,Đorđe Petrović,Chelsea,English Premier League,rs SRB,24-146,90,5.0,2.0,3.0,60.0,1.6,8.0,23.0,34.8,37.0,7.0,45.9,35.1,7.0,85.7,55.6,10.0,0.0,0.0,0.0,21.0
J27,Martin Dúbravka,Newcastle Utd,English Premier League,sk SVK,35-047,90,3.0,0.0,3.0,100.0,0.4,5.0,8.0,62.5,19.0,7.0,10.5,26.7,6.0,100.0,49.3,13.0,1.0,7.7,0.0,13.5
J27,José Sá,Wolves,English Premier League,pt POR,31-045,45,4.0,2.0,2.0,50.0,1.9,,6.0,,22.0,9.0,22.7,27.1,3.0,33.3,24.7,5.0,,,1.0,20.2
J27,Daniel Bentley,Wolves,English Premier League,eng ENG,30-233,45,2.0,1.0,1.0,50.0,1.7,0.0,3.0,0.0,10.0,1.0,30.0,29.1,1.0,0.0,9.0,4.0,0.0,0.0,1.0,23.0
J27,Bernd Leno,Fulham,English Premier League,de GER,31-364,90,5.0,0.0,5.0,100.0,0.3,4.0,21.0,19.0,38.0,4.0,44.7,39.3,4.0,100.0,65.5,19.0,2.0,10.5,0.0,5.4
J27,Jason Steele,Brighton,English Premier League,eng ENG,33-197,90,5.0,3.0,2.0,40.0,2.2,1.0,2.0,50.0,34.0,6.0,5.9,21.7,4.0,0.0,14.5,12.0,1.0,8.3,3.0,16.1
J27,Jordan Pickford,Everton,English Premier League,eng ENG,29-361,90,5.0,3.0,2.0,40.0,2.9,9.0,23.0,39.1,51.0,8.0,41.2,34.3,7.0,28.6,28.4,13.0,2.0,15.4,0.0,8.0
J27,Alphonse Areola,West Ham,English Premier League,fr FRA,31-004,90,10.0,1.0,8.0,90.0,4.1,8.0,20.0,40.0,27.0,11.0,51.9,38.3,8.0,75.0,51.5,20.0,1.0,5.0,2.0,12.1
J27,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-147,90,1.0,1.0,0.0,0.0,0.6,1.0,2.0,50.0,34.0,3.0,5.9,18.5,3.0,0.0,14.0,6.0,1.0,16.7,2.0,25.0
J27,Sam Johnstone,Crystal Palace,English Premier League,eng ENG,30-343,90,6.0,3.0,3.0,50.0,2.6,10.0,26.0,38.5,18.0,2.0,77.8,53.3,12.0,100.0,67.0,21.0,0.0,0.0,0.0,12.3
J27,Matz Sels,Nott'ham Forest,English Premier League,be BEL,32-005,90,1.0,1.0,0.0,0.0,0.2,7.0,23.0,30.4,24.0,1.0,79.2,51.0,5.0,80.0,57.0,18.0,0.0,0.0,0.0,
J27,Caoimhín Kelleher,Liverpool,English Premier League,ie IRL,25-100,90,2.0,0.0,2.0,100.0,1.2,1.0,7.0,14.3,46.0,8.0,15.2,25.3,3.0,0.0,30.0,8.0,0.0,0.0,1.0,33.0
J27,Thomas Kaminski,Luton Town,English Premier League,be BEL,31-131,90,8.0,3.0,5.0,62.5,2.5,2.0,8.0,25.0,22.0,5.0,27.3,31.2,5.0,40.0,36.8,12.0,1.0,8.3,2.0,18.3
J27,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-182,90,4.0,2.0,2.0,50.0,1.6,11.0,23.0,47.8,54.0,6.0,33.3,33.0,8.0,62.5,49.1,24.0,6.0,25.0,1.0,6.9
J27,James Trafford,Burnley,English Premier League,eng ENG,21-145,90,3.0,2.0,1.0,33.3,0.5,4.0,25.0,16.0,74.0,1.0,25.7,28.1,7.0,85.7,53.4,5.0,0.0,0.0,3.0,25.3
J27,Neto,Bournemouth,English Premier League,br BRA,34-228,90,5.0,0.0,5.0,100.0,0.5,9.0,27.0,33.3,16.0,0.0,87.5,55.6,13.0,100.0,64.2,17.0,0.0,0.0,0.0,9.5
J27,Ederson,Manchester City,English Premier League,br BRA,30-199,90,1.0,1.0,0.0,0.0,0.3,4.0,6.0,66.7,29.0,5.0,20.7,26.6,3.0,0.0,19.3,3.0,0.0,0.0,4.0,22.9
J27,André Onana,Manchester Utd,English Premier League,cm CMR,27-336,90,8.0,3.0,5.0,62.5,3.7,5.0,16.0,31.3,37.0,4.0,27.0,31.6,7.0,85.7,55.4,26.0,8.0,30.8,1.0,9.1
J13,Stefano Turati,Frosinone,Italian Serie A,it ITA,22-082,90,3.0,1.0,2.0,66.7,1.4,0.0,4.0,0.0,48.0,8.0,8.3,20.8,8.0,0.0,16.3,12.0,1.0,8.3,3.0,16.7
J13,Josep Martinez,Genoa,Italian Serie A,es ESP,25-183,90,5.0,2.0,3.0,60.0,1.6,8.0,23.0,34.8,44.0,3.0,50.0,41.2,1.0,100.0,61.0,5.0,1.0,20.0,2.0,16.4
J27,Ivo Grbić,Sheffield Utd,English Premier League,hr CRO,28-046,90,9.0,6.0,4.0,33.3,2.2,8.0,24.0,33.3,22.0,1.0,81.8,49.5,6.0,100.0,62.8,14.0,1.0,7.1,1.0,20.0
J27,David Raya,Arsenal,English Premier League,es ESP,28-171,90,0.0,0.0,0.0,,0.0,1.0,5.0,20.0,24.0,1.0,20.8,24.7,3.0,0.0,19.0,3.0,0.0,0.0,2.0,25.3
J28,André Onana,Manchester Utd,English Premier League,cm CMR,27-342,90,6.0,0.0,6.0,100.0,1.0,6.0,24.0,25.0,48.0,6.0,39.6,36.4,5.0,100.0,64.8,20.0,2.0,10.0,0.0,6.0
J28,Jordan Pickford,Everton,English Premier League,eng ENG,30-002,90,8.0,2.0,6.0,100.0,3.3,12.0,18.0,66.7,42.0,5.0,42.9,35.7,3.0,0.0,25.7,4.0,0.0,0.0,3.0,27.7
J28,José Sá,Wolves,English Premier League,pt POR,31-052,90,6.0,1.0,5.0,83.3,2.3,2.0,10.0,20.0,20.0,5.0,25.0,24.9,8.0,62.5,44.3,11.0,0.0,0.0,2.0,27.0
J28,Bernd Leno,Fulham,English Premier League,de GER,32-005,90,3.0,2.0,2.0,33.3,0.9,1.0,3.0,33.3,26.0,5.0,11.5,24.8,5.0,0.0,21.2,14.0,1.0,7.1,0.0,5.3
J28,Neto,Bournemouth,English Premier League,br BRA,34-234,90,9.0,2.0,7.0,77.8,2.7,0.0,1.0,0.0,16.0,8.0,6.3,29.0,2.0,0.0,22.0,10.0,1.0,10.0,4.0,26.0
J28,Ivo Grbić,Sheffield Utd,English Premier League,hr CRO,28-051,90,11.0,2.0,9.0,81.8,1.9,10.0,38.0,26.3,23.0,0.0,87.0,52.6,18.0,100.0,62.4,45.0,2.0,4.4,3.0,17.7
J28,Sam Johnstone,Crystal Palace,English Premier League,eng ENG,30-350,90,2.0,1.0,1.0,50.0,0.4,9.0,31.0,29.0,36.0,3.0,72.2,46.8,8.0,62.5,42.8,23.0,1.0,4.3,2.0,18.7
