Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Penalties Winner,Efficiency,% Saves,% Long Passes,% Crosses Stopped
Abraham Romero,mx MEX,Goalkeeper,Columbus Crew,25,1998,1,1,90,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.4,2.0,6.0,32.0,2.0,3.0,7.0,0.0,1.0,0.0,0.4,100.0,33.33,0.0
Adam Beaudry,us USA,Goalkeeper,Colorado Rapids,17,2006,1,1,90,3.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,10.0,12.0,2.0,8.0,20.0,0.0,3.0,0.0,-1.0,40.0,40.0,0.0
Adrian Šemper,hr CRO,Goalkeeper,Como,25,1998,38,38,3398,1.06,3.31,2.28,0.32,0.08,0.08,0.0,0.0,0.96,3.95,10.22,24.84,3.28,4.34,14.57,1.17,0.74,0.0,-0.1,68.88,38.65,8.03
Adriel,br BRA,Goalkeeper,Bahia,23,2001,4,3,334,1.62,3.23,1.62,0.0,0.0,0.0,0.0,0.0,1.1,2.69,8.62,29.1,4.58,6.74,11.59,1.08,2.69,0.0,-0.51,50.15,31.21,9.32
Agustín Marchesín,ar ARG,Goalkeeper,br Grêmio,35,1988,36,36,3225,1.12,4.58,3.43,0.28,0.25,0.2,0.06,0.0,1.2,4.83,14.23,20.71,3.38,7.95,16.21,0.81,0.42,0.06,0.09,74.89,33.94,5.0
Agustín Rossi,ar ARG,Goalkeeper,br Flamengo,28,1995,45,45,4050,1.0,3.44,2.42,0.29,0.11,0.04,0.04,0.02,1.08,4.09,10.71,29.07,4.49,5.98,12.09,1.11,0.62,0.07,0.08,70.35,38.19,9.18
Alan Aguerre,ar ARG,Goalkeeper,Lanús,33,1990,10,10,900,1.4,4.3,2.8,0.1,0.2,0.1,0.1,0.0,1.3,6.7,17.6,19.9,2.4,9.8,17.2,0.3,0.4,0.1,-0.1,65.12,38.07,1.74
Alan Sosa,ar ARG,Goalkeeper,Tigre,27,1996,3,2,236,0.76,5.34,4.58,0.0,0.0,0.0,0.0,0.0,1.33,2.67,6.86,22.12,5.72,7.63,17.54,1.14,0.0,0.0,0.57,85.77,38.92,6.5
Alec Kann,us USA,Goalkeeper,FC Cincinnati,33,1990,3,3,270,1.33,3.33,2.0,0.0,0.0,0.0,0.0,0.0,0.9,2.67,8.33,19.67,5.33,7.67,16.33,0.0,0.0,0.0,-0.43,60.06,32.05,0.0
Alec Smir,us USA,Goalkeeper,Minnesota Utd,24,1999,3,3,270,2.0,4.33,2.33,0.0,0.0,0.0,0.0,0.0,1.77,2.67,9.67,17.33,4.0,6.67,12.33,0.33,0.67,0.0,-0.23,53.81,27.61,2.68
Alejandro Araque,ve VEN,Goalkeeper,ve Dep Táchira,28,1995,2,2,180,2.5,6.0,3.5,0.0,0.0,0.0,0.0,0.0,2.6,4.0,14.5,15.0,2.5,9.5,18.5,0.0,0.0,0.0,0.1,58.33,27.59,0.0
Alejandro Santander,cl CHI,Goalkeeper,cl Cobresal,21,2002,1,1,90,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,4.0,17.0,20.0,2.0,7.0,10.0,0.0,0.0,0.0,-0.6,50.0,23.53,0.0
Alessandro Micai,it ITA,Goalkeeper,Cosenza,30,1993,37,37,3296,1.12,4.07,2.92,0.27,0.11,0.05,0.05,0.0,1.17,5.68,15.76,32.74,4.18,4.61,16.14,1.09,0.96,0.05,0.05,71.74,36.04,6.75
Alex Bono,us USA,Goalkeeper,D.C. United,29,1994,29,29,2610,1.9,4.41,2.59,0.07,0.1,0.1,0.0,0.0,1.72,10.34,22.38,29.66,3.79,6.55,11.97,0.48,2.0,0.0,-0.18,58.73,46.2,4.01
Alex McCarthy,eng ENG,Goalkeeper,Southampton,33,1989,5,5,450,1.8,5.2,3.4,0.2,0.0,0.0,0.0,0.0,1.6,2.0,7.2,31.8,5.4,3.6,9.8,0.4,0.2,0.0,-0.2,65.38,27.78,4.08
Alex Palmer,eng ENG,Goalkeeper,West Brom,26,1996,46,46,4140,1.02,3.22,2.13,0.39,0.15,0.07,0.07,0.02,1.02,3.0,10.7,31.37,4.3,4.74,12.8,0.7,1.24,0.09,-0.0,66.15,28.04,5.47
Alexander Domínguez,ec ECU,Goalkeeper,ec LDU de Quito,36,1987,6,6,540,1.0,3.0,2.0,0.33,0.33,0.17,0.0,0.17,1.07,4.5,8.83,13.67,3.67,8.83,7.17,0.5,0.33,0.17,0.07,66.67,50.96,6.97
Alfonso Blanco Antúnez,mx MEX,Goalkeeper,León,36,1987,2,2,180,1.0,5.0,4.0,0.0,1.0,0.5,0.0,0.5,1.6,3.0,7.5,22.0,5.5,5.5,12.5,1.0,1.0,0.5,0.6,80.0,40.0,8.0
Alfredo Talavera,mx MEX,Goalkeeper,FC Juárez,40,1982,17,17,1469,2.02,5.27,3.25,0.0,0.18,0.18,0.0,0.0,1.81,4.72,14.09,24.81,4.47,8.76,16.17,0.55,0.55,0.0,-0.21,61.67,33.5,3.4
Alisson,br BRA,Goalkeeper,Criciúma,28,1995,6,4,421,1.5,5.34,3.85,0.0,0.0,0.0,0.0,0.0,1.52,4.7,15.82,20.95,4.7,11.54,17.96,1.07,0.21,0.0,0.02,72.1,29.71,5.96
Aljaž Ivačič,si SVN,Goalkeeper,NE Revolution,30,1993,25,25,2250,2.24,6.32,4.04,0.16,0.2,0.16,0.04,0.0,2.13,4.52,14.0,22.96,2.72,8.4,13.76,0.36,0.4,0.04,-0.11,63.92,32.29,2.62
Anatolii Trubin,ua UKR,Goalkeeper,Benfica,21,2001,28,28,2520,0.79,3.5,2.61,0.46,0.18,0.07,0.11,0.0,1.05,1.82,4.86,19.07,4.07,6.57,10.64,0.46,0.57,0.11,0.26,74.57,37.45,4.32
Anderson,br BRA,Goalkeeper,Cruzeiro,25,1998,17,17,1530,1.29,4.24,3.0,0.35,0.06,0.06,0.0,0.0,1.35,1.88,5.82,20.29,4.47,7.35,14.06,0.65,0.65,0.0,0.05,70.75,32.3,4.62
Andre Blake,jm JAM,Goalkeeper,Philadelphia Union,33,1990,14,14,1112,1.13,4.29,3.24,0.24,0.0,0.0,0.0,0.0,1.25,3.32,8.01,16.35,4.29,6.88,14.33,0.65,0.57,0.0,0.12,75.52,41.45,4.54
Andrea Fulignati,it ITA,Goalkeeper,Catanzaro,28,1994,37,37,3330,1.27,4.41,3.14,0.27,0.19,0.16,0.03,0.0,1.39,4.54,12.65,48.68,4.35,4.14,15.89,0.86,0.65,0.03,0.12,71.2,35.89,5.41
Andrea Sala,it ITA,Goalkeeper,Catanzaro,29,1993,1,1,90,3.0,9.0,6.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,6.0,43.0,2.0,4.0,13.0,0.0,3.0,0.0,2.0,66.67,16.67,0.0
Andrea Seculin,it ITA,Goalkeeper,Modena,33,1990,17,16,1487,1.39,3.81,2.36,0.18,0.24,0.18,0.06,0.0,1.33,4.42,11.74,30.38,2.24,4.66,13.92,0.48,0.61,0.06,-0.06,61.94,37.65,3.45
Andreas Jungdal,dk DEN,Goalkeeper,Cremonese,21,2002,18,18,1620,0.72,3.44,2.72,0.56,0.06,0.06,0.0,0.0,0.88,3.44,9.78,29.72,5.83,4.61,12.89,1.06,0.83,0.0,0.16,79.07,35.17,8.22
Andrew,br BRA,Goalkeeper,Gil Vicente FC,22,2001,32,32,2880,1.44,4.47,3.03,0.28,0.22,0.16,0.06,0.0,1.37,3.78,12.25,25.75,4.72,9.47,14.69,0.84,1.22,0.06,-0.07,67.79,30.86,5.72
Andrew Rick,us USA,Goalkeeper,Philadelphia Union,18,2006,6,6,540,2.0,5.33,3.5,0.17,0.0,0.0,0.0,0.0,1.82,6.67,17.83,18.17,3.0,8.5,13.0,0.5,1.0,0.0,-0.18,65.67,37.41,3.85
Andrew Tarbell,us USA,Goalkeeper,Houston Dynamo,30,1993,4,3,288,1.56,5.94,4.06,0.0,0.31,0.0,0.31,0.0,1.72,3.75,9.38,24.69,5.62,4.38,14.06,0.31,0.0,0.31,0.16,68.35,39.98,2.2
Andrew Thomas,ru RUS,Goalkeeper,Seattle Sounders,25,1998,7,5,593,1.21,4.4,3.04,0.3,0.3,0.15,0.15,0.0,1.18,3.79,12.6,18.36,3.49,5.01,14.57,1.82,0.46,0.15,-0.03,69.09,30.08,12.49
Andries Noppert,nl NED,Goalkeeper,Heerenveen,29,1994,22,22,1980,1.95,4.73,2.82,0.18,0.14,0.14,0.0,0.0,1.83,4.82,12.23,26.09,5.18,6.23,14.64,0.91,0.73,0.0,-0.13,59.62,39.41,6.22
Andrés Gudiño,mx MEX,Goalkeeper,Cruz Azul,26,1997,14,13,1219,1.62,5.09,3.54,0.15,0.3,0.3,0.0,0.0,1.39,4.73,14.77,18.97,3.62,8.64,13.81,0.89,0.59,0.0,-0.24,69.55,32.02,6.44
Andrés Sánchez,mx MEX,Goalkeeper,Atlético,25,1997,24,24,2160,1.88,4.88,3.0,0.17,0.12,0.12,0.0,0.0,1.58,2.25,6.54,22.0,5.17,8.54,15.0,0.62,1.0,0.0,-0.3,61.48,34.4,4.13
Angus Gunn,sct SCO,Goalkeeper,Norwich City,27,1996,40,40,3540,1.22,3.86,2.67,0.28,0.1,0.1,0.0,0.0,1.31,3.58,10.14,32.95,4.09,4.6,15.2,0.89,1.4,0.0,0.09,69.17,35.31,5.86
Anthoni,br BRA,Goalkeeper,Internacional,22,2002,2,2,180,0.5,2.5,1.5,0.5,0.5,0.0,0.5,0.0,0.9,7.0,22.5,23.0,2.5,13.0,23.5,0.5,0.0,0.5,0.4,60.0,31.11,2.13
Anthony Moris,lu LUX,Goalkeeper,Union SG,33,1990,29,29,2588,1.04,3.03,1.98,0.28,0.1,0.1,0.0,0.0,1.04,5.43,11.89,30.78,4.14,3.93,10.82,0.73,1.11,0.0,-0.01,65.35,45.67,6.75
Anthony Patterson,eng ENG,Goalkeeper,Sunderland,23,2000,45,45,4050,1.16,3.67,2.53,0.29,0.07,0.04,0.02,0.0,1.19,3.16,8.89,28.62,5.53,4.69,11.22,0.78,0.78,0.02,0.04,68.94,35.55,6.95
Antonio Adán,es ESP,Goalkeeper,Sporting CP,36,1987,22,22,1980,1.0,2.5,1.5,0.41,0.18,0.18,0.0,0.0,0.85,3.05,8.0,22.91,3.77,4.41,9.23,0.73,0.36,0.0,-0.15,60.0,38.12,7.91
Antony Iannarilli,it ITA,Goalkeeper,Ternana,32,1990,32,32,2880,1.38,4.91,3.59,0.19,0.22,0.22,0.0,0.0,1.44,5.72,17.66,19.47,3.5,8.78,16.38,0.88,0.22,0.0,0.07,73.12,32.39,5.37
António Filipe de Carvalho,pt POR,Goalkeeper,Estrela,38,1985,3,3,270,1.0,3.33,2.33,0.67,0.0,0.0,0.0,0.0,1.37,2.67,12.0,30.67,5.67,8.67,14.0,1.33,1.67,0.0,0.37,69.97,22.25,9.5
Arnaud Bodart,be BEL,Goalkeeper,Standard Liège,25,1998,29,29,2610,1.21,4.62,3.38,0.17,0.21,0.17,0.03,0.0,1.22,3.9,13.86,25.0,4.52,7.72,14.31,1.0,0.59,0.03,0.01,73.16,28.14,6.99
Asmir Begović,ba BIH,Goalkeeper,QPR,36,1987,45,45,4049,1.27,3.96,2.71,0.29,0.02,0.02,0.0,0.0,1.07,4.42,13.34,25.52,5.38,7.0,13.98,1.09,0.53,0.0,-0.19,68.43,33.13,7.8
Axel Werner,ar ARG,Goalkeeper,Rosario Central,27,1996,3,3,270,1.0,5.33,4.33,0.33,0.33,0.0,0.0,0.33,1.53,6.0,18.67,23.67,6.33,6.67,15.0,0.0,0.67,0.33,0.53,81.24,32.14,0.0
Aynsley Pears,eng ENG,Goalkeeper,Blackburn,25,1998,26,26,2311,1.48,4.67,3.23,0.27,0.16,0.12,0.04,0.0,1.35,3.66,13.71,29.21,5.18,8.72,12.73,0.78,2.18,0.04,-0.13,69.16,26.7,6.13
Barry Lauwers,nl NED,Goalkeeper,Volendam,23,1999,1,1,90,7.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,3.9,8.0,26.0,42.0,5.0,4.0,32.0,4.0,1.0,0.0,-3.1,30.0,30.77,12.5
Bartosz Białkowski,pl POL,Goalkeeper,Millwall,36,1987,14,14,1260,1.5,4.5,3.0,0.29,0.14,0.14,0.0,0.0,1.53,6.29,16.21,16.5,3.36,7.07,12.57,0.5,1.07,0.0,0.03,66.67,38.8,3.98
Bartłomiej Drągowski,pl POL,Goalkeeper,Spezia,25,1997,13,13,1170,1.54,4.85,3.38,0.23,0.15,0.15,0.0,0.0,1.41,3.54,9.15,21.92,3.92,6.62,12.62,0.38,0.69,0.0,-0.13,69.69,38.69,3.01
Ben Hamer,eng ENG,Goalkeeper,Watford,35,1987,19,19,1710,1.47,4.84,3.32,0.16,0.16,0.05,0.11,0.0,1.52,2.26,7.74,35.95,4.47,2.68,13.63,0.58,1.11,0.11,0.05,68.6,29.2,4.26
Ben Wilson,eng ENG,Goalkeeper,Coventry City,30,1992,18,18,1620,1.44,3.61,2.22,0.22,0.06,0.06,0.0,0.0,1.18,2.61,9.22,26.39,6.94,7.94,13.67,0.72,0.56,0.0,-0.26,61.5,28.31,5.27
Benjamin Lundt,de GER,Goalkeeper,St. Louis,28,1995,3,2,239,3.01,5.65,2.64,0.0,0.0,0.0,0.0,0.0,1.92,6.03,15.44,22.22,4.52,9.41,16.57,1.13,1.51,0.0,-1.09,46.73,39.05,6.82
Benny Díaz,mx MEX,Goalkeeper,FC Juárez,24,1998,4,4,360,1.75,4.0,2.25,0.0,0.0,0.0,0.0,0.0,0.82,4.75,12.25,20.5,3.75,6.5,11.75,0.25,0.75,0.0,-0.92,56.25,38.78,2.13
Bento,br BRA,Goalkeeper,Ath Paranaense,24,1999,7,7,630,0.57,3.57,2.86,0.57,0.14,0.0,0.14,0.0,0.93,6.43,12.29,17.57,2.57,6.71,12.29,0.86,0.29,0.14,0.36,80.11,52.32,7.0
Boy Waterman,nl NED,Goalkeeper,PSV Eindhoven,39,1984,1,0,6,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1.5,15.0,15.0,45.0,15.0,30.0,30.0,0.0,0.0,0.0,1.5,100.0,100.0,0.0
Brad Guzan,us USA,Goalkeeper,Atlanta Utd,39,1984,32,32,2849,1.39,4.86,3.38,0.16,0.19,0.09,0.09,0.0,1.53,7.04,15.04,31.34,4.3,6.22,13.43,0.76,0.92,0.09,0.14,69.55,46.81,5.66
Brad Stuver,us USA,Goalkeeper,Austin,32,1991,34,34,3060,1.41,5.24,3.79,0.24,0.26,0.24,0.03,0.0,1.61,5.32,14.15,34.53,5.94,7.41,14.18,1.03,1.18,0.03,0.19,72.33,37.6,7.26
Bradley Collins,eng ENG,Goalkeeper,Coventry City,26,1997,28,28,2520,1.18,4.71,3.64,0.29,0.07,0.07,0.0,0.0,1.1,4.21,11.07,27.36,4.46,8.64,14.0,0.64,1.32,0.0,-0.08,77.28,38.03,4.57
Brayan Cortés,cl CHI,Goalkeeper,cl Colo-Colo,28,1995,10,10,900,0.8,2.7,1.9,0.3,0.0,0.0,0.0,0.0,0.83,4.3,11.8,28.2,4.2,8.3,10.1,0.9,1.1,0.0,0.03,70.37,36.44,8.91
Brenno,br BRA,Goalkeeper,Bari,24,1999,33,33,2939,1.22,3.64,2.48,0.18,0.15,0.12,0.0,0.03,1.04,2.76,8.79,15.59,4.13,7.2,15.59,0.58,0.58,0.03,-0.18,68.13,31.4,3.72
Bruno,br BRA,Goalkeeper,Venezia,25,1998,9,9,810,1.11,3.0,1.89,0.22,0.33,0.33,0.0,0.0,0.98,4.89,11.67,27.89,3.89,6.89,14.22,0.44,0.67,0.0,-0.13,63.0,41.9,3.09
Bruno Brigido,br BRA,Goalkeeper,Estrela,32,1991,26,26,2340,1.65,4.58,2.96,0.15,0.12,0.08,0.0,0.04,1.53,3.88,10.54,23.27,4.65,8.35,13.42,1.0,1.23,0.04,-0.13,64.63,36.81,7.45
Bruno Varela,cv CPV,Goalkeeper,Vitória,28,1994,27,27,2385,1.17,3.74,2.57,0.26,0.19,0.15,0.04,0.0,1.35,5.92,13.17,23.32,3.25,6.75,13.02,0.68,1.28,0.04,0.18,68.72,44.95,5.22
C.J. dos Santos,us USA,Goalkeeper,Inter Miami,23,2000,1,1,90,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.4,2.0,4.0,25.0,2.0,11.0,14.0,0.0,1.0,0.0,-1.6,33.33,50.0,0.0
Caio Secco,br BRA,Goalkeeper,Moreirense,32,1990,4,4,360,0.25,2.25,2.0,0.75,0.0,0.0,0.0,0.0,0.72,4.0,11.5,22.25,4.5,6.75,14.0,0.0,0.0,0.0,0.48,88.89,34.78,0.0
Cambila,ao ANG,Goalkeeper,Estrela,21,2002,1,0,17,15.88,31.76,10.59,0.0,5.29,0.0,5.29,0.0,17.47,0.0,0.0,26.47,0.0,5.29,5.29,5.29,5.29,5.29,1.59,33.34,,100.0
Cameron Dawson,eng ENG,Goalkeeper,Sheffield Weds,28,1995,18,18,1620,1.56,3.44,1.94,0.22,0.11,0.06,0.06,0.0,1.17,6.0,15.89,35.22,4.5,5.5,13.56,1.06,1.39,0.06,-0.38,56.4,37.76,7.82
Camilo Vargas,co COL,Goalkeeper,Atlas,34,1989,34,34,3060,1.62,4.24,2.59,0.24,0.24,0.21,0.03,0.0,1.33,5.18,14.85,27.88,3.41,8.94,13.74,0.62,1.12,0.03,-0.29,61.08,34.88,4.51
Carl Rushworth,eng ENG,Goalkeeper,Swansea City,22,2001,46,46,4140,1.41,4.48,3.11,0.22,0.11,0.11,0.0,0.0,1.49,4.83,16.93,41.24,5.63,7.09,12.93,0.76,1.39,0.0,0.08,69.42,28.53,5.88
Carlos Acevedo,mx MEX,Goalkeeper,Santos,27,1996,23,23,2005,1.71,5.12,3.37,0.22,0.31,0.27,0.04,0.0,1.76,4.17,11.27,20.65,3.59,8.3,16.97,0.54,0.76,0.04,0.06,65.82,37.0,3.18
Carlos Coronel,py PAR,Goalkeeper,NY Red Bulls,27,1996,27,27,2430,1.63,4.3,2.74,0.15,0.22,0.22,0.0,0.0,1.45,4.48,16.04,26.19,3.74,6.74,13.07,0.74,1.26,0.0,-0.18,63.72,27.93,5.66
Carlos Felipe Rodríguez,mx MEX,Goalkeeper,UANL,34,1989,10,10,900,1.4,4.6,3.2,0.2,0.0,0.0,0.0,0.0,1.33,3.9,12.8,27.9,3.4,7.5,12.5,0.3,0.4,0.0,-0.07,69.57,30.47,2.4
Carlos Lampe,bo BOL,Goalkeeper,bo Bolívar,36,1987,8,8,720,1.38,6.12,4.75,0.25,0.12,0.12,0.0,0.0,1.65,2.38,7.12,29.38,5.0,9.5,12.38,0.88,1.88,0.0,0.27,77.61,33.43,7.11
