Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Maximiliano Salas,ar ARG,Forward,Racing Club,26,1997,24,18,1611,0.22,0.28,2.57,0.73,0.06,0.06,3.07,0.22,13.85,22.29,7.6,10.5,4.58,7.15,1.17,2.29,0.06,0.09,1.23,1.23,0.73,0.28,2.12,1.9,6.37,1.34,0.78,0.39,0.45,0.5,0.5,1.06,0.56,0.73,0.17,1.06,0.0,34.86,1.06,2.96,13.58,18.83,3.35,34.8,2.18,1.06,19.78,1.34,0.61,3.3,1.28,23.74,0.34,0.0,0.0,1.56,1.56,0.28,0.06,0.0,0.0,3.85,0.89,1.34,2.23,4.58,10.39,3.3,4.97,1.28,-0.21,39.91,62.14,72.38,64.06,51.09,53.33,48.62
Maximiliano Silvera,uy URU,Forward,Necaxa,25,1997,15,14,1039,0.52,0.36,2.6,0.87,0.0,0.0,2.34,0.26,14.03,17.84,7.45,9.36,3.55,4.59,0.87,0.95,0.09,0.07,0.61,1.3,0.61,0.0,1.73,0.52,5.02,0.61,0.43,0.0,0.52,0.09,0.43,0.78,0.35,0.95,0.35,0.35,0.0,30.4,0.78,2.51,14.12,14.12,5.02,30.4,1.56,0.61,17.84,0.52,0.26,3.98,2.34,21.48,0.0,0.0,0.0,0.43,1.99,0.43,0.0,0.0,0.0,3.72,1.21,2.17,3.38,6.32,7.28,2.6,5.89,0.87,0.44,35.8,78.64,79.59,77.34,91.58,61.87,39.1
Maximiliano Urruti,ar ARG,Forward,Platense,32,1991,3,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.31,24.23,10.38,10.38,3.46,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,41.54,0.0,0.0,27.69,13.85,0.0,41.54,0.0,0.0,20.77,0.0,0.0,6.92,6.92,34.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,0.0,0.0,0.0,13.85,6.92,0.0,0.0,0.0,0.0,0.0,71.44,100.0,50.0,0.0,0.0,0.0
Maximiliano Zalazar,ar ARG,Forward,Barracas Central,22,2001,18,14,992,0.09,0.15,2.45,0.64,0.0,0.0,1.72,0.09,12.25,21.23,6.08,8.71,3.99,6.44,1.45,3.81,0.0,0.05,0.45,1.54,0.91,0.64,2.18,2.99,6.08,1.0,0.54,0.45,0.45,0.09,0.45,1.36,0.91,1.18,0.54,0.27,0.0,31.21,0.27,3.27,13.52,14.88,1.54,31.21,2.09,0.82,18.96,1.91,0.45,2.09,0.82,21.05,0.18,0.0,0.0,0.64,0.36,0.0,0.0,0.0,0.0,2.99,0.0,0.18,0.18,2.9,11.25,1.81,3.54,1.0,-0.4,0.0,57.7,69.8,61.96,38.06,41.95,39.23
Maya Yoshida,jp JPN,Defender,LA Galaxy,35,1988,34,34,3035,0.06,0.04,0.5,0.18,0.0,0.0,0.59,0.12,64.91,69.72,24.23,25.35,34.25,35.38,5.55,7.5,0.0,0.01,0.09,2.67,0.03,0.0,2.02,0.03,0.12,0.71,0.42,0.42,0.27,0.03,0.36,0.68,0.33,1.51,1.51,4.63,0.12,79.56,12.63,46.02,32.41,1.42,0.95,79.56,0.21,0.18,46.05,0.09,0.0,0.36,0.09,58.18,0.06,0.0,0.0,0.77,0.44,0.06,0.0,0.0,0.0,4.0,2.16,1.01,3.17,0.44,2.16,0.71,0.98,0.77,0.5,68.14,93.1,95.58,96.81,74.0,56.12,85.71
Mayckel Lahdo,se SWE,Forward,AZ Alkmaar,20,2002,15,10,769,0.35,0.14,2.11,0.47,0.0,0.0,2.57,0.82,26.45,34.64,15.57,18.26,9.13,11.7,0.82,1.4,0.47,0.09,1.05,1.29,1.4,0.0,2.46,4.56,12.29,1.29,0.7,0.47,0.82,0.0,0.94,1.64,0.7,1.29,0.23,0.23,0.0,49.04,0.0,4.92,19.54,25.75,5.73,49.04,6.91,3.75,34.88,2.81,1.64,2.81,2.57,38.04,0.0,0.0,0.0,1.52,0.94,0.0,0.0,0.0,0.0,4.56,0.35,1.05,1.4,5.38,19.31,3.39,8.78,1.64,1.5,25.0,76.36,85.27,78.03,58.57,55.97,54.27
Maycon,br BRA,Midfielder,Corinthians,26,1997,2,0,47,0.0,0.0,0.0,0.0,0.0,0.0,7.66,0.0,47.87,61.28,26.81,32.55,19.15,22.98,1.91,3.83,0.0,0.19,1.91,3.83,1.91,0.0,7.66,5.74,3.83,1.91,0.0,0.0,1.91,0.0,0.0,1.91,1.91,1.91,0.0,0.0,0.0,70.85,0.0,13.4,42.13,15.32,0.0,70.85,0.0,0.0,26.81,3.83,0.0,0.0,1.91,44.04,1.91,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,5.74,5.74,1.91,7.66,1.91,17.23,7.66,1.91,0.0,0.0,74.93,78.12,82.37,83.33,49.87,0.0,0.0
Mayk,br BRA,Defender,Grêmio,24,1999,7,5,386,0.0,0.02,0.23,0.0,0.0,0.0,0.7,0.0,33.81,48.26,16.32,19.12,13.76,20.28,3.26,6.53,0.0,0.02,0.47,3.96,0.7,0.23,4.66,1.63,2.56,1.87,1.17,0.7,0.93,0.23,0.7,1.63,0.93,2.1,0.93,3.96,0.0,59.22,3.73,19.12,28.45,12.36,1.4,59.22,1.87,1.63,25.65,1.17,0.47,1.4,0.0,29.38,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,5.13,2.1,1.17,3.26,1.4,8.86,0.7,2.8,1.87,-1.0,64.42,70.06,85.36,67.85,49.92,53.43,87.17
Mayke,br BRA,Defender,Palmeiras,31,1992,27,12,1160,0.08,0.09,0.54,0.08,0.0,0.0,3.18,0.23,49.97,61.22,20.02,22.81,23.74,27.62,4.97,7.37,0.0,0.2,1.47,4.42,1.47,0.78,6.28,1.55,6.21,2.79,1.55,1.01,1.71,0.08,1.24,2.41,1.16,1.09,1.78,2.25,0.16,71.15,2.41,17.22,40.27,14.2,1.55,71.15,1.01,0.7,36.93,1.16,0.23,0.85,0.39,42.44,0.54,0.0,0.0,1.4,0.7,0.16,0.0,0.0,0.0,5.12,1.55,1.4,2.95,1.24,14.04,3.41,4.03,2.79,-0.11,52.54,81.62,87.77,85.95,67.44,53.65,69.31
McKinze Gaines,us USA,Forward,Houston Dynamo,25,1998,15,1,278,0.0,0.06,1.62,0.65,0.0,0.0,2.91,0.65,22.01,30.11,14.89,16.83,5.5,8.42,0.65,1.62,0.32,0.1,0.97,0.65,0.65,0.32,0.97,6.8,12.3,1.94,1.62,1.29,0.65,0.0,0.65,1.29,0.65,0.97,0.32,0.0,0.0,43.38,0.65,2.91,11.98,30.11,4.86,43.38,4.53,2.27,30.11,2.91,3.24,3.24,1.62,31.73,0.32,0.0,0.0,0.97,0.97,0.32,0.0,0.0,0.0,3.24,0.32,2.27,2.59,4.86,20.07,3.56,9.06,2.27,-1.0,12.36,73.1,88.47,65.32,40.12,70.28,50.11
Mees Hilgers,id IDN,Defender,Twente,22,2001,28,27,2190,0.0,0.02,0.62,0.04,0.0,0.0,0.86,0.08,53.26,60.12,14.59,15.74,32.38,34.07,5.59,9.04,0.0,0.03,0.21,3.49,0.25,0.04,4.36,1.52,0.49,2.14,1.32,1.32,0.78,0.04,1.36,2.3,0.95,1.11,1.07,2.1,0.04,69.37,6.53,31.85,34.73,3.53,1.07,69.37,0.78,0.33,42.95,0.9,0.08,0.66,0.16,47.92,0.21,0.04,0.0,0.99,0.7,0.08,0.0,0.0,0.0,5.79,1.27,1.48,2.75,0.82,6.37,0.95,1.44,2.67,-1.0,46.18,88.59,92.69,95.04,61.84,60.36,42.31
Mees Hoedemakers,nl NED,Midfielder,NEC Nijmegen,25,1998,30,23,1949,0.05,0.07,1.11,0.37,0.0,0.0,2.31,0.46,42.62,53.38,19.35,22.35,16.85,20.09,5.13,8.08,0.32,0.09,1.11,5.4,0.6,0.14,6.0,1.06,1.99,2.03,1.62,1.02,0.83,0.18,1.15,2.72,1.57,1.62,1.39,1.75,0.05,64.37,3.37,13.3,39.16,12.47,1.2,64.37,1.15,0.83,32.42,0.97,0.14,1.34,0.55,40.68,0.09,0.05,0.0,0.83,0.69,0.09,0.0,0.0,0.0,5.82,0.65,1.06,1.71,1.89,9.05,2.77,2.08,2.77,-0.29,38.01,79.84,86.58,83.87,63.49,58.32,72.17
Mees de Wit,nl NED,Defender,AZ Alkmaar,25,1998,10,4,412,0.22,0.07,0.66,0.22,0.0,0.0,2.18,0.0,52.86,60.29,26.87,29.27,23.16,25.34,1.97,3.71,0.0,0.11,1.53,3.93,0.87,0.44,6.77,1.31,1.97,2.18,1.53,0.87,1.09,0.22,0.66,1.31,0.66,1.09,0.66,3.5,0.0,70.56,4.15,22.94,34.51,13.98,2.62,70.56,1.31,1.09,40.63,1.75,0.0,1.53,0.22,44.13,0.22,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,5.46,0.22,0.87,1.09,1.75,10.05,2.18,3.93,2.18,2.14,20.18,87.68,91.8,91.4,53.1,62.75,83.21
Mehdi Boukamir,ma MAR,Defender,Charleroi,19,2004,10,5,466,0.0,0.02,0.39,0.19,0.0,0.0,0.77,0.0,34.38,46.35,14.48,17.77,17.19,19.7,1.55,6.37,0.0,0.0,0.39,1.55,0.0,0.0,2.51,0.77,0.58,2.12,1.35,1.35,0.77,0.0,0.77,1.55,0.77,0.97,1.93,4.06,0.19,58.13,5.41,21.24,32.25,5.02,0.39,58.13,0.0,0.0,36.7,1.35,0.0,0.77,0.58,32.25,0.19,0.0,0.0,0.97,0.19,0.0,0.0,0.19,0.0,4.25,1.16,1.74,2.9,1.35,3.86,0.77,0.39,2.12,-1.0,40.0,74.17,81.49,87.26,24.33,57.77,0.0
Mehdi Léris,dz ALG,Forward,Stoke City,25,1998,30,18,1586,0.11,0.1,1.31,0.28,0.0,0.0,2.55,0.23,22.98,34.84,13.17,16.63,7.49,11.86,1.65,3.29,0.11,0.07,1.13,1.87,0.91,0.45,2.72,1.7,7.49,2.04,1.02,0.57,0.79,0.68,0.74,2.1,1.36,1.7,0.79,1.42,0.0,50.56,2.21,8.68,19.29,23.27,3.23,50.56,2.72,0.96,26.1,1.19,0.57,4.03,1.19,31.44,0.28,0.0,0.0,1.93,1.19,0.62,0.0,0.0,0.0,4.94,4.2,4.14,8.34,5.22,11.92,2.78,5.16,1.76,0.1,50.36,65.96,79.19,63.15,50.15,42.51,35.29
Mehdi Taremi,ir IRN,Forward,Porto,31,1992,23,15,1478,0.37,0.48,1.71,0.61,0.12,0.18,2.92,0.55,19.97,26.24,11.87,14.19,6.39,7.98,0.61,1.1,0.24,0.16,1.28,1.77,0.97,0.0,3.11,1.71,6.15,1.46,0.91,0.49,0.55,0.43,0.49,1.46,0.97,0.85,0.43,1.28,0.0,36.72,1.4,3.59,16.56,17.11,5.3,36.54,1.83,0.73,18.39,1.28,0.61,1.77,0.61,24.78,0.18,0.0,0.0,1.34,1.77,1.16,0.06,0.0,0.0,2.86,1.89,2.13,4.02,2.37,10.96,3.47,6.88,1.4,-0.23,47.01,76.11,83.65,80.08,55.45,47.95,39.89
Mehmet Yuksel,nl NED,Forward,Sparta R'dam,21,2001,2,0,8,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,67.5,101.25,33.75,33.75,22.5,33.75,11.25,33.75,0.0,2.25,0.0,0.0,11.25,0.0,11.25,0.0,22.5,11.25,11.25,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.75,0.0,0.0,56.25,67.5,0.0,123.75,0.0,0.0,67.5,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0.0,11.25,11.25,0.0,0.0,66.67,100.0,66.67,33.33,100.0,0.0
Melle Meulensteen,nl NED,Midfielder,Vitesse,24,1999,27,26,2039,0.04,0.1,1.15,0.26,0.0,0.0,1.81,0.04,39.77,49.52,17.08,19.95,17.83,20.61,4.15,6.62,0.0,0.05,0.4,4.37,0.49,0.04,5.52,1.15,1.1,1.54,0.75,0.66,0.57,0.31,0.75,1.5,0.75,1.68,1.37,1.94,0.04,61.18,3.66,14.39,37.39,9.75,1.24,61.18,1.41,0.79,33.41,0.71,0.13,1.32,0.79,38.09,0.22,0.04,0.04,0.66,1.19,0.0,0.0,0.04,0.0,6.36,1.15,1.06,2.21,2.12,7.77,1.85,1.9,1.5,-0.6,52.04,80.31,85.61,86.51,62.69,49.34,56.03
Melle Witteveen,nl NED,Forward,Heerenveen,20,2003,5,0,72,0.0,0.62,1.25,0.0,0.0,0.0,3.75,1.25,21.25,27.5,15.0,15.0,6.25,10.0,0.0,1.25,1.25,0.0,1.25,1.25,1.25,0.0,3.75,3.75,11.25,1.25,0.0,1.25,0.0,0.0,1.25,3.75,2.5,1.25,1.25,1.25,0.0,43.75,2.5,10.0,13.75,21.25,2.5,43.75,5.0,1.25,32.5,3.75,1.25,2.5,5.0,31.25,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,7.5,18.75,5.0,5.0,1.25,-1.0,0.0,77.27,100.0,62.5,0.0,25.0,25.0
Memo Rodriguez,us USA,Midfielder,Sporting KC,28,1995,26,18,1615,0.11,0.06,1.67,0.39,0.0,0.0,4.68,0.39,41.8,52.89,18.56,20.56,16.16,19.67,6.41,11.03,0.28,0.22,2.06,5.68,1.0,0.11,6.19,0.84,1.95,2.79,1.34,0.84,1.34,0.61,1.28,2.84,1.56,0.95,1.17,0.56,0.0,61.91,0.67,7.91,33.55,21.07,0.67,61.91,1.06,0.5,33.94,1.5,0.11,0.89,0.5,42.3,0.39,0.0,0.0,1.67,1.34,0.11,0.06,0.0,0.0,4.57,0.45,0.5,0.95,1.39,8.97,5.07,1.89,2.62,0.83,47.37,79.03,90.27,82.16,58.11,46.54,47.17
Memphis,nl NED,Forward,Corinthians,29,1994,11,9,793,0.79,0.42,3.75,1.59,0.11,0.11,4.2,0.68,24.85,30.98,14.53,17.25,6.58,7.6,1.48,2.72,0.11,0.15,1.48,2.04,0.91,0.0,3.52,2.72,7.04,1.02,0.79,0.23,0.57,0.23,0.57,1.02,0.45,0.45,0.23,0.34,0.0,43.35,0.45,2.61,21.22,20.2,4.2,43.24,3.52,1.48,28.6,1.48,1.02,2.61,2.27,33.93,0.23,0.0,0.0,0.68,1.7,0.45,0.0,0.0,0.0,2.95,0.34,0.34,0.68,4.88,13.28,4.88,6.13,1.36,0.88,50.0,80.21,84.23,86.58,54.41,66.67,42.05
Merveille Bokadi,cd COD,Defender,Standard Liège,31,1992,18,15,1305,0.07,0.04,0.62,0.07,0.0,0.0,0.48,0.07,47.31,54.48,14.76,16.69,25.24,27.86,5.86,7.86,0.07,0.01,0.21,2.62,0.0,0.0,3.79,0.41,0.41,1.31,0.9,0.9,0.41,0.0,0.76,1.31,0.55,0.9,1.52,5.38,0.0,66.14,9.72,31.79,32.0,2.97,1.1,66.14,1.72,1.17,45.45,0.41,0.07,0.83,0.69,38.34,0.0,0.07,0.0,0.62,0.76,0.0,0.0,0.0,0.0,8.07,2.14,1.1,3.24,1.52,4.62,0.55,1.17,1.66,0.75,66.05,86.84,88.44,90.6,74.55,63.36,68.02
Metinho,br BRA,Midfielder,Sparta R'dam,20,2003,24,13,1268,0.14,0.06,0.57,0.28,0.0,0.0,1.99,0.28,31.02,36.84,11.5,12.78,15.19,17.32,3.69,4.9,0.07,0.06,0.85,3.26,0.71,0.0,5.11,1.42,0.99,3.62,2.41,1.77,1.56,0.28,1.42,2.7,1.28,1.28,1.42,2.06,0.0,49.47,3.12,12.99,28.89,8.38,0.71,49.47,2.13,1.21,26.9,0.92,0.43,1.49,1.28,29.03,0.21,0.0,0.0,1.21,2.7,0.14,0.0,0.0,0.0,6.18,1.35,0.99,2.34,2.77,7.52,2.27,1.85,3.83,1.33,57.69,84.2,89.98,87.7,75.31,60.6,56.81
Mexx Meerdink,nl NED,Forward,Vitesse,20,2003,9,7,615,0.0,0.34,2.78,1.46,0.0,0.0,3.37,0.0,16.54,24.88,9.22,13.32,5.27,7.17,1.32,1.76,0.0,0.06,1.17,0.88,1.17,0.0,3.22,1.02,5.27,0.44,0.15,0.29,0.0,0.15,0.15,0.29,0.15,0.59,0.0,1.17,0.0,34.68,1.32,2.49,13.46,18.73,4.24,34.68,1.46,0.73,16.1,0.88,0.44,2.34,0.88,26.05,0.0,0.0,0.0,2.05,0.73,1.32,0.0,0.0,0.0,0.73,4.83,2.2,7.02,3.22,9.51,3.37,5.85,0.29,-1.0,68.8,66.48,69.22,73.5,75.0,41.1,50.0
Micael,br BRA,Defender,Houston Dynamo,23,2000,32,30,2769,0.0,0.01,0.33,0.03,0.0,0.0,0.55,0.0,65.04,72.25,23.43,24.41,34.03,36.31,6.57,9.62,0.0,0.03,0.2,2.21,0.03,0.0,1.46,0.0,0.1,1.53,1.01,1.3,0.23,0.0,0.91,1.5,0.59,1.07,1.14,4.49,0.03,82.72,16.35,54.73,26.68,1.5,0.62,82.72,0.39,0.2,50.02,0.2,0.0,0.46,0.16,58.28,0.2,0.0,0.0,1.14,1.04,0.03,0.0,0.0,0.0,4.84,1.76,1.37,3.12,0.62,1.56,0.55,0.65,1.92,-1.0,56.41,90.02,95.99,93.72,68.3,63.37,51.28
Michael,br BRA,Forward,Flamengo,27,1996,12,6,653,0.55,0.5,2.34,1.52,0.0,0.0,3.45,0.55,22.05,30.32,13.37,15.44,6.75,9.65,0.83,1.65,0.14,0.17,1.65,0.69,1.65,0.41,2.62,3.45,14.33,1.24,0.83,0.14,0.41,0.69,0.41,1.24,0.83,0.69,0.28,0.69,0.0,41.76,0.41,2.48,10.47,29.36,8.13,41.76,3.45,0.96,27.29,1.93,1.65,2.07,0.83,32.25,0.0,0.0,0.0,0.28,0.83,0.14,0.14,0.0,0.0,1.93,0.55,0.69,1.24,2.89,20.4,4.0,11.85,1.24,0.1,44.35,72.72,86.59,69.95,50.3,50.0,27.83
Michael Baldisimo,ph PHI,Midfielder,SJ Earthquakes,23,2000,2,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,25.2,7.2,10.8,14.4,14.4,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,7.2,0.0,3.6,14.4,0.0,3.6,10.8,0.0,7.2,14.4,7.2,0.0,7.2,7.2,0.0,50.4,0.0,18.0,28.8,7.2,3.6,50.4,0.0,0.0,18.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,0.0,10.8,0.0,3.6,7.2,0.0,0.0,85.71,66.67,100.0,0.0,25.0,0.0
Michael Boxall,nz NZL,Defender,Minnesota Utd,35,1988,32,32,2835,0.03,0.06,0.38,0.06,0.0,0.0,0.73,0.1,32.0,38.0,11.14,12.25,16.86,18.57,3.4,5.68,0.0,0.02,0.25,2.03,0.13,0.0,1.87,0.29,0.19,0.95,0.51,0.67,0.19,0.1,0.57,0.89,0.32,1.27,0.89,4.92,0.06,47.56,8.51,27.62,17.43,2.79,0.86,47.56,0.32,0.22,21.9,0.25,0.03,0.51,0.19,25.27,0.29,0.0,0.0,1.24,0.73,0.13,0.0,0.0,0.0,3.84,1.59,0.79,2.38,0.7,2.35,0.83,1.02,1.08,-0.5,66.81,84.21,90.94,90.79,59.86,58.7,68.75
Michael Brouwer,nl NED,Goalkeeper,Heracles Almelo,30,1993,34,34,3060,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.03,24.71,39.79,4.59,4.59,11.59,11.74,8.53,23.24,0.03,0.0,0.09,0.88,0.03,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.06,0.09,0.03,0.0,0.03,0.41,0.06,43.94,38.18,43.47,0.5,0.0,0.0,43.94,0.03,0.03,24.5,0.0,0.0,0.03,0.0,20.21,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.74,0.32,0.09,0.41,0.03,0.0,0.26,0.03,0.06,0.0,78.05,62.1,100.0,98.72,36.7,40.0,100.0
Michael Cooper,eng ENG,Goalkeeper,Plymouth Argyle,23,1999,19,19,1710,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,28.58,43.79,5.32,5.42,14.74,14.89,8.53,23.47,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.53,0.0,46.32,42.42,46.21,0.11,0.0,0.0,46.32,0.0,0.0,24.0,0.0,0.0,0.0,0.0,18.37,0.16,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.68,0.58,0.05,0.63,0.0,0.0,0.21,0.0,0.0,0.0,92.06,65.27,98.15,98.99,36.34,0.0,0.0
Michael Edwards,us USA,Defender,Colorado Rapids,23,2000,4,2,208,0.43,0.3,0.87,0.43,0.0,0.0,0.43,0.0,43.27,48.46,12.55,13.85,27.26,29.86,3.46,4.33,0.0,0.0,0.43,2.16,0.0,0.0,2.16,0.43,0.87,2.16,1.3,2.16,0.0,0.0,2.16,3.46,1.3,3.03,1.73,3.46,0.0,61.44,7.79,33.32,25.1,3.03,1.73,61.44,0.0,0.0,38.94,0.0,0.0,0.43,0.43,41.11,0.43,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,2.16,1.73,0.43,2.16,0.87,3.46,0.43,1.73,3.46,0.43,80.09,89.29,90.61,91.29,79.91,61.57,0.0
Michael Estrada,ec ECU,Forward,ec LDU de Quito,27,1996,6,6,469,0.19,0.27,2.88,0.58,0.0,0.0,1.92,0.19,13.62,19.96,8.64,9.79,3.84,4.99,0.77,1.92,0.0,0.1,1.34,1.54,0.77,0.0,2.88,1.15,4.22,0.58,0.19,0.0,0.58,0.0,0.0,0.0,0.0,1.34,0.0,0.19,0.0,34.93,0.19,0.77,16.89,18.04,5.57,34.93,4.8,1.92,19.19,1.73,0.38,3.26,2.3,27.63,0.38,0.0,0.0,1.34,2.11,0.77,0.0,0.0,0.0,2.49,2.69,2.49,5.18,5.57,8.25,2.11,6.72,0.19,-0.3,51.93,68.24,88.25,76.95,40.1,32.76,40.0
Michael Frey,ch SUI,Forward,QPR,29,1994,9,4,372,0.24,0.31,1.94,0.48,0.0,0.24,2.42,0.0,10.16,20.08,6.05,10.89,2.18,4.6,0.48,1.21,0.0,0.05,1.21,1.45,0.0,0.0,1.69,0.48,2.18,1.94,1.21,0.0,1.21,0.73,0.0,0.24,0.24,1.21,0.48,0.73,0.0,31.94,0.97,3.15,14.52,14.27,4.35,31.69,0.73,0.24,11.61,0.24,0.0,2.9,0.97,21.05,0.0,0.0,0.0,1.69,0.24,0.48,0.0,0.0,0.0,2.42,4.35,3.63,7.98,3.87,4.35,2.42,4.35,1.21,-0.23,54.51,50.6,55.56,47.39,39.67,55.5,32.88
Michael Fuentes,cl CHI,Forward,cl Palestino,25,1998,3,1,77,0.0,0.12,3.51,0.0,0.0,0.0,4.68,1.17,9.35,23.38,5.84,11.69,2.34,4.68,1.17,2.34,1.17,0.12,1.17,1.17,1.17,1.17,0.0,1.17,5.84,4.68,0.0,1.17,3.51,0.0,0.0,2.34,2.34,2.34,0.0,0.0,0.0,49.09,0.0,1.17,22.21,26.88,5.84,49.09,4.68,0.0,26.88,1.17,0.0,4.68,4.68,36.23,0.0,0.0,0.0,2.34,1.17,2.34,0.0,0.0,0.0,1.17,2.34,4.68,7.01,9.35,7.01,5.84,8.18,0.0,-1.0,33.38,39.99,49.96,50.0,50.0,0.0,0.0
Michael Halliday,us USA,Defender,Orlando City,21,2003,6,0,110,0.0,0.16,2.45,0.82,0.0,0.0,0.0,0.0,39.27,53.18,26.18,30.27,9.82,14.73,3.27,4.91,0.0,0.0,0.0,0.82,0.0,0.0,2.45,1.64,10.64,4.09,2.45,2.45,0.82,0.82,1.64,4.09,2.45,2.45,0.82,1.64,0.0,71.18,2.45,18.0,27.82,25.36,4.09,71.18,2.45,0.0,27.82,0.0,0.0,3.27,1.64,36.82,0.82,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,2.45,0.82,0.82,1.64,4.91,14.73,0.0,4.09,4.09,-1.0,50.0,73.84,86.49,66.67,66.6,50.0,0.0
Michael Hoyos,ar ARG,Forward,ec Independiente,32,1991,5,5,385,0.47,0.51,3.51,0.94,0.0,0.0,1.87,0.23,13.56,18.23,7.71,9.58,3.74,4.91,0.47,0.47,0.0,0.05,1.17,0.7,0.23,0.0,0.94,0.7,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.47,0.47,0.47,0.0,27.12,0.7,1.17,11.92,14.03,4.21,27.12,0.94,0.23,13.09,0.23,0.47,1.87,0.23,22.21,0.23,0.0,0.0,2.1,1.87,0.94,0.0,0.0,0.0,2.1,2.1,4.21,6.31,2.1,6.31,2.1,4.91,0.0,-0.08,33.28,74.38,80.48,76.17,100.0,0.0,24.47
Michael Ihiekwe,eng ENG,Defender,Sheffield Weds,30,1992,26,22,1926,0.05,0.07,0.56,0.14,0.0,0.0,0.51,0.09,31.26,39.63,10.37,12.71,17.29,20.0,3.27,5.93,0.09,0.02,0.14,0.79,0.05,0.0,1.26,0.09,0.19,0.65,0.42,0.56,0.09,0.0,0.47,0.93,0.47,1.31,1.12,4.91,0.09,49.44,9.49,31.82,15.33,2.38,1.36,49.44,0.0,0.0,22.15,0.23,0.0,0.37,0.19,27.06,0.19,0.0,0.0,0.89,0.47,0.19,0.0,0.05,0.05,3.13,3.41,1.87,5.28,0.56,1.54,0.61,1.4,0.89,-0.29,64.58,78.88,81.59,86.45,55.14,56.33,0.0
Michael Johnston,ie IRL,Forward,West Brom,24,1999,18,15,1158,0.54,0.23,1.79,0.93,0.0,0.0,4.04,0.7,28.99,37.62,16.48,18.19,8.94,11.11,2.56,5.05,0.08,0.16,1.63,2.18,1.01,0.16,3.34,5.13,7.07,0.93,0.54,0.39,0.16,0.39,0.47,1.55,1.09,0.85,0.31,0.54,0.08,49.27,0.7,5.44,19.9,24.56,3.03,49.27,5.44,3.03,30.08,3.5,1.55,2.25,1.55,35.05,0.0,0.0,0.0,0.78,0.54,0.16,0.0,0.0,0.0,3.73,0.23,0.39,0.62,3.81,15.54,4.74,5.75,1.01,1.35,37.1,77.06,90.6,80.47,50.69,40.73,55.7
