Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Christos Tzolis,GRE,Club Brugge,UEFA Champions League,LW,Forward,23,349,1,64,76,71,78,69,72
Christos Zafeiris,GRE,Slavia Prague,UEFA Champions League,CM,Midfielder,22,339,1,36,36,50,18,37,36
Cian Barrett,IRL,Shamrock Rovers,UEFA Europa Conference League,CM,Midfielder,20,45,1,40,17,23,5,84,41
Ciro Immobile,ITA,Bologna,Italian Serie A,AM,Forward,35,29,1,34,16,20,26,29,25
Cisse Sandra,BEL,Club Brugge,UEFA Champions League,CM,Midfielder,21,112,1,40,28,26,35,48,37
Claudio Echeverri,ARG,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,19,243,1,31,40,62,62,58,46
Claudy M'Buyi,FRA,Rapid Wien,UEFA Europa Conference League,AM,Forward,26,64,1,31,24,25,26,35,27
Clemens Riedel,GER,Espanyol,Spanish La Liga,CB,Defender,22,495,1,47,41,45,38,62,50
Clement Bischoff,DEN,RB Salzburg,UEFA Europa League,LW,Forward,19,91,1,35,53,52,68,65,51
Clinton Antwi,GHA,KuPS,UEFA Europa Conference League,LB,Defender,26,168,1,98,78,74,87,45,68
Clinton Mata,ANG,Lyon,"French Ligue 1, UEFA Europa League",CB,Defender,33,1338,1,36,44,50,53,41,45
Clément Akpa,CIV,Auxerre,French Ligue 1,CB,Defender,23,901,1,39,51,59,53,45,49
Clément Lenglet,FRA,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,30,579,1,50,58,69,60,51,57
Cléo Melieres,FRA,Metz,French Ligue 1,RB,Defender,20,31,1,44,58,41,37,14,31
Coba da Costa,ESP,Getafe,Spanish La Liga,LM,Midfielder,23,267,1,40,69,37,72,57,55
Cody Gakpo,NED,Liverpool,"English Premier League, UEFA Champions League",LW,Forward,26,1032,1,54,86,64,75,54,69
Colby Donovan,SCO,Celtic,UEFA Europa League,RB,Defender,19,200,1,45,93,75,80,48,62
Cole Campbell,USA,Dortmund,German Bundesliga,RW,Forward,19,17,1,25,62,44,72,13,47
Cole Palmer,ENG,Chelsea,"English Premier League, UEFA Champions League",AM,Forward,23,235,1,89,78,69,73,49,77
Colin Rosler,NOR,Malmö,UEFA Europa League,CB,Defender,25,270,1,44,32,49,50,35,42
Connor Barron,SCO,Rangers,UEFA Europa League,DM,Midfielder,23,196,1,32,26,48,38,65,47
Connor Malley,ENG,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,25,146,1,40,30,20,10,48,31
Connor Metcalfe,AUS,St. Pauli,German Bundesliga,AM,Forward,26,227,1,41,84,69,86,72,68
Conor Bradley,NIR,Liverpool,"English Premier League, UEFA Champions League",RB,Defender,22,754,1,44,63,66,77,61,63
Conor Gallagher,ENG,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,25,557,1,83,57,54,65,71,66
Conrad Harder,DEN,RB Leipzig,German Bundesliga,AM,Forward,20,95,1,42,57,51,87,66,57
Copete,ESP,Valencia,Spanish La Liga,CB,Defender,26,699,1,29,52,36,31,46,39
Corentin Tolisso,FRA,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,31,1111,1,56,44,75,60,72,57
Corrie Ndaba,IRL,Lecce,Italian Serie A,LB,Defender,25,69,1,44,60,47,24,53,45
Cory O'Sullivan,IRL,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CB,Defender,19,270,1,44,34,26,23,21,26
Costinha,POR,Olympiacos,UEFA Champions League,RB,Defender,25,217,1,49,61,41,57,89,66
Couhaib Driouech,MAR,PSV Eindhoven,UEFA Champions League,LW,Forward,23,58,1,96,80,43,71,53,75
Cristhian Mosquera,ESP,Arsenal,"English Premier League, UEFA Champions League",CB,Defender,21,422,1,44,29,45,53,64,53
Cristhian Stuani,URU,Girona,Spanish La Liga,AM,Forward,39,193,1,69,31,25,5,44,37
Cristian Cásseres Jr.,VEN,Toulouse,French Ligue 1,CM,Midfielder,25,897,1,28,58,66,41,57,52
Cristian Romero,ARG,Tottenham,"English Premier League, UEFA Champions League",CB,Defender,27,910,1,39,63,64,52,64,58
Cristian Volpato,ITA,Sassuolo,Italian Serie A,RW,Forward,21,267,1,33,67,73,78,63,60
Cristiano Biraghi,ITA,Torino,Italian Serie A,LB,Defender,33,458,1,49,65,55,35,39,44
Crysencio Summerville,NED,West Ham,English Premier League,LW,Forward,24,641,1,32,64,50,59,61,51
Cucho,COL,Betis,"Spanish La Liga, UEFA Europa League",AM,Forward,26,1060,1,76,57,49,49,53,60
Curtis Jones,ENG,Liverpool,"English Premier League, UEFA Champions League",DM,Midfielder,24,535,1,36,72,76,81,55,64
Cyle Larin,CAN,Feyenoord,UEFA Europa League,AM,Forward,30,145,1,66,34,63,30,35,48
Cyriaque Irié,BFA,Freiburg,German Bundesliga,RW,Forward,20,31,1,45,61,65,53,61,56
Cyriel Dessers,NGA,Panathinaikos,UEFA Europa League,AM,Forward,30,21,1,34,52,16,5,18,30
Cyril Ngonge,BEL,Torino,Italian Serie A,AM,Forward,25,638,1,58,64,59,48,45,57
Cédric Bakambu,COD,Betis,"Spanish La Liga, UEFA Europa League",AM,Forward,34,385,1,75,49,36,23,42,49
César Azpilicueta,ESP,Sevilla,Spanish La Liga,CB,Defender,36,497,1,44,48,51,55,63,55
César Blackman,PAN,Slovan Bratislava,UEFA Europa Conference League,RB,Defender,27,253,1,35,74,56,72,23,44
César Tárrega,ESP,Valencia,Spanish La Liga,CB,Defender,23,1080,1,44,35,39,36,51,44
Daan Heymans,BEL,Genk,UEFA Europa League,AM,Forward,26,101,1,81,47,58,63,90,64
Dachi Lordkipanidze,GEO,Cremonese,Italian Serie A,CM,Midfielder,20,29,1,40,17,14,10,40,26
Daichi Kamada,JPN,Crystal Palace,"English Premier League, UEFA Europa Conference League",CM,Forward,29,872,1,30,50,64,48,76,48
Daiki Hashioka,JPN,Slavia Prague,UEFA Champions League,RB,Defender,26,113,1,53,44,34,28,24,32
Daizen Maeda,JPN,Celtic,UEFA Europa League,RW,Forward,28,166,1,34,24,29,26,53,30
Daley Blind,NED,Girona,Spanish La Liga,CB,Defender,35,952,1,44,59,71,57,63,61
Damir Kasabulat,KAZ,Qaırat Almaty,UEFA Champions League,DM,Midfielder,23,241,1,42,20,39,10,44,33
Damir Muminovic,ISL,Breiðablik,UEFA Europa Conference League,CB,Defender,35,180,1,36,60,64,30,38,43
Damián Pizarro,CHI,Le Havre,French Ligue 1,AM,Forward,20,28,1,34,16,28,5,29,22
Damián Rodríguez,ESP,Celta Vigo,"Spanish La Liga, UEFA Europa League",CM,Midfielder,22,255,1,35,34,71,58,23,43
Damjan Vuklišević,SVN,NK Celje,UEFA Europa Conference League,CB,Defender,30,12,1,44,21,17,22,10,19
Dan Burn,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",LB,Defender,33,1306,1,80,55,42,33,56,52
Dan Glazer,ISR,Qaırat Almaty,UEFA Champions League,DM,Midfielder,29,60,1,40,46,82,48,44,52
Dan Ndoye,SUI,Nott'ham Forest,"English Premier League, UEFA Europa League",RW,Forward,25,988,1,58,58,46,59,67,57
Dan Neil,ENG,Sunderland,English Premier League,CM,Midfielder,23,2,1,40,17,13,44,28,28
Dan-Axel Zagadou,FRA,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,26,175,1,45,64,78,74,86,75
Dane Murray,SCO,Celtic,UEFA Europa League,CB,Defender,22,10,1,44,21,72,62,11,38
Dane Scarlett,ENG,Tottenham,UEFA Champions League,LM,Midfielder,21,11,1,40,70,17,53,7,31
Danel Sinani,LUX,St. Pauli,German Bundesliga,AM,Forward,28,756,1,63,72,83,69,57,70
Dango Ouattara,BFA,Brentford,English Premier League,RW,Forward,23,642,1,56,52,34,48,61,50
Dani Bolt,BRA,Qarabağ,UEFA Champions League,RB,Defender,26,28,1,44,33,14,50,50,41
Dani Calvo,ESP,Oviedo,Spanish La Liga,CB,Defender,31,540,1,44,24,28,22,37,32
Dani Carvajal,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",RB,Defender,33,444,1,34,52,62,63,57,56
Dani Ceballos,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,29,391,1,42,57,84,87,71,71
Dani García,ESP,Olympiacos,UEFA Champions League,DM,Midfielder,35,271,1,30,25,46,10,52,36
Dani Olmo,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,27,712,1,49,78,81,78,63,69
Dani Raba,ESP,Valencia,Spanish La Liga,AM,Forward,30,245,1,40,69,70,70,72,61
Dani Rodríguez,ESP,Mallorca,Spanish La Liga,CM,Midfielder,37,68,1,48,41,37,41,47,43
Dani de Wit,NED,Utrecht,UEFA Europa League,AM,Forward,27,86,1,34,34,34,29,53,34
Daniel Adu-Adjei,ENG,Rijeka,UEFA Europa Conference League,AM,Forward,20,88,1,34,25,16,6,52,24
Daniel Ballard,NIR,Sunderland,English Premier League,CB,Defender,26,581,1,96,54,43,33,41,48
Daniel Bassi,NOR,Bodø/Glimt,UEFA Champions League,LM,Forward,0,67,1,85,60,48,81,63,69
Daniel Birligea,ROU,FCSB,UEFA Europa League,AM,Forward,25,225,1,79,49,54,40,43,57
Daniel Boloca,ROU,Sassuolo,Italian Serie A,LM,Midfielder,26,135,1,28,40,43,51,56,47
Daniel Cleary,IRL,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CB,Defender,29,270,1,44,25,16,7,39,28
Daniel Denoon,SUI,Pisa,Italian Serie A,CB,Defender,21,122,1,44,21,16,13,45,31
Daniel Elfadli,LBY,Hamburger SV,German Bundesliga,CB,Defender,28,746,1,54,45,43,48,48,48
Daniel Gleiber,GER,Mainz 05,UEFA Europa Conference League,CM,Midfielder,20,25,1,28,60,85,57,44,55
Daniel Graovac,BIH,FCSB,UEFA Europa League,CB,Defender,32,180,1,44,46,32,10,61,42
Daniel Guerrero,ESP,Betis,Spanish La Liga,AM,Forward,20,1,1,34,30,35,79,30,41
Daniel James,WAL,Leeds United,English Premier League,RW,Forward,27,289,1,34,52,50,50,45,46
Daniel Kelly,IRL,Shelbourne FC,UEFA Europa Conference League,WB,Midfielder,29,69,1,40,32,14,41,80,47
Daniel Maldini,ITA,Atalanta,"Italian Serie A, UEFA Champions League",AM,Forward,24,226,1,35,61,52,70,43,52
Daniel Mandroiu,IRL,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,AM,Forward,27,111,1,77,31,60,38,46,52
Daniel Mosquera,COL,Hellas Verona,Italian Serie A,AM,Forward,26,90,1,57,45,29,42,43,45
Daniel Muñoz,COL,Crystal Palace,"English Premier League, UEFA Europa Conference League",WB,Midfielder,29,1251,1,78,63,33,39,72,57
Daniel Oyegoke,ENG,Hellas Verona,Italian Serie A,WB,Midfielder,22,9,1,40,31,20,42,18,28
Daniel Parejo,ESP,Villarreal,"Spanish La Liga, UEFA Champions League",CM,Midfielder,36,505,1,30,59,76,68,49,57
Daniel Podence,POR,Olympiacos,UEFA Champions League,LW,Forward,30,340,1,37,77,68,67,67,61
Daniel Svensson,SWE,Dortmund,"German Bundesliga, UEFA Champions League",WB,Midfielder,23,1193,1,69,44,42,49,38,46
Daniel Vašulín,CZE,Sigma Olomouc,UEFA Europa Conference League,AM,Forward,27,158,1,27,53,41,31,55,39
Daniel Vivian,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",CB,Defender,26,1185,1,39,45,54,37,59,50
Daniele Ghilardi,ITA,Roma,Italian Serie A,CB,Defender,22,7,1,44,21,22,23,44,34
Daniele Rugani,ITA,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,31,322,1,47,28,25,20,50,37
Danijel Šturm,SVN,NK Celje,UEFA Europa Conference League,AM,Forward,26,260,1,33,42,32,30,38,35
Danilho Doekhi,NED,Union Berlin,German Bundesliga,CB,Defender,27,900,1,95,55,32,19,60,51
Danilo,BRA,Rangers,UEFA Europa League,AM,Forward,26,52,1,42,28,61,33,36,39
Danilo Al Saed,IRQ,Häcken,UEFA Europa Conference League,LM,Midfielder,26,45,1,28,77,33,68,7,37
Danilo Cataldi,ITA,Lazio,Italian Serie A,CM,Midfielder,31,764,1,69,48,53,34,50,50
Danilo Veiga,POR,Lecce,Italian Serie A,RB,Defender,23,762,1,44,68,54,50,57,54
Danny Grant,IRL,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,WB,Midfielder,25,135,1,40,17,18,16,35,26
Danny Loader,CMR,Auxerre,French Ligue 1,LM,Midfielder,25,823,1,70,64,34,43,39,46
Danny Welbeck,ENG,Brighton,English Premier League,AM,Forward,34,711,1,76,43,42,23,42,49
Danny da Costa,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CB,Defender,32,1004,1,44,57,61,44,52,51
Dante,BRA,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,42,229,1,64,39,56,52,52,54
Dante Polvara,USA,Aberdeen,UEFA Europa Conference League,AM,Forward,25,154,1,34,28,67,38,90,42
Danylo Ihnatenko,UKR,Slovan Bratislava,UEFA Europa Conference League,CM,Midfielder,28,207,1,44,31,63,41,74,55
Daníel Gudjohnsen,ISL,Malmö,UEFA Europa League,AM,Forward,19,153,1,29,49,30,37,24,36
Daouda Guindo,MLI,Brest,French Ligue 1,LB,Defender,23,167,1,51,23,32,62,37,42
Daren Mosengo,FRA,Le Havre,French Ligue 1,DM,Midfielder,19,12,1,40,17,65,25,44,40
Darian Males,SUI,Young Boys,UEFA Europa League,RM,Midfielder,24,192,1,41,66,36,37,26,38
Darius Olaru,ROU,FCSB,UEFA Europa League,AM,Forward,27,280,1,79,50,77,54,70,65
Darko Hrka,SVN,NK Celje,UEFA Europa Conference League,CM,Midfielder,25,172,1,40,38,52,39,54,47
Darlin Yongwa,CMR,Lorient,French Ligue 1,CB,Defender,25,434,1,37,81,72,79,60,65
Darragh Nugent,IRL,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,24,149,1,40,17,14,4,24,19
Darryl Bakola,FRA,Marseille,French Ligue 1,DM,Midfielder,17,28,1,68,49,71,94,24,57
Darío Osorio,CHI,Midtjylland,UEFA Europa League,RW,Forward,21,162,1,43,80,63,67,74,63
Dastan Satpayev,KAZ,Qaırat Almaty,UEFA Champions League,AM,Forward,17,349,1,35,46,36,31,49,39
Dave Kwakman,NED,AZ Alkmaar,UEFA Europa Conference League,CM,Midfielder,21,91,1,40,42,59,36,53,48
Dave Van Den Berg,NED,Utrecht,UEFA Europa League,CM,Forward,25,53,1,39,24,55,55,32,40
David Affengruber,AUT,Elche,Spanish La Liga,CB,Defender,24,933,1,44,44,61,47,77,61
David Alaba,AUT,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,33,147,1,64,42,51,42,35,44
David Brooks,WAL,Bournemouth,English Premier League,RW,Forward,28,550,1,35,75,64,76,64,61
David Carmo,ANG,Oviedo,Spanish La Liga,CB,Defender,26,733,1,86,39,57,46,49,54
David Costas,ESP,Oviedo,Spanish La Liga,CB,Defender,30,530,1,44,34,38,29,47,40
David Doudera,CZE,Slavia Prague,UEFA Champions League,RB,Defender,27,159,1,44,74,57,57,41,50
David Gerasimou,CYP,AÉK Lárnaka,UEFA Europa Conference League,AM,Forward,15,7,1,34,32,35,63,29,38
David Goldar,ESP,Pafos FC,UEFA Champions League,CB,Defender,31,295,1,31,26,19,11,40,28
David Kiki,BEN,FCSB,UEFA Europa League,LB,Defender,31,45,1,44,21,40,28,21,29
David Luiz,BRA,Pafos FC,UEFA Champions League,CB,Defender,38,270,1,44,41,17,19,62,41
David López,ESP,Mallorca,Spanish La Liga,CB,Defender,22,61,1,44,21,18,7,42,29
David López,ESP,Girona,Spanish La Liga,CB,Defender,35,202,1,36,39,61,59,29,43
David Miculescu,ROU,FCSB,UEFA Europa League,RW,Forward,24,309,1,72,33,37,33,82,48
David Min,NED,Utrecht,UEFA Europa League,AM,Forward,26,182,1,20,40,45,34,71,36
David Moses,NGA,Slavia Prague,UEFA Champions League,RM,Midfielder,21,140,1,56,27,44,23,46,40
David Møller Wolfe,NOR,Wolves,English Premier League,LM,Midfielder,23,152,1,40,54,26,38,38,38
David Neres,BRA,Napoli,"Italian Serie A, UEFA Champions League",RM,Midfielder,28,512,1,42,76,43,76,37,52
David Okereke,NGA,Cremonese,Italian Serie A,AM,Forward,28,81,1,34,16,16,20,39,23
David Raum,GER,RB Leipzig,German Bundesliga,LB,Defender,27,900,1,84,84,72,83,64,73
David Sualehe,POR,FC Noah,UEFA Europa Conference League,LB,Defender,28,270,1,51,73,61,86,42,58
David Tkac,CZE,Sigma Olomouc,UEFA Europa Conference League,AM,Forward,23,45,1,57,17,23,48,29,36
David Zima,CZE,Slavia Prague,UEFA Champions League,CB,Defender,24,360,1,35,42,33,16,57,40
Davide Bartesaghi,ITA,Milan,Italian Serie A,WB,Midfielder,19,487,1,46,59,42,46,43,46
Davide Calabria,ITA,Panathinaikos,UEFA Europa League,RB,Defender,28,116,1,44,56,56,66,51,54
Davide Frattesi,ITA,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,26,378,1,42,55,34,33,40,40
Davide Zappacosta,ITA,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,33,857,1,45,66,53,67,34,50
Davinchi,ESP,Getafe,Spanish La Liga,LB,Defender,17,429,1,48,68,36,41,65,52
Davinson Sánchez,COL,Galatasaray,UEFA Champions League,CB,Defender,29,360,1,38,53,50,51,55,51
Davy Klaassen,NED,Ajax,UEFA Champions League,RM,Midfielder,32,315,1,42,44,33,22,44,37
Davíð Ingvarsson,ISL,Breiðablik,UEFA Europa Conference League,LW,Forward,26,133,1,32,32,24,20,32,28
Dawda Camara,MTN,Girona,Spanish La Liga,AM,Forward,22,72,1,38,28,45,12,39,32
Dawid Drachal,POL,Jagiellonia,UEFA Europa Conference League,AM,Forward,20,77,1,31,26,64,32,36,36
Dayann Methalie,FRA,Toulouse,French Ligue 1,LM,Midfielder,19,859,1,42,54,26,46,67,50
Dayot Upamecano,FRA,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,27,984,1,43,53,73,70,59,61
Dean Huijsen,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,20,1042,1,42,67,78,69,57,62
Dean James,IDN,Go Ahead Eag,UEFA Europa League,LB,Defender,25,360,1,44,81,47,54,30,43
Declan Rice,ENG,Arsenal,"English Premier League, UEFA Champions League",LM,Midfielder,26,1187,1,75,78,81,84,45,68
Dehmaine Assoumani,FRA,Nantes,French Ligue 1,CM,Midfielder,20,532,1,42,58,42,40,43,44
Deiver Machado,COL,Lens,French Ligue 1,WB,Midfielder,32,272,1,39,41,29,54,40,41
Dejan Ljubicic,AUT,Dinamo Zagreb,UEFA Europa League,CM,Midfielder,28,288,1,90,32,35,36,35,42
Dejan Petrovič,SVN,Rijeka,UEFA Europa Conference League,CM,Midfielder,27,180,1,40,25,36,21,27,29
Dele,NGA,Ferencváros,UEFA Europa League,AM,Forward,24,146,1,82,52,54,54,59,62
Denil Castillo,ECU,Midtjylland,UEFA Europa League,CM,Midfielder,21,233,1,22,50,34,52,58,46
Denis Alibec,ROU,FCSB,UEFA Europa League,AM,Forward,34,90,1,53,58,44,31,24,47
Denis Huseinbasic,BIH,Köln,German Bundesliga,CM,Midfielder,24,392,1,29,34,63,60,48,49
Denis Suárez,ESP,Alavés,Spanish La Liga,CM,Midfielder,31,413,1,79,71,70,82,45,65
Denis Višinský,CZE,Viktoria Plzeň,UEFA Europa League,AM,Forward,22,137,1,30,30,33,51,27,34
Denis Zakaria,SUI,Monaco,French Ligue 1,DM,Midfielder,28,372,1,40,63,64,47,41,50
Deniz Gül,TUR,Porto,UEFA Europa League,AM,Forward,21,164,1,46,62,23,18,22,40
Deniz Undav,GER,Stuttgart,"German Bundesliga, UEFA Europa League",AM,Forward,29,500,1,86,47,59,47,41,60
Dennis Johnsen,NOR,Cremonese,Italian Serie A,AM,Forward,27,135,1,36,57,52,52,31,48
Dennis Man,ROU,PSV Eindhoven,UEFA Champions League,RW,Forward,27,230,1,86,36,55,79,50,62
Dennis Politic,ROU,FCSB,UEFA Europa League,AM,Forward,25,43,1,47,31,33,76,44,45
Denso Kasius,NED,AZ Alkmaar,UEFA Europa Conference League,RB,Defender,23,161,1,46,88,58,63,55,58
Denys Popov,UKR,Dynamo Kyiv,UEFA Europa Conference League,CB,Defender,26,180,1,95,53,61,66,59,65
Denzel De Roeve,BEL,Brann,UEFA Europa League,RB,Defender,21,271,1,48,43,43,65,65,57
Denzel Dumfries,NED,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,29,1050,1,79,50,36,50,40,48
Dereck Kutesa,SUI,AEK Athens,UEFA Europa Conference League,LW,Forward,27,149,1,95,52,39,68,39,64
Derek Cornelius,CAN,"Marseille, Rangers","French Ligue 1, UEFA Europa League",CB,Defender,27,230,1,44,29,36,40,41,39
Dermane Karim,TOG,Lorient,French Ligue 1,AM,Forward,21,622,1,28,53,64,64,68,50
Deroy Duarte,CPV,Ludogorets,UEFA Europa League,CM,Midfielder,26,238,1,44,39,39,27,70,48
Derrick Köhn,GER,Union Berlin,German Bundesliga,WB,Midfielder,26,528,1,48,44,21,33,44,38
Derrick Luckassen,NED,Pafos FC,UEFA Champions League,CB,Defender,30,360,1,85,31,28,23,32,36
Derry Murkin,ENG,Utrecht,UEFA Europa League,LW,Forward,26,149,1,34,30,38,35,67,36
Derry Scherhant,GER,Freiburg,"German Bundesliga, UEFA Europa League",LW,Forward,22,457,1,91,66,46,66,68,70
Destiny Udogie,ITA,Tottenham,"English Premier League, UEFA Champions League",LB,Defender,22,449,1,58,75,76,82,60,68
Devyne Rensch,NED,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,22,277,1,42,37,44,76,51,52
Diego Carlos,BRA,Como,Italian Serie A,CB,Defender,32,668,1,46,29,48,40,43,43
Diego Coppola,ITA,Brighton,English Premier League,CB,Defender,21,18,1,44,43,50,11,35,35
Diego Gómez,PAR,Brighton,English Premier League,AM,Forward,22,542,1,70,46,64,44,83,58
Diego Llorente,ESP,Betis,"Spanish La Liga, UEFA Europa League",CB,Defender,32,135,1,44,27,23,18,33,29
Diego López,ESP,Valencia,Spanish La Liga,LM,Midfielder,23,866,1,77,54,29,40,31,42
Diego Morcillo,ESP,Alavés,Spanish La Liga,AM,Forward,22,10,1,24,55,60,58,13,45
Diego Moreira,BEL,Strasbourg,"French Ligue 1, UEFA Europa Conference League",WB,Midfielder,21,932,1,74,81,59,76,63,69
Diego Pampín,ESP,Levante,Spanish La Liga,LB,Defender,25,118,1,44,67,46,54,80,62
Diego Rico,ESP,Getafe,Spanish La Liga,LB,Defender,32,977,1,47,59,53,37,63,53
Diego Rodrigues,POR,Braga,UEFA Europa League,AM,Forward,20,60,1,40,71,71,45,52,56
Dilane Bakwa,FRA,"Nott'ham Forest, Strasbourg","English Premier League, French Ligue 1, UEFA Europa League",AM,Defender,23,327,1,96,97,51,79,42,62
Dimitri Foulquier,FRA,Valencia,Spanish La Liga,RB,Defender,32,630,1,46,52,47,49,46,47
Dimitri Lavalée,BEL,Sturm Graz,UEFA Europa League,CB,Defender,28,304,1,33,44,34,14,51,37
Dimitris Giannoulis,GRE,Augsburg,German Bundesliga,WB,Midfielder,30,542,1,72,44,47,63,66,59
Dimitris Pelkas,GRE,PAOK,UEFA Europa League,AM,Forward,32,22,1,34,62,88,67,35,58
Dimitris Rallis,GRE,Jagiellonia,UEFA Europa Conference League,AM,Forward,20,7,1,42,32,53,61,13,43
Dinis Almeida,POR,Ludogorets,UEFA Europa League,CB,Defender,30,357,1,46,47,31,29,53,42
Diogo Dalot,POR,Manchester Utd,English Premier League,WB,Midfielder,26,594,1,34,72,41,52,46,48
Diogo Leite,POR,Union Berlin,German Bundesliga,CB,Defender,26,598,1,44,40,40,19,47,39
Diogo Nascimento,POR,Olympiacos,UEFA Champions League,AM,Forward,23,88,1,34,19,45,17,71,31
Dion Drena Beljo,CRO,Dinamo Zagreb,UEFA Europa League,AM,Forward,23,246,1,86,41,40,21,37,50
Djaoui Cissé,FRA,Rennes,French Ligue 1,CM,Midfielder,21,475,1,48,60,64,66,57,59
Djed Spence,ENG,Tottenham,"English Premier League, UEFA Champions League",LB,Defender,25,938,1,41,56,53,71,36,48
Djeidi Gassama,FRA,Rangers,UEFA Europa League,LW,Forward,22,330,1,66,59,44,63,52,59
Djené,TOG,Getafe,Spanish La Liga,CB,Defender,33,775,1,46,33,27,18,50,37
Djibril Sidibé,FRA,Toulouse,French Ligue 1,CB,Defender,33,728,1,82,70,51,46,49,55
Djibril Sow,SUI,Sevilla,Spanish La Liga,AM,Midfielder,28,551,1,72,42,52,44,43,49
Dodi Lukebakio,BEL,"Benfica, Sevilla","Spanish La Liga, UEFA Champions League",RM,Forward,28,436,1,60,76,68,80,48,69
Dodô,BRA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,26,1155,1,37,63,40,64,43,48
Domagoj Bradarić,CRO,Hellas Verona,Italian Serie A,WB,Midfielder,25,785,1,34,46,28,30,37,35
Domagoj Vida,CRO,AEK Athens,UEFA Europa Conference League,AM,Defender,36,91,1,31,50,32,44,54,44
Domantas Šimkus,LTU,Ħamrun Spartans FC,UEFA Europa Conference League,RM,Midfielder,29,66,1,49,22,14,15,14,20
Domenico Berardi,ITA,Sassuolo,Italian Serie A,RW,Forward,31,754,1,70,60,62,42,69,61
Domingos André Ribeiro Almeida,POR,Valencia,Spanish La Liga,AM,Forward,25,239,1,36,52,75,79,60,57
Domingos Duarte,POR,Getafe,Spanish La Liga,CB,Defender,30,855,1,40,28,23,15,38,30
Domingos Quina,POR,Pafos FC,UEFA Champions League,AM,Midfielder,25,176,1,49,43,21,37,57,43
Dominic Calvert-Lewin,ENG,Leeds United,English Premier League,AM,Forward,28,615,1,49,43,37,21,40,40
Dominic Solanke,ENG,Tottenham,English Premier League,AM,Forward,27,33,1,42,41,16,18,68,34
Dominik Kohr,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CB,Defender,31,898,1,86,64,67,49,68,66
Dominik Pech,CZE,Young Boys,UEFA Europa League,AM,Forward,19,64,1,25,34,43,68,69,41
Dominik Prpić,CRO,Porto,UEFA Europa League,CB,Defender,21,180,1,49,62,77,89,48,63
Dominik Schmid,SUI,Basel,UEFA Europa League,LB,Defender,27,270,1,40,71,45,70,68,60
Dominik Szoboszlai,HUN,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,25,1350,1,58,68,84,86,78,72
Dominik Thaqi,CRO,Rijeka,UEFA Europa Conference League,LM,Midfielder,18,65,1,28,54,46,49,31,40
Dominik Weixelbraun,AUT,Rapid Wien,UEFA Europa Conference League,AM,Forward,21,14,1,34,16,34,6,33,24
Dominique Heintz,GER,Köln,German Bundesliga,CB,Defender,32,189,1,44,34,42,21,36,35
Doni Arifi,FIN,KuPS,UEFA Europa Conference League,CM,Midfielder,23,219,1,30,80,86,73,63,67
Donny van de Beek,NED,Girona,Spanish La Liga,AM,Forward,28,41,1,46,17,61,19,38,35
Donyell Malen,NED,Aston Villa,"English Premier League, UEFA Europa League",AM,Forward,26,531,1,85,44,33,30,40,51
Dor Peretz,ISR,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,30,281,1,29,30,54,24,29,33
Douglas Luiz,BRA,Nott'ham Forest,"English Premier League, UEFA Europa League",DM,Midfielder,27,314,1,43,70,49,70,54,57
Duje Dujmović,CRO,Zrinjski Mostar,UEFA Europa Conference League,CB,Defender,21,270,1,87,36,37,43,70,58
