Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Andrija Bulatović,MNE,Lens,French Ligue 1,AM,Forward,18,65,1,34,44,65,46,77,47
Andrija Maksimović,SRB,RB Leipzig,German Bundesliga,RW,Forward,18,23,1,34,46,68,57,18,47
Andrija Radulović,MNE,Rapid Wien,UEFA Europa Conference League,LW,Forward,23,135,1,72,20,37,18,65,41
Andrija Živković,SRB,PAOK,UEFA Europa League,RW,Forward,29,230,1,86,65,72,80,70,75
Andriy Yarmolenko,UKR,Dynamo Kyiv,UEFA Europa Conference League,AM,Forward,36,89,1,80,44,46,23,53,52
András Schäfer,HUN,Union Berlin,German Bundesliga,CM,Midfielder,26,395,1,39,26,18,21,73,41
André,BRA,Wolves,English Premier League,CM,Midfielder,24,705,1,41,30,46,34,62,46
André Gomes,POR,Lille,French Ligue 1,AM,Forward,32,1,1,34,16,35,47,13,30
André Silva,POR,Elche,Spanish La Liga,AM,Forward,30,619,1,75,57,57,45,34,59
Andy Diouf,FRA,"Inter, Lens","French Ligue 1, Italian Serie A",AM,Forward,22,118,1,37,39,57,75,54,49
Andy Irving,SCO,West Ham,English Premier League,DM,Midfielder,25,149,1,40,27,71,70,65,59
Anel Ahmedhodžić,BIH,Feyenoord,UEFA Europa League,CB,Defender,26,360,1,37,37,48,47,62,51
Anel Husic,SUI,Rijeka,UEFA Europa Conference League,CB,Defender,24,180,1,44,33,46,67,45,49
Ange Ahoussou,CIV,Rapid Wien,UEFA Europa Conference League,CB,Defender,21,270,1,48,37,33,34,56,45
Ange-Yoan Bonny,FRA,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,22,517,1,75,69,60,53,45,65
Angel Gomes,ENG,Marseille,"French Ligue 1, UEFA Champions League",AM,Midfielder,25,830,1,86,67,74,75,21,57
Angeliño,ESP,Roma,Italian Serie A,WB,Midfielder,28,388,1,43,40,58,67,58,55
Angelo Stiller,GER,Stuttgart,"German Bundesliga, UEFA Europa League",DM,Midfielder,24,1137,1,42,87,83,79,50,66
Angelos Neophytou,CYP,AC Omonia,UEFA Europa Conference League,AM,Forward,20,114,1,78,39,60,12,30,49
Anis Hadj Moussa,ALG,Feyenoord,UEFA Europa League,RW,Forward,23,280,1,74,69,66,71,46,69
Anouar Ait El Hadj,BEL,Union SG,UEFA Champions League,AM,Forward,23,297,1,67,56,61,57,56,60
Ansgar Knauff,GER,Eint Frankfurt,"German Bundesliga, UEFA Champions League",AM,Forward,23,714,1,73,60,49,59,64,62
Ansu Fati,ESP,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,23,506,1,56,62,72,58,57,61
Ante Budimir,CRO,Osasuna,Spanish La Liga,AM,Forward,34,900,1,55,39,27,21,46,39
Ante Jurič,CRO,Rijeka,UEFA Europa Conference League,AM,Forward,22,71,1,34,19,22,40,74,31
Ante Majstorović,CRO,Rijeka,UEFA Europa Conference League,CB,Defender,32,90,1,44,43,63,71,76,66
Ante Orec,CRO,Rijeka,UEFA Europa Conference League,RB,Defender,24,151,1,44,44,25,51,54,46
Ante Palaversa,CRO,Aberdeen,UEFA Europa Conference League,CM,Midfielder,25,108,1,40,30,23,9,56,34
Ante Ćorić,CRO,Ħamrun Spartans FC,UEFA Europa Conference League,CM,Midfielder,28,270,1,45,36,58,49,35,44
Anthony Bermont,FRA,Lens,French Ligue 1,WB,Midfielder,20,48,1,28,69,62,97,49,61
Anthony Caci,FRA,Mainz 05,German Bundesliga,WB,Midfielder,28,310,1,31,72,79,83,49,62
Anthony Elanga,SWE,Newcastle Utd,"English Premier League, UEFA Champions League",RW,Forward,23,582,1,26,59,57,76,44,51
Anthony Gordon,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",LW,Forward,24,763,1,62,70,59,71,51,65
Anthony Jung,GER,Freiburg,"German Bundesliga, UEFA Europa League",CB,Defender,33,203,1,44,39,57,34,39,42
Anthony Musaba,NED,Samsunspor,UEFA Europa Conference League,LM,Midfielder,24,230,1,94,76,32,56,26,49
Anthony Ralston,SCO,Celtic,UEFA Europa League,RB,Defender,26,90,1,54,30,27,15,88,53
Anthony Rouault,FRA,Rennes,French Ligue 1,CB,Defender,24,720,1,80,43,74,52,52,60
Antoine Bernede,FRA,Hellas Verona,Italian Serie A,CM,Midfielder,26,795,1,41,51,42,35,45,43
Antoine Griezmann,FRA,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,34,674,1,62,69,82,76,46,69
Antoine Makoumbou,CGO,Samsunspor,UEFA Europa Conference League,DM,Midfielder,27,187,1,40,24,36,27,51,38
Antoine Mendy,SEN,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,21,1107,1,43,50,49,51,73,58
Antoine Semenyo,GHA,Bournemouth,English Premier League,LW,Forward,25,989,1,75,63,54,65,72,66
Anton Gaaei,DEN,Ajax,UEFA Champions League,RB,Defender,22,223,1,38,49,62,80,46,55
Anton Hlushchenko,UKR,Shakhtar,UEFA Europa Conference League,CM,Midfielder,21,55,1,40,23,62,75,74,60
Anton Kade,GER,Augsburg,German Bundesliga,WB,Midfielder,21,320,1,41,56,39,35,45,43
Anton Logi Lúðvíksson,ISL,Breiðablik,UEFA Europa Conference League,CB,Defender,22,142,1,44,26,22,16,55,37
Anton Nedyalkov,BUL,Ludogorets,UEFA Europa League,LB,Defender,32,257,1,31,58,34,52,32,38
Anton Stach,GER,Leeds United,English Premier League,LM,Midfielder,26,799,1,71,63,59,55,49,57
Antonee Robinson,USA,Fulham,English Premier League,LB,Defender,28,63,1,44,71,80,82,18,50
Antoni Kozubal,POL,Lech Poznań,UEFA Europa Conference League,DM,Midfielder,21,132,1,96,36,22,27,57,46
Antoni Milambo,NED,Brentford,English Premier League,AM,Forward,20,45,1,34,22,56,40,70,38
Antonino Gallo,ITA,Lecce,Italian Serie A,LB,Defender,25,924,1,41,71,66,51,52,54
Antonio Blanco,ESP,Alavés,Spanish La Liga,CM,Midfielder,25,935,1,49,30,67,55,75,60
Antonio Caracciolo,ITA,Pisa,Italian Serie A,CB,Defender,35,990,1,59,31,22,20,66,45
Antonio García Montero,ESP,Red Imps,UEFA Europa Conference League,CM,Midfielder,34,260,1,36,48,55,44,35,43
Antonio Ivancic,CRO,Zrinjski Mostar,UEFA Europa Conference League,AM,Forward,30,78,1,43,16,31,35,79,34
Antonio Milić,CRO,Lech Poznań,UEFA Europa Conference League,CB,Defender,31,157,1,43,38,39,22,40,36
Antonio Nusa,NOR,RB Leipzig,German Bundesliga,LW,Forward,20,613,1,53,85,55,72,56,66
Antonio Raillo,ESP,Mallorca,Spanish La Liga,CB,Defender,34,1080,1,45,33,42,45,45,44
Antonio Rüdiger,GER,Real Madrid,Spanish La Liga,CB,Defender,32,90,1,54,26,55,44,21,37
Antonio Sanabria,PAR,Cremonese,Italian Serie A,AM,Forward,29,374,1,21,38,29,15,28,27
Antonio Sánchez,ESP,Mallorca,Spanish La Liga,RB,Defender,28,309,1,61,54,33,39,51,47
Antonio Vergara,ITA,Napoli,Italian Serie A,CM,Midfielder,22,2,1,40,17,33,43,7,25
Antonio Čolak,CRO,Legia Warsaw,UEFA Europa Conference League,AM,Forward,32,161,1,38,25,38,15,43,30
Antoniu,ESP,Espanyol,Spanish La Liga,RW,Forward,23,83,1,28,56,51,76,63,51
Antony,BRA,Betis,"Spanish La Liga, UEFA Europa League",RW,Forward,25,899,1,87,72,75,93,71,81
António Silva,POR,Benfica,UEFA Champions League,CB,Defender,21,252,1,44,36,50,29,47,43
Anzor Mekvabishvili,GEO,CS U Craiova,UEFA Europa Conference League,CM,Midfielder,24,172,1,43,32,43,10,65,42
Ao Tanaka,JPN,Leeds United,English Premier League,CM,Midfielder,27,322,1,30,37,71,57,46,50
Aral Şimşir,DEN,Midtjylland,UEFA Europa League,AM,Forward,23,165,1,36,87,73,87,56,68
Arb Manaj,KVX,KF Drita,UEFA Europa Conference League,AM,Forward,27,173,1,82,32,38,22,50,47
Arbin Zejnulai,ALB,Shkëndija 79,UEFA Europa Conference League,AM,Forward,26,168,1,37,41,49,33,41,40
Arbër Hoxha,ALB,Dinamo Zagreb,UEFA Europa League,LM,Forward,27,330,1,38,66,49,62,52,53
Archie Brown,ENG,Fenerbahçe,UEFA Europa League,LB,Defender,23,360,1,44,57,47,60,31,43
Archie Gray,ENG,Tottenham,"English Premier League, UEFA Champions League",DM,Midfielder,19,171,1,54,37,67,58,57,56
Arda Güler,TUR,Real Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,20,1092,1,59,83,87,81,71,76
Ardian Ismajli,ALB,Torino,Italian Serie A,CB,Defender,29,506,1,47,45,45,26,53,45
Ardon Jashari,SUI,Milan,Italian Serie A,DM,Midfielder,23,17,1,53,17,66,52,62,54
Arijon Ibrahimović,GER,Heidenheim,German Bundesliga,AM,Forward,19,821,1,34,58,67,61,63,53
Aritz Elustondo,ESP,Real Sociedad,Spanish La Liga,RB,Defender,31,96,1,44,29,36,56,66,53
Arjan Malic,BIH,Sturm Graz,UEFA Europa League,RB,Defender,20,86,1,44,36,19,27,75,47
Arkadiusz Pyrka,POL,St. Pauli,German Bundesliga,WB,Midfielder,23,438,1,39,48,52,60,53,52
Arkadiusz Reca,POL,Legia Warsaw,UEFA Europa Conference League,LB,Defender,30,90,1,44,36,26,25,77,49
Arlet Zé,SUI,Basel,UEFA Europa League,LW,Forward,19,57,1,33,46,52,32,26,40
Armand Lauriente,FRA,Sassuolo,Italian Serie A,LW,Forward,26,627,1,71,44,55,55,48,56
Armando Broja,ALB,Burnley,English Premier League,AM,Forward,24,79,1,34,24,17,13,39,25
Armando Obispo,NED,PSV Eindhoven,UEFA Champions League,CB,Defender,26,155,1,44,32,46,48,39,42
Armel Bella Kotchap,GER,Hellas Verona,Italian Serie A,CB,Defender,23,417,1,47,38,32,16,51,39
Armin Gigovic,BIH,Young Boys,UEFA Europa League,AM,Forward,23,238,1,48,44,72,52,66,53
Armindo Sieb,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",AM,Forward,22,463,1,69,62,51,58,46,60
Arnau Martinez,ESP,Girona,Spanish La Liga,RB,Defender,22,681,1,78,60,52,65,61,62
Arnaud Kalimuendo,FRA,Nott'ham Forest,"English Premier League, UEFA Europa League",AM,Forward,23,173,1,24,37,37,48,39,35
Arnaud Nordin,FRA,Mainz 05,"German Bundesliga, UEFA Europa Conference League",AM,Forward,27,449,1,33,44,52,72,67,48
Arnaut Danjuma,NED,Valencia,Spanish La Liga,AM,Forward,28,888,1,58,55,34,47,45,50
Arne Engels,BEL,Celtic,UEFA Europa League,RW,Forward,22,210,1,27,51,72,45,66,47
Arne Maier,GER,Augsburg,German Bundesliga,WB,Midfielder,26,4,1,40,17,33,83,78,57
Arnór Gauti Jónsson,ISL,Breiðablik,UEFA Europa Conference League,CM,Midfielder,23,163,1,32,23,36,27,47,36
Aron Bjarnason,ISL,Breiðablik,UEFA Europa Conference League,AM,Forward,30,47,1,25,66,54,71,60,52
Aron Dønnum,NOR,Toulouse,French Ligue 1,RM,Midfielder,27,990,1,59,88,64,67,57,65
Arouna Sangante,SEN,Le Havre,French Ligue 1,CB,Defender,23,961,1,82,43,59,53,45,54
Arsen Zakharyan,RUS,Real Sociedad,Spanish La Liga,LM,Midfielder,22,155,1,47,59,56,79,34,52
Arsène Kouassi,BFA,Lorient,French Ligue 1,WB,Midfielder,21,1002,1,66,66,38,61,36,49
Artem Bondarenko,UKR,Shakhtar,UEFA Europa Conference League,CM,Midfielder,25,125,1,97,70,74,79,33,64
Artem Dovbyk,UKR,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,28,567,1,52,65,45,28,37,49
Artemijus Tutyškinas,LTU,NK Celje,UEFA Europa Conference League,CB,Defender,22,238,1,36,35,64,69,44,51
Arthur,BRA,Leverkusen,"German Bundesliga, UEFA Champions League",WB,Midfielder,22,634,1,26,49,29,38,48,39
Arthur Atta,FRA,Udinese,Italian Serie A,CM,Midfielder,22,948,1,66,74,56,72,31,55
Arthur Avom,CMR,Lorient,French Ligue 1,CM,Midfielder,20,356,1,32,71,71,78,69,67
Arthur Avom Ebong,CMR,Lorient,French Ligue 1,CM,Midfielder,20,553,1,37,81,67,63,65,63
Arthur Chaves,BRA,Hoffenheim,German Bundesliga,CB,Defender,24,240,1,49,30,38,34,73,52
Arthur Masuaku,COD,Sunderland,English Premier League,LB,Defender,31,127,1,30,71,47,61,58,54
Arthur Theate,BEL,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CB,Defender,25,1260,1,55,59,77,74,43,59
Arthur Vermeeren,BEL,Marseille,"French Ligue 1, UEFA Champions League",DM,Midfielder,20,422,1,42,57,73,76,63,64
Arttu Lötjönen,FIN,KuPS,UEFA Europa Conference League,RB,Defender,21,2,1,44,21,14,6,44,29
Artur Gajdoš,SVK,Slovan Bratislava,UEFA Europa Conference League,AM,Forward,21,33,1,41,28,78,52,39,46
Artur Jędrzejczyk,POL,Legia Warsaw,UEFA Europa Conference League,CB,Defender,37,90,1,45,40,63,73,56,58
Arturo Calabresi,ITA,Pisa,Italian Serie A,CB,Defender,29,324,1,46,53,38,32,37,38
Artūr Dolžnikov,LTU,Sigma Olomouc,UEFA Europa Conference League,LW,Forward,25,101,1,36,30,34,59,62,39
Asger Sørensen,DEN,Sparta Prague,UEFA Europa Conference League,CB,Defender,29,58,1,99,43,70,50,27,51
Ashley Barnes,ENG,Burnley,English Premier League,AM,Forward,35,8,1,34,30,19,70,40,37
Asier Hierro,ESP,Athletic Club,UEFA Champions League,AM,Forward,20,13,1,25,32,50,79,29,41
Asier Osambela,ESP,Osasuna,Spanish La Liga,CM,Midfielder,21,140,1,40,33,50,70,56,52
Aske Adelgaard,DEN,Go Ahead Eag,UEFA Europa League,RM,Midfielder,21,11,1,40,17,35,28,46,36
Assad Al Hamalawi,PLE,CS U Craiova,UEFA Europa Conference League,AM,Forward,25,234,1,34,31,38,32,63,35
Assan Ouedraogo,GER,RB Leipzig,German Bundesliga,RM,Midfielder,19,462,1,81,80,42,47,50,56
Assane Diao,SEN,Como,Italian Serie A,LW,Forward,20,233,1,32,46,49,81,30,48
Assane Dioussé,SEN,Auxerre,French Ligue 1,CM,Midfielder,28,144,1,50,42,76,60,44,54
Aster Vranckx,BEL,Sassuolo,Italian Serie A,RM,Midfielder,23,446,1,42,27,24,30,34,31
Atakan Karazor,NAN,Stuttgart,"German Bundesliga, UEFA Europa League",DM,Midfielder,29,642,1,36,29,48,43,58,46
Atdhe Mazari,ALB,Shkëndija 79,UEFA Europa Conference League,LW,Forward,24,2,1,34,16,16,33,13,24
Aurele Amenda,SUI,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CB,Defender,22,238,1,31,29,56,51,52,48
Aurélien Tchouaméni,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",DM,Midfielder,25,1223,1,37,42,68,54,55,53
Aurélio Buta,POR,Eint Frankfurt,German Bundesliga,RB,Defender,28,136,1,52,56,43,61,48,51
Auston Trusty,USA,Celtic,UEFA Europa League,CB,Defender,27,90,1,44,21,18,8,67,39
Axel Camblan,FRA,Brest,French Ligue 1,LW,Forward,21,12,1,34,39,45,48,13,39
Axel Kayombo,FRA,Sturm Graz,UEFA Europa League,AM,Forward,19,43,1,34,20,42,57,33,35
Axel Tapé,FRA,Leverkusen,"German Bundesliga, UEFA Champions League",RB,Defender,18,205,1,43,66,21,40,14,28
Axel Tuanzebe,COD,Burnley,English Premier League,CB,Defender,27,450,1,44,27,30,26,35,33
Axel Witsel,BEL,Girona,Spanish La Liga,CM,Midfielder,36,726,1,70,25,53,47,59,52
Ayase Ueda,JPN,Feyenoord,UEFA Europa League,AM,Forward,27,260,1,33,29,31,12,47,29
Ayden Heaven,ENG,Manchester Utd,English Premier League,CB,Defender,19,30,1,44,73,64,15,66,53
Aymen Sliti,NED,Feyenoord,UEFA Europa League,LW,Forward,19,84,1,37,75,85,95,28,66
Aymeric Laporte,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",CB,Defender,31,782,1,56,45,63,54,49,53
Ayoub El Kaabi,MAR,Olympiacos,UEFA Champions League,AM,Forward,32,339,1,44,28,30,22,45,33
Ayoze Pérez,ESP,Villarreal,"Spanish La Liga, UEFA Champions League",AM,Forward,32,277,1,67,48,56,46,44,54
Ayumu Seko,JPN,Le Havre,French Ligue 1,DM,Midfielder,25,1005,1,36,37,40,20,49,38
Ayyoub Bouaddi,FRA,Lille,"French Ligue 1, UEFA Europa League",DM,Midfielder,18,1123,1,30,56,41,45,62,49
Azamat Tuyakbaev,KAZ,Qaırat Almaty,UEFA Champions League,CM,Midfielder,18,45,1,30,59,50,88,44,54
Aziel Jackson,USA,Jagiellonia,UEFA Europa Conference League,LW,Forward,24,15,1,34,33,34,15,28,30
Azzedine Ounahi,MAR,Girona,Spanish La Liga,CM,Midfielder,25,527,1,92,84,58,79,38,64
Aïssa Mandi,ALG,Lille,"French Ligue 1, UEFA Europa League",CB,Defender,34,1067,1,39,59,73,67,58,60
Baba Alhassan,GHA,FCSB,UEFA Europa League,DM,Midfielder,25,270,1,42,22,39,19,65,42
Baba Rahman,GHA,PAOK,UEFA Europa League,LB,Defender,31,360,1,76,66,49,43,41,49
Badredine Bouanani,ALG,"Nice, Stuttgart","French Ligue 1, German Bundesliga, UEFA Europa League",AM,Forward,20,546,1,53,69,68,87,49,66
Bafodé Diakité,FRA,Bournemouth,English Premier League,CB,Defender,24,720,1,44,29,53,38,55,48
Bahereba Guirassy,FRA,Nantes,French Ligue 1,LW,Forward,19,586,1,65,53,35,49,79,54
Bahmed Deuff,MTN,Nantes,French Ligue 1,CM,Midfielder,19,122,1,44,41,28,46,42,40
Balthazar Pierret,FRA,Lecce,Italian Serie A,LM,Midfielder,25,27,1,40,26,42,82,73,58
Bamba Dieng,SEN,Lorient,French Ligue 1,AM,Forward,25,31,1,42,60,32,13,21,39
Bambo Diaby,SEN,Elche,Spanish La Liga,CB,Defender,27,49,1,44,37,33,39,22,32
Bamo Meïté,CIV,Lorient,French Ligue 1,CB,Defender,23,495,1,44,34,57,62,31,44
Baptiste Santamaria,FRA,Valencia,Spanish La Liga,CM,Midfielder,30,641,1,75,46,58,49,52,55
Barnabás Nagy,HUN,Ferencváros,UEFA Europa League,WB,Midfielder,25,38,1,40,17,25,22,54,35
Barnabás Varga,HUN,Ferencváros,UEFA Europa League,AM,Forward,31,268,1,63,33,58,35,62,48
Bart Nieuwkoop,NED,Feyenoord,UEFA Europa League,RB,Defender,29,114,1,70,25,33,43,68,53
Bartosz Kapustka,POL,Legia Warsaw,UEFA Europa Conference League,CM,Midfielder,28,117,1,40,28,42,15,37,33
Bartosz Mazurek,POL,Jagiellonia,UEFA Europa Conference League,DM,Midfielder,18,15,1,40,69,49,97,72,68
Bartłomiej Wdowik,POL,Jagiellonia,UEFA Europa Conference League,LB,Defender,25,270,1,48,71,69,63,42,54
Barış Alper Yılmaz,TUR,Galatasaray,UEFA Champions League,LW,Forward,25,283,1,27,56,43,47,54,43
Bashir Humphreys,ENG,Burnley,English Premier League,LB,Defender,22,2,1,44,21,34,46,5,25
Batista Mendy,FRA,Sevilla,Spanish La Liga,CM,Midfielder,25,587,1,41,26,33,25,57,40
Bazoumana Touré,CIV,Hoffenheim,German Bundesliga,LW,Forward,19,804,1,43,77,57,72,70,62
Belmin Beganovic,BIH,Sturm Graz,UEFA Europa League,AM,Forward,21,76,1,41,40,23,17,36,33
Ben Bobzien,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",RW,Forward,22,125,1,34,55,65,69,60,53
Ben Chilwell,ENG,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CB,Defender,28,569,1,44,40,34,53,41,42
Ben Cremaschi,USA,Parma,Italian Serie A,AM,Forward,20,15,1,34,16,16,12,73,24
Ben Doak,SCO,Bournemouth,English Premier League,LW,Forward,19,17,1,25,30,33,77,26,37
Ben Gannon-Doak,SCO,Bournemouth,English Premier League,RW,Forward,19,39,1,34,72,53,87,36,58
Ben Lederman,POL,Maccabi Tel Aviv,UEFA Europa League,CM,Midfielder,25,85,1,40,70,58,38,70,57
Ben White,ENG,Arsenal,"English Premier League, UEFA Champions League",RB,Defender,28,153,1,51,67,72,54,50,56
Ben Winterburn,ENG,Bournemouth,English Premier League,CM,Midfielder,20,7,1,40,17,13,4,7,13
Bence Dárdai,HUN,Wolfsburg,German Bundesliga,DM,Midfielder,19,35,1,40,29,61,21,64,47
Bence Ötvös,HUN,Ferencváros,UEFA Europa League,CM,Midfielder,27,190,1,39,43,66,40,79,58
Bendegúz Bolla,HUN,Rapid Wien,UEFA Europa Conference League,RB,Defender,25,241,1,53,67,67,69,50,59
Benedict Hollerbach,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",AM,Forward,24,410,1,56,56,37,47,66,52
Benedikt Gimber,GER,Heidenheim,German Bundesliga,CB,Defender,28,396,1,44,32,30,22,36,33
Benjamin André,FRA,Lille,"French Ligue 1, UEFA Europa League",DM,Midfielder,35,1007,1,78,68,68,70,65,69
Benjamin Nygren,SWE,Celtic,UEFA Europa League,RM,Midfielder,24,314,1,56,66,34,29,25,37
Benjamin Pavard,FRA,"Inter, Marseille","French Ligue 1, Italian Serie A, UEFA Champions League",CB,Defender,29,1084,1,82,56,75,64,48,62
Benjamin Stambouli,FRA,Metz,French Ligue 1,DM,Midfielder,35,535,1,33,53,49,36,54,46
Benjamin Šeško,SVN,Manchester Utd,English Premier League,AM,Forward,22,621,1,65,46,36,17,45,45
Benjamín Domínguez,ARG,Bologna,Italian Serie A,LW,Forward,22,112,1,24,60,62,78,50,52
Benoît Badiashile,FRA,Chelsea,"English Premier League, UEFA Champions League",CB,Defender,24,145,1,44,43,66,60,54,56
Berat Djimsiti,ALB,Atalanta,"Italian Serie A, UEFA Champions League",CB,Defender,32,1128,1,29,47,55,58,41,46
Berkan Kutlu,TUR,Galatasaray,UEFA Champions League,CM,Midfielder,27,5,1,40,17,33,27,40,33
Bernard Nguene,CMR,Nice,"French Ligue 1, UEFA Europa League",AM,Forward,19,79,1,34,24,20,18,56,27
Bernard Tekpetey,GHA,Ludogorets,UEFA Europa League,AM,Forward,28,108,1,29,70,54,55,24,50
Bernardo,BRA,Hoffenheim,German Bundesliga,LB,Defender,30,890,1,34,43,64,56,83,65
Bernardo Lopes,GIB,Red Imps,UEFA Europa Conference League,CB,Defender,32,270,1,44,60,29,23,57,43
Bernardo Silva,POR,Manchester City,"English Premier League, UEFA Champions League",CM,Midfielder,31,925,1,67,68,64,76,39,59
Bernardo Vital,POR,Jagiellonia,UEFA Europa Conference League,CB,Defender,24,270,1,41,32,64,74,40,51
Bertrand Traoré,BFA,Sunderland,English Premier League,RM,Forward,30,358,1,37,47,46,46,51,44
Bertuğ Yıldırım,TUR,Rennes,French Ligue 1,AM,Forward,23,3,1,34,77,71,58,13,56
Besart Ibraimi,MKD,Shkëndija 79,UEFA Europa Conference League,AM,Forward,38,268,1,35,40,51,41,26,40
Besnik Krasniqi,KVX,KF Drita,UEFA Europa Conference League,RB,Defender,35,270,1,44,77,55,64,45,53
Beto,GNB,Everton,English Premier League,AM,Forward,27,610,1,34,36,25,16,44,30
Beyatt Lekoueiry,MTN,Lausanne-Sport,UEFA Europa Conference League,AM,Forward,20,161,1,83,45,63,79,62,66
Beñat Prados,ESP,Athletic Club,Spanish La Liga,DM,Midfielder,24,85,1,47,30,62,42,76,56
Beñat Turrientes,ESP,Real Sociedad,Spanish La Liga,DM,Midfielder,23,262,1,44,52,41,36,64,50
Bilal Brahimi,ALG,Nice,French Ligue 1,RW,Forward,25,1,1,34,66,53,84,13,54
Bilal El Khannouss,MAR,Stuttgart,"German Bundesliga, UEFA Europa League",AM,Forward,21,886,1,79,72,84,83,54,77
Bilal Nadir,MAR,Marseille,"French Ligue 1, UEFA Champions League",AM,Forward,21,289,1,30,78,64,77,46,59
Billy Gilmour,SCO,Napoli,"Italian Serie A, UEFA Champions League",CM,Midfielder,24,498,1,74,69,74,73,46,64
Birger Meling,NOR,FC Copenhagen,UEFA Champions League,LB,Defender,30,62,1,44,21,27,23,73,46
Bjorn Meijer,NED,Club Brugge,UEFA Champions League,LB,Defender,22,153,1,44,57,24,48,52,45
Blerton Sheji,MKD,KF Drita,UEFA Europa Conference League,LB,Midfielder,25,242,1,35,70,69,63,45,55
Bob Nii Armah,GHA,KuPS,UEFA Europa Conference League,LB,Defender,21,133,1,30,86,52,65,43,50
Bogdan Mirčetić,SRB,Raków,UEFA Europa Conference League,LW,Forward,19,5,1,48,16,16,62,70,37
Bogdan Racovitan,ROU,Raków,UEFA Europa Conference League,CB,Defender,25,270,1,28,33,28,26,49,36
Bojan Miovski,MKD,"Girona, Rangers","Spanish La Liga, UEFA Europa League",AM,Forward,26,145,1,19,18,19,9,40,18
Borja Iglesias,ESP,Celta Vigo,"Spanish La Liga, UEFA Europa League",AM,Forward,32,903,1,85,57,46,19,30,55
Borja Mayoral,ESP,Getafe,Spanish La Liga,AM,Forward,28,647,1,72,38,41,18,49,46
Borja Sainz,ESP,Porto,UEFA Europa League,LW,Forward,24,267,1,73,57,64,56,46,62
Borja Sánchez Laborde,ESP,Oviedo,Spanish La Liga,CM,Midfielder,29,14,1,40,28,32,45,7,27
Borna Filipović,BIH,Zrinjski Mostar,UEFA Europa Conference League,CM,Midfielder,19,101,1,50,48,30,13,49,38
Borna Sosa,CRO,Crystal Palace,"English Premier League, UEFA Europa Conference League",LM,Midfielder,27,76,1,42,27,24,54,47,40
Boubacar Dabo,SEN,Red Imps,UEFA Europa Conference League,LM,Midfielder,28,215,1,35,49,18,40,62,43
Boubacar Kamara,FRA,Aston Villa,"English Premier League, UEFA Europa League",DM,Midfielder,25,875,1,41,62,69,53,68,61
Boubacar Traoré,MLI,Metz,French Ligue 1,CM,Midfielder,24,629,1,73,31,36,32,64,49
Boulaye Dia,SEN,Lazio,Italian Serie A,AM,Forward,28,654,1,39,25,40,18,49,32
Bradley Barcola,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",LW,Forward,23,939,1,64,83,71,87,59,75
Bradley Locko,FRA,Brest,French Ligue 1,LB,Defender,23,927,1,43,76,49,46,57,53
Bradley Paul Burrowes,ENG,Aston Villa,English Premier League,WB,Midfielder,17,17,1,40,17,14,86,25,36
Brahim Díaz,MAR,Real Madrid,"Spanish La Liga, UEFA Champions League",RW,Forward,26,428,1,68,83,76,82,58,76
Brais Méndez,ESP,Real Sociedad,Spanish La Liga,CM,Midfielder,28,657,1,86,70,65,61,37,58
Brajan Gruda,GER,Brighton,English Premier League,AM,Forward,21,222,1,56,82,53,69,52,65
