Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Line Index,Passes Index
Razvan Sava,ROU,Udinese,Italian Serie A,GK,Goalkeeper,22,1080,1,38,30
Remko Pasveer,NED,Ajax,UEFA Europa League,GK,Goalkeeper,41,923,1,81,61
Ricardo,BRA,Malmö,UEFA Europa League,GK,Goalkeeper,31,405,1,13,8
Ricardo Manuel Silva,POR,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,25,540,1,24,65
Robert Sánchez,ESP,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,27,2970,1,49,40
Robin Olsen,SWE,Aston Villa,English Premier League,GK,Goalkeeper,35,226,1,72,59
Robin Zentner,GER,Mainz 05,German Bundesliga,GK,Goalkeeper,30,2880,1,66,53
Roei Mashpati,ISR,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,32,630,1,72,58
Rohan Ferguson,SCO,Larne FC,UEFA Europa Conference League,GK,Goalkeeper,27,540,1,46,66
Rome-Jayden Owusu-Oduro,NED,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,20,990,1,20,30
Rui Patrício,POR,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,37,360,1,50,62
Rui Silva,POR,"Betis, Sporting CP","Spanish La Liga, UEFA Champions League",GK,Goalkeeper,31,1530,1,70,38
Ruslan Neshcheret,UKR,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,23,270,1,75,30
Rémy Descamps,FRA,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,28,180,1,23,27
Sam Johnstone,ENG,Wolves,English Premier League,GK,Goalkeeper,31,630,1,23,78
Semuel Pizzignacco,ITA,Monza,Italian Serie A,GK,Goalkeeper,23,736,1,17,54
Sergio Herrera,ESP,Osasuna,Spanish La Liga,GK,Goalkeeper,31,3330,1,63,72
Sergio Padt,NED,Ludogorets,UEFA Europa League,GK,Goalkeeper,34,360,1,81,44
Silviu Șmalenea,MDA,Petrocub,UEFA Europa Conference League,GK,Goalkeeper,22,540,1,36,34
Simon Mignolet,BEL,Club Brugge,UEFA Champions League,GK,Goalkeeper,37,1080,1,50,66
Simon Sluga,CRO,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,31,90,1,49,66
Simone Perilli,ITA,Hellas Verona,Italian Serie A,GK,Goalkeeper,30,180,1,74,13
Simone Scuffet,ITA,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,28,1260,1,40,58
Stefan Ortega,GER,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,32,1280,1,43,47
Stefan Târnovanu,ROU,FCSB,UEFA Europa League,GK,Goalkeeper,24,990,1,48,50
Stefano Turati,ITA,Monza,Italian Serie A,GK,Goalkeeper,23,2676,1,38,72
Steve Mandanda,FRA,Rennes,French Ligue 1,GK,Goalkeeper,40,1486,1,20,41
Stole Dimitrievski,MKD,Valencia,Spanish La Liga,GK,Goalkeeper,31,360,1,18,39
Sven Ulreich,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,36,135,1,14,36
Sławomir Abramowicz,POL,Jagiellonia,UEFA Europa Conference League,GK,Goalkeeper,20,1080,1,78,14
Theo Sander,DEN,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,19,90,1,79,44
Thibaut Courtois,BEL,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,3780,1,51,30
Thijmen Nijhuis,NED,HJK,UEFA Europa Conference League,GK,Goalkeeper,26,540,1,77,30
Thomas Dähne,GER,Holstein Kiel,German Bundesliga,GK,Goalkeeper,31,810,1,48,71
Théo De Percin,MTQ,Auxerre,French Ligue 1,GK,Goalkeeper,23,180,1,59,24
Tiago Cardoso,LUX,Gladbach,German Bundesliga,GK,Goalkeeper,19,379,1,56,73
Timo Horn,GER,Bochum,German Bundesliga,GK,Goalkeeper,32,1170,1,29,68
Timon Weiner,GER,Holstein Kiel,German Bundesliga,GK,Goalkeeper,26,2250,1,22,74
Timon Wellenreuther,GER,Feyenoord,UEFA Champions League,GK,Goalkeeper,29,955,1,53,46
Tobias Sippel,GER,Gladbach,German Bundesliga,GK,Goalkeeper,36,59,1,2,74
Tom King,WAL,Wolves,English Premier League,GK,Goalkeeper,30,1,1,25,34
Tommaso Martinelli,ITA,Fiorentina,UEFA Europa Conference League,GK,Goalkeeper,18,90,1,91,42
Unai Marrero,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,23,450,1,62,25
Unai Simón,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,27,1980,1,50,56
Vanja Milinković-Savić,SRB,Torino,Italian Serie A,GK,Goalkeeper,28,3330,1,68,67
Veljko Ilic,SRB,TSC,UEFA Europa Conference League,GK,Goalkeeper,21,720,1,56,62
Vicente Guaita,ESP,Celta Vigo,Spanish La Liga,GK,Goalkeeper,38,3060,1,29,28
Vid Belec,SVN,APOEL,UEFA Europa Conference League,GK,Goalkeeper,34,720,1,52,25
Vitezslav Jaros,CZE,Liverpool,English Premier League,GK,Goalkeeper,23,12,1,35,99
Vitus Eicher,GER,Heidenheim,UEFA Europa Conference League,GK,Goalkeeper,34,90,1,9,71
Vladan Kovačević,BIH,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,27,180,1,81,38
Walter Benítez,ARG,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,32,990,1,38,81
Warleson,BRA,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,28,121,1,40,44
Wladimiro Falcone,ITA,Lecce,Italian Serie A,GK,Goalkeeper,30,3420,1,38,50
Wojciech Szczęsny,POL,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,35,2070,1,66,30
Yahia Fofana,CIV,Angers,French Ligue 1,GK,Goalkeeper,24,2970,1,81,49
Yann Sommer,SUI,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,36,4230,1,45,59
Yehvann Diouf,SEN,Reims,French Ligue 1,GK,Goalkeeper,25,3060,1,84,51
Yuri Lodygin,RUS,Panathinaikos,UEFA Europa Conference League,GK,Goalkeeper,34,270,1,77,35
Zion Suzuki,JPN,Parma,Italian Serie A,GK,Goalkeeper,22,3314,1,56,60
Ádám Varga,HUN,Ferencváros,UEFA Europa League,GK,Goalkeeper,25,148,1,10,70
Álex Domínguez,ESP,Toulouse,French Ligue 1,GK,Goalkeeper,26,19,1,25,84
Álex Remiro,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,30,4050,1,28,55
Álvaro Fernández,ESP,Sevilla,Spanish La Liga,GK,Goalkeeper,27,747,1,17,42
Ørjan Nyland,NOR,Sevilla,Spanish La Liga,GK,Goalkeeper,34,2673,1,45,34
Đorđe Petrović,SRB,Strasbourg,French Ligue 1,GK,Goalkeeper,25,2790,1,75,51
İrfan Can Eğribayat,TUR,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,26,540,1,95,61
Łukasz Fabiański,POL,West Ham,English Premier League,GK,Goalkeeper,40,1160,1,60,62
Łukasz Skorupski,POL,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,34,2994,1,56,61
