Player,Game Week,Team,League,Nationality,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Yvon Mvogo,J4,Lorient,French Ligue 1,SUI,GK,Goalkeeper,31,90,8.0,4.0,4.0,2.6,-1.4,0,5.0,19,33.0,5.0,1270.5,3.0,165.9,15,1.0,0.0,0.0
Yehvann Diouf,J4,Nice,French Ligue 1,SEN,GK,Goalkeeper,25,90,3.0,0.0,3.0,0.4,0.4,1,4.0,15,30.0,6.0,1065.0,4.0,99.2,12,1.0,4.0,100.4
Anthony Lopes,J4,Nantes,French Ligue 1,POR,GK,Goalkeeper,34,90,8.0,1.0,7.0,0.7,-0.3,0,7.0,17,37.0,5.0,1372.7,1.0,16.0,20,1.0,3.0,47.4
Théo De Percin,J4,Auxerre,French Ligue 1,MTQ,GK,Goalkeeper,24,90,3.0,2.0,1.0,1.3,-0.7,0,10.0,23,20.0,1.0,1004.0,6.0,382.8,21,0.0,0.0,0.0
Philipp Köhn,J4,Monaco,French Ligue 1,SUI,GK,Goalkeeper,27,90,2.0,1.0,2.0,0.4,-0.6,0,1.0,4,17.0,3.0,445.4,6.0,84.0,11,1.0,0.0,0.0
Berke Özer,J4,Lille,French Ligue 1,TUR,GK,Goalkeeper,25,90,4.0,1.0,3.0,1.4,0.4,0,2.0,8,34.0,2.0,962.2,3.0,33.0,11,1.0,1.0,14.8
Guillaume Restes,J4,Toulouse,French Ligue 1,FRA,GK,Goalkeeper,20,90,5.0,2.0,3.0,1.9,-0.1,0,4.0,17,23.0,3.0,972.9,4.0,295.2,22,0.0,0.0,0.0
Mike Penders,J4,Strasbourg,French Ligue 1,BEL,GK,Goalkeeper,20,90,1.0,0.0,1.0,0.1,0.1,1,4.0,8,39.0,3.0,912.6,4.0,107.2,19,1.0,0.0,0.0
Mory Diaw,J4,Le Havre,French Ligue 1,SEN,GK,Goalkeeper,32,90,6.0,1.0,4.0,1.6,0.6,0,3.0,10,47.0,7.0,1170.3,5.0,120.0,16,3.0,1.0,12.8
Jonathan Fischer,J4,Metz,French Ligue 1,DEN,GK,Goalkeeper,23,90,4.0,1.0,3.0,1.8,0.8,0,2.0,3,42.0,3.0,827.4,3.0,95.1,10,0.0,3.0,55.8
Hervé Koffi,J4,Angers,French Ligue 1,BFA,GK,Goalkeeper,28,90,5.0,1.0,3.0,3.3,2.3,0,2.0,5,26.0,6.0,741.0,2.0,41.0,14,2.0,1.0,9.6
Lucas Chevalier,J4,Paris S-G,French Ligue 1,FRA,GK,Goalkeeper,23,90,3.0,0.0,3.0,0.4,0.4,1,3.0,4,30.0,8.0,735.0,4.0,175.2,9,1.0,0.0,0.0
Robin Risser,J4,Lens,French Ligue 1,FRA,GK,Goalkeeper,20,90,6.0,2.0,4.0,0.9,-1.1,0,3.0,8,24.0,2.0,784.8,10.0,190.0,6,0.0,0.0,0.0
Grégoire Coudert,J4,Brest,French Ligue 1,FRA,GK,Goalkeeper,26,90,4.0,2.0,2.0,1.6,-0.4,0,3.0,10,23.0,5.0,772.8,3.0,128.1,7,1.0,1.0,12.0
Obed Nkambadio,J4,Paris FC,French Ligue 1,FRA,GK,Goalkeeper,22,90,7.0,1.0,6.0,2.2,1.2,0,7.0,24,33.0,3.0,1244.1,17.0,674.9,22,0.0,2.0,40.6
Brice Samba,J4,Rennes,French Ligue 1,FRA,GK,Goalkeeper,31,90,5.0,1.0,4.0,1.8,0.8,0,1.0,8,30.0,3.0,867.0,4.0,107.2,10,0.0,0.0,0.0
Rémy Descamps,J4,Lyon,French Ligue 1,FRA,GK,Goalkeeper,29,90,4.0,3.0,2.0,1.8,-1.2,0,2.0,10,26.0,3.0,808.6,5.0,266.0,12,0.0,1.0,24.0
Dominik Greif,J5,Lyon,French Ligue 1,SVK,GK,Goalkeeper,28,90,2.0,0.0,2.0,0.6,0.6,1,0.0,3,23.0,1.0,510.6,3.0,66.0,11,0.0,1.0,14.7
Hervé Koffi,J5,Angers,French Ligue 1,BFA,GK,Goalkeeper,28,90,5.0,1.0,4.0,1.8,0.8,0,3.0,12,20.0,3.0,694.0,7.0,231.7,20,1.0,1.0,12.5
Anthony Lopes,J5,Nantes,French Ligue 1,POR,GK,Goalkeeper,34,90,4.0,2.0,2.0,1.6,-0.4,0,5.0,6,24.0,4.0,652.8,5.0,156.0,10,0.0,1.0,13.8
Brice Samba,J5,Rennes,French Ligue 1,FRA,GK,Goalkeeper,31,90,4.0,2.0,1.0,1.8,-0.2,0,6.0,22,45.0,3.0,1593.0,6.0,310.2,15,0.0,0.0,0.0
Grégoire Coudert,J5,Brest,French Ligue 1,FRA,GK,Goalkeeper,26,90,4.0,1.0,3.0,1.1,0.1,0,13.0,29,32.0,4.0,1427.2,10.0,636.0,19,1.0,0.0,0.0
Yehvann Diouf,J5,Nice,French Ligue 1,SEN,GK,Goalkeeper,25,90,5.0,4.0,1.0,1.7,-2.3,0,2.0,2,20.0,5.0,420.0,4.0,62.0,6,0.0,3.0,58.2
Robin Risser,J5,Lens,French Ligue 1,FRA,GK,Goalkeeper,20,90,3.0,0.0,3.0,1.0,1.0,1,6.0,13,29.0,3.0,1055.6,5.0,262.0,16,1.0,1.0,14.0
Berke Özer,J5,Lille,French Ligue 1,TUR,GK,Goalkeeper,25,90,6.0,3.0,3.0,3.4,0.4,0,5.0,16,33.0,3.0,1065.9,10.0,541.0,13,0.0,3.0,67.2
Elia Caprile,J1,Cagliari,Italian Serie A,ITA,GK,Goalkeeper,23,90,1.0,1.0,0.0,0.8,-0.2,0,3.0,6,24.0,5.0,674.4,4.0,103.2,8,0.0,1.0,21.0
David de Gea,J1,Fiorentina,Italian Serie A,ESP,GK,Goalkeeper,34,90,5.0,1.0,4.0,1.0,0.0,0,2.0,9,31.0,6.0,796.7,7.0,389.2,9,0.0,1.0,11.5
Jean Butez,J1,Como,Italian Serie A,FRA,GK,Goalkeeper,30,90,1.0,0.0,1.0,0.1,0.1,1,4.0,6,36.0,1.0,792.0,2.0,89.0,6,0.0,3.0,76.5
Ivan Provedel,J1,Lazio,Italian Serie A,ITA,GK,Goalkeeper,31,90,6.0,2.0,4.0,1.7,-0.3,0,4.0,9,27.0,4.0,793.8,10.0,310.0,12,1.0,0.0,0.0
Manuel Neuer,J1,Bayern Munich,German Bundesliga,GER,GK,Goalkeeper,39,90,1.0,0.0,1.0,0.1,0.1,1,1.0,4,38.0,6.0,938.6,4.0,146.0,7,0.0,3.0,72.0
Péter Gulácsi,J1,RB Leipzig,German Bundesliga,HUN,GK,Goalkeeper,35,90,9.0,6.0,3.0,3.2,-2.8,0,1.0,9,42.0,2.0,1108.8,2.0,113.0,9,0.0,1.0,11.3
Michael Zetterer,J1,Eint Frankfurt,German Bundesliga,GER,GK,Goalkeeper,30,90,5.0,1.0,4.0,1.1,0.1,0,3.0,8,33.0,7.0,993.3,2.0,48.0,4,0.0,2.0,33.6
Mio Backhaus,J1,Werder Bremen,German Bundesliga,GER,GK,Goalkeeper,21,90,5.0,4.0,1.0,2.4,-1.6,0,2.0,3,23.0,3.0,565.8,7.0,154.7,23,2.0,0.0,0.0
Noah Atubolu,J1,Freiburg,German Bundesliga,GER,GK,Goalkeeper,23,90,5.0,3.0,2.0,2.1,-0.9,0,9.0,18,41.0,6.0,1521.1,1.0,42.0,15,0.0,4.0,88.8
Finn Dahmen,J1,Augsburg,German Bundesliga,GER,GK,Goalkeeper,27,90,4.0,1.0,3.0,2.1,1.1,0,6.0,22,27.0,1.0,1198.8,7.0,366.1,18,2.0,0.0,0.0
Frederik Rønnow,J1,Union Berlin,German Bundesliga,DEN,GK,Goalkeeper,33,90,6.0,1.0,5.0,2.2,1.2,0,15.0,30,23.0,2.0,1212.1,9.0,555.3,30,5.0,0.0,0.0
Alexander Nübel,J1,Stuttgart,German Bundesliga,GER,GK,Goalkeeper,28,90,2.0,2.0,0.0,0.3,-1.7,0,0.0,2,22.0,4.0,536.8,3.0,74.1,14,0.0,0.0,0.0
Diant Ramaj,J1,Heidenheim,German Bundesliga,GER,GK,Goalkeeper,23,90,5.0,3.0,2.0,2.8,-0.2,0,5.0,15,50.0,4.0,1585.0,8.0,428.8,14,3.0,4.0,64.0
Kamil Grabara,J1,Wolfsburg,German Bundesliga,POL,GK,Goalkeeper,26,90,2.0,1.0,1.0,0.4,-0.6,0,4.0,13,24.0,5.0,859.2,4.0,239.2,13,0.0,1.0,15.7
Mark Flekken,J1,Leverkusen,German Bundesliga,NED,GK,Goalkeeper,32,90,5.0,2.0,3.0,0.9,-1.1,0,3.0,9,31.0,4.0,846.3,4.0,176.0,6,1.0,1.0,10.8
Oliver Baumann,J1,Hoffenheim,German Bundesliga,GER,GK,Goalkeeper,35,90,2.0,1.0,1.0,1.5,0.5,0,10.0,19,31.0,2.0,1196.6,2.0,127.0,20,1.0,4.0,69.6
Nikola Vasilj,J1,St. Pauli,German Bundesliga,BIH,GK,Goalkeeper,29,90,7.0,3.0,3.0,2.7,-0.3,0,1.0,7,31.0,1.0,833.9,1.0,29.0,8,0.0,0.0,0.0
Gregor Kobel,J1,Dortmund,German Bundesliga,SUI,GK,Goalkeeper,27,90,7.0,3.0,4.0,2.1,-0.9,0,4.0,11,35.0,5.0,973.0,4.0,236.0,20,1.0,0.0,0.0
Robin Zentner,J1,Mainz 05,German Bundesliga,GER,GK,Goalkeeper,30,90,2.0,1.0,1.0,1.0,0.0,0,9.0,15,27.0,3.0,963.9,9.0,376.2,9,1.0,2.0,33.0
Marvin Schwäbe,J1,Köln,German Bundesliga,GER,GK,Goalkeeper,30,90,2.0,0.0,2.0,0.2,0.2,1,9.0,28,31.0,3.0,1311.3,13.0,806.0,26,0.0,0.0,0.0
Moritz Nicolas,J1,Gladbach,German Bundesliga,GER,GK,Goalkeeper,27,90,1.0,0.0,1.0,0.3,0.3,1,2.0,7,24.0,3.0,698.4,3.0,93.0,9,1.0,3.0,41.1
Daniel Heuer Fernandes,J1,Hamburger SV,German Bundesliga,POR,GK,Goalkeeper,32,90,4.0,0.0,4.0,0.6,0.6,1,8.0,21,49.0,4.0,1538.6,5.0,281.0,22,0.0,2.0,37.4
Daniel Heuer Fernandes,J2,Hamburger SV,German Bundesliga,POR,GK,Goalkeeper,32,90,6.0,2.0,4.0,1.4,-0.6,0,3.0,10,38.0,3.0,1007.0,9.0,395.1,11,0.0,1.0,13.2
Nikola Vasilj,J2,St. Pauli,German Bundesliga,BIH,GK,Goalkeeper,29,90,2.0,0.0,2.0,0.2,0.2,1,1.0,9,35.0,7.0,1060.5,0.0,0.0,8,2.0,1.0,12.0
Mio Backhaus,J2,Werder Bremen,German Bundesliga,GER,GK,Goalkeeper,21,90,4.0,3.0,1.0,2.0,-1.0,0,1.0,3,28.0,5.0,674.8,1.0,63.0,14,1.0,3.0,47.4
Mark Flekken,J2,Leverkusen,German Bundesliga,NED,GK,Goalkeeper,32,90,5.0,3.0,2.0,2.4,-0.6,0,5.0,10,39.0,6.0,1107.6,6.0,220.8,15,1.0,3.0,62.4
Alexander Nübel,J2,Stuttgart,German Bundesliga,GER,GK,Goalkeeper,28,90,6.0,0.0,6.0,1.6,1.6,1,11.0,16,51.0,6.0,1601.4,5.0,148.0,22,4.0,3.0,44.4
Moritz Nicolas,J2,Gladbach,German Bundesliga,GER,GK,Goalkeeper,27,90,5.0,1.0,4.0,1.3,0.3,0,5.0,8,37.0,7.0,939.8,3.0,143.1,14,1.0,1.0,12.2
Oliver Baumann,J2,Hoffenheim,German Bundesliga,GER,GK,Goalkeeper,35,90,6.0,3.0,3.0,2.6,-0.4,0,5.0,11,28.0,3.0,974.4,3.0,87.0,12,1.0,8.0,212.8
Michael Zetterer,J2,Eint Frankfurt,German Bundesliga,GER,GK,Goalkeeper,30,90,5.0,1.0,4.0,1.1,0.1,0,7.0,15,35.0,8.0,1225.0,6.0,390.0,25,1.0,2.0,26.6
Marco Carnesecchi,J1,Atalanta,Italian Serie A,ITA,GK,Goalkeeper,25,90,2.0,1.0,2.0,0.7,-0.3,0,3.0,8,27.0,5.0,799.2,6.0,276.0,13,1.0,4.0,82.8
Adrian Šemper,J1,Pisa,Italian Serie A,CRO,GK,Goalkeeper,27,90,6.0,1.0,5.0,2.0,1.0,0,21.0,34,38.0,2.0,1900.0,5.0,330.0,23,1.0,0.0,0.0
Péter Gulácsi,J2,RB Leipzig,German Bundesliga,HUN,GK,Goalkeeper,35,90,3.0,0.0,3.0,1.3,1.3,1,1.0,6,26.0,3.0,696.8,2.0,101.0,9,1.0,2.0,38.6
Diant Ramaj,J2,Heidenheim,German Bundesliga,GER,GK,Goalkeeper,23,90,5.0,2.0,3.0,1.8,-0.2,0,6.0,20,44.0,6.0,1623.6,14.0,589.4,16,0.0,0.0,0.0
Finn Dahmen,J2,Augsburg,German Bundesliga,GER,GK,Goalkeeper,27,90,10.0,3.0,7.0,4.5,1.5,0,6.0,18,43.0,3.0,1513.6,5.0,114.0,9,0.0,6.0,104.4
Manuel Neuer,J2,Bayern Munich,German Bundesliga,GER,GK,Goalkeeper,39,90,3.0,2.0,1.0,1.4,-0.6,0,7.0,19,46.0,5.0,1688.2,2.0,100.0,14,0.0,1.0,13.5
Kamil Grabara,J2,Wolfsburg,German Bundesliga,POL,GK,Goalkeeper,26,90,3.0,1.0,2.0,1.1,0.1,0,4.0,21,40.0,9.0,1464.0,8.0,388.8,34,4.0,0.0,0.0
Robin Zentner,J2,Mainz 05,German Bundesliga,GER,GK,Goalkeeper,30,90,3.0,1.0,2.0,0.3,-0.7,0,5.0,14,27.0,2.0,931.5,6.0,367.8,10,2.0,3.0,55.2
Gregor Kobel,J2,Dortmund,German Bundesliga,SUI,GK,Goalkeeper,27,90,3.0,0.0,3.0,0.5,0.5,1,0.0,5,26.0,5.0,759.2,6.0,208.8,17,0.0,1.0,21.0
Frederik Rønnow,J2,Union Berlin,German Bundesliga,DEN,GK,Goalkeeper,33,90,6.0,3.0,3.0,2.8,-0.2,0,3.0,16,37.0,5.0,1250.6,5.0,292.0,13,1.0,0.0,0.0
Marvin Schwäbe,J2,Köln,German Bundesliga,GER,GK,Goalkeeper,30,90,2.0,1.0,1.0,0.9,-0.1,0,5.0,22,35.0,3.0,1267.0,8.0,528.0,23,0.0,1.0,23.5
Noah Atubolu,J2,Freiburg,German Bundesliga,GER,GK,Goalkeeper,23,90,6.0,4.0,2.0,2.7,-1.3,0,6.0,18,36.0,5.0,1378.8,7.0,196.7,11,0.0,0.0,0.0
Mark Flekken,J3,Leverkusen,German Bundesliga,NED,GK,Goalkeeper,32,90,2.0,1.0,1.0,0.5,-0.5,0,10.0,24,28.0,3.0,1215.2,11.0,734.8,20,0.0,4.0,74.4
Michael Zetterer,J3,Eint Frankfurt,German Bundesliga,GER,GK,Goalkeeper,30,90,7.0,3.0,4.0,2.2,-0.8,0,2.0,7,33.0,2.0,976.8,7.0,146.3,6,0.0,1.0,17.0
Frederik Rønnow,J3,Union Berlin,German Bundesliga,DEN,GK,Goalkeeper,33,90,8.0,4.0,4.0,4.3,0.3,0,3.0,9,20.0,4.0,650.0,1.0,57.0,8,0.0,1.0,19.0
Oliver Baumann,J3,Hoffenheim,German Bundesliga,GER,GK,Goalkeeper,35,90,6.0,2.0,4.0,1.4,-0.6,0,4.0,17,28.0,4.0,1027.6,7.0,335.3,22,1.0,3.0,49.2
Noah Atubolu,J3,Freiburg,German Bundesliga,GER,GK,Goalkeeper,23,90,2.0,1.0,1.0,0.9,-0.1,0,8.0,22,40.0,3.0,1492.0,5.0,335.0,9,2.0,0.0,0.0
