Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Cagliari,26.6,38,26.79,29.46,35.71,18.45,35.12,22.02,37.5,37.2,20.83,22.62,23.81,25.0,22.92,24.4,22.62,40.77,31.55,23.81,27.98,70.83,22.02,22.02,22.62,5.36,3.57,19.05,25.0,4.76,4.76,1.79,97.92,8.93,9.82,41.67,76.79,14.88,55.36,54.17,14.29,18.45,22.02,14.88,14.88,12.2,25.0,14.58,22.02,31.55,78.27,20.83,78.27,60.12,22.32,22.02,32.44,46.73,25.3,44.94,80.65,27.38,83.33,21.43,50.6,28.87,21.13,32.14,55.65,69.35,24.4,43.75,48.51,86.31,72.02,43.45,63.1,89.29,55.95,39.88,48.21,84.52,51.79,22.02,36.31,23.21,2.98,21.13,28.27,30.06,55.36,23.21,26.79,21.43,20.24,24.4,19.05,48.21,29.17,79.76,32.14
Celta Vigo,26.9,38,68.45,59.82,42.86,64.58,90.77,84.82,46.43,65.48,88.1,88.69,78.57,77.98,93.45,94.05,70.24,42.26,49.4,89.29,59.52,17.26,83.93,75.0,83.93,8.93,14.58,16.07,20.54,37.2,28.27,33.93,55.06,9.52,14.88,28.57,25.6,86.31,19.05,53.27,91.67,69.05,57.74,86.31,44.05,27.68,84.52,69.64,84.52,47.32,75.0,88.69,42.86,23.21,22.32,38.99,57.74,40.77,79.76,67.26,38.39,31.55,13.1,76.19,44.35,18.75,13.1,41.37,33.33,34.82,61.31,43.75,27.08,2.98,2.98,10.12,96.13,56.85,38.69,37.8,73.51,13.69,61.9,82.74,48.21,59.52,19.64,55.95,77.98,72.32,17.86,84.52,77.98,86.31,83.33,33.33,10.12,13.39,18.45,19.05,37.2
Celtic,27.1,10,56.85,62.5,14.88,39.88,46.13,79.46,16.67,61.01,86.01,83.93,76.19,75.0,95.83,96.43,11.31,1.79,22.62,73.81,35.12,1.49,43.45,35.12,44.35,89.88,52.08,76.79,69.94,97.02,94.05,67.26,68.75,55.95,75.0,52.98,15.77,85.12,92.26,97.02,72.62,44.05,30.36,85.12,16.67,28.57,81.55,28.87,44.64,90.77,95.54,86.31,100.0,47.32,79.46,95.83,1.79,38.39,89.88,9.23,13.39,5.95,16.07,91.96,25.89,76.79,83.63,74.4,91.37,86.01,24.4,98.51,72.62,9.52,1.79,83.93,60.71,35.71,74.4,1.79,13.1,8.93,97.02,43.45,24.11,24.4,79.76,85.71,62.2,47.62,63.1,92.86,74.4,89.29,69.05,26.79,74.4,58.93,67.26,85.71,1.79
Cercle Brugge,22.9,8,93.75,75.89,81.55,94.64,58.04,38.99,72.62,97.02,1.19,2.98,2.38,4.17,0.6,2.38,17.26,82.74,77.08,38.69,58.93,42.56,30.95,3.27,29.17,86.61,97.62,15.18,98.81,80.06,80.36,75.89,33.33,96.73,98.81,72.92,99.4,4.76,2.38,1.19,13.69,63.69,74.4,4.76,79.76,73.21,0.6,4.17,33.33,9.23,16.07,1.19,70.83,5.06,1.49,29.17,60.42,69.64,63.1,4.76,80.65,80.36,98.81,1.19,75.6,21.43,25.6,89.58,95.83,55.95,24.4,100.0,31.85,95.83,97.32,8.63,0.6,19.05,16.67,23.51,62.5,99.4,7.14,20.83,75.0,62.5,95.83,98.21,31.25,95.83,38.99,0.6,0.6,0.6,1.19,99.4,44.64,64.58,48.81,29.76,41.07
Chelsea,23.2,51,95.24,93.75,91.67,95.83,58.04,61.01,92.26,93.45,95.24,94.64,94.05,92.86,95.24,95.24,48.21,28.57,92.26,93.45,85.12,47.62,84.52,96.43,84.52,7.14,21.43,5.06,24.11,83.93,9.52,10.42,83.93,13.69,8.93,7.14,7.14,94.64,41.96,62.5,93.45,89.88,94.05,94.64,90.48,83.93,94.05,77.98,98.21,94.05,69.64,95.24,32.14,69.35,41.96,72.62,51.19,52.68,72.62,52.68,80.65,37.5,11.31,94.64,90.77,29.76,45.24,77.68,47.92,55.95,51.79,43.75,13.1,7.44,25.0,80.95,97.62,13.1,10.71,88.69,79.46,5.95,94.94,88.69,94.05,95.24,13.39,45.54,97.02,66.96,73.81,96.43,97.02,96.73,73.21,78.57,32.44,78.57,88.39,3.57,98.81
Club Brugge,25.5,12,20.83,17.86,21.13,33.63,82.74,66.67,26.79,17.86,66.07,56.55,55.95,50.6,85.12,79.76,76.79,49.4,36.31,44.64,17.26,11.31,19.05,13.1,19.05,26.49,24.7,62.2,18.45,17.86,73.21,65.48,36.31,4.17,40.48,27.98,41.07,44.05,80.95,91.67,45.24,13.1,11.31,44.05,0.6,0.6,31.55,5.95,28.87,99.11,100.0,66.07,91.07,18.15,79.46,98.81,2.38,94.64,35.71,17.26,5.65,15.48,4.46,97.02,34.52,46.73,42.56,55.06,83.33,74.7,82.44,43.75,53.27,59.82,33.33,66.07,12.5,56.85,26.79,75.6,24.11,4.17,100.0,16.07,25.6,10.12,46.43,79.46,21.73,44.64,47.02,92.26,86.9,99.4,84.52,39.29,7.14,34.52,42.26,96.43,85.12
Como,26.3,38,42.86,38.39,74.11,74.4,11.01,13.99,74.4,47.02,70.83,66.07,80.36,77.38,61.01,55.95,33.93,20.83,79.76,63.1,51.19,24.4,57.14,66.67,57.74,59.52,66.67,44.35,62.5,76.49,39.88,39.58,58.93,12.5,11.9,22.92,70.24,64.29,30.36,55.36,62.5,59.52,51.19,64.29,38.1,34.82,75.6,60.71,78.27,36.31,32.74,69.64,37.5,13.1,22.32,18.15,91.67,46.73,20.54,35.12,80.65,34.23,38.99,55.65,61.61,15.48,14.88,32.14,65.48,81.25,24.4,43.75,14.88,38.69,32.74,67.56,60.12,11.31,17.26,44.05,90.77,42.26,30.36,57.74,71.43,54.17,55.36,21.13,81.85,47.62,44.64,79.46,91.67,78.87,58.33,68.45,31.55,10.71,29.76,69.94,67.86
Crystal Palace,26.2,38,48.21,76.79,71.43,73.21,35.12,31.25,66.96,51.79,17.86,20.83,22.02,25.6,19.64,22.02,14.29,43.45,73.21,20.83,47.02,36.61,22.62,23.21,22.62,92.26,83.93,86.31,88.39,64.29,56.55,59.82,34.52,82.14,48.51,82.44,70.24,26.19,63.69,55.95,19.64,26.19,52.38,26.19,6.55,6.55,19.05,20.83,31.55,85.42,47.02,17.86,50.0,42.56,22.32,68.45,36.9,23.81,53.57,89.88,24.4,70.24,57.14,14.88,64.29,24.4,27.08,69.35,10.71,17.86,61.31,43.75,35.42,45.24,72.62,22.62,9.52,63.69,63.69,47.62,58.04,76.49,77.98,23.21,64.88,46.43,76.19,55.95,18.15,17.26,9.52,11.31,18.45,12.5,5.36,26.19,23.21,55.36,48.21,8.93,36.31
Dinamo Minsk,25.8,6,7.44,22.62,39.29,16.67,82.74,66.67,32.14,13.99,11.9,16.67,7.14,10.71,16.07,18.45,69.64,91.67,38.69,32.44,50.0,70.24,42.26,41.07,42.56,40.18,65.48,25.0,11.9,97.62,16.07,7.74,94.64,23.81,98.21,32.14,41.07,14.29,2.98,10.12,25.0,35.12,33.63,14.29,70.54,77.68,10.12,28.87,5.95,64.88,30.95,11.9,20.24,18.15,79.46,0.6,8.63,49.7,83.63,0.6,5.65,33.04,92.86,2.08,11.9,70.54,28.27,26.49,100.0,97.62,100.0,43.75,82.14,94.05,71.13,85.71,89.88,43.15,15.48,53.27,96.43,94.64,43.15,41.67,29.17,32.74,39.88,100.0,19.35,5.95,18.45,7.14,3.57,7.74,26.79,97.02,83.33,20.83,1.79,92.86,77.38
Dinamo Zagreb,27.3,8,65.18,10.12,13.99,16.67,11.01,5.95,14.29,80.06,7.74,5.95,10.12,9.52,10.71,7.74,7.74,16.07,17.26,5.36,23.51,20.54,5.06,39.29,4.76,88.99,86.31,98.81,24.11,24.7,95.83,95.83,8.93,72.92,88.69,86.01,70.24,5.36,89.29,58.04,3.57,7.14,13.69,5.36,53.57,77.68,8.33,52.68,24.11,21.13,9.52,8.33,26.79,91.96,79.46,80.36,22.62,30.95,9.23,1.79,80.65,32.14,18.15,72.62,5.65,88.1,68.75,55.06,98.81,100.0,24.4,43.75,95.83,75.3,76.79,27.98,4.17,91.07,86.9,7.44,6.85,17.26,13.1,6.55,22.02,14.29,95.24,21.13,4.76,100.0,19.64,26.19,23.21,58.93,13.1,45.83,94.64,55.36,9.52,48.81,3.57
Djurgården,27.2,12,74.7,54.46,76.19,85.71,35.12,22.02,71.13,78.27,54.17,51.19,67.26,68.45,42.86,39.29,5.95,13.69,73.81,58.93,50.0,5.36,61.31,48.21,60.71,44.64,39.29,18.45,82.14,51.19,67.26,46.13,75.0,64.88,45.24,86.01,41.07,55.36,29.17,26.19,63.69,68.45,55.36,55.36,37.2,41.96,61.9,88.1,45.24,38.69,27.08,55.36,32.14,60.12,79.46,10.42,76.79,36.31,9.23,95.83,5.65,75.6,21.43,77.38,75.6,6.55,8.33,26.49,4.76,7.74,24.4,43.75,5.06,27.98,39.29,19.64,11.9,66.07,68.45,41.67,72.02,17.86,28.87,61.31,70.24,49.7,54.17,21.13,49.11,91.96,40.48,55.36,60.12,59.52,10.71,76.79,57.14,4.76,50.0,21.43,29.76
Dortmund,26.5,48,97.62,91.07,80.06,77.98,94.94,92.56,81.55,97.02,93.45,93.45,92.26,91.67,91.67,91.67,77.68,59.52,82.74,92.86,81.25,85.12,85.12,85.42,85.12,40.18,40.48,30.95,30.95,85.12,53.27,49.4,58.93,43.45,22.62,20.24,46.13,93.45,40.48,60.71,94.64,86.31,85.12,93.45,94.64,92.26,91.07,84.82,90.48,52.38,44.94,93.45,60.71,35.12,29.76,81.55,19.05,61.61,96.73,80.65,44.64,69.64,43.45,77.98,52.98,33.04,29.76,55.06,19.94,34.82,24.4,43.75,48.51,27.38,30.95,76.19,45.24,30.95,24.4,27.38,82.14,33.33,44.64,85.71,88.1,86.9,45.24,21.13,92.26,86.31,87.5,87.5,90.48,92.26,74.4,61.31,80.95,52.08,39.29,41.67,38.1
Dynamo Kyiv,25.0,8,4.46,1.19,5.95,9.82,11.01,5.95,12.5,8.04,69.64,69.05,61.31,60.71,69.64,69.05,83.33,70.54,13.1,56.85,56.85,42.56,44.05,49.4,45.83,20.54,30.95,67.26,22.02,1.49,30.95,38.1,46.43,76.79,76.19,65.48,17.86,69.05,90.48,93.45,54.76,51.19,43.45,69.05,53.57,33.63,66.07,73.81,50.89,90.77,25.6,69.05,40.77,5.06,79.46,83.93,55.95,30.95,9.23,4.76,80.65,67.86,19.05,45.54,10.12,97.02,95.83,15.77,95.83,93.15,94.05,43.75,96.43,41.37,56.25,66.67,92.86,50.89,83.93,7.44,41.07,32.44,69.64,45.24,10.42,47.02,29.17,91.96,59.52,83.63,6.55,68.45,65.18,69.64,79.76,40.48,13.1,72.02,47.62,20.83,4.17
Eint Frankfurt,24.9,46,91.07,86.9,75.6,81.85,49.7,54.76,75.0,87.8,74.4,75.6,83.93,82.74,59.52,61.31,22.02,25.0,74.4,70.83,75.6,32.14,69.64,55.06,69.94,60.12,48.21,52.68,56.25,71.43,52.38,37.5,72.02,77.98,56.55,84.52,35.42,79.17,81.55,79.17,77.38,61.9,75.6,79.17,59.52,62.5,80.36,68.45,75.0,17.26,68.45,74.4,81.55,81.85,54.76,87.5,4.17,56.85,31.25,67.26,29.76,60.71,70.83,49.4,69.05,55.36,67.26,61.31,33.33,20.83,80.06,43.75,39.29,35.12,43.45,54.76,66.07,68.45,77.38,87.2,67.86,63.69,32.44,65.48,77.98,73.81,50.6,76.49,61.31,75.6,82.74,70.83,80.65,60.12,30.95,60.12,69.05,67.86,78.57,27.38,81.55
Elfsborg,26.1,8,37.8,13.99,1.79,1.79,94.94,88.39,1.19,25.0,0.6,0.6,0.6,0.6,2.38,1.19,1.79,50.3,1.79,2.98,2.38,13.99,2.98,1.19,2.98,72.02,74.4,74.4,71.43,30.95,90.48,98.81,0.6,94.64,100.0,97.02,95.54,1.19,97.62,58.04,0.6,1.19,2.68,1.19,53.57,30.36,1.79,5.06,4.17,75.6,50.3,0.6,87.5,35.12,79.46,32.14,1.19,42.56,9.23,59.82,1.49,86.31,18.15,58.04,24.11,88.1,93.15,89.58,40.77,55.95,24.4,43.75,74.7,61.01,97.32,30.36,43.45,99.11,99.4,82.44,21.13,21.73,69.64,1.79,1.79,2.68,83.33,21.13,0.6,94.35,13.69,1.79,2.38,8.33,0.6,6.55,8.33,53.57,89.88,1.19,31.55
Empoli,25.4,38,13.69,8.33,15.48,12.2,26.79,22.02,14.88,14.88,4.17,4.17,2.98,2.98,8.93,9.52,19.05,54.76,14.58,11.31,17.86,41.07,11.31,8.93,11.9,70.24,53.57,54.46,83.93,44.35,46.73,22.02,89.29,30.65,40.48,80.95,62.8,3.57,22.62,8.93,12.5,10.71,10.71,3.57,8.04,7.14,3.57,3.57,13.1,25.89,39.88,4.17,78.27,27.38,36.01,5.95,73.21,69.64,35.71,80.65,52.08,18.45,77.38,8.33,37.8,34.52,24.7,22.32,19.94,17.86,61.31,93.75,31.85,69.64,85.12,31.55,13.99,85.12,61.31,72.02,16.67,88.1,27.98,10.12,14.29,11.31,49.7,69.64,13.69,41.96,10.12,4.76,5.36,9.52,6.55,72.62,25.3,10.71,24.4,26.79,66.37
Espanyol,25.2,38,26.79,13.99,10.71,6.55,68.45,47.32,13.69,31.85,6.55,5.36,4.17,3.57,12.5,12.5,37.5,55.95,11.01,8.33,13.1,60.12,10.12,19.94,10.12,47.02,55.36,88.39,17.26,4.76,48.21,50.6,45.83,52.98,35.71,89.88,62.8,4.17,72.02,41.67,5.36,6.55,8.33,4.17,13.1,9.52,6.55,22.02,16.67,44.05,97.62,6.55,35.12,78.27,79.46,24.4,55.06,56.85,70.83,44.94,52.08,2.98,47.62,47.62,64.29,72.62,82.14,41.37,55.65,47.32,73.21,43.75,58.04,66.07,58.93,26.79,90.48,83.63,94.05,98.21,44.64,51.79,85.71,12.5,15.48,9.52,52.38,69.64,7.14,80.36,49.4,14.29,21.43,26.79,23.81,61.9,10.71,80.65,83.93,67.86,93.45
Everton,28.0,38,30.95,27.68,27.98,36.9,26.79,13.99,28.57,31.85,12.5,12.5,18.45,16.67,9.52,8.33,79.17,86.31,29.76,41.67,39.88,76.49,13.1,16.67,12.8,83.33,77.38,83.33,69.05,69.64,70.83,64.88,35.12,27.98,57.14,82.44,44.05,11.9,47.02,22.02,8.33,38.1,41.07,11.9,48.81,50.6,9.52,22.92,25.0,69.64,11.9,12.5,45.83,73.51,47.62,62.2,25.6,14.29,20.54,89.88,80.65,28.57,85.71,27.08,86.01,40.48,51.79,80.06,10.71,7.74,73.21,43.75,25.3,98.21,96.43,88.1,57.14,61.31,63.1,50.89,85.71,80.36,35.12,13.1,28.57,39.29,75.0,69.64,9.52,39.88,79.76,20.24,29.76,22.32,45.24,38.69,59.52,76.19,76.19,73.81,42.56
FC Copenhagen,25.6,10,50.0,79.17,70.24,48.21,100.0,99.4,77.38,50.0,94.64,95.24,85.71,88.1,97.62,97.02,92.86,75.0,61.31,96.43,64.88,69.35,83.33,83.33,83.33,67.26,79.76,11.31,94.05,85.12,50.0,50.0,49.4,48.21,53.57,8.33,15.77,95.24,16.07,77.38,96.43,80.36,67.26,95.24,55.65,48.81,95.24,72.92,75.6,89.29,71.73,94.64,20.24,91.96,79.46,32.74,61.61,86.61,99.7,95.83,80.65,75.0,89.88,15.48,44.35,48.51,47.02,12.2,4.76,7.74,24.4,43.75,63.99,18.45,37.5,86.9,28.57,0.6,7.14,34.52,19.05,86.9,89.88,84.52,74.4,68.45,68.45,21.13,89.88,16.67,57.74,82.74,41.67,86.9,91.07,83.93,46.43,63.1,44.35,8.04,77.98
FC Noah,28.1,6,26.79,41.67,85.12,95.83,11.01,5.95,88.1,44.94,51.79,49.4,53.57,52.98,51.79,49.4,48.81,32.14,91.07,35.71,55.36,11.31,59.52,85.42,61.31,55.36,70.54,71.73,29.17,45.24,78.87,88.39,10.12,85.42,85.71,51.19,3.57,50.6,71.43,89.88,30.95,50.0,47.02,50.6,90.48,98.81,50.0,80.36,55.36,56.25,91.07,51.79,93.45,91.96,79.46,92.86,54.17,20.24,9.23,6.55,80.65,90.48,16.67,90.48,3.57,99.4,98.81,83.93,94.05,74.7,97.32,43.75,98.81,25.89,22.02,41.07,84.52,54.46,33.33,4.76,65.18,10.71,82.74,63.69,82.74,49.7,73.21,95.83,45.24,17.86,57.14,59.82,58.33,61.9,67.86,45.24,100.0,48.21,38.1,49.4,4.76
FCSB,27.9,12,46.73,17.86,24.4,38.1,11.01,5.95,16.07,44.94,15.48,13.69,27.98,28.57,8.33,7.14,39.58,35.42,25.6,1.19,9.82,8.93,2.38,5.95,2.08,87.5,86.31,92.26,67.26,55.95,92.56,94.05,11.61,78.87,95.24,74.7,56.85,15.48,45.83,82.14,11.9,8.33,14.29,15.48,74.4,73.21,18.45,8.93,32.14,52.38,10.12,16.07,4.76,18.15,5.95,5.95,64.29,20.24,9.23,95.83,24.4,92.86,74.7,39.29,54.76,35.71,37.5,95.83,4.76,7.74,24.4,43.75,33.93,68.15,61.31,14.29,10.12,83.63,71.13,66.67,13.1,72.02,28.87,2.38,18.45,12.2,88.69,21.13,12.8,97.02,73.21,21.73,23.81,14.29,48.21,43.15,63.1,34.52,51.19,68.75,51.79
FK Rīgas FS,26.9,8,4.46,5.65,7.74,14.29,11.01,38.99,5.95,2.08,8.33,7.74,12.5,11.31,6.55,6.55,23.21,57.74,11.9,8.93,26.79,72.02,11.9,10.12,11.31,29.46,16.96,78.27,14.29,1.49,24.4,18.45,85.12,96.73,97.02,79.76,50.0,7.14,50.3,73.81,4.76,7.74,11.9,7.14,13.69,22.02,19.64,11.01,9.82,6.25,22.32,7.74,97.62,91.96,79.46,37.5,37.8,42.56,63.1,95.83,80.65,88.1,67.86,48.21,30.36,70.54,68.75,15.77,4.76,7.74,24.4,43.75,41.07,44.64,56.25,11.9,31.25,55.65,81.85,41.67,13.1,61.61,7.14,11.31,4.46,15.48,20.54,21.13,2.98,12.5,78.57,9.52,22.02,27.38,9.52,36.01,55.36,10.71,50.6,23.81,19.94
Fenerbahçe,28.7,12,52.08,54.46,28.57,33.63,11.01,22.02,33.33,48.21,64.88,78.57,51.79,54.17,83.33,85.12,85.71,98.21,42.26,64.88,77.08,95.24,80.95,19.94,81.55,79.17,69.35,89.29,73.51,11.61,85.71,86.01,21.43,62.5,93.75,33.63,5.36,77.38,59.52,76.79,80.36,49.4,52.98,77.38,30.65,18.15,70.24,14.58,20.83,22.92,94.05,64.88,1.19,18.15,5.95,30.65,100.0,49.7,35.71,80.65,80.65,84.52,76.79,19.64,66.67,88.1,94.05,55.06,19.94,7.74,82.44,43.75,80.36,80.65,83.63,71.73,83.33,50.89,53.57,88.69,72.02,82.44,60.12,70.24,37.5,58.63,76.79,79.46,65.77,50.0,36.61,38.69,38.99,49.4,42.56,25.0,9.52,96.73,94.05,47.62,90.18
Ferencváros,27.9,10,65.18,34.23,44.05,52.38,88.1,79.46,41.67,67.26,22.62,17.86,29.76,24.4,19.05,17.86,23.81,20.24,48.21,18.45,24.4,69.35,33.93,28.57,33.04,64.29,73.21,89.88,14.29,35.71,60.71,74.7,21.43,85.42,55.95,61.31,70.24,19.64,57.74,36.31,18.45,30.95,44.05,19.64,57.74,64.29,37.5,12.5,73.81,13.1,36.9,22.62,51.19,91.96,79.46,13.1,42.26,47.92,47.32,9.23,80.65,57.74,55.36,33.33,22.62,64.29,52.68,74.4,91.37,96.13,24.4,43.75,70.54,73.21,46.43,27.38,8.93,33.33,30.95,9.52,34.23,62.5,15.77,33.33,44.05,45.24,70.24,21.13,22.92,97.02,27.38,33.33,47.62,30.95,41.67,51.79,75.6,38.99,28.57,92.26,8.33
Feyenoord,24.8,12,74.7,28.57,21.13,38.1,82.74,88.39,19.64,78.27,30.65,25.6,19.64,16.07,43.45,33.33,51.19,33.93,32.74,30.36,12.5,8.93,29.76,42.26,31.85,26.49,24.7,64.58,11.9,27.38,55.65,63.39,28.27,59.82,52.38,19.05,41.07,17.26,85.12,43.45,20.83,19.05,25.0,17.26,61.9,45.83,36.9,47.32,62.5,96.43,84.82,28.57,93.45,18.15,79.46,90.18,6.85,49.7,95.24,3.57,0.6,4.17,5.36,87.5,11.9,89.88,87.5,26.49,97.02,74.7,97.32,97.62,91.07,41.37,49.4,84.52,31.25,54.46,59.52,66.67,24.11,6.55,96.43,36.31,26.79,22.62,41.67,98.21,16.07,99.4,14.88,56.55,42.86,84.82,64.29,19.05,22.02,55.36,42.86,27.98,60.42
Fiorentina,25.8,49,82.74,66.37,61.31,75.6,78.87,79.46,69.64,84.52,58.93,55.95,47.62,45.24,68.45,67.26,91.07,79.76,71.43,51.79,50.0,61.31,50.0,70.24,49.4,9.52,8.93,25.6,15.48,22.62,14.58,16.67,79.46,14.88,19.64,37.5,64.88,52.38,38.69,42.26,61.9,42.86,48.81,52.38,62.5,76.19,71.43,81.55,66.67,58.93,65.18,58.93,29.17,69.35,41.96,38.99,95.24,7.44,79.76,72.92,58.63,23.81,64.88,63.1,82.14,25.6,32.14,64.58,27.68,26.49,69.05,43.75,18.75,77.98,45.83,25.6,23.21,63.1,32.74,4.76,44.64,52.98,62.8,55.36,72.02,53.57,10.12,64.58,67.86,88.1,89.29,72.62,62.5,72.62,87.8,37.8,86.31,55.36,60.12,95.24,5.36
Freiburg,27.1,34,52.98,52.38,47.62,41.96,11.01,38.99,48.21,59.52,50.6,55.36,48.21,51.79,55.95,61.9,43.45,63.1,39.29,54.17,52.98,62.5,42.86,18.75,43.45,14.88,19.64,12.8,50.0,24.7,13.69,14.29,82.74,65.48,30.36,45.83,50.0,54.17,49.4,44.64,58.93,47.62,54.17,54.17,12.5,20.83,38.1,21.43,34.52,77.98,82.14,50.0,90.18,69.35,47.62,95.24,14.29,39.29,41.67,59.82,52.08,30.65,90.77,11.31,36.31,45.54,35.71,80.06,40.77,26.49,77.68,43.75,46.73,89.29,82.74,92.86,46.43,52.98,54.76,85.12,60.12,91.67,86.61,38.69,50.6,51.79,15.48,74.4,49.11,62.5,50.6,34.52,32.74,41.07,27.68,69.35,53.57,26.19,30.36,66.37,86.31
Fulham,28.1,38,54.76,50.89,73.21,64.58,35.12,31.25,77.98,67.86,77.38,76.79,69.05,70.24,75.0,76.19,75.6,63.69,76.19,81.55,72.62,93.45,72.92,88.69,72.62,66.67,64.29,66.67,60.42,63.39,29.76,25.6,66.67,22.02,24.11,47.62,19.05,72.02,70.83,78.57,49.4,85.12,77.98,72.02,50.0,53.27,74.4,79.17,82.44,73.81,88.69,76.19,50.0,73.51,79.46,60.71,13.69,92.26,35.71,67.26,38.39,51.19,65.48,40.48,54.76,36.61,33.04,18.75,33.33,34.82,61.31,43.75,27.08,34.23,20.83,63.69,64.58,40.48,41.67,21.13,39.58,64.88,88.1,76.19,76.19,78.57,46.43,55.95,71.13,75.6,52.98,73.21,72.62,73.81,66.07,54.17,66.67,24.4,45.24,78.57,18.45
Galatasaray,28.5,10,93.75,97.62,100.0,98.81,46.13,27.98,100.0,89.88,86.9,92.26,91.07,92.26,75.6,82.74,85.12,70.54,98.81,82.14,98.81,99.4,97.02,72.62,97.02,85.71,89.88,46.73,94.64,85.12,92.56,74.7,52.68,68.45,83.63,15.48,85.42,92.26,18.45,20.83,95.83,91.67,91.07,92.26,47.62,75.3,92.86,91.67,69.05,94.94,63.1,86.9,24.7,47.32,14.88,69.64,61.61,6.55,47.32,30.65,80.65,96.43,71.43,95.83,10.71,76.79,59.52,3.87,69.94,86.01,24.4,43.75,94.35,37.5,15.48,58.33,43.45,5.95,9.52,34.52,67.86,25.6,92.26,95.83,99.4,93.45,91.07,21.13,94.64,41.96,100.0,63.1,61.9,29.76,81.55,92.86,92.86,67.86,10.71,97.62,74.4
Genoa,26.2,38,20.83,19.64,21.13,19.64,11.01,13.99,18.15,23.21,19.64,20.24,13.1,12.5,30.95,30.95,26.19,40.77,22.62,5.95,10.71,55.95,8.33,14.88,8.93,63.39,46.13,26.19,81.55,78.57,26.19,26.49,62.8,45.24,29.76,54.17,86.61,21.43,54.76,48.21,28.57,12.5,21.43,21.43,8.04,2.98,14.88,16.07,19.05,27.38,83.04,19.64,72.62,78.27,79.46,25.6,64.88,74.11,20.54,27.38,24.4,19.05,90.77,10.12,69.94,34.52,40.77,69.35,73.21,69.35,73.21,43.75,29.46,63.39,51.79,34.23,29.46,75.6,48.81,25.89,9.52,92.26,50.3,8.93,17.26,19.05,35.71,69.64,36.01,39.88,41.07,22.62,19.05,25.0,24.7,14.88,0.6,58.93,61.9,73.21,17.86
Gent,25.2,8,37.8,65.18,52.68,48.21,58.04,38.99,52.68,44.94,67.26,71.43,52.98,54.76,80.95,82.14,97.62,89.88,62.2,78.57,72.02,80.36,95.83,54.17,95.24,64.88,30.95,80.36,19.05,72.02,87.2,75.89,40.18,76.79,69.94,42.86,4.46,72.62,41.07,29.17,74.4,79.76,60.12,72.62,25.0,12.2,56.55,55.36,43.75,9.23,77.08,67.26,93.45,91.96,79.46,23.21,44.64,20.24,9.23,95.83,80.65,93.45,80.65,58.04,58.93,70.54,80.65,89.58,4.76,7.74,24.4,43.75,22.32,16.07,8.63,19.05,84.52,13.69,19.64,0.89,6.85,66.67,26.19,93.45,52.08,61.9,60.71,21.13,69.05,10.71,95.83,55.95,37.5,57.14,92.86,17.26,4.46,24.4,80.95,81.55,1.19
Getafe,27.7,38,18.75,19.05,38.39,22.32,68.45,47.32,32.74,15.77,2.38,1.79,1.79,1.79,1.19,1.79,27.98,91.07,27.98,27.98,26.19,88.99,8.93,2.38,8.33,48.81,50.6,31.85,77.38,37.2,64.58,69.35,27.38,41.67,9.82,78.57,86.61,2.38,1.19,1.79,8.93,33.33,27.98,2.38,45.83,36.01,1.19,7.14,14.58,1.79,34.52,2.38,6.25,13.1,22.32,1.79,88.69,9.52,35.71,21.73,80.65,8.93,97.02,5.95,91.67,5.95,9.82,48.21,78.87,88.39,61.31,43.75,9.52,97.62,95.83,2.38,1.19,73.51,29.76,28.87,56.85,97.62,3.57,5.95,30.36,27.38,59.52,55.95,14.58,36.61,65.77,1.19,1.19,1.19,2.98,33.93,24.4,72.02,52.38,72.62,32.74
