Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Patrick Drewes,Bochum,German Bundesliga,GK,Goalkeeper,GER,32,134.73,1889,21,6.42
Patrik Carlgren,Nantes,French Ligue 1,GK,Goalkeeper,SWE,33,32.43,417,5,6.49
Pau López,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,ESP,30,12.67,135,2,6.34
Paulo Gazzaniga,Girona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,ARG,33,279.0,3825,43,6.49
Pepe Reina,Como,Italian Serie A,GK,Goalkeeper,ESP,42,75.61,1034,12,6.3
Peter Vindahl Jensen,Sparta Prague,UEFA Champions League,GK,Goalkeeper,DEN,26,53.54,720,8,6.69
Philipp Köhn,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,SUI,27,133.19,1890,21,6.34
Pierluigi Gollini,Genoa,Italian Serie A,GK,Goalkeeper,ITA,29,43.13,630,7,6.16
Pietro Terracciano,Fiorentina,"Italian Serie A, UEFA Europa Conference League",GK,Goalkeeper,ITA,34,55.54,810,9,6.17
Przemysław Tytoń,Twente,UEFA Europa League,GK,Goalkeeper,POL,37,13.01,167,2,6.5
Péter Gulácsi,RB Leipzig,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,HUN,35,233.07,3171,36,6.47
Radosław Majecki,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,POL,25,149.26,2070,23,6.49
Razvan Sava,Udinese,Italian Serie A,GK,Goalkeeper,ROU,22,76.67,1080,12,6.39
Remko Pasveer,Ajax,UEFA Europa League,GK,Goalkeeper,NED,41,66.21,900,10,6.62
Ricardo,Malmö,UEFA Europa League,GK,Goalkeeper,BRA,31,29.46,405,5,5.89
Ricardo Manuel Silva,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,POR,25,36.92,540,6,6.15
Robert Sánchez,Chelsea,"English Premier League, UEFA Europa Conference League",GK,Goalkeeper,ESP,27,216.95,2970,33,6.57
Robin Olsen,Aston Villa,English Premier League,GK,Goalkeeper,SWE,35,25.99,226,4,6.5
Robin Zentner,Mainz 05,German Bundesliga,GK,Goalkeeper,GER,30,211.01,2880,32,6.59
Roei Mashpati,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,ISR,32,45.17,630,7,6.45
Rohan Ferguson,Larne FC,UEFA Europa Conference League,GK,Goalkeeper,SCO,27,37.61,540,6,6.27
Rome-Jayden Owusu-Oduro,AZ Alkmaar,UEFA Europa League,GK,Goalkeeper,NED,20,67.91,990,11,6.17
Rui Patrício,Atalanta,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,POR,37,26.04,360,4,6.51
Rui Silva,"Betis, Sporting CP","Spanish La Liga, UEFA Champions League",GK,Goalkeeper,POR,31,112.08,1530,17,6.59
Ruslan Neshcheret,Dynamo Kyiv,UEFA Europa League,GK,Goalkeeper,UKR,23,19.58,270,3,6.53
Rémy Descamps,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,FRA,28,12.46,180,2,6.23
Sam Johnstone,Wolves,English Premier League,GK,Goalkeeper,ENG,31,44.27,630,7,6.32
Semuel Pizzignacco,Monza,Italian Serie A,GK,Goalkeeper,ITA,23,48.54,712,8,6.07
Sergio Herrera,Osasuna,Spanish La Liga,GK,Goalkeeper,ESP,31,249.51,3330,37,6.74
Sergio Padt,Ludogorets,UEFA Europa League,GK,Goalkeeper,NED,34,26.38,360,4,6.6
Silviu Șmalenea,Petrocub,UEFA Europa Conference League,GK,Goalkeeper,MDA,22,36.69,540,6,6.11
Simon Mignolet,Club Brugge,UEFA Champions League,GK,Goalkeeper,BEL,37,81.88,1080,12,6.82
Simon Sluga,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,CRO,31,6.36,90,1,6.36
Simone Perilli,Hellas Verona,Italian Serie A,GK,Goalkeeper,ITA,30,13.41,180,2,6.7
Simone Scuffet,"Cagliari, Napoli",Italian Serie A,GK,Goalkeeper,ITA,28,88.44,1260,14,6.32
Stefan Ortega,Manchester City,"English Premier League, UEFA Champions League",GK,Goalkeeper,GER,32,91.25,1260,14,6.52
Stefan Târnovanu,FCSB,UEFA Europa League,GK,Goalkeeper,ROU,24,71.61,990,11,6.51
Stefano Turati,Monza,Italian Serie A,GK,Goalkeeper,ITA,23,189.86,2676,30,6.33
Steve Mandanda,Rennes,French Ligue 1,GK,Goalkeeper,FRA,39,105.47,1485,17,6.2
Stole Dimitrievski,Valencia,Spanish La Liga,GK,Goalkeeper,MKD,31,25.3,360,4,6.32
Sven Ulreich,Bayern Munich,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,GER,36,12.05,135,2,6.02
Sławomir Abramowicz,Jagiellonia,UEFA Europa Conference League,GK,Goalkeeper,POL,20,76.28,1080,12,6.36
Theo Sander,FC Copenhagen,UEFA Europa Conference League,GK,Goalkeeper,DEN,19,6.47,90,1,6.47
Thibaut Courtois,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,BEL,33,276.82,3780,42,6.59
Thijmen Nijhuis,HJK,UEFA Europa Conference League,GK,Goalkeeper,NED,26,37.08,540,6,6.18
Thomas Dähne,Holstein Kiel,German Bundesliga,GK,Goalkeeper,GER,31,57.25,810,9,6.36
Théo De Percin,Auxerre,French Ligue 1,GK,Goalkeeper,MTQ,23,13.18,180,2,6.59
Tiago Cardoso,Gladbach,German Bundesliga,GK,Goalkeeper,LUX,19,27.44,360,4,6.86
Timo Horn,Bochum,German Bundesliga,GK,Goalkeeper,GER,32,83.51,1170,13,6.42
Timon Weiner,Holstein Kiel,German Bundesliga,GK,Goalkeeper,GER,26,155.15,2250,25,6.21
Timon Wellenreuther,Feyenoord,UEFA Champions League,GK,Goalkeeper,GER,29,73.79,955,11,6.71
Tobias Sippel,Gladbach,German Bundesliga,GK,Goalkeeper,GER,36,5.52,59,1,5.52
Tommaso Martinelli,Fiorentina,UEFA Europa Conference League,GK,Goalkeeper,ITA,18,6.88,90,1,6.88
Unai Marrero,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,ESP,23,33.01,450,5,6.6
Unai Simón,Athletic Club,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,ESP,27,148.57,1980,22,6.75
Vanja Milinković-Savić,Torino,Italian Serie A,GK,Goalkeeper,SRB,28,244.98,3330,37,6.62
Veljko Ilic,TSC,UEFA Europa Conference League,GK,Goalkeeper,SRB,21,49.48,720,8,6.18
Vicente Guaita,Celta Vigo,Spanish La Liga,GK,Goalkeeper,ESP,38,215.3,3060,34,6.33
Vid Belec,APOEL,UEFA Europa Conference League,GK,Goalkeeper,SVN,34,50.5,720,8,6.31
Vitus Eicher,Heidenheim,UEFA Europa Conference League,GK,Goalkeeper,GER,34,5.73,90,1,5.73
Vladan Kovačević,Legia Warsaw,UEFA Europa Conference League,GK,Goalkeeper,BIH,27,12.63,180,2,6.32
Walter Benítez,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,ARG,32,75.62,990,11,6.87
Warleson,Cercle Brugge,UEFA Europa Conference League,GK,Goalkeeper,BRA,28,12.96,121,2,6.48
Wladimiro Falcone,Lecce,Italian Serie A,GK,Goalkeeper,ITA,30,244.75,3420,38,6.44
Wojciech Szczęsny,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,POL,35,151.68,2070,23,6.59
Yahia Fofana,Angers,French Ligue 1,GK,Goalkeeper,CIV,24,217.69,2970,33,6.6
Yann Sommer,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,SUI,36,310.94,4230,47,6.62
Yehvann Diouf,Reims,French Ligue 1,GK,Goalkeeper,SEN,25,223.98,3060,34,6.59
Yuri Lodygin,Panathinaikos,UEFA Europa Conference League,GK,Goalkeeper,RUS,34,19.34,270,3,6.45
Zion Suzuki,Parma,Italian Serie A,GK,Goalkeeper,JPN,22,238.35,3314,37,6.44
Ádám Varga,Ferencváros,UEFA Europa League,GK,Goalkeeper,HUN,25,12.0,148,2,6.0
Álex Remiro,Real Sociedad,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,ESP,30,293.25,4050,45,6.52
Álvaro Fernández,Sevilla,Spanish La Liga,GK,Goalkeeper,ESP,27,50.72,720,8,6.34
Ørjan Nyland,Sevilla,Spanish La Liga,GK,Goalkeeper,NOR,34,195.98,2673,30,6.53
Đorđe Petrović,Strasbourg,French Ligue 1,GK,Goalkeeper,SRB,25,204.28,2790,31,6.59
İrfan Can Eğribayat,Fenerbahçe,UEFA Europa League,GK,Goalkeeper,TUR,26,42.28,540,6,7.05
Łukasz Fabiański,West Ham,English Premier League,GK,Goalkeeper,POL,40,93.55,1160,14,6.68
Łukasz Skorupski,Bologna,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,POL,34,215.42,2970,33,6.53
